gene_id	SRX8042381	SRX8042382	SRX8042383	SRX8042384	SRX8042385	SRX8042386
ENSMUSG00000060371	6.80468817	7.87846012	9.29144272	8.29688795	3.86276877	7.41553307
ENSMUSG00000036480	4.38800841	4.5607092	5.85665975	3.00956253	3.35131442	5.82730013
ENSMUSG00000027978	4.31251027	3.06978323	5.98314331	4.68962946	3.59240732	5.37313509
ENSMUSG00000099016	2.40788785	6.09385475	2.14750674	1.87078995	3.33143118	2.18160055
ENSMUSG00000026514	4.56703641	5.34159301	7.13195197	6.1194848	5.22327803	5.55879711
ENSMUSG00000059213	7.08162548	8.07720362	11.10494026	10.54597909	6.77860455	9.65601688
ENSMUSG00000030905	5.03164648	5.32047352	6.99260456	6.31193871	5.06178036	4.70614192
ENSMUSG00000021255	5.5459076	3.80516822	2.02717213	2.3524073	8.63781306	2.15329658
ENSMUSG00000026090	6.18817378	6.66748225	9.21098384	8.50758115	6.42466546	7.23286199
ENSMUSG00000010803	5.04185185	5.99098967	8.46476313	7.60567718	4.56172531	7.25437668
ENSMUSG00000061762	3.80522008	4.99397878	4.50391143	7.05879968	5.41666325	5.37732314
ENSMUSG00000057132	4.24093403	5.89816739	3.54013411	4.33073738	9.77421213	5.07247616
ENSMUSG00000027296	4.48822476	4.82293076	7.19947193	6.51872647	3.85565911	5.55284983
ENSMUSG00000030376	6.50593827	7.31873324	9.15442489	8.21450204	6.35989794	7.63630103
ENSMUSG00000034452	6.53880036	6.03913859	2.74247373	4.00522155	9.58056564	5.13137778
ENSMUSG00000098051	2.92288269	3.56895884	4.80049657	4.2346602	2.73620556	3.11460469
ENSMUSG00000033316	4.61999661	4.03587495	6.06093223	4.89021533	3.57957323	5.55214373
ENSMUSG00000039058	6.23788552	6.94470255	8.39507604	7.19060074	6.81577706	6.66825903
ENSMUSG00000024008	4.13098515	5.57185462	7.3118261	6.81554273	3.55749445	5.15428108
ENSMUSG00000051726	5.67037694	5.05239102	8.09441107	7.34007968	5.71743427	6.75342466
ENSMUSG00000024617	9.09980484	8.94592429	12.21657553	11.16719092	8.47330839	10.97960124
ENSMUSG00000029436	6.7869944	7.23810536	8.68882281	7.6436966	6.56244724	6.99862154
ENSMUSG00000041014	4.84715241	5.10366361	7.05362879	6.36734029	4.70368678	5.29126198
ENSMUSG00000027350	7.86766814	7.93957131	9.03710616	8.24043786	7.10530732	7.33727171
ENSMUSG00000029712	4.13520498	4.45672421	6.29030246	5.6739701	4.49446129	5.58756074
ENSMUSG00000044216	3.60052205	4.82615982	8.11125628	7.79007273	3.85482825	6.49584761
ENSMUSG00000032936	6.86247504	7.39684297	8.93945078	8.3059469	5.23986529	7.92107459
ENSMUSG00000022218	8.03967202	4.19557977	2.83127983	3.82652833	5.34242006	5.96147258
ENSMUSG00000026358	7.83335573	4.45079898	2.63729842	3.04753071	4.59213969	5.90813849
ENSMUSG00000103129	4.85459828	2.44793744	2.46213233	1.81727707	2.58580664	2.30929171
ENSMUSG00000056158	6.32004323	4.23531008	7.11473225	5.93728501	4.67169271	5.74142195
ENSMUSG00000021313	7.44231266	7.52935982	9.41150717	8.55022264	7.37318489	7.91133845
ENSMUSG00000052301	4.05562825	3.77298982	5.43970938	4.69636887	3.95465209	3.94599033
ENSMUSG00000044288	6.57241915	7.03527615	8.71792731	7.35115716	6.86110952	7.54202864
ENSMUSG00000096351	3.91253337	3.86943185	2.49413319	3.41987025	7.65302378	2.89828579
ENSMUSG00000039106	4.21457797	4.4426985	5.58179663	4.32645646	5.00678508	3.58661093
ENSMUSG00000055078	4.27743307	4.77652902	5.87351182	4.90836447	3.84990396	4.21647307
ENSMUSG00000055540	5.59145778	5.1282426	7.50165959	6.64851801	6.29565795	6.05555179
ENSMUSG00000020436	5.7179201	6.15847996	7.71888321	7.13308925	4.36383246	5.77675074
ENSMUSG00000047495	5.5508846	5.11275679	7.3956993	6.68600123	5.10073104	6.06557124
ENSMUSG00000041911	5.83689793	4.66149365	6.01664048	3.87319754	4.28251459	5.53725242
ENSMUSG00000025876	6.18915983	6.09001149	8.13137942	7.00114449	7.30464802	6.24957446
ENSMUSG00000104210	2.94270153	2.74614874	4.24169403	2.95265297	4.35822708	3.38290231
ENSMUSG00000058248	4.99356917	5.70436066	7.8338213	7.46343451	5.56839178	6.40339811
ENSMUSG00000022421	10.06259728	9.60984946	11.13711591	10.4233261	10.27841439	10.12324479
ENSMUSG00000070695	5.1180571	5.76914032	7.6873547	6.83852552	5.69640411	5.44434369
ENSMUSG00000026344	5.83174576	7.18969663	7.52756397	5.76031186	6.66805118	6.63172148
ENSMUSG00000035864	8.74045412	8.46405869	10.93981022	10.41611536	8.59780639	9.42288614
ENSMUSG00000004110	8.30465943	8.14533037	10.21404097	9.55003408	6.78705359	8.46503372
ENSMUSG00000045733	5.73593765	6.68815437	8.24353938	7.17373647	6.82280762	7.10129716
ENSMUSG00000028838	6.10540549	4.60699834	6.94542826	5.80017005	6.22983717	5.95613382
ENSMUSG00000022015	8.00373019	4.6683314	1.88615828	4.03484869	5.06113951	6.46959225
ENSMUSG00000067889	7.72188514	7.68803872	10.36802694	10.23912485	7.31039091	9.06445469
ENSMUSG00000027971	5.37779374	6.45147134	8.72656575	8.13106827	6.2287573	6.9943296
ENSMUSG00000025020	7.25375509	6.17290196	7.56634471	6.32512086	4.97677813	6.10811194
ENSMUSG00000054459	7.74972806	7.1565418	9.00700776	7.8706567	6.56078915	7.94588882
ENSMUSG00000038020	6.3901231	6.88096838	8.81691441	7.98180154	6.69688162	7.49872048
ENSMUSG00000037579	4.02572519	4.48164441	7.59646462	7.45008867	2.66133481	6.44313979
ENSMUSG00000045174	4.5205632	3.07103524	5.68479263	4.8991434	5.12849762	4.08717206
ENSMUSG00000007944	4.64619342	4.95109338	7.13208026	6.68438556	4.98577101	6.27439339
ENSMUSG00000046182	4.75102771	4.44369465	6.72948433	6.24836283	4.24836166	5.3976013
ENSMUSG00000041708	6.67436243	5.57068706	7.7279111	7.2998582	6.22076037	7.47652684
ENSMUSG00000027834	6.00464829	6.36718039	8.18805029	7.80593397	6.42311284	6.88563639
ENSMUSG00000022212	6.39670231	5.78877144	8.12113466	7.55457421	5.64900929	6.39879024
ENSMUSG00000050164	2.94688446	3.41582232	5.14035116	4.76265115	3.85824959	4.34327316
ENSMUSG00000045903	5.10402389	4.64355377	6.13960937	5.10616039	2.64214277	4.70950102
ENSMUSG00000040794	5.1127555	4.93608159	7.16649186	6.55522677	6.40421534	5.62490499
ENSMUSG00000009216	4.08698211	5.40937882	7.72311661	8.36311028	3.3622885	5.87348739
ENSMUSG00000029420	7.21232957	7.0902362	8.29138317	7.42387985	6.40949552	6.75183253
ENSMUSG00000062593	8.57796113	6.28867044	3.3821735	4.25727643	6.66132324	6.4492007
ENSMUSG00000025576	6.3921248	6.87327731	8.33988892	8.01230013	5.87006061	6.78792841
ENSMUSG00000035653	6.38732546	5.13938342	6.93404964	5.71771113	5.45086483	5.94495046
ENSMUSG00000024064	5.30876727	3.73865651	5.75460075	4.54793114	4.53215556	4.60263369
ENSMUSG00000046093	8.84264658	8.87638701	10.21550727	9.48748988	8.61456496	9.19916753
ENSMUSG00000022454	8.50504653	8.52141793	9.90268984	8.92067865	8.96893023	8.78729151
ENSMUSG00000031376	6.15391128	5.21658719	7.54870032	6.35208203	6.05052043	6.07335711
ENSMUSG00000044933	4.0566956	4.69603082	5.84064325	4.77869159	5.38439037	5.16459958
ENSMUSG00000006711	5.42660901	4.66172412	6.36971845	5.3807122	4.47742006	5.25711412
ENSMUSG00000028785	5.75245239	7.48597839	8.47217043	7.98928261	5.3312003	6.45983672
ENSMUSG00000024041	4.81363363	2.35344311	1.71653802	2.42135081	2.61198274	3.4566225
ENSMUSG00000039809	8.31043239	7.53097715	8.87732629	7.78692333	6.70032325	7.49931169
ENSMUSG00000086719	2.56638402	5.62435485	2.18538137	2.08229974	3.75082014	2.90340258
ENSMUSG00000034997	4.64909017	4.22329356	5.88024199	4.95034413	4.72521805	4.79592931
ENSMUSG00000025189	5.41784662	6.03355757	7.53472589	7.02830631	5.62721494	6.06757449
ENSMUSG00000040125	6.17342611	6.88828373	9.04942482	9.70071614	4.84507713	7.33854937
ENSMUSG00000032452	6.18171079	6.63479052	7.5682771	6.49681529	6.0253938	6.10953097
ENSMUSG00000021680	3.76155206	5.25535207	4.55312544	2.10837453	4.55607769	3.43839259
ENSMUSG00000028289	6.50792257	6.4915608	7.85860265	6.9415616	6.68420557	6.31356135
ENSMUSG00000037428	6.5798513	5.76925912	7.97391285	7.80267788	4.83295006	6.69638529
ENSMUSG00000028033	6.06051855	6.15919037	6.83730763	6.87074733	5.22916305	5.63484934
ENSMUSG00000042078	6.38645409	6.22060786	7.70683026	6.93875119	6.10922944	6.4959861
ENSMUSG00000030134	7.0671429	7.05833108	8.66261238	7.95640999	7.30037556	7.46226011
ENSMUSG00000024672	8.41066711	5.27166352	3.89739368	4.43502657	5.46609162	5.85335324
ENSMUSG00000022357	6.08025577	2.88780507	2.23890689	2.44052249	4.6265444	3.52284349
ENSMUSG00000032355	4.59299185	4.09450488	6.60773317	6.3694516	4.78209471	6.12190742
ENSMUSG00000036264	3.46560869	4.59073435	5.7310765	5.74561616	3.17137058	4.03525657
ENSMUSG00000039059	5.45862889	6.40930239	7.42521814	6.72521323	5.11015455	5.95032808
ENSMUSG00000000632	7.66848853	8.25944484	9.21544071	8.38179906	7.17863925	7.57309522
ENSMUSG00000000861	5.21628254	5.92832922	7.42266724	7.30013964	5.01458622	5.79822255
ENSMUSG00000000560	5.32946574	5.28143217	6.66276496	5.94342676	5.47422976	5.32911544
ENSMUSG00000017740	8.16613067	7.91225676	9.73917201	8.9695904	8.14442421	8.71112956
ENSMUSG00000027489	3.70956481	5.282701	6.26943277	5.572065	4.62084482	5.31603609
ENSMUSG00000026959	7.75214712	7.74971094	9.2837829	8.69119201	7.2618613	8.03766681
ENSMUSG00000068696	5.27553098	6.29791961	5.34214773	7.54212725	3.61675016	6.13112015
ENSMUSG00000064193	9.27345557	4.69555608	3.55729676	3.63167124	5.55667879	9.7348571
ENSMUSG00000065922	2.92019361	3.8869761	2.04150035	3.17298951	7.24456049	4.14186673
ENSMUSG00000004961	5.44537004	6.12384386	7.42802956	7.10274883	5.87870369	6.12384112
ENSMUSG00000029878	5.40523875	6.16938229	7.04686917	6.28733881	3.74932346	6.03865765
ENSMUSG00000042388	7.02133075	6.50810845	9.23164981	8.90794555	6.40358901	8.5084932
ENSMUSG00000064065	6.6475358	7.08871697	7.47467332	6.48468286	6.46045924	6.43155141
ENSMUSG00000007653	6.3624172	6.36618945	7.90099282	7.5351353	5.9628486	7.25214091
ENSMUSG00000054013	6.0177805	5.51454925	7.23014223	6.93229289	5.34443992	5.28984196
ENSMUSG00000056972	6.54054424	3.88670948	3.16726491	3.13624338	3.17042337	3.17715149
ENSMUSG00000040907	10.5756185	9.40569415	11.85889901	11.22521786	10.29982908	10.42851053
ENSMUSG00000096146	2.26755	3.32972569	4.33145837	4.20917809	3.21480096	3.57914439
ENSMUSG00000023033	7.91601423	8.36014669	9.67020585	8.98820941	7.93543247	8.5562801
ENSMUSG00000052087	5.04454968	4.91729704	6.6657021	5.86753752	6.48080357	5.71731985
ENSMUSG00000030137	4.15689048	3.50967881	4.49028771	3.05873658	4.5759092	3.76069634
ENSMUSG00000028176	6.30291317	7.20095704	8.43302173	8.12937659	5.90776762	7.60905584
ENSMUSG00000022577	7.11807906	6.60589482	7.54061701	6.54828993	5.9313256	6.13762826
ENSMUSG00000018865	6.88793767	6.92717119	8.60832449	7.99329691	6.71661853	7.95044009
ENSMUSG00000059040	9.55884023	5.51853431	3.15978902	4.27392054	5.99994145	9.86560633
ENSMUSG00000061751	8.06913306	8.16327181	9.71638361	9.45422392	8.08348396	8.59593293
ENSMUSG00000069227	6.79163459	6.13364906	8.14033682	7.79705826	6.8740283	6.56585071
ENSMUSG00000034145	4.61429364	5.24275905	6.01667559	5.20364484	4.86330842	5.26275743
ENSMUSG00000062296	8.56691913	8.38219937	10.00659071	9.80275666	6.65020789	8.12311152
ENSMUSG00000058624	7.5397096	7.35576629	9.1589879	8.37102547	8.58163906	8.28297255
ENSMUSG00000031932	4.06254532	3.94314651	5.49798573	5.49712775	3.59537723	4.49416274
ENSMUSG00000058360	4.05029244	2.30653762	1.7181071	2.04156224	2.67738266	2.4252125
ENSMUSG00000039037	6.86277621	5.93168658	7.63559788	6.91293576	6.86346034	7.15945569
ENSMUSG00000046699	6.54105552	6.05700316	7.12304337	6.06451944	4.91568885	5.92577962
ENSMUSG00000084890	4.54104058	5.40666136	5.85178283	6.94012879	2.65339921	4.49171708
ENSMUSG00000055958	2.2518671	2.82178391	3.44139193	3.47699309	2.66868054	2.3564121
ENSMUSG00000016150	6.98161478	6.37630201	7.62319793	6.9717008	5.76784545	6.37388541
ENSMUSG00000045349	5.14837222	6.4590601	6.88246812	6.10269254	5.61391789	5.93318076
ENSMUSG00000078591	4.72721553	3.97167204	5.75149349	5.48912433	2.74899801	4.84954615
ENSMUSG00000094626	6.28890014	5.82478106	6.34254309	6.04703667	5.8268009	5.76389119
ENSMUSG00000090061	5.00175728	3.03961749	6.22193029	6.40969201	4.35927332	5.07021348
ENSMUSG00000089672	7.53154022	3.59250631	3.87087071	3.91754404	4.88127228	5.13369297
ENSMUSG00000078307	5.22641511	6.39308487	7.45416467	7.22995366	4.70636924	6.63288121
ENSMUSG00000032532	6.00831257	7.06564473	8.10216187	6.65576484	7.27706974	7.30766105
ENSMUSG00000022416	6.07047239	5.11501118	7.62664654	8.30622052	5.64403101	6.37340722
ENSMUSG00000071567	5.05497707	5.11075315	6.49686796	6.20809602	6.0601051	5.36053728
ENSMUSG00000008658	6.5532015	7.53772085	8.46070295	7.90561021	7.0915086	7.35293221
ENSMUSG00000060257	2.78457792	3.67748223	4.9913719	4.79995116	3.16685369	5.02711555
ENSMUSG00000090071	6.25482992	6.61393901	8.72747015	8.55473592	7.60416542	8.36402707
ENSMUSG00000060212	6.76931697	6.53975016	7.74607755	7.21421855	6.56990857	6.91033121
ENSMUSG00000016346	8.07580243	7.66073386	9.45908118	9.00728475	6.81740368	8.2200178
ENSMUSG00000027220	7.87767334	7.07461085	8.35490022	7.19119013	7.0484443	7.55756184
ENSMUSG00000041380	5.3580096	3.46904864	6.25290198	6.20556907	4.20061407	4.32465875
ENSMUSG00000040424	5.43791995	4.83436845	6.2079566	5.5411818	4.48129099	5.94657882
ENSMUSG00000057897	8.79331871	9.3693499	10.35732564	10.09892374	8.97886844	9.26932308
ENSMUSG00000035226	6.18718195	3.85491827	6.78396805	6.45762507	4.12606725	6.04218594
ENSMUSG00000063193	6.80003551	4.48350134	2.43597221	3.64924396	4.6433739	4.46693804
ENSMUSG00000024873	6.40872706	6.74288231	7.99886807	7.23259601	7.16588607	7.22924096
ENSMUSG00000053395	5.64002417	5.4505763	7.11854316	6.66842707	5.77810899	7.20123071
ENSMUSG00000044071	6.66788259	6.15562686	7.4830113	6.99436185	5.69389019	5.85383544
ENSMUSG00000027895	5.34996668	5.3383354	6.9375239	6.57416309	5.89615514	6.32844598
ENSMUSG00000019146	4.6135314	4.44524052	5.77495818	5.46788801	3.24663201	5.5241034
ENSMUSG00000028965	7.28210718	3.52653216	2.84604145	3.32721371	4.50430337	6.2253097
ENSMUSG00000049583	7.55328219	7.74225307	8.81717636	8.04666641	7.8703001	7.96597228
ENSMUSG00000026141	3.72692321	3.35158548	5.00425436	4.23835422	5.50851634	4.29873475
ENSMUSG00000104597	6.88356841	7.19065705	8.40449334	7.79941011	6.03702878	6.89634721
ENSMUSG00000041710	5.69627861	4.58528507	5.56858414	4.05798595	3.44716102	4.24747698
ENSMUSG00000052373	5.28103521	4.89191813	6.46170274	6.23335909	5.20990716	5.46873093
ENSMUSG00000027419	7.49466608	7.62111108	8.71928876	8.2890525	7.82981322	7.97373522
ENSMUSG00000052981	6.73979251	7.00570513	7.9924782	7.43760314	7.38980795	7.22086447
ENSMUSG00000045912	4.63935599	4.27997904	5.2078792	4.42233922	3.20381865	4.21633469
ENSMUSG00000055409	5.46466992	5.18268796	6.22274262	5.99394074	4.90434619	3.48151852
ENSMUSG00000046550	2.64276637	3.06354633	3.24389898	2.44711919	3.59054118	2.38875449
ENSMUSG00000021062	6.11216997	7.26002246	7.78602161	7.72488723	4.32939486	7.39892996
ENSMUSG00000036306	6.37243269	6.61452547	8.14376034	7.84814775	6.855819	7.4425081
ENSMUSG00000074923	5.88371719	5.88146896	7.23160081	6.96134283	5.8630871	6.88992894
ENSMUSG00000027965	3.17244724	4.73564977	4.9397035	4.75479647	3.23942408	3.82034966
ENSMUSG00000047658	5.30790243	5.39245421	6.52411667	5.73843356	6.27343148	5.79056201
ENSMUSG00000076613	2.26334073	2.31795056	1.68598306	9.36898555	11.68291189	9.29852648
ENSMUSG00000064293	6.12571787	6.26365452	6.84664827	5.7557034	6.02930553	5.82129376
ENSMUSG00000020990	3.29542423	3.51370605	4.47463877	4.59114275	3.50807283	3.21316309
ENSMUSG00000038738	9.89550702	9.41386629	11.00117116	10.44777197	9.1261795	10.50582178
ENSMUSG00000051062	4.05473212	2.32538411	5.0479538	4.66151582	3.58024841	5.02021605
ENSMUSG00000027273	9.71084786	9.47730258	10.73208601	10.23805263	9.73112928	10.01525121
ENSMUSG00000030302	8.62636325	8.6439655	10.17179699	10.14611113	8.2529315	9.31612112
ENSMUSG00000032564	2.23164762	4.98309688	5.85285451	5.84374386	4.98145625	5.37285192
ENSMUSG00000030789	10.09270541	7.10523701	4.65582674	5.96076848	7.93048251	7.99753694
ENSMUSG00000040452	4.24874749	3.52499213	4.80827327	5.40079085	2.69957086	3.40225142
ENSMUSG00000021478	5.13028388	5.25028936	4.37630955	6.69098078	4.20494225	5.33973191
ENSMUSG00000034891	7.30981163	6.72066246	8.35890839	8.69042383	7.73142619	7.60710298
ENSMUSG00000030350	5.87705497	5.02507182	7.36731463	7.18113987	5.79496919	6.89878595
ENSMUSG00000107226	4.15565448	3.30765566	3.72427724	2.53071	3.33992862	2.34976234
ENSMUSG00000034818	8.06262732	8.06712503	8.57529548	8.28156364	6.67012789	7.86323859
ENSMUSG00000050069	5.47570624	5.57628936	5.91658276	5.8066895	5.13076038	5.71947286
ENSMUSG00000105983	2.25607864	4.11999052	4.36389666	5.25877589	4.68415476	2.80013953
ENSMUSG00000020684	7.60651835	7.08184615	9.17631043	9.45397257	7.588974	8.84137633
ENSMUSG00000036800	6.05530303	5.5726589	6.80109972	5.84462049	5.8201164	6.22665011
ENSMUSG00000027347	8.80386467	8.67382383	9.40605367	9.00095436	7.17919675	8.76656422
ENSMUSG00000061298	4.54202061	4.13450488	4.9473496	4.27722072	2.68803271	3.74827717
ENSMUSG00000078235	4.64019747	3.52164521	4.81577834	4.48673193	3.67335814	4.21747667
ENSMUSG00000107105	5.13781876	3.05343976	2.44932234	1.83486932	2.63040153	2.74144231
ENSMUSG00000086040	6.871459	7.87969102	8.78784618	8.08625243	7.74642439	8.25123581
ENSMUSG00000038179	8.29986131	5.69504475	3.42106522	4.60679589	5.80697806	6.26734114
ENSMUSG00000020848	6.20842997	5.84150955	6.77732746	5.94066043	6.52384673	5.7865752
ENSMUSG00000020297	7.66256055	8.43345546	9.22041295	8.65775848	8.06632371	8.57795201
ENSMUSG00000029754	2.28121451	3.6497847	2.85534499	4.10500348	3.35428614	2.80496697
ENSMUSG00000027500	7.36881124	7.55768869	8.00741149	7.69720364	7.36046285	8.06645284
ENSMUSG00000106775	4.2321126	6.65006528	2.15497245	3.39240782	3.85512132	4.46885816
ENSMUSG00000022288	3.02548071	4.61390995	2.31544106	1.80975188	2.72619384	2.34945033
ENSMUSG00000036422	5.46585989	6.61293672	7.18505316	6.34788017	5.7519363	5.3954958
ENSMUSG00000050963	4.78335094	3.71369619	5.58280519	5.85004843	3.57274055	4.5559326
ENSMUSG00000036185	5.7262925	2.7358594	1.88163794	2.72279862	3.57465494	4.79165361
ENSMUSG00000051401	4.10647264	4.41434166	5.79285263	6.14000125	4.75339131	4.49803796
ENSMUSG00000102697	5.12890928	5.33022026	6.85918519	6.49520454	6.49371859	6.40582906
ENSMUSG00000075318	8.7512281	8.76464175	9.70170896	9.22188661	8.36392997	8.86403568
ENSMUSG00000090063	3.12327358	5.18379043	5.89139046	6.2048195	4.10667882	5.62183533
ENSMUSG00000085800	4.96397311	3.06625309	1.88209316	2.09127848	4.06545976	2.85610942
ENSMUSG00000021647	7.91048993	5.71544579	8.97869673	5.25719722	7.05165623	9.75661341
ENSMUSG00000066108	6.39759815	3.7450048	2.15146274	3.30201796	4.79612707	4.49653607
ENSMUSG00000058153	7.94771722	7.86555011	8.80071225	8.16102214	7.97075515	8.21135164
ENSMUSG00000106106	14.07676437	13.10338189	10.6374024	13.67860682	17.64836113	15.17007149
ENSMUSG00000032739	2.24301399	3.07322802	2.84387812	4.38891867	3.55412382	3.75664628
ENSMUSG00000029211	6.43259335	6.47891588	7.31541511	6.53002824	6.41555788	6.43921297
ENSMUSG00000024245	4.44580821	6.19806021	6.18225648	4.68474563	6.49183973	5.8733161
ENSMUSG00000063354	6.39093572	3.76540415	2.62565853	3.07747496	5.15150753	3.95462007
ENSMUSG00000068129	8.70856192	5.31381249	4.13091359	5.47249884	5.71387707	7.7654926
ENSMUSG00000025468	6.06751387	5.5229103	6.74149837	6.40278955	5.92870385	6.13752492
ENSMUSG00000032589	9.75191005	9.73867551	10.89714049	10.42964647	10.1019754	9.98118683
ENSMUSG00000031293	5.89944303	6.81607953	4.22230913	4.77418353	10.01650849	6.32173534
ENSMUSG00000031883	3.83160412	3.73364864	4.58021762	3.81415398	4.69358002	4.08318203
ENSMUSG00000042532	5.76965891	5.30631948	7.1556754	6.62228149	5.9307096	7.03880636
ENSMUSG00000097914	5.27049108	3.49482456	2.53127508	2.28700398	2.67155462	3.06927341
ENSMUSG00000007207	6.97465136	7.70490288	8.03734161	7.1939783	6.54274508	7.47912411
ENSMUSG00000043301	6.61220584	5.77589698	6.92599692	6.12955514	6.40747112	5.80200386
ENSMUSG00000029544	6.98769726	5.99879223	7.75655391	7.79511081	6.18908357	6.80340434
ENSMUSG00000026204	9.16823171	8.69751097	9.22771679	9.29670785	8.71313463	8.69927542
ENSMUSG00000076609	6.99839496	4.53091566	2.59020876	10.85603125	12.42773761	13.21499186
ENSMUSG00000067149	4.43122543	3.38327249	2.40156631	8.81882861	9.89869878	10.96415923
ENSMUSG00000023828	4.37173315	3.33782814	1.89189697	4.05652258	3.56652721	2.40475858
ENSMUSG00000015568	10.5395349	7.18385813	5.69260741	6.80026523	7.96983368	8.22040251
ENSMUSG00000102876	3.34422599	3.1426035	1.90927301	3.47641946	2.67206805	2.35293076
ENSMUSG00000025885	5.62406696	4.72196714	6.38633662	5.94445918	4.69667256	5.84000479
ENSMUSG00000096847	7.17387775	6.48179403	7.96477731	7.6733838	6.69187707	7.81842756
ENSMUSG00000104159	5.19875405	3.36457987	2.03999894	2.73452364	4.10493261	2.35565392
