chr21	10473728	10485617	+
chr21	10482858	10485617	+
chr21	10485733	10491245	+
chr21	10491346	10491539	+
chr21	10521693	10524579	+
chr21	10524687	10527354	+
chr21	10527411	10538680	+
chr21	10527411	10559493	+
chr21	10538733	10541111	+
chr21	10541164	10542394	+
chr21	10542447	10543328	+
chr21	10542447	10552656	+
chr21	10542447	10559493	+
chr21	10543381	10552656	+
chr21	10552715	10559493	+
chr21	10559543	10561029	+
chr21	10561190	10567669	+
chr21	10567788	10569436	+
chr21	10569535	10569682	+
chr21	10569745	10570484	+
chr21	10570548	10577459	+
chr21	10577519	10578336	+
chr21	10578417	10578516	+
chr21	10578604	10590461	+
chr21	10590522	10592292	+
chr21	10592372	10595981	+
chr21	10596086	10598014	+
chr21	10598093	10602057	+
chr21	10602149	10603561	+
chr21	10603631	10605416	+
chr21	13038423	13042501	+
chr21	13042615	13042778	+
chr21	13042951	13045162	+
chr21	13045269	13048964	+
chr21	13049028	13051795	+
chr21	13052701	13060465	+
chr21	13060882	13062839	+
chr21	13062957	13065174	+
chr21	13065698	13066851	+
chr21	13067047	13069174	+
chr21	13069291	13117837	+
chr21	13546122	13546979	+
chr21	13547127	13556392	+
chr21	13556510	13558316	+
chr21	13610748	13615122	+
chr21	13615236	13615396	+
chr21	13615569	13618348	+
chr21	13618454	13620157	+
chr21	13620294	13622804	+
chr21	13622874	13628381	+
chr21	13628451	13629855	+
chr21	13629899	13630940	+
chr21	13631106	13639514	+
chr21	13639637	13641344	+
chr21	13843431	13844021	-
chr21	13844134	13845004	-
chr21	13845273	13846012	-
chr21	13846140	13846758	-
chr21	13846948	13848089	-
chr21	13943861	13945038	-
chr21	13945108	13951066	-
chr21	13951138	13951231	-
chr21	13951259	13954065	-
chr21	13954149	13979701	-
chr21	14109079	14144622	-
chr21	14109079	14163418	-
chr21	14144798	14152572	-
chr21	14152683	14163418	-
chr21	14152683	14163436	-
chr21	14163522	14165222	-
chr21	14165389	14166361	-
chr21	14165389	14181757	-
chr21	14166450	14181757	-
chr21	14181858	14185960	-
chr21	14186068	14189033	-
chr21	14189418	14206814	-
chr21	14189418	14210799	-
chr21	14216281	14219562	+
chr21	14219724	14221096	+
chr21	14221168	14224437	+
chr21	14224536	14226879	+
chr21	14274156	14279595	+
chr21	14279656	14287549	+
chr21	14287696	14288403	+
chr21	14288545	14291285	+
chr21	14288545	14291569	+
chr21	14291746	14299437	+
chr21	14374283	14375651	-
chr21	14375818	14378198	-
chr21	14378411	14381202	-
chr21	14381542	14383094	-
chr21	14486113	14498441	-
chr21	14498591	14500528	-
chr21	14500734	14510309	-
chr21	14510460	14512443	-
chr21	14512572	14516891	-
chr21	14517040	14521149	-
chr21	14521220	14523270	-
chr21	14521220	14546204	-
chr21	14521220	14582135	-
chr21	14523393	14546204	-
chr21	14582290	14585361	+
chr21	14582487	14583319	-
chr21	14585537	14591321	+
chr21	14591467	14594693	+
chr21	14592638	14594012	-
chr21	14594077	14602022	-
chr21	14594739	14597924	+
chr21	14602098	14609481	-
chr21	14609567	14612875	-
chr21	14612912	14615975	-
chr21	14616015	14643001	-
chr21	14968525	15014343	-
chr21	15014465	15043494	-
chr21	15043573	15064744	-
chr21	15730437	15762890	+
chr21	15762967	15765996	+
chr21	15766140	15777903	+
chr21	15778026	15791501	+
chr21	15791663	15799756	+
chr21	15799842	15805120	+
chr21	15805257	15808808	+
chr21	15808884	15811136	+
chr21	15811209	15818697	+
chr21	15818845	15824038	+
chr21	15824165	15824965	+
chr21	15825060	15826203	+
chr21	15826364	15826976	+
chr21	15827202	15830530	+
chr21	15830600	15831400	+
chr21	15831628	15833347	+
chr21	15833547	15842397	+
chr21	15842539	15847662	+
chr21	15842539	15849776	+
chr21	15842539	15864267	+
chr21	15847775	15849776	+
chr21	15849871	15864267	+
chr21	15864445	15866265	+
chr21	15866343	15870067	+
chr21	15870146	15874402	+
chr21	15874525	15877795	+
chr21	15877990	15878302	+
chr21	16070547	16071113	+
chr21	16071397	16181590	+
chr21	16181686	16231055	+
chr21	16194632	16231055	+
chr21	16231114	16391613	+
chr21	16231114	16487489	+
chr21	16391684	16487489	+
chr21	16487537	16537378	+
chr21	16487537	16606993	+
chr21	16537438	16594339	+
chr21	16537438	16606993	+
chr21	16594453	16606993	+
chr21	17438996	17441673	+
chr21	17441842	17444082	+
chr21	17444199	17448864	+
chr21	17444199	17448870	+
chr21	17513171	17547026	+
chr21	17547192	17551748	+
chr21	17547192	17565427	+
chr21	17551952	17558975	+
chr21	17551952	17565427	+
chr21	17559130	17560701	+
chr21	17559130	17565427	+
chr21	17560823	17561337	+
chr21	17561475	17565427	+
chr21	17565610	17593151	+
chr21	17594331	17598616	-
chr21	17598823	17604144	-
chr21	17598823	17604859	-
chr21	17604275	17604859	-
chr21	17604996	17608971	-
chr21	17609151	17612698	-
chr21	17777618	17785547	-
chr21	17777618	17787027	-
chr21	17785611	17787027	-
chr21	17787209	17792476	-
chr21	17793577	17795207	-
chr21	17793580	17795207	-
chr21	17793580	17796581	-
chr21	17795269	17796581	-
chr21	17797117	17818191	-
chr21	17818324	17819302	-
chr21	17835825	17840494	-
chr21	17840652	17885461	-
chr21	17917399	18027871	+
chr21	17917399	18256508	+
chr21	18027970	18256508	+
chr21	18245301	18256508	+
chr21	18245968	18256508	+
chr21	18256817	18256969	+
chr21	18257126	18260199	+
chr21	18260285	18262790	+
chr21	18260285	18265953	+
chr21	18262892	18265953	+
chr21	18270123	18275196	-
chr21	18275335	18278963	-
chr21	18279058	18281039	-
chr21	18281220	18294269	-
chr21	18294443	18294602	-
chr21	18294651	18297733	-
chr21	18297828	18312944	-
chr21	18313076	18315145	-
chr21	18315255	18326431	-
chr21	18326571	18329168	-
chr21	18329293	18332083	-
chr21	18332172	18341412	-
chr21	18341547	18343505	-
chr21	18343655	18343954	-
chr21	18344059	18352902	-
chr21	18353051	18353722	-
chr21	18353862	18359756	-
chr21	18359862	18365139	-
chr21	18365247	18372192	-
chr21	18372323	18379282	-
chr21	18379317	18383626	-
chr21	18383777	18397878	-
chr21	18397945	18398198	-
chr21	18398328	18403477	-
chr21	18561690	18589526	-
chr21	18589619	18737923	-
chr21	18738024	18759773	-
chr21	20743832	20757310	-
chr21	20743832	20778417	-
chr21	20757416	20778417	-
chr21	20778546	20778642	-
chr21	20778546	20781348	-
chr21	20778761	20781348	-
chr21	20781473	20781569	-
chr21	20781660	20782249	-
chr21	20781660	20782306	-
chr21	20782441	20786035	-
chr21	20782445	20786035	-
chr21	20782445	20802994	-
chr21	20786087	20802994	-
chr21	20998617	21280577	+
chr21	21280651	21284193	+
chr21	21284399	21286268	+
chr21	21286411	21292103	+
chr21	21292240	21324382	+
chr21	21324499	21335504	+
chr21	21335664	21338388	+
chr21	21338533	21373862	+
chr21	21374012	21410273	+
chr21	21410460	21418472	+
chr21	21418568	21432107	+
chr21	21432280	21466605	+
chr21	21466724	21468661	+
chr21	21468782	21477290	+
chr21	21477470	21508850	+
chr21	21509054	21534536	+
chr21	21534655	21537845	+
chr21	21723773	21727031	-
chr21	21727092	21737251	-
chr21	21747042	21748394	+
chr21	21748683	21784972	+
chr21	21785052	21786298	+
chr21	21786390	21797178	+
chr21	22009357	22016299	-
chr21	22016409	22041219	-
chr21	22041434	22042944	-
chr21	22043107	22096528	-
chr21	22096585	22098312	-
chr21	22098711	22109445	+
chr21	22109552	22111770	+
chr21	22111825	22114759	+
chr21	22114897	22114977	+
chr21	22115111	22116335	+
chr21	23362238	23364037	-
chr21	23364192	23372326	-
chr21	23372447	23372947	-
chr21	23373083	23384687	-
chr21	24306168	24307618	-
chr21	24307758	24308215	-
chr21	24308332	24321249	-
chr21	24840727	24844778	+
chr21	24844928	25029783	+
chr21	25029858	25055433	+
chr21	25386337	25420707	-
chr21	25420799	25424553	-
chr21	25424648	25429765	-
chr21	25430008	25431177	-
chr21	25562256	25569836	+
chr21	25569920	25573892	+
chr21	25585753	25587700	-
chr21	25585753	25588834	-
chr21	25587788	25588834	-
chr21	25588881	25592811	-
chr21	25592964	25593892	-
chr21	25593957	25597301	-
chr21	25597413	25599798	-
chr21	25599865	25601367	-
chr21	25601466	25603795	-
chr21	25603934	25606448	-
chr21	25606654	25607402	-
chr21	25639887	25683882	+
chr21	25683947	25689865	+
chr21	25683947	25693755	+
chr21	25689972	25693755	+
chr21	25693907	25698676	+
chr21	25698878	25702169	+
chr21	25702264	25705978	+
chr21	25702268	25705978	+
chr21	25706085	25709433	+
chr21	25709448	25712339	+
chr21	25712381	25714230	+
chr21	25712381	25714639	+
chr21	25724676	25725225	-
chr21	25725349	25729630	-
chr21	25729800	25734852	-
chr21	25729800	25734938	-
chr21	25729800	25734988	-
chr21	25729800	25735314	-
chr21	25729800	25735486	-
chr21	25735069	25741572	+
chr21	25735577	25741572	+
chr21	25741674	25745209	+
chr21	25745353	25749035	+
chr21	25749119	25751988	+
chr21	25752233	25758009	+
chr21	25758203	25762311	+
chr21	25762364	25764209	+
chr21	25764349	25764594	+
chr21	25764786	25769003	+
chr21	25881770	25891721	-
chr21	25891867	25897572	-
chr21	25897672	25905023	-
chr21	25897672	25911740	-
chr21	25905076	25911740	-
chr21	25911961	25954589	-
chr21	25954688	25955626	-
chr21	25955754	25975069	-
chr21	25975227	25975953	-
chr21	25976027	25982343	-
chr21	25982476	25997359	-
chr21	25982476	26000014	-
chr21	25982476	26021839	-
chr21	25997415	26000014	-
chr21	26000181	26021839	-
chr21	26022041	26050999	-
chr21	26051192	26053235	-
chr21	26053347	26089942	-
chr21	26090071	26111978	-
chr21	26090071	26170563	-
chr21	26112145	26140152	-
chr21	26112145	26170563	-
chr21	26112145	26170984	-
chr21	26468630	26480271	-
chr21	26480428	26566265	-
chr21	26566367	26572867	-
chr21	26838277	26838438	-
chr21	26838613	26839586	-
chr21	26839761	26839874	-
chr21	26840060	26840275	-
chr21	26840561	26840997	-
chr21	26841164	26841857	-
chr21	26841989	26842338	-
chr21	26842684	26844224	-
chr21	26924619	26929885	-
chr21	26930060	26932003	-
chr21	26932178	26932860	-
chr21	26933043	26934465	-
chr21	26934748	26943379	-
chr21	26943546	26954738	-
chr21	26954870	26965287	-
chr21	27722412	27743392	+
chr21	27743503	27745817	+
chr21	27746031	27751071	+
chr21	28013431	28022696	+
chr21	28048536	28102549	+
chr21	28090520	28101265	+
chr21	28101318	28102549	+
chr21	28102768	28130529	+
chr21	28119873	28163601	-
chr21	28130621	28135313	+
chr21	28135707	28136689	+
chr21	28163716	28170077	-
chr21	28170142	28212239	-
chr21	28212347	28225883	-
chr21	28225990	28228361	-
chr21	28539527	28540052	+
chr21	28539883	28540052	+
chr21	28872738	28876311	-
chr21	28876490	28878191	-
chr21	28878332	28879869	-
chr21	28878332	28882159	-
chr21	28879952	28882159	-
chr21	28882249	28882984	-
chr21	28883070	28885211	-
chr21	28930509	28931154	-
chr21	28931321	28932469	-
chr21	28932663	28935108	-
chr21	28935328	28936525	-
chr21	28936696	28941219	-
chr21	28941405	28943261	-
chr21	28943335	28943666	-
chr21	28943903	28944382	-
chr21	28944595	28945806	-
chr21	28945950	28946151	-
chr21	28946286	28947463	-
chr21	28947605	28952159	-
chr21	28952263	28953216	-
chr21	28953375	28956761	-
chr21	28956947	28957331	-
chr21	28957475	28958385	-
chr21	28958538	28959457	-
chr21	28959696	28960516	-
chr21	28960705	28965864	-
chr21	28965905	28966369	-
chr21	28967178	28969465	-
chr21	28969600	28970551	-
chr21	28970741	28971270	-
chr21	28971443	28981118	-
chr21	28981298	28982315	-
chr21	28982367	28984691	-
chr21	28984921	28986138	-
chr21	28986236	28986730	-
chr21	28986933	28992763	-
chr21	29006650	29007760	-
chr21	29008122	29008239	-
chr21	29008306	29008394	-
chr21	29008620	29019210	-
chr21	29024776	29025708	+
chr21	29024776	29027872	+
chr21	29025770	29027872	+
chr21	29027973	29030594	+
chr21	29030772	29034836	+
chr21	29034939	29036270	+
chr21	29036373	29037275	+
chr21	29036373	29037278	+
chr21	29037462	29038334	+
chr21	29038429	29039025	+
chr21	29039155	29039480	+
chr21	29039567	29040608	+
chr21	29040686	29042012	+
chr21	29042103	29042471	+
chr21	29042527	29043422	+
chr21	29043598	29046666	+
chr21	29047320	29048760	+
chr21	29048854	29050091	+
chr21	29050177	29053801	+
chr21	29053957	29054065	+
chr21	29056551	29060540	-
chr21	29060659	29061252	-
chr21	29061416	29061495	-
chr21	29061566	29062127	-
chr21	29062242	29062327	-
chr21	29062414	29062489	-
chr21	29062555	29063351	-
chr21	29063529	29064967	-
chr21	29065104	29066715	-
chr21	29066776	29066890	-
chr21	29067070	29067555	-
chr21	29067704	29069422	-
chr21	29067704	29070246	-
chr21	29069501	29070246	-
chr21	29070336	29071951	-
chr21	29070336	29073505	-
chr21	29070336	29073530	-
chr21	29071987	29073259	-
chr21	29077712	29080551	+
chr21	29077712	29085812	+
chr21	29080707	29085071	+
chr21	29080707	29085812	+
chr21	29085142	29085812	+
chr21	29085916	29091500	+
chr21	29091575	29091667	+
chr21	29091760	29092438	+
chr21	29092580	29109039	+
chr21	29092580	29130794	+
chr21	29092580	29133305	+
chr21	29092580	29149188	+
chr21	29109182	29130794	+
chr21	29109182	29149188	+
chr21	29130922	29133305	+
chr21	29133413	29149188	+
chr21	29145706	29149188	+
chr21	29149249	29159940	+
chr21	29160055	29174711	+
chr21	29194259	29287983	+
chr21	29298952	29321220	+
chr21	29299597	29321220	+
chr21	29305321	29321220	+
chr21	29321513	29326058	+
chr21	29327392	29329486	+
chr21	29329692	29342398	+
chr21	29329692	29351633	+
chr21	29351812	29352578	+
chr21	29352662	29361030	+
chr21	29361242	29361551	+
chr21	29372562	29373241	+
chr21	29537384	29555051	-
chr21	29553703	29555051	-
chr21	29555301	29561623	-
chr21	29561848	29576963	-
chr21	29577180	29581424	-
chr21	29581542	29587365	-
chr21	29587588	29588838	-
chr21	29589041	29591111	-
chr21	29591224	29596525	-
chr21	29591224	29598829	-
chr21	29596569	29598829	-
chr21	29596777	29597569	+
chr21	29597693	29630538	+
chr21	29598936	29642825	-
chr21	29642968	29651117	-
chr21	29651290	29654809	-
chr21	29654862	29672982	-
chr21	29673163	29689727	-
chr21	29689984	29693895	-
chr21	29694062	29939382	-
chr21	29748299	29748833	+
chr21	29749144	29758830	+
chr21	29759009	29760019	+
chr21	29760064	29763577	+
chr21	30209335	30209737	-
chr21	30209924	30211733	-
chr21	31120836	31124521	-
chr21	31124693	31127064	-
chr21	31127151	31130212	-
chr21	31130314	31130889	-
chr21	31130947	31135932	-
chr21	31136040	31141117	-
chr21	31141235	31141324	-
chr21	31141503	31146894	-
chr21	31147002	31152635	-
chr21	31152760	31153065	-
chr21	31153133	31154246	-
chr21	31154425	31164961	-
chr21	31165064	31182420	-
chr21	31182644	31187000	-
chr21	31187086	31195223	-
chr21	31195304	31202907	-
chr21	31203011	31210044	-
chr21	31210214	31213397	-
chr21	31213471	31217552	-
chr21	31217698	31223405	-
chr21	31223590	31225725	-
chr21	31225949	31245487	-
chr21	31245659	31251741	-
chr21	31252188	31266009	-
chr21	31266982	31276731	-
chr21	31276907	31339242	-
chr21	31339421	31463982	-
chr21	31464034	31558926	-
chr21	31659840	31663789	+
chr21	31663885	31666448	+
chr21	31666517	31667257	+
chr21	31667374	31668470	+
chr21	31672353	31685048	-
chr21	31685173	31685397	-
chr21	31685239	31685397	-
chr21	31685483	31685567	-
chr21	31685732	31688306	-
chr21	31688463	31690796	-
chr21	31690952	31691816	-
chr21	31691929	31692348	-
chr21	31692448	31693293	-
chr21	31693483	31694203	-
chr21	31694288	31694812	-
chr21	31694979	31696112	-
chr21	31696220	31696568	-
chr21	31696749	31700994	-
chr21	31701170	31701775	-
chr21	31701917	31702243	-
chr21	31702378	31703764	-
chr21	31703925	31705422	-
chr21	31703925	31706273	-
chr21	31705466	31706273	-
chr21	31706356	31731662	-
chr21	31873934	31924467	+
chr21	31924759	31940164	+
chr21	31940219	31946035	+
chr21	31946170	31958842	+
chr21	31958969	31968249	+
chr21	31968384	31974554	+
chr21	31974716	31983525	+
chr21	31983608	31990128	+
chr21	31990175	31995767	+
chr21	31995947	31998525	+
chr21	32080516	32086203	-
chr21	32269116	32269706	-
chr21	32269802	32270406	-
chr21	32270528	32274829	-
chr21	32274895	32278680	-
chr21	32291848	32292992	+
chr21	32293131	32298961	+
chr21	32293131	32306639	+
chr21	32299076	32306639	+
chr21	32306738	32311683	+
chr21	32306738	32314550	+
chr21	32315098	32316465	-
chr21	32317064	32317675	-
chr21	32317916	32319216	-
chr21	32319413	32320530	-
chr21	32320639	32321800	-
chr21	32321943	32322477	-
chr21	32322583	32324490	-
chr21	32324601	32325228	-
chr21	32325388	32333316	-
chr21	32333418	32334162	-
chr21	32334333	32337093	-
chr21	32337156	32337403	-
chr21	32337513	32338706	-
chr21	32338899	32341465	-
chr21	32341523	32344569	-
chr21	32344755	32345373	-
chr21	32345574	32346955	-
chr21	32347810	32349303	-
chr21	32349482	32350703	-
chr21	32350921	32352709	-
chr21	32352905	32353932	-
chr21	32354102	32354858	-
chr21	32354996	32355448	-
chr21	32355564	32357536	-
chr21	32357655	32359795	-
chr21	32359907	32361006	-
chr21	32361122	32361891	-
chr21	32362020	32363155	-
chr21	32363328	32366617	-
chr21	32366754	32368402	-
chr21	32368597	32372506	-
chr21	32372630	32373646	-
chr21	32373771	32375397	-
chr21	32375482	32378444	-
chr21	32378540	32383421	-
chr21	32383553	32384312	-
chr21	32384463	32385544	-
chr21	32385683	32392768	-
chr21	32413012	32453311	+
chr21	32413012	32457596	+
chr21	32453507	32457596	+
chr21	32457719	32467695	+
chr21	32467847	32495026	+
chr21	32495169	32501414	+
chr21	32501485	32503925	+
chr21	32501494	32503925	+
chr21	32504014	32514813	+
chr21	32576922	32578693	-
chr21	32578830	32582199	-
chr21	32582414	32584160	-
chr21	32584304	32585420	-
chr21	32601972	32602271	-
chr21	32602366	32603160	-
chr21	32603291	32604124	-
chr21	32604282	32607648	-
chr21	32604282	32609837	-
chr21	32607715	32609837	-
chr21	32610004	32612104	-
chr21	32631800	32634860	-
chr21	32631800	32638907	-
chr21	32634883	32638907	-
chr21	32639124	32639670	-
chr21	32639778	32641895	-
chr21	32641965	32642094	-
chr21	32641965	32645645	-
chr21	32642132	32643409	-
chr21	32642132	32644967	-
chr21	32643456	32644967	-
chr21	32645005	32645645	-
chr21	32645788	32646392	-
chr21	32646601	32650183	-
chr21	32650345	32653287	-
chr21	32653365	32656686	-
chr21	32656901	32657002	-
chr21	32657119	32657715	-
chr21	32657871	32664912	-
chr21	32665070	32665942	-
chr21	32666134	32666432	-
chr21	32666572	32670287	-
chr21	32670371	32673339	-
chr21	32673530	32676331	-
chr21	32673530	32678644	-
chr21	32676354	32678644	-
chr21	32678800	32681495	-
chr21	32678809	32681495	-
chr21	32681647	32684037	-
chr21	32684118	32685747	-
chr21	32685916	32686977	-
chr21	32687073	32688305	-
chr21	32688366	32694227	-
chr21	32694310	32695056	-
chr21	32695281	32699837	-
chr21	32700104	32701960	-
chr21	32702046	32726771	-
chr21	32726916	32727836	-
chr21	32726916	32727945	-
chr21	32730660	32732518	+
chr21	32730660	32733588	+
chr21	32733656	32738271	+
chr21	32735066	32737253	-
chr21	32737407	32738172	-
chr21	32738318	32743247	-
chr21	32738340	32742261	+
chr21	32741621	32743247	-
chr21	32743313	32743677	-
chr21	32743753	32744791	-
chr21	32744912	32745573	-
chr21	32745717	32748498	-
chr21	32748697	32750916	-
chr21	32751031	32751118	-
chr21	32751217	32755212	-
chr21	32751217	32755229	-
chr21	32755352	32759079	-
chr21	32759268	32759776	-
chr21	32759993	32761058	-
chr21	32761161	32762095	-
chr21	32762316	32764347	-
chr21	32764523	32769813	-
chr21	32769941	32771325	-
chr21	32772307	32784796	+
chr21	32772319	32784796	+
chr21	32784918	32788611	+
chr21	32788700	32796938	+
chr21	32794484	32807641	-
chr21	32794484	32810573	-
chr21	32794484	32813591	-
chr21	32807715	32810573	-
chr21	32810653	32813591	-
chr21	33026025	33026800	+
chr21	33057897	33058100	+
chr21	33058203	33062791	+
chr21	33062815	33064275	+
chr21	33064447	33064602	+
chr21	33112728	33114385	-
chr21	33114622	33123611	-
chr21	33165690	33168442	-
chr21	33168580	33169695	-
chr21	33169832	33170140	-
chr21	33230215	33241839	+
chr21	33230215	33241885	+
chr21	33241976	33243672	+
chr21	33243713	33244950	+
chr21	33245073	33246717	+
chr21	33246889	33248708	+
chr21	33248853	33252661	+
chr21	33252829	33260596	+
chr21	33252829	33262792	+
chr21	33260726	33262560	+
chr21	33260726	33262792	+
chr21	33265901	33266062	-
chr21	33266513	33268393	+
chr21	33268516	33276595	+
chr21	33276752	33279751	+
chr21	33279917	33283093	+
chr21	33283240	33288103	+
chr21	33288260	33296183	+
chr21	33325130	33335523	+
chr21	33335646	33340998	+
chr21	33341173	33343267	+
chr21	33343421	33343534	+
chr21	33343675	33345245	+
chr21	33345359	33349090	+
chr21	33349289	33349388	+
chr21	33349542	33352757	+
chr21	33352907	33353637	+
chr21	33353782	33355315	+
chr21	33403615	33414887	+
chr21	33415019	33421479	+
chr21	33421684	33426883	+
chr21	33427031	33432176	+
chr21	33432335	33432713	+
chr21	33432801	33439213	-
chr21	33432870	33436827	+
chr21	33439296	33448781	-
chr21	33450862	33455726	-
chr21	33455783	33460412	-
chr21	33460504	33465341	-
chr21	33465408	33467009	-
chr21	33467121	33468786	-
chr21	33468925	33479837	-
chr21	33489423	33491065	-
chr21	33489423	33491601	-
chr21	33504314	33504411	-
chr21	33504526	33505560	-
chr21	33505701	33505973	-
chr21	33506103	33509782	-
chr21	33509919	33511251	-
chr21	33511457	33516988	-
chr21	33517140	33517356	-
chr21	33517607	33520363	-
chr21	33520561	33520905	-
chr21	33521014	33522187	-
chr21	33522281	33524768	-
chr21	33524999	33528166	-
chr21	33528334	33528518	-
chr21	33528603	33528849	-
chr21	33528936	33530758	-
chr21	33530883	33531488	-
chr21	33531556	33532344	-
chr21	33532455	33534578	-
chr21	33534752	33535224	-
chr21	33535319	33539170	-
chr21	33539322	33542586	-
chr21	33539355	33542064	-
chr21	33539355	33542659	-
chr21	33543168	33546212	+
chr21	33546378	33549475	+
chr21	33546378	33557155	+
chr21	33555390	33557155	+
chr21	33557315	33557545	+
chr21	33557315	33559229	+
chr21	33559375	33559586	+
chr21	33559774	33559876	+
chr21	33559774	33567156	+
chr21	33567266	33568970	+
chr21	33569086	33572550	+
chr21	33569086	33573307	+
chr21	33572629	33573307	+
chr21	33573454	33575595	+
chr21	33575666	33575777	+
chr21	33575892	33576364	+
chr21	33575892	33576417	+
chr21	33578443	33579349	-
chr21	33579561	33581301	-
chr21	33581499	33581950	-
chr21	33582054	33582164	-
chr21	33582245	33583487	-
chr21	33583665	33584589	-
chr21	33584767	33585977	-
chr21	33586180	33587521	-
chr21	33587601	33588320	-
chr21	33589920	33591161	-
chr21	33591206	33595730	-
chr21	33595835	33597279	-
chr21	33597400	33599149	-
chr21	33599247	33602233	-
chr21	33602344	33603403	-
chr21	33603536	33613537	-
chr21	33613605	33616705	-
chr21	33616749	33621995	-
chr21	33622067	33624682	-
chr21	33624759	33631485	-
chr21	33631556	33641680	-
chr21	33642712	33718796	+
chr21	33718855	33721177	+
chr21	33721269	33722587	+
chr21	33722650	33735043	+
chr21	33735203	33750142	+
chr21	33750321	33751809	+
chr21	33751905	33755296	+
chr21	33755396	33761922	+
chr21	33761985	33765874	+
chr21	33766011	33767712	+
chr21	33767827	33772060	+
chr21	33772322	33774728	+
chr21	33774877	33774967	+
chr21	33775107	33781460	+
chr21	33781547	33781993	+
chr21	33782132	33794340	+
chr21	33794467	33797378	+
chr21	33797607	33799807	+
chr21	33799928	33802429	+
chr21	33802443	33810974	+
chr21	33811221	33813912	+
chr21	33814071	33818266	+
chr21	33818471	33819240	+
chr21	33819322	33823486	+
chr21	33823652	33826817	+
chr21	33826862	33829623	+
chr21	33829744	33834306	+
chr21	33834423	33836440	+
chr21	33836631	33836986	+
chr21	33836631	33856735	+
chr21	33856856	33858685	+
chr21	33858791	33865150	+
chr21	33865333	33867232	+
chr21	33867330	33875353	+
chr21	33875520	33882242	+
chr21	33882454	33883549	+
chr21	33883670	33885040	+
chr21	33885122	33885438	+
chr21	33885521	33886286	+
chr21	33886459	33888151	+
chr21	33903638	33903934	-
chr21	33904020	33907340	-
chr21	33907452	33909081	-
