passenger_id,survived,pclass,sex,age,sibsp,parch,fare,embarked
126,1,3,male,12.0,1,0,11.2417,C
128,1,3,male,24.0,0,0,7.1417,S
130,0,3,male,45.0,0,0,6.975,S
131,0,3,male,33.0,0,0,7.8958,C
132,0,3,male,20.0,0,0,7.05,S
133,0,3,female,47.0,1,0,14.5,S
134,1,2,female,29.0,1,0,26.0,S
135,0,2,male,25.0,0,0,13.0,S
136,0,2,male,23.0,0,0,15.0458,C
137,1,1,female,19.0,0,2,26.2833,S
138,0,1,male,37.0,1,0,53.1,S
139,0,3,male,16.0,0,0,9.2167,S
140,0,1,male,24.0,0,0,79.2,C
142,1,3,female,22.0,0,0,7.75,S
143,1,3,female,24.0,1,0,15.85,S
144,0,3,male,19.0,0,0,6.75,Q
145,0,2,male,18.0,0,0,11.5,S
146,0,2,male,19.0,1,1,36.75,S
147,1,3,male,27.0,0,0,7.7958,S
148,0,3,female,9.0,2,2,34.375,S
149,0,2,male,36.5,0,2,26.0,S
150,0,2,male,42.0,0,0,13.0,S
151,0,2,male,51.0,0,0,12.525,S
152,1,1,female,22.0,1,0,66.6,S
153,0,3,male,55.5,0,0,8.05,S
154,0,3,male,40.5,0,2,14.5,S
156,0,1,male,51.0,0,1,61.3792,C
157,1,3,female,16.0,0,0,7.7333,Q
158,0,3,male,30.0,0,0,8.05,S
161,0,3,male,44.0,0,1,16.1,S
162,1,2,female,40.0,0,0,15.75,S
163,0,3,male,26.0,0,0,7.775,S
164,0,3,male,17.0,0,0,8.6625,S
165,0,3,male,1.0,4,1,39.6875,S
166,1,3,male,9.0,0,2,20.525,S
168,0,3,female,45.0,1,4,27.9,S
170,0,3,male,28.0,0,0,56.4958,S
171,0,1,male,61.0,0,0,33.5,S
172,0,3,male,4.0,4,1,29.125,Q
173,1,3,female,1.0,1,1,11.1333,S
174,0,3,male,21.0,0,0,7.925,S
175,0,1,male,56.0,0,0,30.6958,C
176,0,3,male,18.0,1,1,7.8542,S
178,0,1,female,50.0,0,0,28.7125,C
179,0,2,male,30.0,0,0,13.0,S
180,0,3,male,36.0,0,0,0.0,S
183,0,3,male,9.0,4,2,31.3875,S
184,1,2,male,1.0,2,1,39.0,S
185,1,3,female,4.0,0,2,22.025,S
188,1,1,male,45.0,0,0,26.55,S
189,0,3,male,40.0,1,1,15.5,Q
190,0,3,male,36.0,0,0,7.8958,S
191,1,2,female,32.0,0,0,13.0,S
192,0,2,male,19.0,0,0,13.0,S
193,1,3,female,19.0,1,0,7.8542,S
194,1,2,male,3.0,1,1,26.0,S
195,1,1,female,44.0,0,0,27.7208,C
196,1,1,female,58.0,0,0,146.5208,C
198,0,3,male,42.0,0,1,8.4042,S
200,0,2,female,24.0,0,0,13.0,S
201,0,3,male,28.0,0,0,9.5,S
203,0,3,male,34.0,0,0,6.4958,S
204,0,3,male,45.5,0,0,7.225,C
205,1,3,male,18.0,0,0,8.05,S
206,0,3,female,2.0,0,1,10.4625,S
207,0,3,male,32.0,1,0,15.85,S
208,1,3,male,26.0,0,0,18.7875,C
209,1,3,female,16.0,0,0,7.75,Q
210,1,1,male,40.0,0,0,31.0,C
211,0,3,male,24.0,0,0,7.05,S
212,1,2,female,35.0,0,0,21.0,S
213,0,3,male,22.0,0,0,7.25,S
214,0,2,male,30.0,0,0,13.0,S
216,1,1,female,31.0,1,0,113.275,C
217,1,3,female,27.0,0,0,7.925,S
218,0,2,male,42.0,1,0,27.0,S
219,1,1,female,32.0,0,0,76.2917,C
220,0,2,male,30.0,0,0,10.5,S
221,1,3,male,16.0,0,0,8.05,S
222,0,2,male,27.0,0,0,13.0,S
223,0,3,male,51.0,0,0,8.05,S
225,1,1,male,38.0,1,0,90.0,S
226,0,3,male,22.0,0,0,9.35,S
227,1,2,male,19.0,0,0,10.5,S
228,0,3,male,20.5,0,0,7.25,S
229,0,2,male,18.0,0,0,13.0,S
231,1,1,female,35.0,1,0,83.475,S
232,0,3,male,29.0,0,0,7.775,S
233,0,2,male,59.0,0,0,13.5,S
234,1,3,female,5.0,4,2,31.3875,S
235,0,2,male,24.0,0,0,10.5,S
237,0,2,male,44.0,1,0,26.0,S
238,1,2,female,8.0,0,2,26.25,S
239,0,2,male,19.0,0,0,10.5,S
240,0,2,male,33.0,0,0,12.275,S
243,0,2,male,29.0,0,0,10.5,S
244,0,3,male,22.0,0,0,7.125,S
245,0,3,male,30.0,0,0,7.225,C
246,0,1,male,44.0,2,0,90.0,Q
247,0,3,female,25.0,0,0,7.775,S
248,1,2,female,24.0,0,2,14.5,S
249,1,1,male,37.0,1,1,52.5542,S
250,0,2,male,54.0,1,0,26.0,S
252,0,3,female,29.0,1,1,10.4625,S
253,0,1,male,62.0,0,0,26.55,S
254,0,3,male,30.0,1,0,16.1,S
255,0,3,female,41.0,0,2,20.2125,S
256,1,3,female,29.0,0,2,15.2458,C
258,1,1,female,30.0,0,0,86.5,S
259,1,1,female,35.0,0,0,512.3292,C
260,1,2,female,50.0,0,1,26.0,S
262,1,3,male,3.0,4,2,31.3875,S
263,0,1,male,52.0,1,1,79.65,S
264,0,1,male,40.0,0,0,0.0,S
266,0,2,male,36.0,0,0,10.5,S
267,0,3,male,16.0,4,1,39.6875,S
268,1,3,male,25.0,1,0,7.775,S
269,1,1,female,58.0,0,1,153.4625,S
270,1,1,female,35.0,0,0,135.6333,S
272,1,3,male,25.0,0,0,0.0,S
273,1,2,female,41.0,0,1,19.5,S
274,0,1,male,37.0,0,1,29.7,C
276,1,1,female,63.0,1,0,77.9583,S
277,0,3,female,45.0,0,0,7.75,S
279,0,3,male,7.0,4,1,29.125,Q
280,1,3,female,35.0,1,1,20.25,S
281,0,3,male,65.0,0,0,7.75,Q
282,0,3,male,28.0,0,0,7.8542,S
283,0,3,male,16.0,0,0,9.5,S
284,1,3,male,19.0,0,0,8.05,S
286,0,3,male,33.0,0,0,8.6625,C
287,1,3,male,30.0,0,0,9.5,S
288,0,3,male,22.0,0,0,7.8958,S
289,1,2,male,42.0,0,0,13.0,S
290,1,3,female,22.0,0,0,7.75,Q
291,1,1,female,26.0,0,0,78.85,S
292,1,1,female,19.0,1,0,91.0792,C
293,0,2,male,36.0,0,0,12.875,C
294,0,3,female,24.0,0,0,8.85,S
295,0,3,male,24.0,0,0,7.8958,S
297,0,3,male,23.5,0,0,7.2292,C
298,0,1,female,2.0,1,2,151.55,S
300,1,1,female,50.0,0,1,247.5208,C
303,0,3,male,19.0,0,0,0.0,S
306,1,1,male,0.92,1,2,151.55,S
308,1,1,female,17.0,1,0,108.9,C
309,0,2,male,30.0,1,0,24.0,C
310,1,1,female,30.0,0,0,56.9292,C
311,1,1,female,24.0,0,0,83.1583,C
312,1,1,female,18.0,2,2,262.375,C
313,0,2,female,26.0,1,1,26.0,S
314,0,3,male,28.0,0,0,7.8958,S
315,0,2,male,43.0,1,1,26.25,S
316,1,3,female,26.0,0,0,7.8542,S
317,1,2,female,24.0,1,0,26.0,S
318,0,2,male,54.0,0,0,14.0,S
319,1,1,female,31.0,0,2,164.8667,S
320,1,1,female,40.0,1,1,134.5,C
321,0,3,male,22.0,0,0,7.25,S
322,0,3,male,27.0,0,0,7.8958,S
323,1,2,female,30.0,0,0,12.35,Q
324,1,2,female,22.0,1,1,29.0,S
326,1,1,female,36.0,0,0,135.6333,C
327,0,3,male,61.0,0,0,6.2375,S
328,1,2,female,36.0,0,0,13.0,S
329,1,3,female,31.0,1,1,20.525,S
330,1,1,female,16.0,0,1,57.9792,C
332,0,1,male,45.5,0,0,28.5,S
333,0,1,male,38.0,0,1,153.4625,S
334,0,3,male,16.0,2,0,18.0,S
337,0,1,male,29.0,1,0,66.6,S
338,1,1,female,41.0,0,0,134.5,C
339,1,3,male,45.0,0,0,8.05,S
340,0,1,male,45.0,0,0,35.5,S
341,1,2,male,2.0,1,1,26.0,S
342,1,1,female,24.0,3,2,263.0,S
343,0,2,male,28.0,0,0,13.0,S
344,0,2,male,25.0,0,0,13.0,S
345,0,2,male,36.0,0,0,13.0,S
346,1,2,female,24.0,0,0,13.0,S
347,1,2,female,40.0,0,0,13.0,S
349,1,3,male,3.0,1,1,15.9,S
350,0,3,male,42.0,0,0,8.6625,S
351,0,3,male,23.0,0,0,9.225,S
353,0,3,male,15.0,1,1,7.2292,C
354,0,3,male,25.0,1,0,17.8,S
356,0,3,male,28.0,0,0,9.5,S
357,1,1,female,22.0,0,1,55.0,S
358,0,2,female,38.0,0,0,13.0,S
361,0,3,male,40.0,1,4,27.9,S
362,0,2,male,29.0,1,0,27.7208,C
363,0,3,female,45.0,0,1,14.4542,C
364,0,3,male,35.0,0,0,7.05,S
366,0,3,male,30.0,0,0,7.25,S
367,1,1,female,60.0,1,0,75.25,C
370,1,1,female,24.0,0,0,69.3,C
371,1,1,male,25.0,1,0,55.4417,C
372,0,3,male,18.0,1,0,6.4958,S
373,0,3,male,19.0,0,0,8.05,S
374,0,1,male,22.0,0,0,135.6333,C
375,0,3,female,3.0,3,1,21.075,S
377,1,3,female,22.0,0,0,7.25,S
378,0,1,male,27.0,0,2,211.5,C
379,0,3,male,20.0,0,0,4.0125,C
380,0,3,male,19.0,0,0,7.775,S
381,1,1,female,42.0,0,0,227.525,C
382,1,3,female,1.0,0,2,15.7417,C
383,0,3,male,32.0,0,0,7.925,S
384,1,1,female,35.0,1,0,52.0,S
386,0,2,male,18.0,0,0,73.5,S
387,0,3,male,1.0,5,2,46.9,S
388,1,2,female,36.0,0,0,13.0,S
390,1,2,female,17.0,0,0,12.0,C
391,1,1,male,36.0,1,2,120.0,S
392,1,3,male,21.0,0,0,7.7958,S
393,0,3,male,28.0,2,0,7.925,S
394,1,1,female,23.0,1,0,113.275,C
395,1,3,female,24.0,0,2,16.7,S
396,0,3,male,22.0,0,0,7.7958,S
397,0,3,female,31.0,0,0,7.8542,S
398,0,2,male,46.0,0,0,26.0,S
399,0,2,male,23.0,0,0,10.5,S
400,1,2,female,28.0,0,0,12.65,S
401,1,3,male,39.0,0,0,7.925,S
402,0,3,male,26.0,0,0,8.05,S
403,0,3,female,21.0,1,0,9.825,S
404,0,3,male,28.0,1,0,15.85,S
405,0,3,female,20.0,0,0,8.6625,S
406,0,2,male,34.0,1,0,21.0,S
407,0,3,male,51.0,0,0,7.75,S
408,1,2,male,3.0,1,1,18.75,S
409,0,3,male,21.0,0,0,7.775,S
413,1,1,female,33.0,1,0,90.0,Q
415,1,3,male,44.0,0,0,7.925,S
417,1,2,female,34.0,1,1,32.5,S
418,1,2,female,18.0,0,2,13.0,S
419,0,2,male,30.0,0,0,13.0,S
420,0,3,female,10.0,0,2,24.15,S
422,0,3,male,21.0,0,0,7.7333,Q
423,0,3,male,29.0,0,0,7.875,S
424,0,3,female,28.0,1,1,14.4,S
425,0,3,male,18.0,1,1,20.2125,S
427,1,2,female,28.0,1,0,26.0,S
428,1,2,female,19.0,0,0,26.0,S
430,1,3,male,32.0,0,0,8.05,S
431,1,1,male,28.0,0,0,26.55,S
433,1,2,female,42.0,1,0,26.0,S
434,0,3,male,17.0,0,0,7.125,S
435,0,1,male,50.0,1,0,55.9,S
436,1,1,female,14.0,1,2,120.0,S
437,0,3,female,21.0,2,2,34.375,S
438,1,2,female,24.0,2,3,18.75,S
439,0,1,male,64.0,1,4,263.0,S
440,0,2,male,31.0,0,0,10.5,S
441,1,2,female,45.0,1,1,26.25,S
442,0,3,male,20.0,0,0,9.5,S
443,0,3,male,25.0,1,0,7.775,S
444,1,2,female,28.0,0,0,13.0,S
446,1,1,male,4.0,0,2,81.8583,S
447,1,2,female,13.0,0,1,19.5,S
448,1,1,male,34.0,0,0,26.55,S
449,1,3,female,5.0,2,1,19.2583,C
450,1,1,male,52.0,0,0,30.5,S
451,0,2,male,36.0,1,2,27.75,S
453,0,1,male,30.0,0,0,27.75,C
454,1,1,male,49.0,1,0,89.1042,C
456,1,3,male,29.0,0,0,7.8958,C
457,0,1,male,65.0,0,0,26.55,S
459,1,2,female,50.0,0,0,10.5,S
461,1,1,male,48.0,0,0,26.55,S
462,0,3,male,34.0,0,0,8.05,S
463,0,1,male,47.0,0,0,38.5,S
464,0,2,male,48.0,0,0,13.0,S
466,0,3,male,38.0,0,0,7.05,S
468,0,1,male,56.0,0,0,26.55,S
470,1,3,female,0.75,2,1,19.2583,C
472,0,3,male,38.0,0,0,8.6625,S
473,1,2,female,33.0,1,2,27.75,S
474,1,2,female,23.0,0,0,13.7917,C
475,0,3,female,22.0,0,0,9.8375,S
477,0,2,male,34.0,1,0,21.0,S
478,0,3,male,29.0,1,0,7.0458,S
479,0,3,male,22.0,0,0,7.5208,S
480,1,3,female,2.0,0,1,12.2875,S
481,0,3,male,9.0,5,2,46.9,S
483,0,3,male,50.0,0,0,8.05,S
484,1,3,female,63.0,0,0,9.5875,S
485,1,1,male,25.0,1,0,91.0792,C
487,1,1,female,35.0,1,0,90.0,S
488,0,1,male,58.0,0,0,29.7,C
489,0,3,male,30.0,0,0,8.05,S
490,1,3,male,9.0,1,1,15.9,S
492,0,3,male,21.0,0,0,7.25,S
493,0,1,male,55.0,0,0,30.5,S
494,0,1,male,71.0,0,0,49.5042,C
495,0,3,male,21.0,0,0,8.05,S
497,1,1,female,54.0,1,0,78.2667,C
499,0,1,female,25.0,1,2,151.55,S
500,0,3,male,24.0,0,0,7.7958,S
501,0,3,male,17.0,0,0,8.6625,S
502,0,3,female,21.0,0,0,7.75,Q
504,0,3,female,37.0,0,0,9.5875,S
505,1,1,female,16.0,0,0,86.5,S
506,0,1,male,18.0,1,0,108.9,C
507,1,2,female,33.0,0,2,26.0,S
509,0,3,male,28.0,0,0,22.525,S
510,1,3,male,26.0,0,0,56.4958,S
511,1,3,male,29.0,0,0,7.75,Q
513,1,1,male,36.0,0,0,26.2875,S
514,1,1,female,54.0,1,0,59.4,C
515,0,3,male,24.0,0,0,7.4958,S
516,0,1,male,47.0,0,0,34.0208,S
517,1,2,female,34.0,0,0,10.5,S
519,1,2,female,36.0,1,0,26.0,S
520,0,3,male,32.0,0,0,7.8958,S
521,1,1,female,30.0,0,0,93.5,S
522,0,3,male,22.0,0,0,7.8958,S
524,1,1,female,44.0,0,1,57.9792,C
526,0,3,male,40.5,0,0,7.75,Q
527,1,2,female,50.0,0,0,10.5,S
529,0,3,male,39.0,0,0,7.925,S
530,0,2,male,23.0,2,1,11.5,S
531,1,2,female,2.0,1,1,26.0,S
533,0,3,male,17.0,1,1,7.2292,C
535,0,3,female,30.0,0,0,8.6625,S
536,1,2,female,7.0,0,2,26.25,S
537,0,1,male,45.0,0,0,26.55,S
538,1,1,female,30.0,0,0,106.425,C
540,1,1,female,22.0,0,2,49.5,C
541,1,1,female,36.0,0,2,71.0,S
542,0,3,female,9.0,4,2,31.275,S
543,0,3,female,11.0,4,2,31.275,S
544,1,2,male,32.0,1,0,26.0,S
545,0,1,male,50.0,1,0,106.425,C
546,0,1,male,64.0,0,0,26.0,S
547,1,2,female,19.0,1,0,26.0,S
549,0,3,male,33.0,1,1,20.525,S
550,1,2,male,8.0,1,1,36.75,S
551,1,1,male,17.0,0,2,110.8833,C
552,0,2,male,27.0,0,0,26.0,S
554,1,3,male,22.0,0,0,7.225,C
555,1,3,female,22.0,0,0,7.775,S
556,0,1,male,62.0,0,0,26.55,S
557,1,1,female,48.0,1,0,39.6,C
559,1,1,female,39.0,1,1,79.65,S
560,1,3,female,36.0,1,0,17.4,S
562,0,3,male,40.0,0,0,7.8958,S
563,0,2,male,28.0,0,0,13.5,S
566,0,3,male,24.0,2,0,24.15,S
567,0,3,male,19.0,0,0,7.8958,S
568,0,3,female,29.0,0,4,21.075,S
570,1,3,male,32.0,0,0,7.8542,S
571,1,2,male,62.0,0,0,10.5,S
572,1,1,female,53.0,2,0,51.4792,S
573,1,1,male,36.0,0,0,26.3875,S
575,0,3,male,16.0,0,0,8.05,S
576,0,3,male,19.0,0,0,14.5,S
577,1,2,female,34.0,0,0,13.0,S
578,1,1,female,39.0,1,0,55.9,S
580,1,3,male,32.0,0,0,7.925,S
581,1,2,female,25.0,1,1,30.0,S
582,1,1,female,39.0,1,1,110.8833,C
583,0,2,male,54.0,0,0,26.0,S
584,0,1,male,36.0,0,0,40.125,C
586,1,1,female,18.0,0,2,79.65,S
587,0,2,male,47.0,0,0,15.0,S
588,1,1,male,60.0,1,1,79.2,C
589,0,3,male,22.0,0,0,8.05,S
591,0,3,male,35.0,0,0,7.125,S
592,1,1,female,52.0,1,0,78.2667,C
593,0,3,male,47.0,0,0,7.25,S
595,0,2,male,37.0,1,0,26.0,S
596,0,3,male,36.0,1,1,24.15,S
598,0,3,male,49.0,0,0,0.0,S
600,1,1,male,49.0,1,0,56.9292,C
601,1,2,female,24.0,2,1,27.0,S
604,0,3,male,44.0,0,0,8.05,S
605,1,1,male,35.0,0,0,26.55,C
606,0,3,male,36.0,1,0,15.55,S
607,0,3,male,30.0,0,0,7.8958,S
608,1,1,male,27.0,0,0,30.5,S
609,1,2,female,22.0,1,2,41.5792,C
610,1,1,female,40.0,0,0,153.4625,S
611,0,3,female,39.0,1,5,31.275,S
615,0,3,male,35.0,0,0,8.05,S
616,1,2,female,24.0,1,2,65.0,S
617,0,3,male,34.0,1,1,14.4,S
618,0,3,female,26.0,1,0,16.1,S
619,1,2,female,4.0,2,1,39.0,S
620,0,2,male,26.0,0,0,10.5,S
621,0,3,male,27.0,1,0,14.4542,C
622,1,1,male,42.0,1,0,52.5542,S
623,1,3,male,20.0,1,1,15.7417,C
624,0,3,male,21.0,0,0,7.8542,S
625,0,3,male,21.0,0,0,16.1,S
626,0,1,male,61.0,0,0,32.3208,S
627,0,2,male,57.0,0,0,12.35,Q
628,1,1,female,21.0,0,0,77.9583,S
629,0,3,male,26.0,0,0,7.8958,S
631,1,1,male,80.0,0,0,30.0,S
632,0,3,male,51.0,0,0,7.0542,S
633,1,1,male,32.0,0,0,30.5,C
635,0,3,female,9.0,3,2,27.9,S
636,1,2,female,28.0,0,0,13.0,S
637,0,3,male,32.0,0,0,7.925,S
638,0,2,male,31.0,1,1,26.25,S
639,0,3,female,41.0,0,5,39.6875,S
641,0,3,male,20.0,0,0,7.8542,S
642,1,1,female,24.0,0,0,69.3,C
643,0,3,female,2.0,3,2,27.9,S
645,1,3,female,0.75,2,1,19.2583,C
646,1,1,male,48.0,1,0,76.7292,C
647,0,3,male,19.0,0,0,7.8958,S
648,1,1,male,56.0,0,0,35.5,C
650,1,3,female,23.0,0,0,7.55,S
652,1,2,female,18.0,0,1,23.0,S
653,0,3,male,21.0,0,0,8.4333,S
655,0,3,female,18.0,0,0,6.75,Q
656,0,2,male,24.0,2,0,73.5,S
658,0,3,female,32.0,1,1,15.5,Q
659,0,2,male,23.0,0,0,13.0,S
660,0,1,male,58.0,0,2,113.275,C
661,1,1,male,50.0,2,0,133.65,S
662,0,3,male,40.0,0,0,7.225,C
663,0,1,male,47.0,0,0,25.5875,S
664,0,3,male,36.0,0,0,7.4958,S
665,1,3,male,20.0,1,0,7.925,S
666,0,2,male,32.0,2,0,73.5,S
667,0,2,male,25.0,0,0,13.0,S
669,0,3,male,43.0,0,0,8.05,S
671,1,2,female,40.0,1,1,39.0,S
672,0,1,male,31.0,1,0,52.0,S
673,0,2,male,70.0,0,0,10.5,S
674,1,2,male,31.0,0,0,13.0,S
676,0,3,male,18.0,0,0,7.775,S
677,0,3,male,24.5,0,0,8.05,S
678,1,3,female,18.0,0,0,9.8417,S
679,0,3,female,43.0,1,6,46.9,S
680,1,1,male,36.0,0,1,512.3292,C
682,1,1,male,27.0,0,0,76.7292,C
683,0,3,male,20.0,0,0,9.225,S
684,0,3,male,14.0,5,2,46.9,S
685,0,2,male,60.0,1,1,39.0,S
686,0,2,male,25.0,1,2,41.5792,C
687,0,3,male,14.0,4,1,39.6875,S
688,0,3,male,19.0,0,0,10.1708,S
689,0,3,male,18.0,0,0,7.7958,S
690,1,1,female,15.0,0,1,211.3375,S
691,1,1,male,31.0,1,0,57.0,S
692,1,3,female,4.0,0,1,13.4167,C
694,0,3,male,25.0,0,0,7.225,C
695,0,1,male,60.0,0,0,26.55,S
696,0,2,male,52.0,0,0,13.5,S
697,0,3,male,44.0,0,0,8.05,S
699,0,1,male,49.0,1,1,110.8833,C
700,0,3,male,42.0,0,0,7.65,S
701,1,1,female,18.0,1,0,227.525,C
702,1,1,male,35.0,0,0,26.2875,S
703,0,3,female,18.0,0,1,14.4542,C
704,0,3,male,25.0,0,0,7.7417,Q
705,0,3,male,26.0,1,0,7.8542,S
706,0,2,male,39.0,0,0,26.0,S
707,1,2,female,45.0,0,0,13.5,S
708,1,1,male,42.0,0,0,26.2875,S
709,1,1,female,22.0,0,0,151.55,S
711,1,1,female,24.0,0,0,49.5042,C
713,1,1,male,48.0,1,0,52.0,S
714,0,3,male,29.0,0,0,9.4833,S
715,0,2,male,52.0,0,0,13.0,S
716,0,3,male,19.0,0,0,7.65,S
717,1,1,female,38.0,0,0,227.525,C
718,1,2,female,27.0,0,0,10.5,S
720,0,3,male,33.0,0,0,7.775,S
721,1,2,female,6.0,0,1,33.0,S
722,0,3,male,17.0,1,0,7.0542,S
723,0,2,male,34.0,0,0,13.0,S
724,0,2,male,50.0,0,0,13.0,S
725,1,1,male,27.0,1,0,53.1,S
726,0,3,male,20.0,0,0,8.6625,S
727,1,2,female,30.0,3,0,21.0,S
729,0,2,male,25.0,1,0,26.0,S
730,0,3,female,25.0,1,0,7.925,S
731,1,1,female,29.0,0,0,211.3375,S
732,0,3,male,11.0,0,0,18.7875,C
734,0,2,male,23.0,0,0,13.0,S
735,0,2,male,23.0,0,0,13.0,S
736,0,3,male,28.5,0,0,16.1,S
737,0,3,female,48.0,1,3,34.375,S
738,1,1,male,35.0,0,0,512.3292,C
742,0,1,male,36.0,1,0,78.85,S
743,1,1,female,21.0,2,2,262.375,C
744,0,3,male,24.0,1,0,16.1,S
745,1,3,male,31.0,0,0,7.925,S
746,0,1,male,70.0,1,1,71.0,S
747,0,3,male,16.0,1,1,20.25,S
748,1,2,female,30.0,0,0,13.0,S
749,0,1,male,19.0,1,0,53.1,S
750,0,3,male,31.0,0,0,7.75,Q
751,1,2,female,4.0,1,1,23.0,S
752,1,3,male,6.0,0,1,12.475,S
753,0,3,male,33.0,0,0,9.5,S
754,0,3,male,23.0,0,0,7.8958,S
755,1,2,female,48.0,1,2,65.0,S
756,1,2,male,0.67,1,1,14.5,S
757,0,3,male,28.0,0,0,7.7958,S
758,0,2,male,18.0,0,0,11.5,S
759,0,3,male,34.0,0,0,8.05,S
760,1,1,female,33.0,0,0,86.5,S
762,0,3,male,41.0,0,0,7.125,S
763,1,3,male,20.0,0,0,7.2292,C
764,1,1,female,36.0,1,2,120.0,S
765,0,3,male,16.0,0,0,7.775,S
766,1,1,female,51.0,1,0,77.9583,S
768,0,3,female,30.5,0,0,7.75,Q
770,0,3,male,32.0,0,0,8.3625,S
771,0,3,male,24.0,0,0,9.5,S
772,0,3,male,48.0,0,0,7.8542,S
773,0,2,female,57.0,0,0,10.5,S
775,1,2,female,54.0,1,3,23.0,S
776,0,3,male,18.0,0,0,7.75,S
778,1,3,female,5.0,0,0,12.475,S
780,1,1,female,43.0,0,1,211.3375,S
781,1,3,female,13.0,0,0,7.2292,C
782,1,1,female,17.0,1,0,57.0,S
783,0,1,male,29.0,0,0,30.0,S
