accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_038877015.1	0	99.97	0.78	Specific	99.4	0	217	c__Thermoprotei (UID147)	168	0	1879836	90.23123290616957	6	961590	46.15586213384763	2083354	RS_GCF_000016605.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	not type material	none	f	3	3	549873	549873	442825	1	609	JAVYXL010000003.1	none	0	none	none	609	1120	0	99.836	CP008822.1706923.1709976	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula	347225	347225	f	f	t	442825	442825	Contig	ASM3887701v1	na	PRJNA544494	SAMN36036952	6	442825	none	2024-04-30	GCA_038877015.1	derived from metagenome	full	DRTY-3_201709_bins_3	none	none	0	0	Metallosphaera sp.	none	na	3	none	none	none	none	none	2024/04/30	0	2020860	1	DRTY-3_201709_bins_3	The University of Texas at Austin	2020860	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;x__unclassified Metallosphaera;s__Metallosphaera sp.	0	2083354	11	45	na	2083354	0	JAVYXL000000000.1	2289	6	123392	1	none	none	none	none	none	none	643	JAVYXL010000006.1	643	1177	0	99.689	D26491.822.2317	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula	0	19	46	0
GB_GCA_000495695.1	0	97.01	0.65	Specific	97.08	0.63	245	c__Thermoprotei (UID148)	158	0	1242698	87.10351435594673	129	837621	59.389907372218474	1426691	GB_GCA_028276005.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp028276005	not type material	none	f	18	3	64840	345689	197428	1	3063	AYMB01000008.1	none	0	none	none	3063	5657	0	100	AYMB01000008.97792.100866	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Acidilobaceae;Acidilobus;uncultured Acidilobus sp. CIS	10933	79260	f	f	t	22444	197428	Scaffold	Acidilobus sp. CIS	na	PRJNA221622	SAMN02364258	129	22444	USA: Yellowstone National Park	2013-11-05	GCA_000495695.1	derived from metagenome	full	na	Cistern Spring (CIS_19); temperature 78C; pH 4.4	44.7231 N 110.7040 W	0	0	uncultured Acidilobus sp. CIS	1671	na	2	18	3	197428	76064	51257	2013/11/05	111	1410574	1	none	Montana State University	1410574	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Acidilobales;f__Acidilobaceae;g__Acidilobus;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Acidilobales;f__Acidilobaceae;g__Acidilobus;x__environmental samples;s__uncultured Acidilobus sp. CIS	16315	1426691	11	45	na	1410376	0	AYMB00000000.1	1556	18	197428	1	none	none	none	none	none	none	1496	AYMB01000008.1	1496	2763	0	100	AYMB01000008.96097.97593	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Acidilobaceae;Acidilobus;uncultured Acidilobus sp. CIS	16315	18	44	0
RS_GCF_000591035.1	0	99.95	0.47	Specific	97.15	0.63	245	c__Thermoprotei (UID148)	158	0	1420620	89.01161282561213	1	905440	56.73204285229142	1595994	RS_GCF_000591035.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Aeropyrum;s__Aeropyrum camini	type strain of species	LPSN	f	1	1	1595994	1595994	1595994	1	3837	NC_022521.1	none	0	none	none	2276	4191	0	99.912	BBBZ01000032.1.2283	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Acidilobaceae;Aeropyrum;Aeropyrum camini SY1 = JCM 12091	1595994	1595994	f	f	t	1595994	1595994	Complete Genome	ASM59103v1	na	PRJNA224116	SAMD00061006	none	none	none	2013-09-27	GCA_000591035.1	none	full	na	none	none	1	0	Aeropyrum camini SY1 = JCM 12091	none	representative genome	3	1	1	1595994	1595994	1595994	2013/09/27	0	229980	1	SY1	Laboratory of Marine Microbiology, Division of Applied Biosciences, Graduate School of Agriculture, Kyoto University	1198449	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Aeropyrum;s__Aeropyrum camini	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Aeropyrum;s__Aeropyrum camini;x__Aeropyrum camini SY1 = JCM 12091	0	1595994	11	46	assembly from type material	1595994	0	na	1634	1	1595994	1	none	none	none	none	none	none	1649	NC_022521.1	1600	2924	0	99.688	BBBZ01000015.6.1635	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Acidilobaceae;Aeropyrum;Aeropyrum camini SY1 = JCM 12091	0	19	46	0
RS_GCF_004323575.1	0	99.19	0.33	Specific	98.42	1.27	245	c__Thermoprotei (UID148)	158	33.33	1418138	88.57538668325576	148	904278	56.48221482127376	1601052	RS_GCF_000011125.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Aeropyrum;s__Aeropyrum pernix	not type material	none	f	17	17	137966	138181	2465	3	2037	NZ_BDMD01000088.1	none	0	none	none	2037	3699	0	99.46	AB078016.2156.5238	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Acidilobaceae;Aeropyrum;Aeropyrum pernix	10817	11118	f	f	t	27581	27581	Scaffold	ASM432357v1	na	PRJNA224116	SAMD00074121	148	27581	Japan:Kagoshima; Ibusuki; Yamagawa Beach	2019-01-18	GCA_004323575.1	none	full	na	sediment	31.1058 N 130.3659 E	0	0	Aeropyrum pernix	none	na	10	144	17	27581	15253	7108	2019/01/18	4	56636	5	YK1-12-2013	Laboratory of Marine Microbiology, Graduate School of Agriculture, Kyoto University	56636	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Aeropyrum;s__Aeropyrum pernix	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Aeropyrum;s__Aeropyrum pernix	56	1601052	11	45	na	1600996	0	BDMD00000000.1	1734	144	52325	5	none	none	none	none	none	none	912	NZ_BDMD01000007.1	912	1674	0	99.781	AP012489.1165170.1166817	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Acidilobaceae;Aeropyrum;Aeropyrum camini SY1 = JCM 12091	56	19	45	0
GB_GCA_027051095.1	0	82.57	1.75	Specific	93.04	3.01	245	c__Thermoprotei (UID148)	158	50	1303875	91.28482405333673	78	833581	58.36016519887786	1428359	GB_GCA_027051095.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Aeropyrum;s__Aeropyrum sp027051095	not type material	none	f	15	15	90939	90939	none	0	none	none	none	0	none	none	none	none	none	none	none	none	18312	18794	f	f	t	31237	31237	Scaffold	ASM2705109v1	na	PRJNA821212	SAMN27359109	78	31237	Pacific Ocean: Brothers volcano	2022-12-19	GCA_027051095.1	derived from metagenome	full	S141_metabat2_scaf2bin.228	marine hydrothermal vent	none	0	none	Acidilobaceae archaeon	none	na	none	76	15	31237	17875	9895	2022/12/19	2	2933264	none	S141_metabat2_scaf2bin.228	Portland State University	2933264	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Acidilobales;f__Acidilobaceae;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Acidilobales;f__Acidilobaceae;x__unclassified Acidilobaceae;s__Acidilobaceae archaeon	20	1428359	none	none	na	1428339	0	JALUAM000000000.1	1550	76	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	20	16	43	0
RS_GCF_000172995.2	0	99.99	0.56	Specific	99.92	0.05	417	f__Halobacteriaceae (UID96)	263	0	3437092	87.13704538534611	6	2364339	59.94064597320753	3944467	RS_GCF_000172995.2	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricum borinquense	type strain of species	LPSN	t	1	1	2820544	2820544	2820544	2	2902	NC_014729.1	2820544	2	117	NC_014729.1	2902	5360	0	100	CP001690.304610.307519	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halogeometricum;Halogeometricum borinquense DSM 11551	657411	657411	t	f	f	2820544	2820544	Complete Genome	ASM17299v2	na	PRJNA224116	SAMN00002580	none	none	none	2010-11-22	GCA_000172995.2	none	full	na	none	none	6	0	Halogeometricum borinquense DSM 11551	3828	representative genome	6	6	1	2820544	362194	210350	2010/11/22	0	60847	2	DSM 11551	US DOE Joint Genome Institute (JGI-PGF)	469382	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricum borinquense	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricum borinquense;x__Halogeometricum borinquense DSM 11551	0	3944467	11	52	assembly from type material	3944467	0	na	3954	6	2820544	2	none	none	none	none	none	none	1472	NC_014729.1	1472	2719	0	100	AB663384.1.1472	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halogeometricum;Halogeometricum borinquense	0	19	51	0
GB_GCA_027377255.1	0	85.04	0.19	General	84.86	1.6	188	p__Euryarchaeota (UID3)	125	0	1168714	90.71908392443245	293	929579	72.15670841231473	1288278	GB_GCA_021828715.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__UBA184 sp021828715	not type material	none	f	64	64	24521	24521	none	0	none	none	5042	1	116	DAIFEF010000100.1	none	none	none	none	none	none	4396	4396	f	f	t	5301	5301	Contig	ASM2737725v1	na	PRJNA834572	SAMN28407404	293	5301	China: Guizhou; Jiuan	2022-12-27	GCA_027377255.1	derived from metagenome	full	clean3225	sediment	26.52341 N 106.57044 E	0	none	Thermoplasmata archaeon	none	na	none	none	none	none	none	none	2022/12/27	0	1906666	none	clean3225	an eLibrary of Microbial Systematics and Genomics	1906666	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon	0	1288278	none	none	na	1288278	0	DAIFEF000000000.1	1480	293	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	32	0
GB_GCA_033810815.1	0	73.61	0.21	Specific	74.88	1.03	228	p__Euryarchaeota (UID49)	153	66.67	1453869	86.95794421031603	239	883279	52.856079401496736	1671922	RS_GCF_000204415.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii	not type material	none	f	56	56	36093	36093	none	0	none	none	none	0	none	none	none	none	none	none	none	none	6992	7300	f	f	t	9710	9710	Scaffold	ASM3381081v1	na	PRJNA872498	SAMN30661528	239	9710	none	2023-11-20	GCA_033810815.1	derived from metagenome	full	binned_ad_7.5	none	none	0	none	Methanothrix soehngenii	none	na	none	229	56	9710	5064	3589	2023/11/20	10	2223	none	binned_ad_7.5	University of Utah	2223	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii	820	1671922	none	none	na	1671102	0	JAPXPT000000000.1	1850	229	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	820	17	33	0
RS_GCF_000011125.1	0	99.91	0.17	Specific	97.78	0.95	245	c__Thermoprotei (UID148)	158	0	1480974	88.69722392579249	1	940227	56.311268638123344	1669696	RS_GCF_000011125.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Aeropyrum;s__Aeropyrum pernix	type strain of species	LPSN	t	1	1	1669696	1669696	1669696	1	3856	NC_000854.2	none	0	none	none	2277	4119	0	99.341	BBBZ01000032.1.2283	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Acidilobaceae;Aeropyrum;Aeropyrum camini SY1 = JCM 12091	1669696	1669696	f	f	t	1669696	1669696	Complete Genome	ASM1112v1	na	PRJNA224116	SAMD00061092	none	none	none	2006-10-11	GCA_000011125.1	none	full	na	none	none	1	0	Aeropyrum pernix K1	none	representative genome	3	1	1	1669696	1669696	1669696	2006/10/11	0	56636	1	K1	NITE	272557	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Aeropyrum;s__Aeropyrum pernix	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Aeropyrum;s__Aeropyrum pernix;x__Aeropyrum pernix K1	0	1669696	11	46	assembly from type material	1669696	0	na	1718	1	1669696	2	none	none	none	none	none	none	879	NC_000854.2	879	1618	0	99.886	AP012489.1165170.1166817	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Acidilobaceae;Aeropyrum;Aeropyrum camini SY1 = JCM 12091	0	19	46	0
GB_GCA_016841625.1	0	99.68	0.48	Specific	99.84	0	228	p__Euryarchaeota (UID49)	153	0	2885337	76.81953166059371	143	1736499	46.25700315181789	3755994	GB_GCA_016841625.1	t	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__MTP4 sp016841625	not type material	none	f	29	14	123062	196923	none	0	none	none	none	0	none	none	none	none	none	none	none	none	26251	59618	f	f	t	40412	105371	Scaffold	ASM1684162v1	na	PRJNA630030	SAMN14918437	143	40412	North Sea: German Bight (Helgoland Mud Area)	2021-02-09	GCA_016841625.1	derived from metagenome	full	BL5_bin.6	marine sediment	54.052300 N 7.580400 E	0	none	Euryarchaeota archaeon	none	na	none	63	14	105371	63278	28685	2021/02/09	80	2026739	none	BL5_bin.6	University of Bremen	2026739	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;s__Euryarchaeota archaeon	1970	3755994	none	none	na	3754024	0	JAENYU000000000.1	3252	63	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1970	19	56	0
GB_GCA_038878615.1	0	98.81	1	Specific	98.73	1.27	245	c__Thermoprotei (UID148)	158	0	1407842	89.75716304930631	5	608391	38.79050141481584	1568501	GB_GCA_020832985.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DTCV01;s__DTCV01 sp020832985	not type material	none	f	2	2	667163	667163	667163	1	3648	JAVZVF010000001.1	none	0	none	none	1257	1548	0	89.34	CP002098.1280852.1283921	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Ignisphaeraceae;Ignisphaera;Ignisphaera aggregans DSM 17230	313680	392125	f	f	t	505545	505545	Scaffold	ASM3887861v1	na	PRJNA544494	SAMN36037570	5	505545	none	2024-04-30	GCA_038878615.1	derived from metagenome	full	DRTY-8_201808_bins_5	none	none	0	0	Sulfolobales archaeon	none	na	3	4	2	505545	328717	328717	2024/04/30	1	2268200	1	DRTY-8_201808_bins_5	The University of Texas at Austin	2268200	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;x__unclassified Sulfolobales;s__Sulfolobales archaeon	99	1568501	11	46	na	1568402	0	JAVZVF000000000.1	1695	4	667163	1	none	none	none	none	none	none	2130	JAVZVF010000001.1	496	623	3.26e-176	89.718	KM221211.1.1027	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Desulfurococcaceae;Staphylothermus;uncultured archaeon	99	19	46	0
GB_GCA_023269755.1	0	72.98	0.2	Specific	85.61	0	245	c__Thermoprotei (UID148)	158	0	969069	82.6307096611359	265	413782	35.721025474567305	1172771	RS_GCF_030186535.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignisphaeraceae;g__Ignisphaera;s__Ignisphaera cupida	not type material	none	f	52	21	30002	53346	none	0	none	none	none	0	none	none	none	none	none	none	none	none	4371	9692	f	f	t	6299	15084	Scaffold	ASM2326975v1	na	PRJNA419239	SAMN17914471	265	6299	Russia: Kamchatka; Uzon Caldera	2022-05-06	GCA_023269755.1	derived from metagenome	full	KUA_Bin16	thermophilic sediment from neutral hot spring	54.5 N 159.97 E	0	none	Ignisphaera sp.	none	na	none	121	21	15084	6516	4028	2022/05/06	144	2268142	none	KUA_Bin16	Genomic and Applied Microbiology & Goettingen Genomics Laboratory	2268142	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Ignisphaera;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Ignisphaera;x__unclassified Ignisphaera;s__Ignisphaera sp.	14400	1172771	none	none	na	1158371	0	JAGDWF000000000.1	1288	121	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	14400	19	38	0
GB_GCA_021654415.1	0	99.99	0.3	Specific	99.4	0	217	c__Thermoprotei (UID147)	168	0	2156300	87.4830971361386	1	1161690	47.13084409037743	2464819	RS_GCF_022064045.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera javensis	not type material	none	f	1	1	2464819	2464819	2464819	1	3033	AP024487.1	none	0	none	none	3033	5397	0	98.78	CP008822.1706923.1709976	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula	2464819	2464819	f	f	t	2464819	2464819	Complete Genome	MjAS7_1.0	na	PRJDB10619	SAMD00250049	none	none	Indonesia	2021-11-26	GCA_021654415.1	derived from metagenome	full	AS-7	coculture originated from an Indonesian acidic hot spring	none	1	0	Metallosphaera javensis (ex Sakai et al. 2022)	none	na	2	1	1	2464819	2464819	2464819	2021/11/26	0	2775498	1	AS-7	Department of Science and Engineering for Sustainable Development, Faculty of Science and Engineering, Soka University	2775498	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera javensis	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera javensis (ex Sakai et al. 2022)	0	2464819	11	47	assembly from type material	2464819	0	na	2779	1	2464819	1	none	none	none	none	none	none	1495	AP024487.1	1495	2695	0	99.197	CP012175.1705280.1706787	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula	0	19	46	0
GB_GCA_018238575.1	0	81.87	6.25	General	82.94	1.71	149	k__Archaea (UID2)	107	33.33	2052940	89.86905787508843	328	1098719	48.09728555118965	2284368	GB_GCA_018238375.1	f	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__WTCK01 sp018238375	not type material	none	f	81	81	69829	69829	5404	1	887	JABCTB010000158.1	none	0	none	none	88	111	1.14e-22	89.773	FP929041.136285.139175	Bacteria;Bacillota;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea;Faecalitalea cylindroides T2-87	6964	6964	f	f	t	7986	7986	Contig	ASM1823857v1	na	PRJNA628571	SAMN14734408	328	7986	China: Haima cold seep	2021-05-03	GCA_018238575.1	derived from metagenome	full	HM4_B40	cold seep	none	0	none	Candidatus Thorarchaeota archaeon	none	na	none	none	none	none	none	none	2021/05/03	0	2053491	none	HM4_B40	Institute of Deep-sea Science and Engineering, Chinese Academy of Sciences	2053491	d__Archaea;p__Candidatus Thorarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Asgard group;p__Candidatus Thorarchaeota;x__unclassified Candidatus Thorarchaeota;s__Candidatus Thorarchaeota archaeon	0	2284368	none	none	na	2284368	0	JABCTB000000000.1	2418	328	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	31	1
GB_GCA_034718475.1	0	97.49	0.74	General	78.97	2.8	149	k__Archaea (UID2)	107	0	989474	88.71238590139801	154	363548	32.605991355844495	1115373	GB_GCA_034718475.1	t	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__JAYEMU01;s__JAYEMU01 sp034718475	not type material	none	f	31	30	40580	40580	none	0	none	none	25417	1	110	JAYEMU010000133.1	none	none	none	none	none	none	7240	7435	f	f	t	10715	10883	Scaffold	ASM3471847v1	na	PRJNA1042791	SAMN38319479	154	10715	none	2023-12-27	GCA_034718475.1	derived from metagenome	full	MAG073	none	none	0	0	Nanoarchaeota archaeon	none	na	1	150	30	10883	6339	3323	2023/12/27	4	2026764	0	MAG073	Israel Oceanographic and Limnological Research	2026764	d__Archaea;p__Nanoarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Nanoarchaeota;x__unclassified Nanoarchaeota;s__Nanoarchaeota archaeon	400	1115373	11	38	na	1114973	0	JAYEMU000000000.1	1309	150	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	400	18	38	0
GB_GCA_038885725.1	0	80.8	0.44	General	81.7	0.93	149	k__Archaea (UID2)	107	0	623429	93.83578447973534	109	203110	30.574903319720065	664383	GB_GCA_038891055.1	f	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__JAOAJF01;s__JAOAJF01 sp038891055	not type material	none	f	27	25	24219	24219	none	0	none	none	5753	1	106	JAVZZI010000042.1	none	none	none	none	none	none	6094	6578	f	f	t	7730	7997	Scaffold	ASM3888572v1	na	PRJNA544494	SAMN36037846	109	7730	none	2024-04-30	GCA_038885725.1	derived from metagenome	full	JZ-3_201907_bins_69	none	none	0	0	Candidatus Anstonellaceae archaeon	none	na	1	101	25	7997	4935	3133	2024/04/30	8	2886383	0	JZ-3_201907_bins_69	The University of Texas at Austin	2886383	d__Archaea;p__Candidatus Micrarchaeota;c__Candidatus Micrarchaeia;o__Candidatus Anstonellales;f__Candidatus Anstonellaceae;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Micrarchaeota;c__Candidatus Micrarchaeia;o__Candidatus Anstonellales;f__Candidatus Anstonellaceae;x__unclassified Candidatus Anstonellaceae;s__Candidatus Anstonellaceae archaeon	80	664383	11	38	na	664303	0	JAVZZI000000000.1	756	101	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	80	19	38	0
