Unnamed: 0,transcript_id,cell_id,overlaps_nucleus,feature_name,x_location,y_location,z_location,qv,fov_name,nucleus_distance,codeword_index
18,281517926383691,dimkdpmj-1,0,RSPO3,67.29552,212.96078,27.065424,40.0,S3,0.2794876,475
19,281517926383692,UNASSIGNED,0,HLA-DRA,68.37931,217.57922,28.995031,40.0,S3,2.286918,424
20,281517926383693,dimkpblg-1,0,HLA-DRA,70.740326,249.79704,23.422953,25.48307,S3,0.9433514,424
21,281517926383694,diliaabk-1,1,LRATD1,71.46456,62.494415,27.141098,28.164223,S3,0.0,434
22,281517926383697,dimkpblg-1,1,HLA-DRA,71.26316,248.26509,28.501421,20.44709,S3,0.0,424
23,281517926383700,dimkdpmj-1,1,CD8A,71.71086,211.13432,28.895264,40.0,S3,0.0,264
24,281517926383704,dilhoklh-1,1,ARHGAP24,72.87721,74.05812,27.64645,16.406534,S3,0.0,145
25,281517926383708,dimkiikj-1,1,MUC17,75.036964,229.3156,24.40752,31.797176,S3,0.0,432
26,281517926383712,dilhoklh-1,0,RSPO3,79.460686,74.94572,27.60458,40.0,S3,1.4731827,475
27,281517926383713,dimjbfcj-1,1,TNFAIP3,79.50836,110.121506,26.398022,40.0,S3,0.0,195
28,281517926383714,dimkobei-1,1,C2orf88,79.31414,246.06934,24.806572,6.6123595,S3,0.0,227
29,281517926383717,dimipmac-1,1,SLC6A8,82.51194,135.48856,29.001534,34.598923,S3,0.0,126
30,281517926383722,dimmcfkd-1,1,HLA-DRA,84.66732,217.64581,23.402206,40.0,S3,0.0,424
31,281517926383726,dimmfkgp-1,1,TNFAIP3,85.655594,225.93985,28.339766,28.480936,S3,0.0,195
32,281517926383729,UNASSIGNED,0,HLA-DRA,86.686066,116.15346,29.846416,40.0,S3,6.794298,424
33,281517926383732,dimjohli-1,0,SH2D7,88.40677,144.4786,28.310051,32.075516,S3,1.6804733,241
34,281517926383737,dimmeacn-1,0,RSPO3,95.7448,230.23982,27.257181,21.808231,S3,2.0148163,475
35,281517926383738,UNASSIGNED,0,ARHGAP24,95.910286,135.3674,27.854244,36.26353,S3,5.67421,145
36,281517926383741,UNASSIGNED,0,ARHGAP24,98.32245,135.94609,26.835272,40.0,S3,5.5470796,145
37,281517926383742,UNASSIGNED,0,ARHGAP24,101.16756,135.94768,27.966227,22.622068,S3,5.4726715,145
38,281517926383752,dilekbfm-1,1,SLC6A8,110.47918,40.554127,26.728277,15.25616,S3,0.0,126
39,281517926383753,dilekbfm-1,1,SLC6A8,111.101326,40.224045,26.96698,33.692787,S3,0.0,126
40,281517926383758,UNASSIGNED,0,HLA-DRA,114.01345,54.208878,24.602243,40.0,S3,9.187625,424
41,281517926383764,UNASSIGNED,0,RSPO3,118.16799,103.39723,27.858892,40.0,S3,9.297031,475
42,281517926383774,UNASSIGNED,0,MUC17,123.122345,161.13855,27.858047,40.0,S3,9.966093,432
43,281517926383778,UNASSIGNED,0,HLA-DRA,124.66085,57.581062,25.541475,40.0,S3,3.8728552,424
44,281517926383784,diljjbmb-1,0,TNFAIP3,130.0648,57.98057,27.391787,13.097732,S3,0.031929016,195
45,281517926383788,UNASSIGNED,0,RSPO3,132.74815,55.324467,28.932081,16.406446,S3,3.1299686,475
46,281517926383810,UNASSIGNED,0,HLA-DRA,144.95244,61.216064,27.37078,40.0,S3,5.268115,424
47,281517926383813,diloidop-1,1,UGT2A3,146.55371,100.24467,25.584072,40.0,S3,0.0,184
48,281517926383817,diloifbb-1,1,RSPO3,149.40805,94.11295,23.733969,40.0,S3,0.0,475
49,281517926383819,dilkiccb-1,0,HLA-DRA,149.84142,73.86915,26.327835,27.880842,S3,3.0653436,424
50,281517926383822,dilnphee-1,1,GREM1,150.4934,128.81949,25.603981,7.7112393,S3,0.0,461
51,281517926383828,UNASSIGNED,0,HLA-DRA,153.68756,168.59055,27.369318,32.001213,S3,3.2505748,424
52,281517926383829,diloifbb-1,1,SLC6A8,154.48343,93.83458,25.981886,32.8582,S3,0.0,126
53,281517926383830,dilkiccb-1,0,HLA-DRA,154.6527,75.1073,25.334293,40.0,S3,0.84438044,424
54,281517926383833,dilkmiho-1,1,MUC17,155.15779,69.753044,24.608242,40.0,S3,0.0,432
55,281517926383851,dimbdjej-1,0,HLA-DRA,166.9464,165.85,23.832617,40.0,S3,1.0749272,424
56,281517926383858,UNASSIGNED,0,HLA-DRA,172.43004,158.49576,23.832102,27.880842,S3,5.9765286,424
57,281517926383859,dimbdjej-1,0,HLA-DRA,172.45816,166.50243,25.89838,40.0,S3,1.5855639,424
58,281517926383860,dimajgjc-1,0,HLA-DRA,173.36021,165.55275,26.783813,29.003948,S3,1.7405367,424
59,281517926383861,dimajgjc-1,0,HLA-DRA,173.77629,164.03351,27.529259,32.122272,S3,2.4659648,424
60,281517926383862,dimajgjc-1,0,HLA-DRA,173.95926,170.40604,28.891512,40.0,S3,1.5445195,424
61,281517926383864,UNASSIGNED,0,RSPO3,175.29303,227.19719,23.428717,40.0,S3,26.264328,475
62,281517926383865,dimajgjc-1,0,HLA-DRA,175.94357,163.82889,28.128439,40.0,S3,2.1435494,424
63,281517926383867,UNASSIGNED,0,C2orf88,176.7382,122.84525,26.629826,40.0,S3,1.4445809,227
64,281517926383868,dimajgjc-1,0,HLA-DRA,176.79866,164.44937,26.80557,29.26017,S3,1.8481452,424
65,281517926383869,dimajgjc-1,0,HLA-DRA,177.96089,163.37695,27.47496,29.26017,S3,3.410067,424
66,281517926383871,UNASSIGNED,0,HLA-DRA,178.76018,118.57716,25.90218,40.0,S3,4.421592,424
67,281517926383873,UNASSIGNED,0,HLA-DRA,179.58066,172.29288,28.89697,40.0,S3,1.6839119,424
68,281517926383877,UNASSIGNED,0,HLA-DRA,182.92133,177.64159,23.726328,24.653467,S3,1.727151,424
69,281517926383878,UNASSIGNED,0,HLA-DRA,182.88763,119.12222,28.258827,40.0,S3,4.325082,424
70,281517926383880,dilpomfk-1,1,HLA-DRA,183.56503,143.14862,29.032436,40.0,S3,0.0,424
71,281517926383887,UNASSIGNED,0,HLA-DRA,185.8843,111.55817,28.661356,40.0,S3,12.433897,424
72,281517926383888,djcpoaad-1,0,HLA-DRA,186.27434,25.113031,25.891191,40.0,S3,1.6163938,424
73,281517926383890,UNASSIGNED,0,HLA-DRA,186.59424,111.09475,30.038897,30.120964,S3,13.161714,424
74,281517926383899,UNASSIGNED,0,SLC6A8,188.69768,129.67818,28.821344,40.0,S3,1.6660848,126
75,281517926383908,djdakgga-1,0,HLA-DRA,197.04817,26.020514,27.077429,29.26017,S3,0.2921749,424
76,281517926383910,djdabcba-1,1,UGT2A3,198.67412,16.774908,28.35734,16.408476,S3,0.0,184
77,281517926383919,djdedcpl-1,1,CEACAM6,205.189,65.72412,27.704782,30.592636,S3,0.0,171
78,281517926383931,UNASSIGNED,0,HLA-DRA,214.2459,192.97159,28.227179,40.0,S3,2.3362155,424
79,281517926383941,dimgnnji-1,0,HLA-DRA,222.73372,247.22571,25.271444,27.601595,S3,1.1635498,424
80,281517926383944,UNASSIGNED,0,HLA-DRA,227.94347,245.40623,27.159266,31.937527,S3,4.956543,424
81,281517926383953,djdcgino-1,1,GREM1,230.50943,25.623577,27.622208,40.0,S3,0.0,461
82,281517926383955,djdbdadi-1,1,CD8A,230.76831,86.91495,25.51084,40.0,S3,0.0,264
83,281517926383958,djdcgino-1,1,UBE2C,231.4052,25.450989,27.875843,40.0,S3,0.0,199
84,281517926383960,djdcgino-1,1,SPOCK2,232.39676,24.603727,27.85437,40.0,S3,0.0,132
85,281517926383964,djehmkno-1,1,RSPO3,234.91312,241.61284,29.237862,32.534534,S3,0.0,475
86,281517926383966,djeibjkc-1,0,GREM1,236.75769,248.177,27.37724,37.95434,S3,1.8384224,461
87,281517926383967,UNASSIGNED,0,GREM1,237.06543,245.35916,25.131252,40.0,S3,1.8959612,461
88,281517926383976,djdcgino-1,0,HLA-DRA,240.73387,25.412184,30.432556,29.26017,S3,2.5036223,424
89,281517926383978,UNASSIGNED,0,RSPO3,241.46349,97.93048,28.287724,31.797176,S3,11.598614,475
90,281517926383980,UNASSIGNED,0,RSPO3,242.06686,108.32021,28.484156,40.0,S3,20.696938,475
91,281517926384920,dilfendi-1,1,SPOCK2,16.350405,62.521442,26.434465,31.902613,S3,0.0,132
92,281517926384924,dilhemok-1,0,CXCL12,19.62088,32.143257,29.785389,30.939991,S3,3.1026535,401
93,281517926384925,dilfendi-1,1,AXIN2,19.320126,64.17156,27.410496,30.176563,S3,0.0,447
94,281517926384927,UNASSIGNED,0,PRDX4,21.156317,202.27542,23.344688,40.0,S3,5.549591,84
95,281517926384929,dimoehcp-1,0,AXIN2,22.087593,217.9338,28.147943,40.0,S3,0.83016735,447
96,281517926384931,dilekigb-1,0,CXCL12,24.542418,56.750397,29.073511,20.864265,S3,1.1357647,401
97,281517926384932,UNASSIGNED,0,TFF1,24.457773,224.432,24.576967,9.537613,S3,5.568435,290
98,281517926384935,UNASSIGNED,0,CXCL12,25.883205,33.926292,29.084528,40.0,S3,1.750776,401
99,281517926384939,dilhemok-1,1,ODF2L,28.397772,30.828705,26.946625,40.0,S3,0.0,144
100,281517926384943,dimnmpbf-1,0,AXIN2,29.572083,218.14853,28.28877,32.014107,S3,2.0632577,447
101,281517926384944,UNASSIGNED,0,CXCL12,31.40693,51.941833,27.828897,31.129463,S3,6.1485934,401
102,281517926384945,dimnfajm-1,0,CXCL12,31.040117,104.45623,28.87715,14.077825,S3,2.135726,401
103,281517926384948,UNASSIGNED,0,CXCL12,32.843746,59.43858,28.303913,40.0,S3,6.7928824,401
104,281517926384954,dimogkkp-1,0,GPR183,38.52216,217.7282,28.341059,40.0,S3,0.5317466,361
105,281517926384956,UNASSIGNED,0,CXCL12,39.986877,38.387115,30.746483,15.103148,S3,6.5867395,401
106,281517926384957,dimogkkp-1,1,SIT1,39.233948,220.00504,25.624912,40.0,S3,0.0,356
107,281517926384964,UNASSIGNED,0,IL6,45.688892,87.65524,28.72971,40.0,S3,9.694146,479
108,281517926384965,dimogcfl-1,1,GPR183,45.238686,231.0887,27.465826,15.736602,S3,0.0,361
109,281517926384966,UNASSIGNED,0,CXCL12,46.520313,30.246046,27.851488,30.939991,S3,8.482811,401
110,281517926384969,UNASSIGNED,0,CXCL12,53.946026,33.726555,24.002594,24.331575,S3,7.9416556,401
111,281517926384970,dimjbgib-1,0,IL1RAPL1,54.86959,137.3717,25.80553,40.0,S3,0.3092041,30
112,281517926384973,UNASSIGNED,0,GPR183,57.12574,107.826004,26.700817,40.0,S3,12.011828,361
113,281517926384977,UNASSIGNED,0,ODF2L,61.459923,84.94249,28.485928,40.0,S3,4.298859,144
114,281517926384979,dimjmjkm-1,0,AXIN2,64.367584,155.1396,26.552399,40.0,S3,0.57184434,447
115,281517926384982,UNASSIGNED,0,BANK1,65.84598,70.366806,28.245293,22.867516,S3,4.540989,119
116,281517926384988,dimkpblg-1,1,GPR183,69.05786,247.8859,26.513416,40.0,S3,0.0,361
117,281517926384989,UNASSIGNED,0,CXCL12,70.31804,90.94334,28.290512,40.0,S3,3.8973045,401
118,281517926384991,dimkpblg-1,1,PLXND1,70.6005,246.32182,24.763668,40.0,S3,0.0,170
119,281517926384997,dimkiikj-1,1,PLXND1,75.65778,229.67259,25.345137,25.097517,S3,0.0,170
120,281517926384998,UNASSIGNED,0,CXCL12,76.48119,240.73254,24.729977,40.0,S3,3.2175233,401
121,281517926385002,dimkiikj-1,1,AXIN2,78.05622,228.15572,27.9371,34.130066,S3,0.0,447
122,281517926385004,UNASSIGNED,0,CMBL,78.98136,136.73155,28.239868,31.937527,S3,0.7315521,226
123,281517926385014,UNASSIGNED,0,CMBL,82.723,138.87215,26.166052,13.909761,S3,2.955745,226
124,281517926385016,dimjohli-1,1,GPR183,84.560585,147.80974,27.488565,7.1595507,S3,0.0,361
125,281517926385021,dimmfkgp-1,0,ODF2L,87.4203,232.43109,28.894236,33.692787,S3,3.1435852,144
126,281517926385025,UNASSIGNED,0,AXIN2,89.8075,46.487114,29.121588,32.014107,S3,6.688117,447
127,281517926385031,dimmeknp-1,1,ODF2L,92.3946,244.6055,26.14818,17.3072,S3,0.0,144
128,281517926385033,dimmeacn-1,1,GPR183,94.17622,224.59785,27.273426,40.0,S3,0.0,361
129,281517926385036,UNASSIGNED,0,CXCL12,99.25334,95.15237,26.449474,15.911356,S3,5.8831773,401
130,281517926385037,dimlckjd-1,0,AXIN2,99.01425,249.23898,28.313763,27.487421,S3,0.07697479,447
131,281517926385041,UNASSIGNED,0,CXCL12,102.12902,95.17294,26.036074,23.279972,S3,7.6237173,401
132,281517926385042,dimjpklc-1,0,CXCL12,102.116875,126.39101,28.074615,40.0,S3,0.04649353,401
133,281517926385045,UNASSIGNED,0,CXCL12,104.58171,74.01748,29.29012,40.0,S3,4.5421143,401
134,281517926385051,dilgkbjk-1,1,PLXND1,109.32584,63.2825,27.65713,40.0,S3,0.0,170
135,281517926385054,UNASSIGNED,0,SPOCK2,111.62852,57.858746,27.581772,7.014125,S3,4.8315115,132
136,281517926385056,dimlpcdk-1,0,PRDX4,111.68298,232.93103,23.535938,40.0,S3,0.45602417,84
137,281517926385058,dimlkgin-1,1,FCRL1,112.51174,236.01616,26.95116,40.0,S3,0.0,152
138,281517926385062,UNASSIGNED,0,PRDX4,114.31986,100.10752,28.13323,37.95434,S3,7.584099,84
139,281517926385064,UNASSIGNED,0,GPR183,116.06878,100.53223,29.328178,6.923178,S3,7.0345235,361
140,281517926385075,dimifpod-1,0,UnassignedCodeword_0039,121.99575,232.40129,23.400322,40.0,S3,0.71870756,39
141,281517926385078,UNASSIGNED,0,CXCL12,124.32208,55.959064,26.892675,40.0,S3,5.0493946,401
142,281517926385088,diljjbmb-1,0,IL6,130.22769,57.99825,28.845041,31.75346,S3,0.014251709,479
143,281517926385090,diljjbmb-1,1,IL6,131.08572,58.898663,26.64768,40.0,S3,0.0,479
144,281517926385092,dilidjfk-1,0,PRDX4,131.95644,6.6499505,29.374342,15.526422,S3,3.638587,84
145,281517926385095,UNASSIGNED,0,PLXND1,132.78175,30.721493,30.09992,17.467762,S3,1.8055048,170
146,281517926385104,UNASSIGNED,0,CXCL12,136.86552,139.82317,24.820353,36.26353,S3,5.4225674,401
147,281517926385106,UNASSIGNED,0,PIGR,139.0519,80.38526,28.062542,40.0,S3,9.235649,430
148,281517926385107,diljjbmb-1,1,IL6,139.18413,62.68377,28.855001,40.0,S3,0.0,479
149,281517926385111,UNASSIGNED,0,CXCL12,144.42807,61.36726,27.010187,40.0,S3,4.7247143,401
150,281517926385113,dimbmmlp-1,1,COL11A1,144.33244,186.0092,27.197834,40.0,S3,0.0,492
151,281517926385114,dillmiek-1,0,CMBL,144.62791,120.132545,27.441687,40.0,S3,0.7125816,226
152,281517926385115,UNASSIGNED,0,KIT,144.6966,140.07712,26.207958,40.0,S3,9.120498,51
153,281517926385116,UNASSIGNED,0,SERPINA1,146.48552,34.662903,30.03365,40.0,S3,10.34857,397
154,281517926385117,dimalibe-1,1,CXCL12,146.70917,166.51889,27.638016,6.360256,S3,0.0,401
155,281517926385127,dimalibe-1,0,CXCL12,152.09575,168.38914,29.161703,12.885868,S3,1.6481644,401
156,281517926385129,dilkmiho-1,1,ODF2L,153.9791,67.312904,25.400894,32.122272,S3,0.0,144
157,281517926385130,dilkiccb-1,0,CCL4,154.30908,80.35147,23.808022,40.0,S3,0.24138479,110
158,281517926385134,UNASSIGNED,0,CXCL12,156.2196,170.16965,26.228405,40.0,S3,6.0649767,401
159,281517926385136,UNASSIGNED,0,CXCL12,157.64742,170.11147,25.379887,40.0,S3,7.4218745,401
160,281517926385141,diljbmce-1,0,CXCL12,160.62506,24.155035,27.897446,14.664034,S3,3.08223,401
161,281517926385142,UNASSIGNED,0,AXIN2,161.86633,89.05351,29.08171,40.0,S3,2.9241896,447
162,281517926385145,UNASSIGNED,0,CMBL,162.31355,90.42512,28.867035,40.0,S3,1.7836341,226
163,281517926385146,dilkedae-1,1,SIT1,163.70802,82.18976,24.468416,31.33554,S3,0.0,356
164,281517926385148,diljbmce-1,1,KIT,165.90556,26.16497,29.127724,6.6822205,S3,0.0,51
165,281517926385149,UNASSIGNED,0,GPR183,166.19112,242.27634,27.974377,40.0,S3,15.698669,361
166,281517926385150,UNASSIGNED,0,GPR183,166.64017,86.10646,25.280254,40.0,S3,1.9727055,361
167,281517926385151,diljdmjc-1,1,PLXND1,167.74812,33.702038,29.015375,40.0,S3,0.0,170
168,281517926385158,dilmancb-1,1,TFF1,173.46289,123.772156,26.324234,40.0,S3,0.0,290
169,281517926385159,dimajgjc-1,0,CXCL12,174.37608,163.84549,24.411676,30.939991,S3,2.3148754,401
170,281517926385161,diljbmce-1,0,CXCL12,175.36487,27.544153,27.76658,40.0,S3,2.3934855,401
171,281517926385164,UNASSIGNED,0,PIGR,175.94794,148.65404,27.5035,40.0,S3,5.3451695,430
172,281517926385166,dimajgjc-1,1,PLXND1,176.50473,169.2153,26.565626,16.443874,S3,0.0,170
173,281517926385172,UNASSIGNED,0,CXCL12,181.44804,117.538025,28.379175,40.0,S3,5.3506594,401
174,281517926385176,UNASSIGNED,0,CXCL12,182.58528,235.71176,23.500319,40.0,S3,18.372849,401
175,281517926385180,dilpomfk-1,0,CXCL12,184.03064,150.36354,28.825506,14.060128,S3,2.2064917,401
176,281517926385184,UNASSIGNED,0,GPR183,187.03958,107.559616,29.607422,40.0,S3,16.55835,361
177,281517926385189,djcpoaad-1,1,CXCL12,188.96916,25.04868,28.799866,40.0,S3,0.0,401
178,281517926385195,UNASSIGNED,0,CMBL,192.06073,159.01595,29.440027,40.0,S3,1.7659454,226
179,281517926385197,djcpoaad-1,1,IL6,194.3522,24.355953,29.17306,40.0,S3,0.0,479
180,281517926385198,dimafodi-1,0,GPR183,195.25534,156.98227,26.688086,40.0,S3,0.36976624,361
181,281517926385210,djdedcpl-1,1,ODF2L,206.1436,67.358086,26.939066,40.0,S3,0.0,144
182,281517926385214,UNASSIGNED,0,AXIN2,212.34908,177.35284,25.013979,40.0,S3,17.151402,447
183,281517926385215,UNASSIGNED,0,AXIN2,213.2297,176.4758,26.298862,40.0,S3,16.270294,447
184,281517926385224,UNASSIGNED,0,CXCL12,220.30338,78.68939,27.495235,40.0,S3,4.828369,401
185,281517926385230,UNASSIGNED,0,CXCL12,223.70776,199.12218,26.196348,40.0,S3,3.8254044,401
186,281517926385238,djeihodo-1,0,CXCL12,228.34232,181.58041,26.66854,40.0,S3,3.461275,401
187,281517926385241,djefnklf-1,1,ODF2L,228.91293,155.36404,28.802017,40.0,S3,0.0,144
188,281517926385242,djdbdadi-1,0,STXBP6,229.02542,87.66103,27.60744,40.0,S3,0.0,191
189,281517926385243,djdbdadi-1,1,STXBP6,229.63675,88.554245,27.498545,40.0,S3,0.0,191
190,281517926385244,djeihodo-1,1,PTTG1,230.01242,177.04752,27.636456,19.243214,S3,0.0,54
191,281517926385245,UNASSIGNED,0,STXBP6,230.18109,65.540245,26.110664,11.605076,S3,4.0766463,191
192,281517926385247,djeflpil-1,0,ODF2L,231.99846,150.75616,26.675488,40.0,S3,0.3061676,144
193,281517926385248,djeihodo-1,1,CXCL12,231.94241,176.76546,27.913483,40.0,S3,0.0,401
194,281517926385249,djdcgino-1,1,CXCL12,232.15205,25.600489,24.961464,40.0,S3,0.0,401
195,281517926385251,djdcgino-1,1,CXCL12,233.75034,26.130787,24.334505,30.592636,S3,0.0,401
196,281517926385254,djdcmfle-1,0,GPR183,235.06227,22.309671,25.18117,22.08751,S3,0.6311333,361
197,281517926385255,djehmoll-1,1,CMBL,235.18623,238.51553,27.838085,6.9852138,S3,0.0,226
198,281517926385256,djehmkno-1,1,ODF2L,235.25984,241.96776,27.915588,15.862273,S3,0.0,144
199,281517926385261,UNASSIGNED,0,GPR183,239.0188,240.38074,25.841078,26.77462,S3,1.2033165,361
200,281517926385264,djddaffo-1,1,IL6,240.06084,17.038715,26.698574,40.0,S3,0.0,479
201,281517926385265,UNASSIGNED,0,CMBL,240.3451,49.74193,27.325094,40.0,S3,4.479627,226
202,281517926385272,UNASSIGNED,0,CXCL12,246.0055,53.678173,27.653194,40.0,S3,6.1836658,401
203,281517926385273,djeggkfd-1,0,GPR183,246.3374,237.47656,25.56053,40.0,S3,0.16259766,361
204,281517926385275,djegbjln-1,0,CXCL12,247.8522,153.21985,25.561789,40.0,S3,0.34780884,401
205,281517926385277,djdcmfle-1,0,CXCL12,248.23544,18.839092,27.61651,40.0,S3,1.4346204,401
206,281517926385280,djeiiklh-1,1,AXIN2,249.99622,195.55437,23.935486,40.0,S3,0.0,447
207,281517926385988,UNASSIGNED,0,ACTA2,13.545743,226.25407,27.406141,18.571514,S3,8.471171,449
208,281517926385995,dimoehcp-1,0,ACTA2,15.515251,213.58289,27.317823,29.529707,S3,0.24785757,449
209,281517926385998,dilfendi-1,1,ACTA2,16.940739,62.884876,26.541828,40.0,S3,0.0,449
210,281517926386000,dimmkdhj-1,1,ACTA2,17.006392,99.43578,25.849344,40.0,S3,0.0,449
211,281517926386002,UNASSIGNED,0,ACTA2,16.576777,247.65097,27.834633,17.773062,S3,9.544343,449
212,281517926386003,dimoehcp-1,0,ACTA2,16.702589,221.7912,27.720312,40.0,S3,3.0264328,449
213,281517926386004,dilfendi-1,1,ODF2L,17.464588,65.64137,26.469074,40.0,S3,0.0,144
214,281517926386006,UNASSIGNED,0,ACTA2,17.122564,133.9757,28.62509,12.444143,S3,12.213188,449
215,281517926386007,UNASSIGNED,0,ACTA2,16.80435,236.28943,28.27793,17.376297,S3,17.24787,449
216,281517926386012,dimoehcp-1,0,ACTA2,17.433931,212.31233,28.057196,23.18122,S3,0.6126709,449
217,281517926386015,dilelhko-1,0,ACTA2,18.247227,91.10845,26.741968,30.450989,S3,6.1923084,449
218,281517926386019,dimoehcp-1,1,ACTA2,18.215052,213.74951,26.867887,29.529707,S3,0.0,449
219,281517926386021,UNASSIGNED,0,ACTA2,18.917933,73.60661,26.815472,40.0,S3,4.6095457,449
220,281517926386024,dimmkdhj-1,0,ACTA2,19.204,96.99204,26.429613,24.331575,S3,0.33296204,449
221,281517926386031,UNASSIGNED,0,ACTA2,20.596838,13.129539,29.110306,34.130066,S3,15.468251,449
222,281517926386033,UNASSIGNED,0,ACTA2,20.461248,21.567951,28.301046,40.0,S3,7.406814,449
223,281517926386036,dimoehcp-1,1,ACTA2,19.99431,218.51143,25.88027,26.77462,S3,0.0,449
224,281517926386037,UNASSIGNED,0,ACTA2,20.649279,131.16872,31.96614,20.76985,S3,9.681325,449
225,281517926386042,dilfendi-1,0,ACTA2,21.256603,59.25287,29.16561,23.18122,S3,2.7884867,449
226,281517926386045,dimoehcp-1,1,ACTA2,21.67235,216.8712,26.131632,33.219925,S3,0.0,449
227,281517926386047,UNASSIGNED,0,THBS4,21.841438,229.70076,28.70892,40.0,S3,10.449512,456
228,281517926386048,dimmnnid-1,0,ACTA2,22.41529,116.90465,28.317385,40.0,S3,0.60785675,449
229,281517926386052,dimnmpbf-1,0,ACTA2,22.58223,216.82855,27.821146,33.219925,S3,0.5263901,449
230,281517926386054,dimmkdhj-1,0,ACTA2,23.118076,104.78671,26.5712,40.0,S3,4.190151,449
231,281517926386056,UNASSIGNED,0,ACTA2,22.959023,231.01326,26.094915,30.450989,S3,10.530045,449
232,281517926386057,dimnmpbf-1,0,ANK2,23.14022,211.66113,25.459415,40.0,S3,0.75918406,19
233,281517926386058,dilfaamf-1,1,ACTA2,24.191687,67.457596,27.387054,33.219925,S3,0.0,449
234,281517926386059,dilelhko-1,1,ACTA2,24.136293,84.78986,25.916183,26.77462,S3,0.0,449
235,281517926386061,UNASSIGNED,0,ACTA2,24.482988,93.1991,28.076073,40.0,S3,5.453015,449
236,281517926386062,dilelhko-1,1,ACTA2,24.579199,84.15924,26.791395,40.0,S3,0.0,449
237,281517926386064,dilekigb-1,1,THBS4,25.025236,54.582146,28.293741,40.0,S3,0.0,456
238,281517926386065,dimnmpbf-1,1,ACTA2,24.338078,215.35056,25.667057,40.0,S3,0.0,449
239,281517926386069,UNASSIGNED,0,ACTA2,25.222942,128.97867,24.86643,40.0,S3,8.2100115,449
240,281517926386073,dimnmpbf-1,0,ACTA2,25.10528,209.77113,28.548704,18.09426,S3,1.2546815,449
241,281517926386076,dilekigb-1,0,ACTA2,26.615278,54.3526,26.626945,40.0,S3,1.5620513,449
242,281517926386077,dilelhko-1,0,ACTA2,26.569466,85.4522,25.957703,23.18122,S3,0.83211,449
243,281517926386078,dilfaamf-1,1,ACTA2,27.45586,68.4396,26.295055,36.812824,S3,0.0,449
244,281517926386080,dimnmpbf-1,1,ACTA2,26.85489,212.62663,24.135395,40.0,S3,0.0,449
245,281517926386081,dimmnnid-1,1,ACTA2,27.272125,119.7466,27.772575,40.0,S3,0.0,449
246,281517926386082,UNASSIGNED,0,ACTA2,27.36291,125.554436,28.127256,36.26353,S3,5.199609,449
247,281517926386084,dilhcdjo-1,1,ACTA2,28.19145,28.455435,29.035528,18.16105,S3,0.0,449
248,281517926386086,dimnmpbf-1,1,ACTA2,27.424454,215.85472,23.630695,40.0,S3,0.0,449
249,281517926386087,dimnmpbf-1,1,ACTA2,27.423452,212.94403,28.429417,40.0,S3,0.0,449
250,281517926386088,dilelhko-1,0,ACTA2,27.985,79.62614,26.825678,23.18122,S3,0.60510546,449
251,281517926386089,dimmnnid-1,0,ACTA2,27.96849,121.09134,28.999823,20.032604,S3,0.984424,449
252,281517926386092,dimnmpbf-1,1,ACTA2,27.957226,214.76083,25.658314,40.0,S3,0.0,449
