Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM
DA139	DA139	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/007/ERR2505867/ERR2505867.fastq.gz	NA	NA
DA14	DA14	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/005/ERR2505875/ERR2505875.fastq.gz	NA	NA
DA141	DA141	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/009/ERR2505869/ERR2505869.fastq.gz	NA	NA
DA142	DA142	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/000/ERR2505870/ERR2505870.fastq.gz	NA	NA
DA143	DA143	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/001/ERR2505871/ERR2505871.fastq.gz	NA	NA
DA144	DA144	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/002/ERR2505872/ERR2505872.fastq.gz	NA	NA
DA145	DA145	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/003/ERR2505873/ERR2505873.fastq.gz	NA	NA
DA146	DA146	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/004/ERR2505874/ERR2505874.fastq.gz	NA	NA
DA15	DA15	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/006/ERR2505876/ERR2505876.fastq.gz	NA	NA
DA16	DA16	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/001/ERR2505881/ERR2505881.fastq.gz	NA	NA
DA160	DA160	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/007/ERR2505877/ERR2505877.fastq.gz	NA	NA
DA161	DA161	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/008/ERR2505878/ERR2505878.fastq.gz	NA	NA
DA162	DA162	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/009/ERR2505879/ERR2505879.fastq.gz	NA	NA
DA164	DA164	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/000/ERR2505880/ERR2505880.fastq.gz	NA	NA
DA17	DA17	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/005/ERR2505885/ERR2505885.fastq.gz	NA	NA
DA171	DA171	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/002/ERR2505882/ERR2505882.fastq.gz	NA	NA
DA177	DA177	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/003/ERR2505883/ERR2505883.fastq.gz	NA	NA
DA179	DA179	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/004/ERR2505884/ERR2505884.fastq.gz	NA	NA
DA18	DA18	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/008/ERR2505888/ERR2505888.fastq.gz	NA	NA
DA188	DA188	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/006/ERR2505886/ERR2505886.fastq.gz	NA	NA
DA189	DA189	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/007/ERR2505887/ERR2505887.fastq.gz	NA	NA
DA19	DA19	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/006/ERR2505896/ERR2505896.fastq.gz	NA	NA
DA190	DA190	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/009/ERR2505889/ERR2505889.fastq.gz	NA	NA
DA191	DA191	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/000/ERR2505890/ERR2505890.fastq.gz	NA	NA
DA194	DA194	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/001/ERR2505891/ERR2505891.fastq.gz	NA	NA
DA195	DA195	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/002/ERR2505892/ERR2505892.fastq.gz	NA	NA
DA197	DA197	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/003/ERR2505893/ERR2505893.fastq.gz	NA	NA
DA198	DA198	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/004/ERR2505894/ERR2505894.fastq.gz	NA	NA
DA199	DA199	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/005/ERR2505895/ERR2505895.fastq.gz	NA	NA
DA2	DA2	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/003/ERR2505923/ERR2505923.fastq.gz	NA	NA
DA20	DA20	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/005/ERR2505905/ERR2505905.fastq.gz	NA	NA
DA201	DA201	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/007/ERR2505897/ERR2505897.fastq.gz	NA	NA
DA202	DA202	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/008/ERR2505898/ERR2505898.fastq.gz	NA	NA
DA203	DA203	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/009/ERR2505899/ERR2505899.fastq.gz	NA	NA
DA204	DA204	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/000/ERR2505900/ERR2505900.fastq.gz	NA	NA
DA205	DA205	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/001/ERR2505901/ERR2505901.fastq.gz	NA	NA
DA206	DA206	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/002/ERR2505902/ERR2505902.fastq.gz	NA	NA
DA207	DA207	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/003/ERR2505903/ERR2505903.fastq.gz	NA	NA
DA208	DA208	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/004/ERR2505904/ERR2505904.fastq.gz	NA	NA
DA220	DA220	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/006/ERR2505906/ERR2505906.fastq.gz	NA	NA
DA221	DA221	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/007/ERR2505907/ERR2505907.fastq.gz	NA	NA
DA222	DA222	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/008/ERR2505908/ERR2505908.fastq.gz	NA	NA
DA223	DA223	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/009/ERR2505909/ERR2505909.fastq.gz	NA	NA
DA224	DA224	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/000/ERR2505910/ERR2505910.fastq.gz	NA	NA
DA226	DA226	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/001/ERR2505911/ERR2505911.fastq.gz	NA	NA
DA227	DA227	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/002/ERR2505912/ERR2505912.fastq.gz	NA	NA
DA228	DA228	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/003/ERR2505913/ERR2505913.fastq.gz	NA	NA
DA229	DA229	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/004/ERR2505914/ERR2505914.fastq.gz	NA	NA
DA23	DA23	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/007/ERR2505917/ERR2505917.fastq.gz	NA	NA
DA230	DA230	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/005/ERR2505915/ERR2505915.fastq.gz	NA	NA
DA231	DA231	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/006/ERR2505916/ERR2505916.fastq.gz	NA	NA
DA243	DA243	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/008/ERR2505918/ERR2505918.fastq.gz	NA	NA
DA26	DA26	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/009/ERR2505919/ERR2505919.fastq.gz	NA	NA
DA27	DA27	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/000/ERR2505920/ERR2505920.fastq.gz	NA	NA
DA28	DA28	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/001/ERR2505921/ERR2505921.fastq.gz	NA	NA
DA29	DA29	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/002/ERR2505922/ERR2505922.fastq.gz	NA	NA
DA3	DA3	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/004/ERR2505934/ERR2505934.fastq.gz	NA	NA
DA30	DA30	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/004/ERR2505924/ERR2505924.fastq.gz	NA	NA
DA31	DA31	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/005/ERR2505925/ERR2505925.fastq.gz	NA	NA
DA343	DA343	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/006/ERR2505926/ERR2505926.fastq.gz	NA	NA
DA35	DA35	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/009/ERR2505929/ERR2505929.fastq.gz	NA	NA
DA353	DA353	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/007/ERR2505927/ERR2505927.fastq.gz	NA	NA
DA356	DA356	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/008/ERR2505928/ERR2505928.fastq.gz	NA	NA
DA361	DA361	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/000/ERR2505930/ERR2505930.fastq.gz	NA	NA
DA38	DA38	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/002/ERR2505932/ERR2505932.fastq.gz	NA	NA
DA385	DA385	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/001/ERR2505931/ERR2505931.fastq.gz	NA	NA
DA39	DA39	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/003/ERR2505933/ERR2505933.fastq.gz	NA	NA
DA4	DA4	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/001/ERR2505941/ERR2505941.fastq.gz	NA	NA
DA41	DA41	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/005/ERR2505935/ERR2505935.fastq.gz	NA	NA
DA43	DA43	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/006/ERR2505936/ERR2505936.fastq.gz	NA	NA
DA45	DA45	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/007/ERR2505937/ERR2505937.fastq.gz	NA	NA
DA47	DA47	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/008/ERR2505938/ERR2505938.fastq.gz	NA	NA
DA48	DA48	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/009/ERR2505939/ERR2505939.fastq.gz	NA	NA
DA49	DA49	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/000/ERR2505940/ERR2505940.fastq.gz	NA	NA
DA5	DA5	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/002/ERR2505952/ERR2505952.fastq.gz	NA	NA
DA50	DA50	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/002/ERR2505942/ERR2505942.fastq.gz	NA	NA
DA51	DA51	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/003/ERR2505943/ERR2505943.fastq.gz	NA	NA
DA52	DA52	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/004/ERR2505944/ERR2505944.fastq.gz	NA	NA
DA53	DA53	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/005/ERR2505945/ERR2505945.fastq.gz	NA	NA
DA54	DA54	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/006/ERR2505946/ERR2505946.fastq.gz	NA	NA
DA55	DA55	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/007/ERR2505947/ERR2505947.fastq.gz	NA	NA
DA56	DA56	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/008/ERR2505948/ERR2505948.fastq.gz	NA	NA
DA57	DA57	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/009/ERR2505949/ERR2505949.fastq.gz	NA	NA
DA58	DA58	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/000/ERR2505950/ERR2505950.fastq.gz	NA	NA
DA59	DA59	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/001/ERR2505951/ERR2505951.fastq.gz	NA	NA
DA6	DA6	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/007/ERR2505957/ERR2505957.fastq.gz	NA	NA
DA65	DA65	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/003/ERR2505953/ERR2505953.fastq.gz	NA	NA
DA66	DA66	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/004/ERR2505954/ERR2505954.fastq.gz	NA	NA
DA68	DA68	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/005/ERR2505955/ERR2505955.fastq.gz	NA	NA
DA69	DA69	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/006/ERR2505956/ERR2505956.fastq.gz	NA	NA
DA7	DA7	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/003/ERR2505963/ERR2505963.fastq.gz	NA	NA
DA70	DA70	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/008/ERR2505958/ERR2505958.fastq.gz	NA	NA
DA71	DA71	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/009/ERR2505959/ERR2505959.fastq.gz	NA	NA
DA72	DA72	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/000/ERR2505960/ERR2505960.fastq.gz	NA	NA
DA73	DA73	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/001/ERR2505961/ERR2505961.fastq.gz	NA	NA
DA74	DA74	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/002/ERR2505962/ERR2505962.fastq.gz	NA	NA
DA8	DA8	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/001/ERR2505971/ERR2505971.fastq.gz	NA	NA
DA80	DA80	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/004/ERR2505964/ERR2505964.fastq.gz	NA	NA
DA81	DA81	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/005/ERR2505965/ERR2505965.fastq.gz	NA	NA
DA82	DA82	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/006/ERR2505966/ERR2505966.fastq.gz	NA	NA
DA85	DA85	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/007/ERR2505967/ERR2505967.fastq.gz	NA	NA
DA86	DA86	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/008/ERR2505968/ERR2505968.fastq.gz	NA	NA
DA87	DA87	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/009/ERR2505969/ERR2505969.fastq.gz	NA	NA
DA89	DA89	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/000/ERR2505970/ERR2505970.fastq.gz	NA	NA
DA9	DA9	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/009/ERR2505979/ERR2505979.fastq.gz	NA	NA
DA92	DA92	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/002/ERR2505972/ERR2505972.fastq.gz	NA	NA
DA93	DA93	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/003/ERR2505973/ERR2505973.fastq.gz	NA	NA
DA94	DA94	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/004/ERR2505974/ERR2505974.fastq.gz	NA	NA
DA95	DA95	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/005/ERR2505975/ERR2505975.fastq.gz	NA	NA
DA96	DA96	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/006/ERR2505976/ERR2505976.fastq.gz	NA	NA
DA98	DA98	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/007/ERR2505977/ERR2505977.fastq.gz	NA	NA
DA99	DA99	1	4	single	Homo sapiens	double	none	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/008/ERR2505978/ERR2505978.fastq.gz	NA	NA
