442736	13	694009	no rank	Bat SARS coronavirus HKU3
451344	2	10239	no rank	unclassified archaeal viruses
464095	6	2732506	order	Picornavirales
511429	13	694009	no rank	SARS coronavirus BJ182-12
511430	13	694009	no rank	SARS coronavirus BJ182-4
511431	13	694009	no rank	SARS coronavirus BJ182-8
511432	13	694009	no rank	SARS coronavirus BJ182a
511433	13	694009	no rank	SARS coronavirus BJ182b
552364	2	10239	no rank	unclassified virophages
557004	20	291018	species	Matayba cf. opaca Acevedo 11118
569542	10	2637762	species	Nocardia sp. 11118
573053	2	10239	family	Ampullaviridae
627442	13	694009	no rank	SARS coronavirus P2
652290	13	150498	species	Sordariomycetes sp. 11118
687329	2	10239	family	Anelloviridae
693995	9	11118	subfamily	Coronavirinae
693996	10	2501931	genus	Alphacoronavirus
694002	10	2501931	genus	Betacoronavirus
694009	12	2509511	species	Severe acute respiratory syndrome-related coronavirus
694013	10	2501931	genus	Gammacoronavirus
696098	11	694002	no rank	unclassified Betacoronavirus
698398	13	694009	no rank	recombinant SARSr-CoV
722424	13	694009	no rank	SARS coronavirus Rs_672/2006
889872	7	76804	no rank	unclassified Nidovirales
926565	11	153721	strain	Sporocytophaga myxococcoides DSM 11118
1159901	10	2501931	genus	Deltacoronavirus
1232647	2	10239	genus	Dinodnavirus
1232737	2	10239	family	Clavaviridae
1283210	4	2732396	family	Permutotetraviridae
1283332	13	694009	no rank	Bat coronavirus Rp/Shaanxi2011
1283333	13	694009	no rank	Bat coronavirus Cp/Yunnan2011
1415834	13	694009	no rank	Bat SARS-like coronavirus Rs3367
1415851	13	694009	no rank	Bat SARS-like coronavirus RsSHC014
1415852	13	694009	no rank	Bat SARS-like coronavirus WIV1
1425366	3	2559587	clade	Virus-associated RNAs
1431340	13	694009	no rank	SARS bat coronavirus
1458186	2	10239	family	Alphasatellitidae
1487703	13	694009	no rank	Rhinolophus affinis coronavirus
1503296	13	694009	no rank	BtRf-BetaCoV/HeB2013
1503299	13	694009	no rank	BtRf-BetaCoV/JL2012
1503300	13	694009	no rank	BtRf-BetaCoV/SX2013
1503301	13	694009	no rank	BtRs-BetaCoV/GX2013
1503302	13	694009	no rank	BtRs-BetaCoV/HuB2013
1503303	13	694009	no rank	BtRs-BetaCoV/YN2013
1508227	13	694009	no rank	Bat SARS-like coronavirus
1511855	2	10239	family	Spiraviridae
1699360	13	694009	no rank	Bat SARS-like coronavirus YNLF_31C
1699361	13	694009	no rank	Bat SARS-like coronavirus YNLF_34C
1915204	3	2559587	genus	Albetovirus
1917979	3	2559587	genus	Aumaivirus
1918013	4	2732396	genus	Botybirnavirus
1921431	3	2559587	genus	Papanivirus
1922240	3	2559587	family	Sarthroviridae
1925802	3	2559587	genus	Virtovirus
1986197	9	11118	no rank	unclassified Coronaviridae
1993640	2	10239	family	Tolecusatellitidae
2042697	13	694009	no rank	SARS-related bat coronavirus RsSHC014
2042698	13	694009	no rank	SARS-related betacoronavirus Rp3/2004
2080735	2	10239	clade	DNA viruses
2169572	2	10239	family	Portogloboviridae
2497569	4	2732396	phylum	Negarnaviricota
2499398	7	76804	suborder	Arnidovirineae
2499399	7	76804	suborder	Cornidovirineae
2499400	7	76804	suborder	Mesnidovirineae
2499401	7	76804	suborder	Monidovirineae
2499402	7	76804	suborder	Ronidovirineae
2499403	7	76804	suborder	Tornidovirineae
2501930	9	11118	subfamily	Letovirinae
2501931	9	11118	subfamily	Orthocoronavirinae
2509481	11	694002	subgenus	Embecovirus
2509486	11	694002	subgenus	Hibecovirus
2509494	11	694002	subgenus	Merbecovirus
2509502	11	694002	subgenus	Nobecovirus
2509511	11	694002	subgenus	Sarbecovirus
2559587	2	10239	clade	Riboviria
2560062	2	10239	family	Ovaliviridae
2585030	3	2559587	no rank	unclassified Riboviria
2697049	13	694009	no rank	Severe acute respiratory syndrome coronavirus 2
2709072	13	694009	no rank	Bat coronavirus RaTG13
2720068	12	2509511	no rank	unclassified Sarbecovirus
2730119	10	2501931	no rank	unclassified Orthocoronavirinae
2731341	2	10239	clade	Duplodnaviria
2731342	2	10239	clade	Monodnaviria
2732004	2	10239	clade	Varidnaviria
2732396	3	2559587	kingdom	Orthornavirae
2732397	3	2559587	kingdom	Pararnavirae
2732405	4	2732396	phylum	Duplornaviricota
2732406	4	2732396	phylum	Kitrinoviricota
2732407	4	2732396	phylum	Lenarviricota
2732408	4	2732396	phylum	Pisuviricota
2732505	5	2732408	class	Duplopiviricetes
2732506	5	2732408	class	Pisoniviricetes
2732507	5	2732408	class	Stelpaviricetes
2732553	6	2732506	order	Sobelivirales
2732888	7	76804	suborder	Nanidovirineae
2732900	3	2559587	family	Polymycoviridae
2732901	2	10239	family	Finnlakeviridae
2732902	2	10239	family	Halspiviridae
2840022	2	10239	clade	Adnaviria
2840056	2	10239	class	Naldaviricetes
2842242	2	10239	clade	Ribozyviria
2901879	13	694009	no rank	Severe acute respiratory syndrome coronavirus
