CellID,DNA 1,Na/K ATPase,CD3,CD45RO,DNA 2,Antigen Ki67,Pan-cytokeratin,Aortic smooth muscle actin,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation
13,26538.58904109589,3245.4383561643835,1142.5890410958905,2499.5890410958905,23281.424657534248,2314.3150684931506,302.1917808219178,1091.849315068493,102.05479452054794,9.205479452054794,73,10.319898605556002,9.123697621059115,0.46732062013287956,0.9240506329113924,0.7373737373737373,1.2567398562115724
14,28987.326923076922,7217.096153846154,1982.5961538461538,3987.3076923076924,23676.173076923078,4090.1153846153848,485.5576923076923,1079.6153846153845,246.25,7.615384615384615,52,11.791777791914978,6.180816872886614,0.8516177901400477,0.8666666666666667,0.6190476190476191,1.5494315273369517
15,18483.267973856207,9944.16339869281,1430.6274509803923,2617.222222222222,12233.679738562092,4574.222222222223,8387.986928104576,911.4901960784314,333.37908496732024,10.07843137254902,153,20.434799306113256,10.297297651904996,0.8637562236037901,0.8547486033519553,0.6375,1.3079654496277877
16,26244.546666666665,6289.537777777778,942.1466666666666,1962.08,19361.262222222223,4458.964444444445,14344.64,1101.7511111111112,283.77777777777777,13.475555555555555,225,25.992093501496,13.640554416599251,0.851227846599991,0.800711743772242,0.5754475703324808,1.0457567256316
17,38023.944444444445,3246.3333333333335,1064.0,2278.6428571428573,33636.07142857143,15260.420634920634,1545.1031746031747,958.6825396825396,403.8333333333333,11.261904761904763,126,13.093620418067017,12.807459828165493,0.20792375191758647,0.9264705882352942,0.7455621301775148,1.2275010565523299
18,26753.17391304348,19239.985507246376,909.7101449275362,1643.2898550724638,9523.304347826086,3830.014492753623,10442.31884057971,436.40579710144925,442.7971014492754,8.507246376811594,69,13.091608359618109,6.8657607769037385,0.8514475154529455,0.9324324324324325,0.7582417582417582,-1.4847136637886615
19,25734.214876033056,3667.8264462809916,2093.4297520661157,4257.710743801653,15400.677685950413,2262.96694214876,259.05785123966945,786.9421487603306,493.5206611570248,10.958677685950413,121,17.754546976910643,9.018700144378847,0.8613773214484949,0.9236641221374046,0.6302083333333334,0.9794629719380074
20,27411.76388888889,3149.375,1830.3333333333333,3229.2361111111113,16480.055555555555,1548.9166666666667,209.98611111111111,708.3888888888889,569.6805555555555,9.75,72,10.405385038234579,9.115659392315033,0.48221646772594734,0.9113924050632911,0.7272727272727273,1.4527520493897152
21,32742.859649122805,3115.3508771929824,1201.8245614035088,2424.3684210526317,34119.68421052631,2811.5087719298244,340.7543859649123,1006.0,137.40350877192984,12.929824561403509,57,11.325520554368826,7.1177746888324736,0.7778320565957499,0.8507462686567164,0.5757575757575758,-0.5072218272586853
22,23669.227272727272,6330.5,1045.9545454545455,2343.7272727272725,18638.43181818182,3107.1363636363635,2910.3636363636365,984.7954545454545,307.6363636363636,11.0,44,8.986024369424392,6.385297736921572,0.7036154581164445,0.9361702127659575,0.7857142857142857,0.5502460056927603
23,26105.141304347828,3629.5434782608695,868.7391304347826,3093.9239130434785,16461.239130434784,2921.6847826086955,612.7065217391304,884.6086956521739,427.3804347826087,10.869565217391305,92,12.15767326285768,9.993195119554585,0.5695364358254956,0.9583333333333334,0.7666666666666667,1.2219102061231149
24,24356.68817204301,3749.05376344086,3154.5913978494623,6152.580645161291,17131.817204301075,1887.1397849462367,252.06451612903226,849.5698924731183,524.010752688172,9.913978494623656,93,19.127540109168404,7.5088318435667,0.919723614962106,0.788135593220339,0.6078431372549019,-1.4904478076054244
25,26861.5,2802.2368421052633,1005.6447368421053,1886.5526315789473,28462.184210526317,2366.3552631578946,299.4605263157895,1008.421052631579,16.32894736842105,13.802631578947368,76,12.208551785257189,8.167126534312365,0.7432914948811663,0.9382716049382716,0.7037037037037037,0.3498069455836013
26,29985.666666666668,3421.919191919192,3044.151515151515,8549.89898989899,26622.939393939392,2592.656565656566,365.82828282828285,1305.1313131313132,170.42424242424244,13.373737373737374,99,13.255877604376165,10.010875778043614,0.6554912225676913,0.8608695652173913,0.75,0.3194931943435125
27,18557.026315789473,14511.526315789473,1071.2368421052631,4118.263157894737,14049.552631578947,9244.736842105263,4014.4736842105262,1004.2631578947369,256.9736842105263,10.736842105263158,38,8.485390602531838,5.852132414914138,0.7241223413185919,0.926829268292683,0.7916666666666666,-1.2297590561315397
28,12119.0,17378.058823529413,1129.6470588235295,3212.676470588235,8425.0,9841.735294117647,9257.529411764706,945.2352941176471,264.3235294117647,11.323529411764707,34,9.097934368672115,5.5302795234434345,0.794043449259233,0.8095238095238095,0.53125,0.7763805735956564
29,28332.72,3577.4933333333333,2300.6266666666666,5373.026666666667,22629.626666666667,3464.0,302.36,1183.1866666666667,543.2666666666667,12.666666666666666,75,11.848854526200439,8.122135855880758,0.7280928032690918,0.9615384615384616,0.8522727272727273,-0.26218028639584584
30,25954.015625,3934.359375,1059.8125,1984.75,23358.328125,2942.046875,368.296875,896.015625,211.875,14.96875,64,11.71289860247251,7.074063989546427,0.7970183972682116,0.9696969696969697,0.7619047619047619,0.11798867037611055
31,22177.837209302324,2760.4883720930234,1511.4418604651162,2106.8372093023254,20847.279069767443,3945.953488372093,300.4418604651163,1076.9302325581396,579.1395348837209,12.162790697674419,43,10.083155054202082,6.332936075747674,0.7781561339085161,0.7962962962962963,0.5375,1.2150043561604724
32,25364.815384615384,3391.2,6617.415384615385,12704.569230769232,28282.584615384614,2532.8,370.5076923076923,1449.4615384615386,40.69230769230769,13.8,65,10.660022970535548,7.9164800151193875,0.6696991110785804,0.9154929577464789,0.6565656565656566,1.3297340098364288
33,27753.287234042553,3189.3617021276596,1390.3297872340424,3360.255319148936,27635.81914893617,2611.3829787234044,358.82978723404256,1120.2340425531916,76.0,16.414893617021278,94,13.545335331518245,9.047364794490287,0.7442221834758654,0.9038461538461539,0.5696969696969697,0.3471444133727725
34,27452.938053097347,3281.0353982300885,1107.5398230088495,1992.1061946902655,26970.318584070796,2656.1946902654868,331.12389380530976,1181.3628318584072,92.95575221238938,17.504424778761063,113,13.89759752839539,10.820842413527412,0.6275051059477088,0.889763779527559,0.5885416666666666,-0.6170304294209021
35,27799.675675675677,4288.22972972973,1010.2297297297297,3129.0810810810813,23361.486486486487,5335.1621621621625,374.63513513513516,1077.6216216216217,220.17567567567568,15.445945945945946,74,11.959992377080395,7.910765068044965,0.7500019400620218,0.9367088607594937,0.7708333333333334,-0.09406149089936991
36,27752.232432432433,4778.259459459459,3222.864864864865,8541.394594594594,23149.594594594593,2990.4864864864867,458.6216216216216,1371.0162162162162,242.5891891891892,20.71891891891892,185,24.663696263594275,10.887999994730187,0.8972816359144073,0.8078602620087336,0.5873015873015873,0.3103290299209701
37,27087.2,4308.4,1316.5636363636363,2892.4363636363637,21034.072727272727,2852.927272727273,404.92727272727274,1047.418181818182,230.8909090909091,13.909090909090908,55,10.465609177180152,6.851888785030257,0.7558843143256213,0.9482758620689655,0.7638888888888888,-1.1546013327432576
38,28405.444444444445,6369.925925925926,1128.4197530864199,1496.1975308641975,20249.296296296296,3273.703703703704,7400.679012345679,962.074074074074,345.71604938271605,16.395061728395063,81,11.008082801645635,9.47369700054075,0.5092598575745719,0.9101123595505618,0.7363636363636363,0.02569607935934503
39,24173.036363636365,2889.7818181818184,1757.3090909090909,3684.090909090909,20906.854545454546,2401.818181818182,324.1454545454545,1038.5636363636363,554.4363636363636,13.690909090909091,55,10.466537442533877,6.921903711323194,0.7500893107660926,0.9322033898305084,0.7142857142857143,1.3010575248926188
40,30849.685185185186,2995.537037037037,1823.9814814814815,3266.1296296296296,32870.75925925926,2376.740740740741,334.962962962963,1057.388888888889,51.0,16.40740740740741,54,9.68558826700841,7.352020518928162,0.6510112963770619,0.8852459016393442,0.6666666666666666,0.7591646607934232
41,28521.45945945946,2828.0135135135133,1031.1486486486488,2329.2837837837837,29824.08108108108,2449.4189189189187,324.9864864864865,1068.081081081081,66.52702702702703,16.83783783783784,74,11.310362295803872,8.684875133760386,0.6406070527146769,0.891566265060241,0.6115702479338843,0.4791004622289903
42,22655.325714285715,15184.234285714285,2262.8,4427.262857142857,17877.182857142856,6334.5257142857145,6603.548571428571,1125.4285714285713,260.41714285714284,19.434285714285714,175,22.14411593429822,11.192691078109505,0.862857280199067,0.8454106280193237,0.546875,1.1033530128337652
43,29135.489361702126,3788.7340425531916,3015.425531914894,6876.563829787234,28732.0,2684.478723404255,411.7340425531915,1168.5106382978724,526.1808510638298,17.585106382978722,94,11.532361377801852,11.172892324674656,0.24772833877491313,0.8703703703703703,0.6025641025641025,1.1115415760101037
44,26295.36842105263,3797.842105263158,5398.850877192983,10508.842105263158,21942.587719298244,4727.6578947368425,421.64912280701753,1402.3684210526317,468.4561403508772,17.36842105263158,114,15.669395549182223,9.605598329608357,0.7900700894494591,0.9047619047619048,0.6477272727272727,-1.1869814620359824
45,30540.31168831169,3616.285714285714,1278.8701298701299,1971.5194805194806,29705.51948051948,3445.6363636363635,407.012987012987,1113.5844155844156,200.35064935064935,19.2987012987013,77,12.124983940628331,8.232359545963526,0.734176755224682,0.9625,0.6363636363636364,-0.7452387587649405
46,27690.965217391305,4290.739130434783,2315.8434782608697,9018.791304347826,22218.339130434782,3783.2869565217393,865.6695652173913,1248.8086956521738,408.7826086956522,23.417391304347827,115,15.59566720650408,10.073482563762301,0.7634089454745079,0.8041958041958042,0.5043859649122807,0.04662579597118695
47,24222.59259259259,10245.777777777777,1047.7530864197531,1828.358024691358,16887.296296296296,4697.975308641975,11269.716049382716,918.6296296296297,327.04938271604937,18.567901234567902,81,12.24476811691277,8.8066908853347,0.6947816653414839,0.9310344827586207,0.75,1.3395903268140326
48,25807.49295774648,3825.450704225352,1174.9577464788733,2711.4225352112676,23265.718309859156,2835.394366197183,409.4788732394366,1233.5070422535211,232.46478873239437,21.464788732394368,71,11.134076423569416,8.428221701374367,0.6534434009114467,0.8987341772151899,0.6454545454545455,-0.7641050793212036
49,27412.885714285716,3933.657142857143,1153.8,3364.0714285714284,22186.871428571427,2853.3714285714286,374.1714285714286,998.8714285714286,478.8142857142857,20.02857142857143,70,11.408285478040478,7.93007720595122,0.7188979778282336,0.9090909090909091,0.6481481481481481,-1.2303174095633904
50,25440.91452991453,3042.2991452991455,4309.410256410257,5397.48717948718,23746.05982905983,2351.358974358974,324.44444444444446,1130.5726495726497,581.2820512820513,21.46153846153846,117,17.374145592529338,9.128980007369838,0.8508338931450897,0.9212598425196851,0.5969387755102041,0.8225472645918864
51,28606.058139534885,3093.953488372093,2912.1976744186045,6153.639534883721,28827.988372093023,2587.4186046511627,337.8837209302326,1223.4651162790697,43.19767441860465,22.627906976744185,86,11.793629697834861,9.799149586715126,0.5564442259803407,0.86,0.5972222222222222,-0.8800223425045878
52,23934.533333333333,11576.122222222222,1002.4888888888889,1665.9888888888888,16582.455555555556,4908.188888888889,12774.877777777778,965.7333333333333,370.0777777777778,22.755555555555556,90,12.26828733008283,9.394599975655085,0.6431229234211183,0.9278350515463918,0.6923076923076923,0.0020307678274921167
53,19837.690476190477,13124.738095238095,1770.0714285714287,5855.190476190476,16695.738095238095,5380.523809523809,5028.428571428572,1088.1190476190477,453.1904761904762,21.452380952380953,42,11.645669957268481,5.340739271199042,0.8886412556043084,0.8076923076923077,0.5185185185185185,-0.6523501320916479
54,24912.814814814814,3539.203703703704,1359.962962962963,1744.0740740740741,19199.25925925926,2948.9074074074074,349.7037037037037,959.8518518518518,489.64814814814815,20.574074074074073,54,9.676447881243273,7.453658736165593,0.637695283450263,0.9,0.6,-0.8208773578095033
55,26007.386503067486,4249.509202453988,5019.963190184049,8124.852760736197,24624.852760736198,3081.4846625766872,365.9877300613497,1273.0981595092026,511.00613496932516,22.644171779141104,163,18.973466885843933,11.826694513438627,0.7819604311915057,0.8232323232323232,0.659919028340081,-1.2474289211381384
56,31230.733333333334,3511.2,2464.6666666666665,7862.622222222222,31712.71111111111,2649.8,360.5777777777778,1256.3111111111111,139.7888888888889,23.033333333333335,90,13.25728055907009,8.816794780576078,0.7467961232554154,0.8823529411764706,0.6818181818181818,0.9138456456512383
57,22897.28205128205,3938.025641025641,965.6410256410256,1780.5384615384614,16917.53846153846,2578.358974358974,3449.3846153846152,1056.076923076923,389.02564102564105,21.076923076923077,39,8.133188415295214,6.4848858554065725,0.6035353538075194,0.8666666666666667,0.6964285714285714,1.5037993102091953
58,27391.44680851064,3952.936170212766,3215.9893617021276,4134.127659574468,23485.691489361703,4460.36170212766,363.3510638297872,1104.0,496.9574468085106,24.4468085106383,94,12.822700196519845,9.667552158656164,0.6569427837376515,0.8703703703703703,0.6025641025641025,-0.5995614192347193
59,24302.190476190477,3432.809523809524,2272.6190476190477,4765.047619047619,20527.04761904762,2682.6190476190477,425.3809523809524,950.3809523809524,549.9047619047619,19.714285714285715,21,6.0795957277493695,4.414977975750349,0.6874877446571902,1.0,0.7,0.9995713109708895
60,29464.233766233767,2831.2987012987014,1188.8051948051948,2110.4285714285716,31533.363636363636,2388.7922077922076,312.7402597402597,1045.1818181818182,31.90909090909091,23.857142857142858,77,11.627905290588458,8.68619247154842,0.6648098107650336,0.927710843373494,0.7129629629629629,0.06626084531826587
61,24400.626506024095,4037.156626506024,1012.3734939759037,3706.4457831325303,20277.21686746988,2868.6506024096384,548.1686746987951,1335.4578313253012,436.7710843373494,24.746987951807228,83,11.2597567616781,9.545377634133873,0.5304075401519011,0.9431818181818182,0.8383838383838383,0.4143925291385315
62,24156.62721893491,3429.0650887573966,3628.455621301775,8615.147928994083,21182.384615384617,5348.2721893491125,341.8698224852071,1260.6686390532545,563.1834319526628,29.485207100591715,169,25.19479022183004,10.030437776225352,0.9173352759675596,0.8125,0.4733893557422969,0.6037574850257126
63,22349.954545454544,4428.136363636364,4376.590909090909,6693.136363636364,18137.954545454544,4753.181818181818,393.6363636363636,1036.409090909091,569.5,21.727272727272727,22,5.752469825293227,4.851514205136848,0.537318610054862,1.0,0.7333333333333333,1.5707963267948966
64,28241.239130434784,3939.771739130435,1065.8260869565217,2141.6521739130435,24104.282608695652,3851.3260869565215,372.5326086956522,967.6847826086956,207.7608695652174,26.52173913043478,92,12.678273573457865,9.449624630724136,0.6666845282739143,0.9108910891089109,0.6388888888888888,0.5691018746670453
65,29411.0,5930.62,1310.88,3282.94,22051.92,3181.74,3905.73,1081.21,320.34,25.58,100,14.306571266725204,9.256890330457244,0.7624580463106836,0.9174311926605505,0.6666666666666666,1.3464777322426904
66,25849.036458333332,4052.890625,4552.994791666667,13426.463541666666,18519.822916666668,2096.3125,255.09375,1052.3958333333333,5.822916666666667,29.984375,192,17.214794678054414,15.222632333622576,0.46696433841214363,0.8930232558139535,0.7529411764705882,0.20207680685924864
67,29969.739726027397,3237.3835616438355,1671.4931506849316,2980.890410958904,30922.602739726026,2543.178082191781,329.0821917808219,1054.2739726027398,53.35616438356164,26.945205479452056,73,12.563515104975487,7.612057132213611,0.795551525862306,0.8795180722891566,0.6636363636363637,0.41582953350614027
68,27410.821428571428,3278.785714285714,1231.2142857142858,2509.839285714286,30721.035714285714,2550.9821428571427,314.89285714285717,1219.4107142857142,68.32142857142857,26.446428571428573,56,10.043804001345787,7.230502364833061,0.6940811168110721,0.9333333333333333,0.6222222222222222,-0.5809603038426527
69,26674.380952380954,3850.095238095238,4874.161904761905,13008.390476190476,25983.533333333333,2753.3238095238094,391.04761904761904,1388.5142857142857,131.77142857142857,31.37142857142857,105,22.004995523335484,6.639976480699601,0.9533875316235485,0.8076923076923077,0.625,-0.0771963134031436
70,29135.976744186046,3507.4186046511627,1118.6046511627908,2203.046511627907,25814.5,2702.0232558139537,357.7674418604651,1046.6511627906978,181.80232558139534,27.627906976744185,86,11.996301729907804,9.432349693366321,0.6178812093627031,0.8775510204081632,0.7166666666666667,0.13601826175544782
71,26428.5875,3555.925,2144.5,6494.475,23698.1,5381.85,373.825,1273.0625,484.4625,27.8125,80,10.719491788222047,10.075092843355842,0.34149027422243255,0.8602150537634409,0.5555555555555556,0.982234021988572
72,29409.45283018868,3567.9811320754716,3457.7735849056603,8329.849056603774,30572.69811320755,2808.056603773585,343.0188679245283,1330.0943396226414,522.5283018867924,25.71698113207547,53,9.265928730197345,7.444070907802783,0.5954653644783475,0.9298245614035088,0.6625,-1.172143570419622
73,25595.96103896104,3109.4025974025976,3921.246753246753,9594.22077922078,25233.090909090908,4402.194805194805,335.72727272727275,1479.6103896103896,17.74025974025974,28.857142857142858,77,12.194778880449332,8.287737460213,0.7335702881230405,0.875,0.6581196581196581,-0.24274311693155776
74,24521.620253164558,3907.3164556962024,1030.746835443038,1907.5696202531647,21047.46835443038,16258.683544303798,332.0759493670886,1102.4177215189873,98.18987341772151,28.949367088607595,79,12.151066677948627,8.38244441998237,0.723949894248438,0.9518072289156626,0.6583333333333333,0.6206255550226637
75,25898.658536585364,3217.7073170731705,3637.3658536585367,11600.609756097561,24044.09756097561,2604.4146341463415,381.4390243902439,1427.7073170731708,531.0243902439024,27.0,41,8.682794025002329,6.721974087206857,0.632975559047162,0.8541666666666666,0.640625,-1.0344176668494496
76,31011.245614035088,3049.9298245614036,978.1754385964912,1752.0526315789473,30752.80701754386,2560.40350877193,318.719298245614,1063.4912280701753,80.29824561403508,29.05263157894737,57,10.284383135980317,7.186176175444162,0.715369417056968,0.9344262295081968,0.6477272727272727,0.44652154435041175
77,26419.766355140186,3432.88785046729,1099.5981308411215,2596.691588785047,23549.570093457944,12712.26168224299,328.196261682243,1085.766355140187,120.22429906542057,30.8411214953271,107,14.844817604040887,9.606857445665176,0.7623607652161093,0.9145299145299145,0.5944444444444444,0.605426645590559
78,24765.125,4282.569444444444,1203.6944444444443,2213.222222222222,20660.277777777777,2887.3194444444443,337.7638888888889,1001.7916666666666,153.29166666666666,27.069444444444443,72,12.283145523296614,7.7543864291782985,0.7755362929163953,0.9230769230769231,0.6923076923076923,1.4708512009070358
79,24518.761194029852,17240.83582089552,2004.686567164179,5162.79104477612,20810.417910447763,6563.6567164179105,16877.716417910447,1060.7611940298507,273.3880597014925,28.47761194029851,67,10.256111128172293,8.578388512016224,0.5480931888807209,0.9305555555555556,0.6767676767676768,0.275007250509161
80,17713.98148148148,12037.722222222223,963.2870370370371,1897.388888888889,12831.296296296296,5667.7037037037035,20357.75,924.8888888888889,332.43518518518516,30.712962962962962,108,14.036353691054067,11.730102963146798,0.5491946613747506,0.8,0.6,0.36750224552889393
81,29695.271604938273,3468.8518518518517,1225.20987654321,2838.246913580247,23306.543209876545,2666.3703703703704,2348.740740740741,1084.1358024691358,401.4938271604938,29.45679012345679,81,13.310279599708647,7.893804321050206,0.8051577199736668,0.9204545454545454,0.6136363636363636,0.6136176739537957
82,24958.275,7950.825,1159.925,4279.925,19052.825,3590.2,7077.3,1010.275,288.7,28.6,40,8.274302113865044,6.159214603217562,0.6677576563395708,0.9523809523809523,0.8333333333333334,-0.14346937646538468
83,24580.672413793105,4288.543103448276,6112.077586206897,18137.71551724138,23851.758620689656,2671.0344827586205,390.9396551724138,1578.0862068965516,542.0689655172414,29.82758620689655,116,14.714296718877508,10.374362780591074,0.7091543620085717,0.8592592592592593,0.703030303030303,1.456581648731494
84,28934.883333333335,2999.7833333333333,1165.9666666666667,2144.1,30061.766666666666,2491.7,316.1666666666667,1142.4,36.71666666666667,31.366666666666667,60,10.38256396804715,7.726586777302561,0.6679694450141892,0.8695652173913043,0.5454545454545454,-0.6282778198443161
85,22187.12,4544.96,2551.8,8744.56,22237.12,2922.44,370.32,1230.08,174.28,29.28,25,7.03019364001024,4.9867401560498,0.7048747035172838,0.8064516129032258,0.5952380952380952,-1.2342399220429336
86,27154.462962962964,5176.981481481482,4332.25,14344.898148148148,20614.925925925927,3058.046296296296,963.3518518518518,1450.5185185185185,310.2037037037037,31.49074074074074,108,13.53829554659592,10.280023754743787,0.6507066125246456,0.9391304347826087,0.7714285714285715,1.397032997908739
87,28067.896,3872.4,4140.32,12673.032,22072.6,2828.384,548.648,1500.4,417.568,32.096,125,16.09342422602289,9.979792416741924,0.7845100058668696,0.9328358208955224,0.7102272727272727,-1.4293425287909163
88,18759.92,14551.86,1655.2,4781.52,14815.22,5898.62,16870.62,921.96,450.64,30.62,50,8.315237994981933,7.944357562874976,0.29532291438004943,0.9090909090909091,0.78125,0.35627007323381066
89,28920.060606060608,3613.969696969697,1911.1969696969697,6412.30303030303,27930.31818181818,2724.9848484848485,331.04545454545456,1333.378787878788,61.84848484848485,33.13636363636363,66,10.291936506287081,8.631461169587034,0.5446514629407861,0.8571428571428571,0.6,-1.5117434263595724
90,29291.0,3312.9473684210525,1512.842105263158,3918.5131578947367,30139.684210526317,2638.2763157894738,330.8157894736842,1122.4605263157894,73.36842105263158,33.60526315789474,76,11.227900778561855,9.16549323645132,0.5776083104484553,0.926829268292683,0.628099173553719,1.1380968348469322
91,24807.815789473683,3386.5789473684213,1767.9736842105262,3060.815789473684,23967.736842105263,3880.6184210526317,357.61842105263156,1199.1315789473683,199.68421052631578,32.5921052631579,76,11.344737238450879,8.650363746466654,0.6469880482926685,0.8837209302325582,0.628099173553719,-0.6058443251181341
92,25981.98888888889,3035.0666666666666,1888.0555555555557,3282.6222222222223,25473.68888888889,12728.488888888889,344.6777777777778,1125.8,519.1666666666666,32.81111111111111,90,14.25184342557384,9.216090114447612,0.7627787854687562,0.7894736842105263,0.6,1.565029666209644
93,28063.24761904762,2810.2761904761905,1515.2666666666667,3995.247619047619,27820.10476190476,2324.4857142857145,316.9238095238095,1081.0761904761905,578.2285714285714,32.161904761904765,105,14.056121347639587,9.61093772023546,0.729712024131194,0.9375,0.75,-1.5608222091892434
94,23247.0,3024.0135135135133,1381.2567567567567,3256.5810810810813,24161.945945945947,2962.891891891892,350.7972972972973,1168.3783783783783,139.45945945945945,34.0,74,10.910523355046575,9.413281002276614,0.5055952338849042,0.8705882352941177,0.74,0.6866250595803391
95,19075.120689655174,12230.275862068966,1014.1206896551724,1342.3103448275863,11972.413793103447,5807.913793103448,12522.172413793103,830.2931034482758,372.44827586206895,32.6551724137931,58,10.653699158615483,7.538517964176885,0.7066169365779301,0.90625,0.725,-1.4476963458037595
96,24985.011764705883,3124.8,1399.7058823529412,3071.2,22973.2,16418.682352941178,350.01176470588234,1102.129411764706,492.1411764705882,34.34117647058824,85,12.774691520316715,8.59494040150279,0.739815303209311,0.9340659340659341,0.6538461538461539,-1.394135831487912
97,29286.308724832215,3200.463087248322,2018.2013422818793,4000.7651006711408,28484.161073825504,2613.6711409395975,357.97986577181206,1115.4697986577182,507.8255033557047,37.61744966442953,149,17.25728576237526,11.875260680762967,0.7255871649440331,0.8922155688622755,0.7303921568627451,0.1624552643228234
98,25864.04761904762,3646.3809523809523,1324.2857142857142,2603.0476190476193,21597.428571428572,3853.1666666666665,347.1666666666667,1029.7619047619048,93.78571428571429,35.23809523809524,42,8.422048652550052,6.4879919701505075,0.6376116835414913,1.0,0.75,0.6887051842764893
99,30675.262295081968,3992.344262295082,2908.8196721311474,12168.11475409836,29235.409836065573,2773.6065573770493,370.62295081967216,1392.1967213114754,167.52459016393442,34.950819672131146,61,9.227761216484986,8.622124589978224,0.35630953054003045,0.9242424242424242,0.6777777777777778,0.8140520130388074
100,29332.337078651686,4784.011235955056,4078.516853932584,6507.314606741573,26462.76404494382,2914.9662921348313,481.02247191011236,1293.4719101123596,248.0561797752809,35.61797752808989,89,12.714255390534642,9.039632817427155,0.7032081324979894,0.9081632653061225,0.6846153846153846,1.2886333126810632
101,19529.917293233084,12104.225563909775,2143.3007518796994,5935.857142857143,15906.947368421053,5457.7593984962405,18130.954887218046,1055.142857142857,322.187969924812,37.58646616541353,133,14.551941574917441,13.805565723244706,0.3161490446201498,0.8159509202453987,0.4889705882352941,0.26412643357121773
102,22612.103896103898,4429.727272727273,1941.3766233766235,6850.337662337663,18748.68831168831,2822.103896103896,511.05194805194805,1079.7142857142858,436.1168831168831,37.94805194805195,77,15.99921319293615,6.850711216070407,0.9036884913064552,0.8191489361702128,0.5,-0.4843110038071926
103,31802.779069767443,3387.4302325581393,1005.2558139534884,3089.5581395348836,28356.43023255814,2510.2558139534885,413.63953488372096,1004.6395348837209,466.0813953488372,35.03488372093023,86,11.807417412680712,9.310852751144058,0.6149582944647142,0.9347826086956522,0.7818181818181819,1.0468746548279781
