gene	lof.pLI
ABCB5	1.2107e-25
ABCB5	1.2107e-25
ABCB5	1.2107e-25
ABCB5	2.1065e-45
ABCB5	2.9288e-05
ABCB5	5.1261e-06
ABCB6	9.3391e-24
ABCB6	2.0017e-25
ABCB6	2.0017e-25
ABCB6	9.3391e-24
ABCB8	3.7870e-13
ABCB8	1.8685e-12
ABCB8	5.6355e-11
ABCB8	7.4398e-13
ABCB8	3.7870e-13
ABCB8	7.4398e-13
ABCB8	4.4160e-04
ABCB8	1.6332e-09
ABCB8	2.5835e-09
ABCB8	7.1620e-04
ABCB8	1.8685e-12
ABCB8	5.6355e-11
ABCB9	1.0426e-05
ABCB9	4.1491e-07
ABCB9	2.7630e-06
ABCB9	2.9429e-07
ABCB9	3.9310e-08
ABCB9	4.0359e-07
ABCB9	2.9429e-07
ABCB9	2.9429e-07
ABCB9	4.0359e-07
ABCB9	2.9429e-07
ABCB9	1.4331e-05
ABCB9	4.3760e-05
ABCB9	2.9429e-07
ABCB9	4.1491e-07
ABCB9	2.7630e-06
ABCB9	2.9429e-07
ABCB9	3.9310e-08
ABCB9	1.0454e-01
ABCB9	1.0426e-05
ABCB9	1.0661e-02
ABCB9	4.9553e-01
ABCB9	2.5758e-07
ABCB9	2.9429e-07
ABCB9	7.6293e-01
ABCB9	1.6963e-05
ABCB9	1.3141e-01
ABCB9	1.3935e-07
ABCC1	1.2436e-06
ABCC1	1.1097e-06
ABCC1	3.7517e-07
ABCC1	1.1097e-06
ABCC1	1.2179e-04
ABCC1	2.6979e-06
ABCC1	2.1955e-06
ABCC1	2.9603e-04
ABCC1	2.0590e-06
ABCC1	8.7224e-06
ABCC1	3.8316e-08
ABCC1	1.2436e-06
ABCC1	2.4605e-06
ABCC1	2.5320e-04
ABCC10	1.7526e-29
ABCC10	1.6723e-23
ABCC10	7.9893e-32
ABCC10	9.8937e-32
ABCC10	1.3708e-20
ABCC10	1.3708e-20
ABCC10	5.9107e-34
ABCC10	1.0675e-31
ABCC10	1.0675e-31
ABCC10	4.3969e-35
ABCC10	4.3969e-35
ABCC10	1.5486e-34
ABCC10	3.8928e-32
ABCC10	1.6532e-26
ABCC10	9.9685e-26
ABCC10	9.9685e-26
ABCC10	1.3708e-20
ABCC10	7.9893e-32
ABCC10	9.9263e-08
ABCC10	1.7526e-29
ABCC10	1.0025e-01
ABCC11	1.6358e-37
ABCC11	4.0979e-38
ABCC11	4.0979e-38
ABCC11	4.0979e-38
ABCC11	3.0664e-37
ABCC11	8.0540e-31
ABCC11	5.7304e-23
ABCC11	4.0979e-38
ABCC11	4.0979e-38
ABCC11	4.0979e-38
ABCC11	4.0979e-38
ABCC11	8.6836e-38
ABCC11	8.0540e-31
ABCC11	1.1123e-23
ABCC11	8.0540e-31
ABCC11	3.0664e-37
ABCC11	4.0979e-38
ABCC11	4.0979e-38
ABCC11	4.0979e-38
ABCC11	4.4953e-04
ABCC12	1.9961e-21
ABCC12	9.7791e-42
ABCC12	5.2530e-06
ABCC12	3.9748e-07
ABCC12	3.7599e-41
ABCC12	9.7791e-42
ABCC12	1.3974e-05
ABCC12	1.9961e-21
ABCC12	5.2530e-06
ABCC2	1.5473e-45
ABCC2	8.0881e-40
ABCC2	3.5260e-27
ABCC2	8.4548e-27
ABCC2	8.7601e-27
ABCC2	1.5473e-45
ABCC2	6.5096e-06
ABCC3	3.5100e-12
ABCC3	2.7122e-28
ABCC3	2.7122e-28
ABCC3	3.5100e-12
ABCC3	3.2120e-06
ABCC3	1.4237e-02
ABCC4	7.2589e-06
ABCC4	4.7459e-11
ABCC4	3.2936e-05
ABCC4	7.0811e-11
ABCC4	1.6488e-10
ABCC4	1.6488e-10
ABCC4	6.2176e-06
ABCC4	1.2491e-06
ABCC4	1.6902e-05
ABCC4	3.2936e-05
ABCC4	7.2589e-06
ABCC4	7.0811e-11
ABCC4	1.7241e-05
ABCC4	4.7459e-11
ABCC5	9.6107e-01
ABCC5	9.5232e-01
ABCC5	9.9932e-01
ABCC5	9.9932e-01
ABCC5	9.9932e-01
ABCC5	9.9932e-01
ABCC5	1.0000e+00
ABCC5	9.8719e-01
ABCC5	9.6107e-01
ABCC5	9.6107e-01
ABCC5	9.8719e-01
ABCC5	9.9982e-01
ABCC5	9.9932e-01
ABCC5	9.6107e-01
ABCC5	9.4139e-01
ABCC5	4.8339e-01
ABCC5	9.5662e-01
ABCC5	4.8040e-01
ABCC6	6.8743e-02
ABCC6	1.2351e-33
ABCC6	1.2529e-33
ABCC6	9.7288e-34
ABCC6	1.3412e-33
ABCC6	1.3412e-33
ABCC6	2.9198e-16
ABCC6	2.3128e-34
ABCC6	6.5319e-24
ABCC6	9.8698e-35
ABCC6	1.2351e-33
ABCC6	8.3319e-06
ABCC6	6.8743e-02
ABCC8	9.5344e-33
ABCC8	8.1959e-34
ABCC8	1.8252e-32
ABCC8	2.1327e-35
ABCC8	2.4813e-34
ABCC8	1.5690e-33
ABCC8	4.0832e-35
ABCC8	1.8158e-33
ABCC8	1.4048e-28
ABCC8	3.1612e-26
ABCC8	4.1261e-28
ABCC8	8.1959e-34
ABCC8	9.5344e-33
ABCC8	4.0871e-12
ABCC8	2.4813e-34
ABCC8	3.2104e-27
ABCC8	2.1327e-35
ABCC8	1.6821e-01
ABCC8	1.8252e-32
ABCC8	5.5069e-33
ABCC8	2.4532e-34
ABCC8	4.5833e-34
ABCC8	2.8603e-35
ABCC9	7.2745e-06
ABCC9	5.2718e-06
ABCC9	2.0690e-06
ABCC9	7.2745e-06
ABCC9	7.2745e-06
ABCC9	7.2745e-06
ABCC9	7.1275e-06
ABCC9	2.0690e-06
ABCC9	7.2745e-06
ABCC9	7.2745e-06
ABCC9	2.0690e-06
ABCC9	7.5159e-01
ABCC9	5.8304e-01
ABCC9	1.2857e-04
ABCC9	7.5159e-01
ABCC9	7.5159e-01
ABCC9	1.3283e-05
ABCC9	3.1417e-07
ABCC9	2.0627e-04
ABCC9	2.1202e-01
ABCD2	7.7494e-05
ABCD2	7.7494e-05
ABCD2	7.3514e-03
ABCD2	2.1960e-01
ABCD2	7.7494e-05
ABCD3	8.1659e-01
ABCD3	9.9014e-01
ABCD3	9.9055e-01
ABCD3	9.5535e-01
ABCD3	8.1659e-01
ABCD3	9.9014e-01
ABCD3	9.9232e-01
ABCD4	1.6145e-10
ABCD4	9.1463e-10
ABCD4	1.3417e-10
ABCD4	5.1611e-09
ABCD4	2.5380e-10
ABCD4	2.5380e-10
ABCD4	1.7230e-09
ABCD4	9.8123e-09
ABCD4	5.5615e-08
ABCD4	5.5615e-08
ABCD4	5.5615e-08
ABCD4	1.0044e-07
ABCD4	1.0044e-07
ABCD4	1.0044e-07
ABCD4	1.0044e-07
ABCD4	5.7080e-07
ABCD4	5.7080e-07
ABCD4	5.7080e-07
ABCD4	5.7080e-07
ABCD4	3.2298e-09
ABCD4	4.0217e-10
ABCD4	9.8123e-09
ABCD4	2.2781e-09
ABCD4	2.5380e-10
ABCD4	2.5380e-10
ABCD4	3.8445e-10
ABCD4	1.3657e-11
ABCD4	3.1834e-07
ABCD4	1.0044e-07
ABCD4	1.0044e-07
ABCD4	1.0044e-07
ABCD4	1.0044e-07
ABCD4	5.3743e-11
ABCD4	9.8123e-09
ABCD4	9.8123e-09
ABCD4	1.0044e-07
ABCD4	1.0044e-07
ABCD4	4.0217e-10
ABCD4	7.7056e-04
ABCD4	2.8913e-07
ABCD4	9.0211e-05
ABCD4	7.3855e-05
ABCE1	9.9654e-01
ABCE1	9.9654e-01
ABCE1	9.9654e-01
ABCE1	6.7391e-01
ABCF1	7.1408e-12
ABCF1	3.2504e-11
ABCF1	7.1408e-12
ABCF1	3.2504e-11
ABCF1	2.1549e-13
ABCF1	1.0779e-03
ABCF2	3.3779e-03
ABCF2	3.3779e-03
ABCF2	6.6541e-01
ABCF2	1.4256e-01
ABCF2-H2BE1	3.1361e-04
ABCF2-H2BE1	3.1361e-04
ABCF3	1.1012e-11
ABCF3	4.1267e-09
ABCF3	3.7086e-09
ABCF3	1.1095e-12
ABCF3	3.7086e-09
ABCF3	3.7086e-09
ABCF3	1.1012e-11
ABCF3	1.1095e-12
ABCG1	8.8986e-01
ABCG1	1.9578e-01
ABCG1	4.0666e-03
ABCG1	8.8678e-03
ABCG1	4.6980e-01
ABCG1	3.6188e-01
ABCG1	1.1935e-01
ABCG1	5.1598e-04
ABCG1	1.0401e-02
ABCG1	4.0666e-03
ABCG1	3.6188e-01
ABCG1	8.8986e-01
ABCG1	1.7325e-04
ABCG1	1.9578e-01
ABCG1	8.8678e-03
ABCG1	5.6037e-02
ABCG2	3.0618e-25
ABCG2	5.0723e-29
ABCG2	5.0723e-29
ABCG2	4.7267e-29
ABCG2	5.0723e-29
ABCG2	5.0723e-29
ABCG2	5.0723e-29
ABCG2	5.0723e-29
ABCG2	5.0723e-29
ABCG2	4.7267e-29
ABCG2	5.0723e-29
ABCG2	7.8176e-06
ABCG2	7.8176e-06
ABCG2	3.0618e-25
ABCG2	5.0723e-29
ABCG4	3.4830e-05
ABCG4	3.4830e-05
ABCG4	1.2378e-04
ABCG4	3.4830e-05
ABCG4	1.2378e-04
ABCG4	1.4739e-01
ABCG4	3.4830e-05
ABCG4	3.4830e-05
ABCG4	3.4830e-05
ABCG5	8.1322e-20
ABCG5	3.3146e-20
ABCG5	2.8854e-20
ABCG5	1.2615e-12
ABCG5	1.1900e-18
ABCG5	1.3147e-15
ABCG5	4.0769e-17
ABCG5	1.3781e-11
ABCG5	4.2082e-09
ABCG5	8.1322e-20
ABCG8	2.2301e-32
ABCG8	5.1931e-31
ABCG8	6.9364e-31
ABCG8	2.9779e-32
ABCG8	5.1931e-31
ABCG8	3.3407e-17
ABHD1	1.8338e-17
ABHD1	9.8781e-18
ABHD1	2.5340e-16
ABHD1	1.1513e-15
ABHD1	9.2717e-13
ABHD1	6.4411e-11
ABHD1	2.2522e-11
ABHD1	2.8234e-06
ABHD1	1.8338e-17
ABHD1	8.8188e-10
ABHD1	1.1539e-16
ABHD10	2.5642e-03
ABHD10	1.2175e-05
ABHD10	2.5642e-03
ABHD10	1.2175e-05
ABHD10	2.5642e-03
ABHD11	4.7492e-08
ABHD11	2.8866e-06
ABHD11	1.8944e-08
ABHD11	4.1853e-09
ABHD11	1.1780e-04
ABHD11	1.1780e-04
ABHD11	6.7740e-09
ABHD11	7.3386e-06
ABHD11	2.7074e-09
ABHD11	4.1142e-07
ABHD11	1.8944e-08
ABHD11	4.7492e-08
ABHD11	4.1853e-09
ABHD11	2.8866e-06
ABHD12	7.5081e-10
ABHD12	2.0639e-07
ABHD12	2.8107e-09
ABHD12	3.0667e-08
ABHD12	4.0761e-02
ABHD12	7.5081e-10
ABHD12	2.0639e-07
ABHD12	3.0635e-02
ABHD12	5.4998e-04
ABHD12	6.2586e-04
ABHD12	1.6952e-02
ABHD12	9.9572e-06
ABHD12	8.3738e-09
ABHD12	1.9806e-05
ABHD12	1.8151e-06
ABHD12	8.3738e-09
ABHD12	3.0667e-08
ABHD12	6.2260e-09
ABHD12	4.5912e-05
ABHD12	5.6782e-05
ABHD12	4.5126e-07
ABHD12	8.3738e-09
ABHD12B	5.0333e-12
ABHD12B	7.5353e-09
ABHD12B	7.7734e-12
ABHD12B	7.3853e-11
ABHD12B	5.4028e-11
ABHD12B	3.2891e-09
ABHD12B	8.4145e-08
ABHD12B	5.0333e-12
ABHD12B	7.7734e-12
ABHD13	9.7685e-01
ABHD13	9.7685e-01
ABHD13	9.7685e-01
ABHD14A	1.3328e-05
ABHD14A	1.3328e-05
ABHD14A	4.9900e-04
ABHD14A	6.8587e-02
ABHD14A	1.2772e-05
ABHD14A-ACY1	1.3188e-12
ABHD14A-ACY1	5.9267e-13
ABHD14A-ACY1	4.7398e-10
ABHD14A-ACY1	4.7554e-07
ABHD14A-ACY1	1.0199e-10
ABHD14B	7.6860e-09
ABHD14B	2.1031e-06
ABHD14B	7.6860e-09
ABHD14B	1.5780e-09
ABHD14B	7.6860e-09
ABHD14B	7.6860e-09
ABHD14B	1.6569e-04
ABHD14B	7.6860e-09
ABHD14B	7.6860e-09
ABHD15	2.9886e-13
ABHD15	2.9886e-13
ABHD16A	3.3342e-08
ABHD16A	4.0184e-07
ABHD16A	4.0184e-07
ABHD16A	3.3342e-08
ABHD16B	3.4725e-09
ABHD16B	3.4725e-09
ABHD17A	2.1099e-01
ABHD17A	4.5324e-04
ABHD17A	4.5324e-04
ABHD17A	4.5324e-04
ABHD17A	2.1099e-01
ABHD17A	5.6720e-01
ABHD17A	2.1099e-01
ABHD17A	3.1500e-01
ABHD17B	8.5835e-01
ABHD17B	5.0736e-01
ABHD17B	5.0736e-01
ABHD17B	7.9669e-01
ABHD17B	5.0736e-01
ABHD17B	8.5835e-01
ABHD17B	8.5835e-01
ABHD17B	7.2138e-01
ABHD17B	7.2138e-01
ABHD17B	8.5835e-01
ABHD17B	5.0736e-01
ABHD17C	1.2876e-02
ABHD17C	1.2876e-02
ABHD17C	1.7892e-03
ABHD17C	7.6769e-01
ABHD18	4.5049e-07
ABHD18	1.0789e-06
ABHD18	1.3909e-05
ABHD18	4.2259e-05
ABHD18	1.0028e-06
ABHD18	8.1875e-08
ABHD18	4.2259e-05
ABHD18	2.4940e-05
ABHD18	1.0028e-06
ABHD18	4.2259e-05
ABHD18	1.3909e-05
ABHD18	4.2259e-05
ABHD18	4.5049e-07
ABHD18	6.2585e-06
ABHD18	6.2585e-06
ABHD18	1.8956e-05
ABHD18	6.2585e-06
ABHD18	4.8536e-07
ABHD18	3.5571e-06
ABHD18	8.1875e-08
ABHD18	1.3909e-05
ABHD18	8.1875e-08
ABHD18	3.6297e-08
ABHD18	1.0789e-06
ABHD18	4.2259e-05
ABHD18	8.1875e-08
ABHD18	1.0028e-06
ABHD18	1.0789e-06
ABHD18	4.5049e-07
ABHD18	4.5049e-07
ABHD18	1.6257e-01
ABHD18	6.2585e-06
ABHD18	1.0028e-06
ABHD2	5.5070e-01
ABHD2	5.5070e-01
ABHD2	5.5070e-01
ABHD2	5.5070e-01
ABHD2	5.5070e-01
ABHD2	5.5070e-01
ABHD2	5.5070e-01
ABHD2	5.5070e-01
ABHD2	5.5070e-01
ABHD2	5.5070e-01
ABHD2	5.5070e-01
ABHD2	2.5953e-01
ABHD2	5.5070e-01
ABHD2	5.9075e-01
ABHD2	1.1828e-01
ABHD3	5.8377e-12
ABHD3	1.4133e-07
ABHD3	2.0979e-15
ABHD3	2.6515e-14
ABHD3	1.4133e-07
ABHD3	1.4133e-07
ABHD3	1.4133e-07
ABHD3	1.4133e-07
ABHD3	2.0979e-15
ABHD3	1.4133e-07
ABHD3	1.1492e-01
ABHD3	5.8377e-12
ABHD3	7.0767e-04
ABHD4	6.5418e-09
ABHD4	9.7984e-10
ABHD4	5.5639e-05
ABHD4	9.7984e-10
ABHD4	9.5273e-05
ABHD4	8.4364e-05
ABHD5	3.4236e-07
ABHD5	2.0875e-05
ABHD5	4.6798e-06
ABHD5	3.4236e-07
ABHD5	5.3603e-05
ABHD5	2.0875e-05
ABHD5	5.6752e-01
ABHD5	4.6798e-06
ABHD5	2.4270e-02
ABHD5	2.0875e-05
ABHD5	3.4236e-07
ABHD6	1.7139e-08
ABHD6	1.7139e-08
ABHD6	2.0506e-08
ABHD6	2.0506e-08
ABHD6	1.7139e-08
ABHD6	4.8529e-05
ABHD6	1.7139e-08
ABHD6	2.4326e-04
ABHD8	2.5012e-01
ABHD8	2.5012e-01
ABHD8	5.6845e-01
ABHD8	6.5389e-01
ABI1	9.9980e-01
ABI1	9.9978e-01
ABI1	9.9966e-01
ABI1	9.9965e-01
ABI1	9.9998e-01
ABI1	9.9998e-01
ABI1	9.9997e-01
ABI1	9.9992e-01
ABI1	9.9992e-01
ABI1	9.9986e-01
ABI1	9.9989e-01
ABI1	9.9997e-01
ABI1	9.9964e-01
ABI1	9.9986e-01
ABI1	9.9965e-01
