CellID,X,Y,vimentin,CD4,CD20,CD8a,pcna,ck5,ck8,CD206
79,558.6265432,208.3617284,147.037037,166.3734568,114.9888889,266.212963,126.1802469,100.6061728,110.8055556,168.0882716
80,2155.095047,221.0798751,156.7358322,351.3159304,120.3270861,150.9464525,155.8317715,100.6394467,115.2155288,178.7037037
81,1261.496701,239.4901032,147.4085603,181.9330063,122.2288953,149.8220267,157.6438843,101.4187109,110.7173067,159.6044662
82,3099.387853,237.1851359,151.8907832,180.3225892,112.6238679,143.2999467,146.0130527,100.2919552,108.2535962,178.2573255
83,2495.535203,243.0447494,154.6676611,245.7881862,110.573389,144.5692124,131.3556086,99.89976134,111.5,180.5232697
84,2552.601027,253.369863,149.0194064,207.5496575,114.9594749,153.7511416,130.2848174,100.3932648,116.515411,215.668379
85,2019.805178,263.2475728,230.0161812,177.9106796,125.4540453,144.7462783,162.8919094,100.7071197,113.0773463,186.2210356
86,98.11864407,266.416558,166.0912647,506.8976532,131.5710561,140.5821382,128.1584094,101.7105606,110.035854,177.464146
87,519.370332,269.6115145,148.6042531,198.0778008,114.9253112,143.9465768,137.9491701,101.1322614,111.5897303,178.6727178
88,2587.511893,271.5794481,151.2602284,192.3130352,119.1108468,143.2335871,143.7687916,100.1198858,132.3915319,200.1079924
89,1160.490271,286.6372808,167.2642325,181.4395868,116.1926495,154.0302666,152.2399712,99.80951237,110.9411482,165.8059092
90,1458.789513,281.8032726,156.2904425,237.402752,122.8129416,153.6961696,146.8252138,99.87281517,125.5005578,302.2049089
91,577.5685528,279.4249184,151.2801959,198.8226333,112.9570185,144.1947769,145.116975,100.7018498,109.6528836,141.562568
92,3182.96161,276.838015,177.1142322,192.9794007,121.4700375,159.9531835,128.2359551,100.2921348,115.2790262,218.6863296
93,2795.815343,290.833482,187.3993458,185.5899494,122.4484092,151.4272971,167.6601249,100.1338091,112.3865596,189.293488
94,3145.703663,297.4833242,168.5762712,183.9491525,116.2017496,179.006561,129.4887917,99.74466922,116.4855112,170.2148715
95,1395.121056,301.1487444,155.7031552,217.0231809,116.500322,155.2356729,142.7372827,99.4507405,114.613651,189.7050869
96,3209.573882,320.7288748,184.3077271,271.347944,133.1093538,149.054225,139.5309535,100.1351107,117.7311342,362.0885676
97,592.4673665,322.6663624,156.4331356,173.7685988,115.6549521,143.8872661,126.2336832,100.295299,109.5362848,143.3404838
98,301.9939394,326.2286869,156.6743434,331.9442424,133.7090909,136.5272727,138.2759596,102.0234343,106.1078788,168.9882828
99,919.7017883,326.19913,166.2344128,188.3160947,112.9014016,139.7361044,160.7655872,100.3156114,107.2837119,145.8057032
100,966.8162682,334.7307692,160.3399168,206.9477651,117.3222453,157.835499,206.0405405,100.7512994,111.4480249,149.406185
101,1639.315152,336.2839827,197.0376623,184.152381,122.1277056,156.3385281,175.6809524,100.2480519,115.308658,197.4484848
102,3378.48888,343.2122928,169.74444,386.0566114,134.3085321,149.7998383,135.3558431,100.4160938,110.0481197,199.120097
103,367.519436,346.7641006,160.1821646,191.5106707,128.9314024,148.6448171,179.1299543,101.699314,116.5114329,207.2141768
104,3304.355048,357.3247596,204.8288462,219.9675481,124.0596154,147.8439904,151.0105769,100.0098558,105.6314904,170.2925481
105,2057.721423,345.4055885,185.7138019,183.1147333,124.6553768,156.022862,150.4830652,101.6816257,115.1977138,234.7701101
106,992.058733,374.5864496,187.5160581,167.2479103,112.3077431,148.2184338,142.3424989,99.71755389,113.9192697,189.5290365
107,1453.191527,372.1971081,151.9431761,187.7217149,122.6902588,146.3729072,136.8462709,99.81126332,108.8901573,148.9325216
108,3151.473684,355.6641148,153.8186603,186.9339713,110.2421053,148.5985646,127.6708134,99.14210526,108.6808612,152.8397129
109,2018.150966,355.27657,165.8224638,185.7125604,125.1702899,157.7463768,148.6690821,101.6618357,120.968599,241.013285
110,2470.179215,368.1829268,252.349947,314.033404,134.4687169,204.3069989,168.2412513,103.2799576,113.195122,173.1230117
111,1292.102492,376.4728972,156.0803738,166.4791277,117.3199377,159.9046729,205.671028,100.6015576,114.1489097,165.4797508
112,3058.303381,377.2908754,156.9184808,240.4251969,120.2255674,159.005095,139.2385364,100.114868,119.7841593,397.9624826
113,1044.722776,384.5811727,148.7072198,248.7367371,123.1527722,148.0398883,160.5436777,100.351416,106.8240925,145.6059035
114,2360.26087,376.3855072,159.5802899,219.0301449,120.4417391,158.1611594,416.7142029,101.302029,105.7321739,235.7889855
115,1968.241774,384.0066762,157.267525,268.817835,124.3280877,150.9222699,144.3156891,100.2551264,121.884597,194.5331426
116,2025.675523,388.7998869,148.7840588,179.0633126,116.0972301,141.7478802,137.3013002,100.450537,110.450537,257.0814019
117,553.095612,396.3177829,148.3279446,171.3468822,109.3228637,140.5251732,140.6438799,100.908545,110.7630485,163.4734411
118,2725.001931,394.4044402,186.6418919,455.6872587,131.4420849,156.1785714,139.6747104,100.2046332,112.3494208,280.1332046
119,839.0991228,416.1157895,156.4605263,173.5201754,113.8915205,144.1178363,131.5327485,99.9754386,117.1137427,181.8394737
120,394.8737425,418.7967807,165.5774648,268.4356137,122.4597586,145.1901408,123.2580483,100.6690141,120.0598592,169.7650905
121,1773.376022,414.1321526,211.4945504,288.2370572,122.4666213,156.0177112,136.2608992,99.82425068,129.3412807,797.3010899
122,3601.791552,424.5013774,192.6189164,209.1078972,114.7759412,167.5633609,134.0743802,99.74426079,113.6129477,290.6790634
123,3013.467556,441.4026667,173.7782222,182.4493333,111.2093333,158.3093333,134.4871111,99.44,108.3053333,166.3217778
124,1752.372331,444.3326217,150.176772,252.883006,124.6076003,151.2843723,140.9192997,99.66353544,118.2237404,335.3048676
125,1465.106823,440.4932886,157.5598434,203.0872483,116.8892617,152.3288591,140.4988814,99.13702461,113.897651,182.1185682
126,3666.975994,450.9812453,202.684171,187.3930983,115.5236309,194.3023256,126.0795199,100.6969242,106.4366092,214.8177044
127,585.2456263,458.3946816,154.3729881,182.968976,118.3004432,141.6620014,151.563331,101.2624213,115.5752274,203.43317
128,750.262112,462.9714232,150.1213096,185.4517411,120.592922,143.1186601,130.9089705,100.4668812,118.4309235,214.421461
129,900.2248024,467.5424901,161.7939723,184.6986166,110.5281621,135.6585968,125.2119565,99.30632411,120.0583004,218.6309289
130,1178.354146,470.9818302,159.2319128,202.9973571,120.2860918,155.6319789,134.7277833,99.58473736,111.7951767,193.5900231
131,2641.984382,470.0346138,175.3490924,179.978894,117.1680034,164.4474462,133.3381173,100.3680878,110.1194597,168.7040946
132,2187.947957,472.0980645,211.3101075,206.5595699,115.8425806,179.8916129,142.5488172,100.7101075,108.3015054,203.8886022
133,2704.788869,475.9655172,258.0072595,282.5269208,127.1155475,211.9177253,155.1899577,102.3145796,111.76951,177.1524501
134,332.3964365,480.4465479,208.8546771,287.2048998,135.5439866,147.5946548,125.5829621,100.4821826,123.3702673,646.1776169
135,1814.119827,489.811443,154.0514574,258.3270961,121.1687657,142.0957179,144.1525729,99.63440086,114.7365959,260.3274559
136,345.56621,503.8525766,180.5603392,236.3672538,126.6379648,159.9288976,129.7827789,101.0808871,118.9125897,387.5596869
137,1035.702656,501.151502,150.6212451,294.0100131,118.7601219,142.1558555,127.3243361,99.22464084,107.3395734,156.9773618
138,3476.841048,498.0943231,158.6375546,257.8026201,127.6471616,129.5703057,122.6366812,99.97467249,103.4183406,164.3921397
139,1877.348479,514.7292527,174.4641382,200.1960195,129.4051821,142.42546,185.1708599,99.69245212,111.3484792,183.1250469
140,300.189441,518.2414596,232.6622671,301.5046584,127.2274845,160.511646,125.1156832,100.4402174,129.1583851,1082.425466
141,258.8773748,524.6413356,187.2348877,183.7628094,123.6257916,155.3805412,138.3200921,101.7029361,119.7017847,321.8255613
142,7.839222615,528.1431095,158.2120141,209.0477032,133.8551237,154.524735,864.8551237,103.8480565,109.3162544,290.4664311
143,587.5532599,541.0224977,150.5321396,196.3002755,118.4146006,132.432966,129.7451791,101.0087236,113.9573003,212.664371
144,1796.991764,560.2041867,208.5628003,216.1410432,132.3568977,153.0652025,190.2374743,100.4584763,112.6763898,201.3160604
145,2214.011394,549.6625767,157.4163015,186.190184,117.9255039,148.7870289,135.7361963,99.52410167,108.0368098,143.0666082
146,2609.959741,558.813803,273.0503235,193.5434939,124.6671459,158.5521208,143.3601725,100.43422,110.1121495,187.6089145
147,2176.714946,569.8520801,157.0637904,177.9248074,113.340832,141.8206471,132.0942989,98.79291217,106.9993837,151.7146379
148,2551.143006,569.4641614,176.6673626,331.7150313,131.0737648,158.368476,149.9624217,101.0859429,117.7484342,226.0584551
149,3397.135629,554.8692902,216.2775826,234.7118763,121.0400562,174.4293746,136.1925509,102.1335207,105.3070977,168.2494729
150,147.753,568.317,248.505,203.8025,125.732,155.8535,122.9385,100.7695,116.837,170.035
151,2798.83502,562.882085,207.1169028,244.090587,120.6882591,155.2140688,174.617915,101.0313765,110.875,197.1295547
152,863.7359594,576.1415757,178.8611544,171.5085803,119.3923557,141.1946178,128.3806552,99.47347894,129.475429,243.6084243
153,1116.443462,567.8477574,160.3809223,170.8641819,114.8288061,150.9842072,153.153506,99.59633607,116.0208465,166.1301327
154,1449.258328,567.8569001,142.7474507,169.7273963,111.2940177,140.5737593,126.0649218,98.53467029,108.0703603,145.6468389
155,2727.570697,571.9431352,158.7423156,226.3319672,112.7110656,159.0481557,146.2192623,100.0993852,111.3457992,154.2228484
156,528.8077128,592.5851064,158.4630319,195.9545213,119.4521277,153.3178191,136.0614362,101.2034574,114.5406915,206.606383
157,908.9668847,579.6390025,206.0380213,180.763287,114.1962388,150.6414554,123.6500409,99.02780049,117.9125102,220.4272281
158,1844.671865,573.6302794,159.7576348,338.9909032,125.6250812,149.2365172,144.2969461,99.75568551,120.9564652,454.7595841
159,1927.163652,574.4419938,258.8800176,221.5910895,116.4075871,139.8138509,132.1270401,98.50330834,108.5469784,174.4181738
160,472.1407551,584.9969461,156.7071072,186.2412549,124.5083287,132.6787896,162.7437535,101.8525819,106.5585786,204.5738479
161,798.2068849,587.0469119,178.3466082,180.9034762,118.2305096,141.2078974,120.5889301,98.90178873,119.4488694,221.2365845
162,2386.839493,591.4398099,162.0475185,171.3722281,112.8880676,147.3331573,131.4329461,99.25607181,107.6172122,139.8827878
163,386.6519647,605.7477947,143.8761026,181.8340016,123.1347233,141.4290297,147.9450682,100.9482759,110.2726544,172.2995188
164,1126.272266,600.1206313,166.2514092,176.8275085,119.9306652,159.2942503,124.9892897,98.55073281,109.2068771,153.4729425
165,2493.406561,630.7426488,166.4257594,190.6845687,117.4794654,152.1800729,136.9324423,100.3365735,109.982503,167.854678
166,582.736806,621.1847156,153.0191912,178.8163125,112.8450994,132.5438657,119.6662097,99.87354352,113.0154215,199.7107608
167,3184.254237,618.8966102,165.719774,189.1514124,115.880226,151.0706215,132.6050847,99.64463277,108.239548,170.9056497
168,31.34831461,636.3235955,166.9235955,225.0713483,114.2101124,142.7674157,134.4741573,100.9196629,109.1134831,147.7578652
169,469.7766413,640.2909134,174.9281637,189.6845861,125.0057088,151.1496194,145.7911513,101.403901,111.8280209,213.8173168
170,2397.807286,644.9234973,175.5275046,268.6961749,138.9854281,152.6852459,139.8557377,100.2182149,115.0870674,307.3559199
171,1012.090167,657.7199148,196.3830316,188.1569045,114.2662407,149.9648562,122.85765,99.01597444,107.1565495,156.2350018
172,1362.265969,656.5434555,163.6685864,198.1685864,121.1188482,153.4706806,142.3743455,99.5104712,115.8403141,251.9659686
173,2434.681589,677.3956351,178.4107443,239.9062675,127.9110241,154.3945159,137.7182429,100.7182429,113.4815333,201.2557359
174,1751.48913,667.7475845,159.560789,194.7326892,136.2749597,143.0740741,161.7741546,99.27858293,111.7065217,186.3204509
175,2828.120532,675.7277727,158.1324473,281.7112741,116.8515124,149.7323556,142.2804766,100.395967,108.7401467,157.8652612
176,3057.043037,680.3017408,159.1837524,196.5947776,113.294971,157.6503868,133.7770793,100.2625725,109.4995164,154.4008704
177,1503.044878,679.5863415,144.7214634,167.6097561,116.9536585,132.7326829,132.7443902,98.99853659,104.5590244,133.4390244
178,1927.645805,689.8875101,179.6339358,174.4065282,124.5300782,140.7984893,177.4537362,98.99109792,113.5648773,170.1944969
179,1352.474048,694.8101211,182.1470588,180.3347751,121.0661765,155.1790657,174.6232699,99.85856401,112.2249135,180.0259516
180,1080.134761,696.5390428,157.77267,184.3117128,111.074937,139.4175063,125.9981108,98.85138539,106.3652393,138.0623426
181,2467.103085,699.5477803,220.241535,231.2633559,124.917231,161.6869827,146.9202408,100.9556057,110.8036117,170.7930775
182,688.4474886,705.2800609,144.043379,230.93379,123.2351598,127.6171994,116.3523592,99.39649924,107.6560122,164.3066971
183,727.2436348,711.5070237,147.2212467,183.2484636,117.0083406,138.9477612,115.8665496,99.28050922,107.1496927,163.8906936
184,2117.587335,719.473904,155.0048713,243.9168406,120.8392484,148.618302,156.9826026,99.65901183,116.6871955,230.5278358
185,150.4785972,721.5951521,154.291903,175.1170707,119.5580196,186.9608045,161.7354306,101.8349665,108.6013409,146.7942238
186,3048.39899,724.5707071,160.2020202,175.7948232,111.177399,146.5,127.9406566,100.1944444,105.1565657,140.1306818
187,1778.68,740.1416,221.402,419.6044,136.5736,143.6716,143.5512,99.664,117.7684,197.736
188,1827.745831,750.4002668,197.8822548,274.338559,135.2525017,153.8839226,154.0833889,99.94529686,140.888926,500.099066
189,1916.751323,747.3536834,231.9446479,219.1408221,130.961335,179.6349206,165.6389906,101.2079772,117.3569394,254.4595035
190,2042.690141,748.4937862,159.3732394,305.5020713,139.2038111,148.1346313,139.2932891,99.53065452,119.8367854,290.067937
191,1599.313297,756.4803539,169.9253188,192.7715327,121.3981265,155.3112152,160.1831902,99.45901639,115.5545147,259.4665626
192,29.28897161,752.9278734,151.1405305,196.2470917,119.4053048,154.7868776,155.0991159,100.9194974,107.5779432,149.9432294
193,176.3625308,762.0047585,152.9873105,178.7044413,117.9317941,155.1954529,148.46951,101.4430737,113.2384561,206.3595347
194,2879.008758,767.9200876,163.2796935,175.3431856,111.5024631,148.2348112,137.1538041,100.5183361,107.2172961,152.4915161
195,2568.835474,773.8210273,154.0280899,182.6512841,123.7897271,144.6637239,152.6898074,100.2335474,111.3362761,162.29374
196,3027.104485,781.0782443,308.4780534,183.2791031,116.0257634,141.7294847,141.9804389,100.6006679,105.711355,181.509542
197,1168.461472,779.3732243,163.0068876,163.7907878,117.1528196,153.2694791,163.5970728,100.3357727,114.4339217,171.0271201
198,2185.916251,782.4376869,153.6744766,289.5254237,126.8559322,143.0014955,137.443669,99.41974078,117.7517448,196.7841476
199,415.7950338,806.1197996,139.2121542,173.7118275,114.8492703,134.8921804,128.8359834,100.8431714,111.0337617,154.9187541
200,3403.384035,798.6115651,195.7247014,255.2627278,132.8434947,152.7994972,134.8359522,100.6140792,108.5179133,196.434318
201,640.3436953,804.3909807,183.1821366,201.3204904,120.0236427,137.4579685,126.395359,100.3056042,117.3047285,205.33669
202,2259.824883,811.3995305,163.9976526,296.1450704,139.2075117,154.3361502,139.5230047,99.53615023,116.4258216,253.2384977
203,1613.560995,808.033152,202.7648278,177.0852111,124.6822067,151.5493395,143.1048951,99.41362341,116.030821,167.7096607
204,81.06711409,813.7536518,162.5519147,185.4528227,114.0663245,150.8752467,135.1658113,101.345835,109.0082906,151.8128701
205,1895.350448,805.9396903,173.9633252,196.4205379,128.4637327,174.800326,138.0896496,99.12306438,115.1719641,462.7612062
206,2403.975138,813.1211523,166.3425414,193.4273875,124.5966851,151.452644,142.1250987,99.60378848,111.6006314,164.9790845
207,1862.292512,814.3939158,144.4469579,215.1957878,131.8525741,143.225429,134.8689548,100.1879875,111.25039,315.7433697
208,1940.396987,816.807288,158.2494744,174.8577435,128.3433777,155.553609,156.9085494,98.83216538,114.8349685,197.8311142
209,564.0041819,826.5854679,146.5577627,155.9921589,112.651333,140.4391009,124.8996341,100.5368531,110.973863,146.074229
210,2034.650986,825.7506323,171.0202327,242.7996965,133.522003,150.1082448,148.5311077,99.16995448,118.6191199,201.3808801
211,2452.83913,830.275,170.1844203,195.6702899,126.8384058,153.915942,188.8862319,100.4268116,114.817029,212.4101449
212,2100.151011,831.1813317,160.8852556,186.264566,128.1141498,146.686088,142.6296076,99.46730083,119.5136742,187.510107
213,2335.501599,827.3283582,211.9792111,197.043177,131.9253731,299.4909382,134.8971215,99.85554371,120.2244136,196.6108742
214,1973.797187,852.9863884,167.272686,202.4024501,131.3520871,147.1456443,151.2649728,99.01451906,121.9550817,193.7817604
215,3698.649661,874.809284,194.9964966,225.6625794,137.9382527,150.2031968,145.8795708,101.7867309,114.2566236,386.7527918
216,2300.618288,851.251462,223.0946305,218.2567783,137.4380649,172.7549176,169.1578947,101.6624136,124.5481127,742.2535885
217,1908.618649,852.7207962,165.0408591,188.8522787,134.5777894,150.9952855,169.1016239,99.61183866,118.6071241,210.2132006
218,2018.224319,870.2627533,156.7742837,192.4566737,130.5213138,145.4863732,166.3413697,98.95807128,121.583508,188.4706499
219,789.2721544,867.9921229,256.3599842,193.6057503,123.3233557,145.4820796,146.0870421,100.1555731,113.3300512,195.0941315
220,2225.660112,866.2022472,159.855939,306.0441413,136.2138844,149.4341894,143.3386838,99.59831461,113.3647673,197.0337079
221,1371.672667,868.0126667,170.7166667,183.4603333,175.393,153.0973333,163.9913333,100.0763333,117.7306667,190.4913333
222,83.82214765,864.7385906,156.8865772,167.1439597,108.9600671,140.8483221,138.7365772,101.7308725,111.9567114,164.3969799
223,1912.51843,892.9318272,150.9936583,187.6595323,128.9564011,144.0749108,145.3448276,98.80023781,124.0138724,196.7447483
224,408.5492108,901.2627669,144.2135562,174.7325905,114.6977716,147.4763231,135.0598886,100.8268338,114.0004643,205.2818013
225,211.9632191,907.5341088,158.3835272,164.8082364,113.1512103,156.8050927,134.9386985,101.2024521,115.7258724,173.5190192
226,2402.04946,907.1307561,158.5497442,199.177942,116.181353,137.7129051,129.0704946,99.07845367,111.7163161,217.0534395
227,268.027027,914.8854787,165.0604672,202.5790197,125.0939075,165.9940449,142.6303252,101.612918,127.3586807,308.5978012
228,1694.272309,924.970255,256.4911473,230.7503541,133.4125354,171.9907932,163.0223088,100.7825779,130.2875354,311.0626771
