	TCGA.49.6767.01A.11R.1858.07	TCGA.78.7150.01A.21R.2039.07	TCGA.67.3772.01A.01R.0946.07	TCGA.NJ.A55O.01A.11R.A262.07	TCGA.78.7146.01A.11R.2039.07
g_10013_	48.4784359851199	55.1493607728791	40.2266991100152	58.3427556557142	23.0803845223896
g_100130086_	0.0567995735033625	0	0	0	0
g_100130207_	79.5478026914592	34.1349592615286	36.0493111255136	38.9196636175188	39.3361381041072
g_100130274_	0	0	0	0	0.0596906496268698
g_100130301_	0	0.086036444263462	0.193397591875073	0.048986360752069	0
g_100130302_	0	0.0645273331975965	0	0	0
g_100130311_	1.16439125681893	0.580745998778369	2.6495470086885	5.33951332197552	9.09287562649316
g_100130348_	1.27799040382566	1.05394644222741	0.212737351062581	1.29813855992983	1.41267870783592
g_100130361_	0.0567995735033625	0	0	0	0
g_100130519_	0.567995735033625	1.11847377542501	0.541513257250205	0.563343148648793	0.11938129925374
g_100130613_	0	0	0.29009638781261	0.0244931803760345	0
g_100130705_	2.04478464612105	1.72072888526924	0.154718073500059	3.06164754700431	1.47236935746279
g_100130733_	0.141998933758406	0.0645273331975965	1.29576386556299	0.195945443008276	0.318350131343305
g_100130742_	0.283997867516812	0.344145777053848	0.348115665375132	0.857261313161207	0.676494029104524
g_100130771_	2.66957995465804	1.95732910699376	1.21840482881296	0.930740854289311	1.03463792686574
g_100130827_	0.851993602550437	3.44145777053848	0.328775906187624	0.685809050528966	1.31319429179114
g_100130890_	0.0851993602550437	0.150563777461059	0.232077110250088	0.0734795411281035	0.0198968832089566
g_100130933_	1.93118549911432	2.81769354962838	14.7755760192556	24.3217281134022	0.11938129925374
g_100130958_	0.511196161530262	1.13998288649087	0.50283373887519	1.37161810105793	0.457628313806002
g_100130988_	0	0	0	0	0
g_100131017_	33.3981492199771	32.0700845992055	10.0953542958788	36.6417978425476	34.0634640537337
g_100131137_	0	0	0	0	0
g_100131187_	15.0802867651427	12.0666113079505	74.9222270924034	31.0328595364357	48.5483950298541
g_100131211_	11.672312354941	18.3257626281174	11.6618747900669	5.51096558460776	14.3456527936577
g_100131244_	0.0283997867516812	0	0	0	0.0397937664179132
g_100131303_	0	0	0	0.0244931803760345	0
g_100131378_	0.0283997867516812	0.0215091110658655	0.0193397591875073	0.0734795411281035	0.0795875328358264
g_100131390_	0.170398720510087	4.62445887916108	0.0193397591875073	0	0.0198968832089566
g_100131439_	0.0283997867516812	0	0.0193397591875073	0	0
g_100131539_	0.113599147006725	0	0.212737351062581	0.0244931803760345	0.0596906496268698
g_100131608_	0	0	0	0	0
g_100131755_	12.4391065972364	1.50563777461059	4.71890124175179	13.5937151086991	13.2314273339561
g_100131801_	11.9847100092095	12.3032115296751	26.9402845481977	11.9771652038809	9.0729787432842
g_100131827_	8.06553943747747	0.86036444263462	4.10002894775155	6.04981555288052	8.01844393320951
g_100131897_	0.113599147006725	0.516218665580772	0.232077110250088	0.146959082256207	0.159175065671653
g_100131902_	0	0	0	0	0
g_100131980_	0	0	0	0	0
g_100132015_	0	0	0	0	0
g_100132074_	15.3074850591562	1.1830011086226	6.26608197675237	0.612329509400862	3.95947975858236
g_100132146_	0	0	0	0	0
g_100132202_	0	0	0	0	0
g_100132247_	0.795194029047075	0.258109332790386	0.309436147000117	2.0574271515869	1.45247247425383
g_100132285_	0	0	0	0	0
g_100132304_	0	0	0	0	0
g_100132386_	0	0	0	0	0
g_100132396_	0	0	0	0	0
g_100132399_	0	0	0	0	0
g_100132406_	5.56635820332952	0.559236887712503	0.831609645062815	1.98394761045879	2.44731663470166
g_100132463_	0	0	0	0	0.11938129925374
g_100132476_	0	0	0	0	0
g_100132565_	0	0.043018222131731	0	0	0
g_100132596_	1.27799040382566	1.63469244100578	0.696231330750264	0.22043862338431	0.179071948880609
g_100132916_	0	0.0215091110658655	0.0193397591875073	0.0244931803760345	0
g_100132963_	0	0	0	0	0
g_100132979_	0	0	0	0	0
g_100132994_	0	0	0	0	0
g_100133053_	0	0	0	0	0
g_100133093_	0	0	0	0	0
g_100133251_	0	0	0	0	0
g_100133267_	0	0	0	0	0
g_100133315_	0.4543965880269	0.666782443041831	1.08302651450041	1.17567265804966	0.81577221156722
g_100133941_	132.93940178462	255.829367017404	172.143196528003	82.9094155728768	19.4392548951506
g_100134444_	0.0283997867516812	0.150563777461059	0	0	0.0198968832089566
g_100134934_	0.170398720510087	0.086036444263462	0.367455424562639	0.195945443008276	0.0596906496268698
g_100134938_	0.0851993602550437	0.494709554514907	0	0.048986360752069	0
g_100137047_	0.0567995735033625	0.043018222131731	0.0773590367500293	0.416384066392586	0.0397937664179132
g_100137049_	0.198798507261769	0.043018222131731	0.135378314312551	1.12668629729759	0.0795875328358264
g_10014_	56.0895788345704	34.1779774836603	32.7035327860749	58.4407283772183	75.7275374932888
g_100141515_	0.0567995735033625	0	0.0193397591875073	0.048986360752069	0
g_100142659_	0	0	0	0	0
g_100144748_	1.16439125681893	0.924891775832216	1.5858602533756	0.906247673913276	1.94989455447775
g_10015_	172.13110750194	182.956498726252	95.5190706270987	129.005581040574	155.832389292548
g_100151643_	0	0	0	0	0
g_10016_	58.7875585759802	86.1870080409231	79.3123524279675	142.917707494161	89.4563869074688
g_100169851_	0.0283997867516812	0.043018222131731	0.0193397591875073	0	0.0198968832089566
g_10017_	1.10759168331557	7.01197020747215	0.212737351062581	0.759288591657069	1.9697914376867
g_100170229_	0.312397654268494	1.48412866354472	0.367455424562639	0.955234034665345	0.795875328358264
g_100170765_	0	0.043018222131731	0	0.122465901880172	0
g_100170841_	17.6362675727941	6.237642209101	2.84294460056358	4.13934748354983	17.3699790414191
g_10018_	43.4232739433206	34.3715594832531	32.7228725452624	24.2972349330262	86.5514419589612
g_100188893_	0	0	0	0	0
g_10019_	67.1370958809744	16.1748515215309	21.4671326981331	41.3199952943702	19.2999767126879
g_100190949_	0.0283997867516812	0.0215091110658655	0	0	0
g_100191040_	2.21518336663114	1.67771066313751	0.618872294000234	1.69002944594638	1.31319429179114
g_1002_	1.73238699185256	0.215091110658655	0.29009638781261	1.02871357579345	0.81577221156722
g_10020_	2.69797974140972	74.4860516210922	25.5284821275097	35.5640979060021	28.7509962369423
g_10021_	0.170398720510087	1.03243733116154	0.386795183750146	1.4940840029381	0.0795875328358264
g_10022_	0.0283997867516812	0	0	0	0
g_10023_	2.15838379312777	4.38785865743656	3.32643858025126	7.98477680258724	2.20855403619418
g_10024_	27.2921950683657	21.7672203986559	2.88162411893859	4.65370427144655	23.7170847850763
g_10025_	37.601317659226	23.8751132831107	49.4130847240812	57.0691102761604	47.0959225556002
g_10026_	24.6226151137076	53.2135407769512	38.9309352444522	32.649409441254	34.6006799003755
g_100271715_	0.312397654268494	0.752818887305293	0.135378314312551	0.22043862338431	1.17391610932844
g_100271846_	0.170398720510087	0	0	0	0.596906496268698
g_100271849_	0.113599147006725	0.107545555329328	0.696231330750264	0.318411344888448	0.238762598507479
g_100271927_	0.0283997867516812	0	0.058019277562522	0.195945443008276	0.0397937664179132
g_100272147_	0	0.0215091110658655	0	0	0
g_100287045_	0	0.107545555329328	0	0.0734795411281035	0.0795875328358264
g_100287144_	0	0	0	0	0
g_100287171_	3.32277504994671	2.66712977216732	2.26275182493836	9.13595628026087	1.77082260559714
g_100287178_	0	0	0	0	0
g_100287205_	0	0	0	0	0
g_100287226_	0.0283997867516812	0	0	0	0
g_100287238_	0	0	0	0	0
g_100287284_	0	0.107545555329328	0.193397591875073	0	0.0198968832089566
g_100287327_	0	0	0	0	0
g_100287364_	0	0	0	0	0
g_100287399_	0	0	0	0	0
g_100287404_	0	0	0	0	0
g_100287441_	0	0	0	0	0
g_100287478_	0	0	0	0	0
g_100287482_	5.56635820332952	0.989419109029813	0.541513257250205	0.440877246768621	1.45247247425383
g_100287513_	0	0	0	0	0
g_100287520_	0	0.0215091110658655	0.715571089937771	0.0734795411281035	0.0198968832089566
g_100287718_	0.0283997867516812	0.0215091110658655	1.10236627368792	0.0244931803760345	0
g_100287898_	0.340797441020175	0.107545555329328	0.309436147000117	0.832768132785173	0.139278182462696
g_100287932_	63.3883240297525	62.3334038688782	50.3800726834566	43.9652587749819	97.5345214903052
g_100288072_	0	0.086036444263462	0.309436147000117	0.244931803760345	0.0994844160447829
g_100288142_	4.82796374778581	1.48412866354472	1.41180242068803	1.64104308519431	1.92999767126879
g_100288287_	0	0	0	0	0
g_100288323_	0	0	0	0	0
g_100288332_	0.0851993602550437	0.19358199959279	0	2.59627711985966	0.0994844160447829
g_100288413_	1.64718763159751	2.21543843978415	2.57218797193847	3.23309980963655	24.8313102447778
g_100288485_	0	0	0.0193397591875073	0	0.0198968832089566
g_100288520_	0	0	0	0	0
g_100288687_	0	0	0	0	0
g_100288695_	0	0	0	0	0
g_100288797_	0.0851993602550437	0	0	0	0.238762598507479
g_100288801_	0	0	0	0.0734795411281035	0.0795875328358264
g_100288814_	0	0.0215091110658655	0.0773590367500293	0.048986360752069	0
g_100288842_	2.04478464612105	2.73165710536492	1.46982169825056	2.00844079083483	2.72587299962705
g_100288966_	0	0	0	0	0
g_100289087_	0	0	0	0	0
g_100289137_	0	0	0	0	0
g_100289187_	0.9087931760538	0.107545555329328	1.74057832687566	0.391890886016552	0.0994844160447829
g_100289255_	0	0	0.116038555125044	6.68663824265742	0.0596906496268698
g_100289279_	0	0	0	0	0
g_100289462_	0.0283997867516812	0	0	0.0734795411281035	0.0198968832089566
g_100289635_	15.7050820736797	18.6483992941054	5.0089976295644	14.0100991750917	29.4075933828378
g_100289678_	23.8842206581639	6.1731148759034	5.93730607056475	17.3656648866085	13.768643180598
g_100293516_	10.3659221643637	7.9798802054361	4.2160675028766	20.1823806298524	8.87400991119464
g_100293534_	0	0	0	0	0
g_1003_	9.85472600283339	21.1434561777458	30.0926652957614	63.4128439935533	19.4790486615685
g_100302652_	3.40797441020175	3.37693043734088	3.46181689456381	3.40455207226879	4.03906729141819
g_100302736_	0.22719829401345	0.817346220502889	0.618872294000234	0.465370427144655	0.795875328358264
g_100303755_	7.80994135671234	6.77536998574763	4.91229883362686	4.09036112279776	3.1636044302241
g_100310812_	0	0.043018222131731	0	0	0.0198968832089566
g_100310846_	0.340797441020175	0.344145777053848	0.174057832687566	0.734795411281035	0.81577221156722
g_100316904_	0.340797441020175	0.0645273331975965	0.0193397591875073	0.244931803760345	0.258659481716436
g_100329135_	0.0283997867516812	0	0.116038555125044	0	0.218865715298523
g_10036_	24.4806161799492	22.864185063015	5.39579281331454	12.4180424506495	34.2027422361964
g_100379661_	99.0300564031125	113.073396873255	61.1136390325231	25.1789894265635	87.1284515720209
g_10038_	32.4609562571717	21.1434561777458	8.47081452412821	9.84625851116587	17.8077104720161
g_100381270_	1.16439125681893	6.40971509762792	1.64387953093812	5.92734965100035	5.11349898470184
g_10039_	45.0988613616698	12.625848195663	15.1623712030057	21.5050123701583	28.3132648063452
g_1004_	1.59038805809415	3.26938488201156	3.26841930268874	3.91890886016552	1.81061637201505
g_10040_	28.6269850456947	69.7540471866018	84.4180488534695	45.0674518919035	70.9522855231392
g_100419008_	0.0567995735033625	2.12940199552068	0.0193397591875073	0.0244931803760345	0.0198968832089566
g_10042_	34.5625404767961	44.8464965723296	26.2633929766349	20.0599147279722	43.2757209794806
g_100421372_	0	0	0	0	0
g_100423062_	5.53795841657784	11.034173976789	236.370536789714	30.6899550111712	2.22845091940314
g_10043_	63.9563197647862	118.30011086226	67.5537788419631	95.5723898272866	66.0775491369448
g_100431172_	0.0567995735033625	0	0.0193397591875073	0	0
g_10044_	8.34953730499428	8.15195309396302	9.14770609569096	26.8935120528859	5.17318963432871
g_10045_	20.9590426227408	19.3151817371472	15.1236916846307	51.3621992485443	34.3221235354501
g_10046_	9.88312578958507	2.27996577298174	5.8212675154397	4.21282702467793	2.58659481716436
g_100462977_	0.283997867516812	0.150563777461059	0.232077110250088	0.391890886016552	0.159175065671653
g_100462981_	1.10759168331557	1.52714688567645	0.928308441000351	1.98394761045879	1.11422545970157
g_100462983_	0.141998933758406	0.086036444263462	0.116038555125044	0.122465901880172	0.0994844160447829
g_100463285_	0.0567995735033625	0.150563777461059	0.0193397591875073	0.171452262632241	0.0994844160447829
g_100463289_	0	0.0215091110658655	0.0386795183750146	0.0244931803760345	0
g_100463482_	0.113599147006725	0.0215091110658655	0.135378314312551	0.122465901880172	0
g_100463486_	0.766794242295394	0.516218665580772	0.328775906187624	0.783781772033104	0.596906496268698
g_100463488_	0.113599147006725	0.107545555329328	0.135378314312551	0.342904525264483	0.0596906496268698
g_10047_	0	0	0	0	0
g_10048_	91.8733101416888	59.1500554311301	81.2656681059058	69.4871527268099	51.4931337447797
g_10049_	151.427662959964	64.3337511980037	98.2072971541622	69.7810708913223	127.081393055606
g_100499483_	0.283997867516812	0.344145777053848	0.0193397591875073	1.66553626557035	0.417834547388088
g_1005_	0.0283997867516812	0.0215091110658655	0.0386795183750146	0	1.35298805820905
g_10050_	0	0	0.116038555125044	0	0
g_100500938_	0	0.0215091110658655	0	0.048986360752069	0
g_100505385_	0	0	0	0	0
g_100505478_	2.38558208714122	0.0645273331975965	0.0386795183750146	0.048986360752069	0.716287795522437
g_100505555_	3.37957462345007	2.96825732708944	9.41846272431606	4.38427928731017	2.5666979339554
g_100505573_	9.2299306942964	2.71014799429905	7.02033258506516	10.3851084794386	3.56154209440323
g_100505585_	71.8230606950019	93.5646331365149	57.5938028603968	217.156537213922	47.3744789205256
g_100505591_	0	0.0215091110658655	0.0386795183750146	0.0244931803760345	0.0198968832089566
g_100505724_	0	0	0	0	0
g_100505741_	0.312397654268494	0.150563777461059	0.193397591875073	0.563343148648793	0.139278182462696
g_100505753_	0.0283997867516812	0	0	0	5.5910241817168
g_100505767_	0.170398720510087	0.086036444263462	0.0773590367500293	0.293918164512414	0.0994844160447829
g_100505841_	0	0	0.0193397591875073	0	0
g_100505876_	65.1207110216051	77.7769456141696	33.7092002638253	47.614742651011	59.0340524809742
g_100505989_	0.0283997867516812	6.75386087468177	30.5181399978865	22.0928486991831	0.0198968832089566
g_100505993_	0.0283997867516812	0.0215091110658655	0.0193397591875073	0.0244931803760345	0.0397937664179132
g_100506013_	0.283997867516812	1.03243733116154	6.51749884618997	0.22043862338431	0
g_100506049_	0.0283997867516812	0	0	0	0
g_100506084_	0.4543965880269	0.989419109029813	0.251416869437595	0.342904525264483	0.397937664179132
g_100506127_	0.993992536308843	0.709800665173562	1.91463615956322	1.56756354406621	1.87030702164192
g_100506144_	8.1791385844842	8.17346220502889	15.0850121662557	5.36400650235155	3.78040780970175
g_100506164_	0.0283997867516812	0.0215091110658655	0	0	0.0596906496268698
g_100506243_	0.0283997867516812	0.043018222131731	0.425474702125161	1.24915219917776	0.0795875328358264
g_100506374_	0.0283997867516812	0.150563777461059	0.0773590367500293	0.391890886016552	0.139278182462696
g_100506403_	203.228873995031	131.786323500558	113.389008116355	67.8950960023676	135.796227901129
g_100506540_	0.68159488204035	1.07545555329328	0.560853016437712	0.832768132785173	0.477525197014958
g_100506564_	0.170398720510087	0.172072888526924	0	0	0.298453248134349
g_100506581_	0.993992536308843	0.451691332383176	1.21840482881296	0.857261313161207	0.378040780970175
g_100506658_	31.182965853346	28.0048626077569	30.9436147000117	33.0413003272705	27.975017791793
g_100506736_	1.8175863521076	0.967909997963947	2.1080337514383	1.66553626557035	0.974947277238873
g_100507003_	0.0851993602550437	3.85013088078992	0	0	0.198968832089566
g_100507027_	0	0.107545555329328	0.0773590367500293	0	0
g_100507050_	0.397597014523537	1.95732910699376	0.309436147000117	0.563343148648793	0.318350131343305
g_100507055_	1.33478997732902	0.043018222131731	0.135378314312551	0.318411344888448	0.0596906496268698
g_100507096_	0	0	0	0	0
g_100507170_	0	0	0	0	0
g_100507203_	0	0.0215091110658655	0	0	0
g_100507290_	13.7454967878137	41.1899476911324	7.67788439744041	22.4357532244476	15.7782283847026
g_100507341_	0	0	0	0	0
g_100507421_	0.141998933758406	24.7139686146795	2.78492532300105	0.465370427144655	0.0795875328358264
g_100507436_	18.1474637343243	19.358199959279	28.2553881729482	33.1392730487747	13.3309117500009
g_100507537_	0.0283997867516812	0	0	0	0
g_100507547_	1.07919189656389	1.59167421887405	1.23774458800047	0.734795411281035	0.696390912313481
g_100507588_	0.312397654268494	0.709800665173562	0.232077110250088	0.661315870152931	0.198968832089566
g_100507607_	0.0567995735033625	0.086036444263462	0.0193397591875073	0	0.0397937664179132
g_100507608_	0	0	0	0	0
g_100507650_	0.397597014523537	0.086036444263462	0.212737351062581	0.0734795411281035	0.159175065671653
g_100507679_	7.78154156996066	0	0.0386795183750146	0.0734795411281035	1.03463792686574
g_100507747_	0	0	0	0	0
g_100509620_	0.0567995735033625	0.129054666395193	0	0.48986360752069	0
g_10051_	69.9202749826392	82.3368771601331	17.3090844728191	28.9999255652248	200.779448461581
g_10052_	48.6204349188783	4.88256821195147	1.95331567793824	5.68241784724	19.6382237272402
g_100526664_	0	0.043018222131731	0.0773590367500293	0.0734795411281035	0.11938129925374
g_100526693_	0.113599147006725	0.150563777461059	0.174057832687566	0.342904525264483	0.358143897761219
g_100526694_	0.0567995735033625	0.387163999185579	0.116038555125044	0.0244931803760345	0
g_100526737_	0.539595948281944	0.516218665580772	0.754250608312785	1.3471249206819	0.915256627612003
g_100526739_	0.567995735033625	0.43018222131731	1.5858602533756	0.416384066392586	0.517318963432871
g_100526740_	0.141998933758406	0.150563777461059	0.058019277562522	0.097972721504138	0.318350131343305
g_100526760_	0.170398720510087	0.107545555329328	0.058019277562522	0.269424984136379	0.198968832089566
g_100526761_	0.68159488204035	0.086036444263462	0	0	0.0596906496268698
g_100526767_	0	0.731309776239427	0	0.171452262632241	0.0795875328358264
g_100526771_	0	0	0	0	0
g_100526772_	0.283997867516812	0.150563777461059	0.058019277562522	0.587836329024828	0.11938129925374
g_100526773_	0	0	0.0193397591875073	0	0
g_100526783_	0.0283997867516812	0.086036444263462	0.135378314312551	0.48986360752069	0.437731430597045
g_100526794_	0	0	0	0	0
g_100526832_	14.966687618136	36.6945434783665	25.3157447764471	12.4180424506495	25.1098666097032
g_100526835_	0.22719829401345	0.215091110658655	0.386795183750146	0.685809050528966	0.159175065671653
g_100526842_	0	0	0	0	0
g_100527943_	0.113599147006725	0.0645273331975965	0.135378314312551	0.0244931803760345	0.198968832089566
g_100527949_	0	0	0	0	0
g_100527963_	0.369197227771856	1.65620155207164	1.68255904931314	0.661315870152931	1.59175065671653
g_100527964_	33.3129498597221	36.1137974795882	32.2780580839497	31.6206958654605	22.9411063399269
g_100527978_	0.482796374778581	0.6237642209101	0.174057832687566	0.416384066392586	0.298453248134349
g_100528017_	1.02239232306052	0.279618443856252	0.116038555125044	0	0.11938129925374
g_100528020_	0	0	0	0	0
g_100528021_	0.0283997867516812	0.107545555329328	0.0386795183750146	0.048986360752069	0.0994844160447829
g_100528030_	0.0567995735033625	0.666782443041831	0.154718073500059	0.318411344888448	0.159175065671653
g_100528032_	0.993992536308843	0.107545555329328	0.0966987959375366	0.22043862338431	0.159175065671653
g_100528062_	10.8203187523906	4.51691332383175	7.90996150769049	6.41721325852104	25.0501759600763
g_100528064_	0.0567995735033625	0.043018222131731	0	0	0.0397937664179132
g_100529063_	0.255598080765131	0.408673110251445	0.058019277562522	0.563343148648793	0.159175065671653
g_100529097_	0.0283997867516812	0.0645273331975965	0.0966987959375366	0.0244931803760345	0.0397937664179132
g_100529144_	0	0.0645273331975965	0.0193397591875073	0.122465901880172	0.0198968832089566
g_100529145_	0.937192962805481	0.387163999185579	0.328775906187624	1.54307036369017	0.378040780970175
g_100529215_	0.283997867516812	0.0645273331975965	0.367455424562639	0.440877246768621	0.198968832089566
g_100529239_	0.113599147006725	0	0.174057832687566	0.0244931803760345	0.198968832089566
g_100529240_	0.0283997867516812	0.0215091110658655	0.0193397591875073	0	0.0198968832089566
g_100529241_	0.0283997867516812	0.0215091110658655	0.0966987959375366	0.048986360752069	0.11938129925374
g_100529251_	0.369197227771856	0.387163999185579	0.270756628625102	0.22043862338431	0.358143897761219
g_100529257_	0.141998933758406	0.258109332790386	0.522173498062698	0.22043862338431	0.139278182462696
g_100529261_	9.31513005455145	11.6149199755674	12.1066892513796	14.8673604882529	7.71999068507516
g_10053_	91.589312274172	92.7042686938803	80.7241548486556	62.8739940252805	115.720272743292
g_100532726_	0	0	0	0	0
g_100532731_	0	0.043018222131731	0.0193397591875073	0	0
g_100532736_	77.7586161261032	76.1637622842297	117.527716582482	81.2438793073064	29.9846029958976
g_100533105_	0	0	0	0	0
g_100533106_	1.30639019057734	0.838855331568755	0.522173498062698	1.24915219917776	0.915256627612003
g_100533177_	0.0283997867516812	0.0215091110658655	0	0	12.2166862902993
g_100533181_	0	0	0	0	0
g_100533183_	4.57236566702068	6.08707843163994	4.77692051931431	0.171452262632241	2.88504806529871
g_100533467_	0	0.0215091110658655	0.0193397591875073	0	0
g_100533496_	0.255598080765131	0.258109332790386	0.29009638781261	0.122465901880172	0.278556364925392
g_100533952_	0	0.0645273331975965	0.058019277562522	0.0244931803760345	0.0596906496268698
g_100534012_	37.3173197917091	38.694890807492	33.2450460433251	20.7212305981252	50.7768459492572
g_100534592_	0.0567995735033625	0	0.0193397591875073	0	0.0198968832089566
g_100534599_	0.0283997867516812	0.043018222131731	0.0773590367500293	0.048986360752069	0.159175065671653
g_10054_	112.179157669141	214.617910215206	97.5497453417869	79.8967543866245	110.268526744037
g_10055_	80.5701950145197	144.777826584341	107.296983972291	92.4372627391542	87.0488640391851
g_10056_	80.3145969337545	88.3164100364437	48.5427955606434	41.6873930000107	84.7209287037372
g_10057_	31.1545660665943	46.1800614584132	32.2200388063872	41.7118861803867	70.1962039611988
g_10058_	2.38558208714122	28.7576814950622	6.57551812375249	5.36400650235155	8.6153504294782
g_10059_	65.0639114481017	75.0237793977389	33.6705207454502	55.8444512573586	87.9641206667971
g_1006_	0.170398720510087	0.0645273331975965	0.29009638781261	12.2220970076412	0.716287795522437
g_10060_	1.78918656535592	8.88326287020245	16.8255904931314	12.9079060581702	11.3213265458963
g_10061_	176.334275941189	57.6013994343878	56.8202124928965	52.3419264635857	67.5300216111987
g_10062_	33.8809455947557	20.4981828457698	35.0823231661383	36.5928114817955	23.5579097194046
g_10063_	41.8896854587298	23.2728581732665	20.4808049795703	25.2279757873155	29.0494494850766
g_100631383_	0	0.043018222131731	0.116038555125044	0.0734795411281035	0
g_100652748_	7.18514604817535	4.25880399104137	6.0726843848773	5.95184283137638	15.8180221511205
g_100652824_	0	0.150563777461059	0.309436147000117	0.146959082256207	0.0198968832089566
g_100653049_	0	0	0	0	0
g_100653515_	0.113599147006725	0.150563777461059	0.058019277562522	0.0734795411281035	0.11938129925374
g_10066_	131.576212020539	138.497166153108	151.91380841787	181.763891570552	137.726225572398
g_10067_	106.073203517529	107.265936885471	81.9812391958435	111.150052546445	144.093228199264
g_10068_	21.6122377180294	8.45308064888514	14.9109543335681	29.857186878386	17.0317320268668
g_10069_	26.4402014658152	12.8194301952558	24.7355520008219	13.9856059947157	23.1201782888076
g_1007_	0	0	0	0	0
