gene_id	gene_name	SRX11780879	SRX11780880	SRX11780882	SRX11780883	SRX11780885	SRX11780886	SRX11780888	SRX11780889
ENSG00000101004	NINL	148.6646505	102.4607214	127.7786573	127.0672824	44.46148727	23.46183221	50.08666189	59.15875626
ENSG00000101017	CD40	69.82534652	67.04969348	59.54310928	74.49078405	0	0.762775673	10.95940296	12.40771229
ENSG00000101019	UQCC1	417.1923096	405.5922934	467.5699999	449.2293121	15.35811694	61.51629161	57.26286734	58.93253239
ENSG00000101040	ZMYND8	302.7068483	439.1162178	443.5879286	459.8296445	47.98887368	119.8175712	25.99200513	79.39805476
ENSG00000101049	SGK2	4.938346465	6.668897471	10.84755364	8.243480257	1.066350259	6.077419728	5.464282388	0
ENSG00000101052	IFT52	287.5933119	240.7954027	239.8691472	209.5127649	5.00887541	5.915122806	41.19379761	50.36017186
ENSG00000101057	MYBL2	3286.539144	3161.922622	2713.695619	2769.98341	171.2896009	168.4423047	93.45386549	113.0118951
ENSG00000101074	R3HDML	0	0	0	0	0	0	0	0
ENSG00000101076	HNF4A	0	0.826119156	0	0	19.04489064	27.13868736	0	0
ENSG00000101079	NDRG3	300.2095601	360.8868289	358.6979913	400.5228353	14.12964063	5.905118747	50.80330988	35.67583343
ENSG00000101082	SLA2	0	1.452879406	1.176169775	2.349632353	2.564018692	1.921313525	0	3.448040116
ENSG00000101084	RAB5IF	1195.71783	681.3759389	878.78979	881.8062368	19.27922252	28.72328261	50.06701423	45.25107116
ENSG00000101096	NFATC2	2.0284266	4.692642119	21.39073154	32.14497339	1.551784024	1.717643481	0	2.18613655
ENSG00000101098	RIMS4	82.25528541	133.4044491	65.99708593	79.71631435	78.51260131	53.70498428	29.68656485	28.37840256
ENSG00000101104	PABPC1L	117.8443024	131.8828481	120.5263564	102.520636	16.9698146	21.52028164	2.647533507	2.518711023
ENSG00000101109	STK4	423.1311856	802.6023744	688.3831317	744.5294776	119.2315326	118.2776803	159.2246198	79.42094958
ENSG00000101115	SALL4	1.894438497	23.30923593	13.61093178	3.190359661	0	13.26174682	0	0
ENSG00000101126	ADNP	998.5620889	1062.982054	1065.524457	1078.93082	56.11040141	7.145766751	163.0911664	53.0508185
ENSG00000101132	PFDN4	300.5869098	141.1776532	183.975119	118.6136384	249.7284344	293.8977567	90.54100741	60.16295274
ENSG00000101134	DOK5	0	0	0	0	0	0	0	0
ENSG00000101138	CSTF1	296.0085262	296.7191399	328.7052039	345.3204985	31.46729649	15.54844293	51.89304032	110.5901666
ENSG00000101144	BMP7	0.646412377	0	0	0	0	0	0	0
ENSG00000101146	RAE1	544.142116	449.2268015	552.9839426	459.2323414	14.83688038	11.10963463	89.27770194	64.7274743
ENSG00000101150	TPD52L2	1694.252536	1491.139909	1428.169833	1434.993787	30.63478895	46.68854585	77.85405152	124.0398786
ENSG00000101152	DNAJC5	1171.005022	1659.838265	1655.72937	1549.658485	109.9886586	158.6930954	77.27880714	68.46171145
ENSG00000101158	NELFCD	987.3047702	1045.199702	952.712366	948.625177	87.34611635	56.53460016	51.77225634	108.1521644
ENSG00000101160	CTSZ	2012.930684	1621.932605	1798.484587	1713.514405	38.53151992	31.97312895	75.6567094	88.31919638
ENSG00000101161	PRPF6	1430.910066	1287.252832	1196.838623	1287.428328	254.2336393	362.81925	130.3060342	107.1300078
ENSG00000101162	TUBB1	1.120672017	6.911688557	4.518989009	6.790086357	0.858895486	0.841801931	6.025647438	0.807110276
ENSG00000101166	PRELID3B	753.2013774	673.7631441	531.0826577	514.3800349	50.86682688	50.81909974	57.80002884	42.84990795
ENSG00000101180	HRH3	0	0	0	0	0	1.680715793	1.503833207	0
ENSG00000101181	MTG2	306.6853391	335.0075067	350.6648011	363.0888692	21.91078924	7.055689317	25.8401095	10.61107881
ENSG00000101182	PSMA7	4836.497962	3073.101423	3020.080678	3020.601258	318.3960703	336.3436621	296.4728107	209.5696194
ENSG00000101187	SLCO4A1	161.5485158	187.716411	84.25830534	73.37582176	8.006387759	2.323452524	6.236773409	50.46319774
ENSG00000101188	NTSR1	0	0	2.255333328	2.263967145	0	0	0	0
ENSG00000101189	MRGBP	1040.044872	740.1682628	720.1083261	706.9890661	17.18144336	28.62729313	22.60101399	13.69609468
ENSG00000101190	TCFL5	177.5089192	189.2400773	158.3716665	156.7825812	15.26915338	9.145484927	9.812290506	15.11521087
ENSG00000101191	DIDO1	788.4127691	1297.766232	1330.838238	1193.203483	81.7717236	77.46182885	81.60144654	59.32157483
ENSG00000101193	GID8	784.9949941	654.8179725	645.9382295	754.8123863	17.72119238	9.097841542	22.20098678	33.23849189
ENSG00000101194	SLC17A9	0	0	0	0	0	0	0	0
ENSG00000101197	BIRC7	0	0	0	0	0	0	0.751916296	0
ENSG00000101198	NKAIN4	0	0	0	0	0	0	0	0.697392572
ENSG00000101199	ARFGAP1	698.9954449	679.2448306	771.6293836	718.4367983	97.48808041	136.6427287	55.05870345	39.17887446
ENSG00000101200	AVP	0	0	0	0	0	0	0	0
ENSG00000101203	COL20A1	0	0	0	0	0	1.036745739	0	0.992030135
ENSG00000101204	CHRNA4	0	0	0	0	0	0.239160333	3.579261753	0
ENSG00000101210	EEF1A2	31.36697147	21.1140609	31.58798173	22.18445267	8.322743941	6.73421439	2.573137656	0
ENSG00000101213	PTK6	7.230396616	11.52707	5.198437641	16.69869309	0	0	0	0.933870596
ENSG00000101216	GMEB2	258.4951033	299.0597009	336.856657	338.2230526	6.841926529	6.705787981	21.00020301	12.83295323
ENSG00000101220	ADISSP	1133.1983	684.5631461	757.3054583	691.2244399	27.02622238	21.6458772	42.14429945	24.04440968
ENSG00000101222	SPEF1	2.241163509	1.129664211	2.257317292	2.264356779	2.586249961	0	0.756009348	0
ENSG00000101224	CDC25B	2645.768109	2921.358311	2842.023613	2916.405435	138.9671914	171.2780405	288.1953349	203.6125009
ENSG00000101230	ISM1	1.120283397	2.273786339	2.255191659	4.527803599	3.437409076	0.842259657	0	0
ENSG00000101236	RNF24	214.5770892	564.1813321	371.5655037	417.1842134	5.531878456	14.82664152	29.40441873	31.92065759
ENSG00000101246	ARFRP1	630.9614849	417.7862513	511.4393462	411.4878929	16.87247954	21.60044171	19.0986885	44.65156836
ENSG00000101247	NDUFAF5	150.0076519	99.03997973	94.66973573	99.58399894	8.649052472	6.165062297	20.82497576	16.45233628
ENSG00000101251	SEL1L2	0	0	0	0	0	0.840356603	0	0
ENSG00000101255	TRIB3	618.3778838	588.1010346	713.8571463	793.7111388	8.987441651	4.003916155	16.47966631	15.32469327
ENSG00000101265	RASSF2	1.132798281	5.67014032	6.839412234	5.631132291	0.867989442	0	0	0
ENSG00000101266	CSNK2A1	819.7699656	1533.933931	1755.365333	1793.903563	81.50248697	58.398137	448.3349279	201.1596355
ENSG00000101276	SLC52A3	6.352458366	19.62529022	17.87670988	21.3542549	0	1.130295976	0	0.756295143
ENSG00000101278	RPS10P5	3.329749348	1.07044471	1.123155655	0	47.92979001	41.21525925	67.2515994	43.80480546
ENSG00000101280	ANGPT4	1.121434691	1.140485681	0	2.266275041	0	0	0	0
ENSG00000101282	RSPO4	0	0	0	0	0	0	0	0
ENSG00000101290	CDS2	522.5700004	697.9546585	756.3969717	712.9220376	79.83394272	71.97362154	547.082054	295.3162189
ENSG00000101292	PROKR2	0	0	0	0	0	0	0	0
ENSG00000101294	HM13	980.3932801	912.2704226	1113.472687	960.1005894	93.62113672	81.55037996	329.3522953	255.460252
ENSG00000101298	SNPH	140.3760019	225.2571639	250.8751117	265.5664697	1.721119474	5.060596594	0	4.300292194
ENSG00000101306	MYLK2	26.66706954	10.53624041	7.605682714	19.22296377	0	2.841155065	1.181603797	0
ENSG00000101307	SIRPB1	5.732148554	9.800821904	6.981320996	1.511244443	0	0	35.05097447	0
ENSG00000101310	SEC23B	490.8059197	554.1611178	663.8687964	686.5071825	24.29978096	49.1993087	1322.318617	179.3319459
ENSG00000101311	FERMT1	8.013753573	8.766844967	16.25267236	22.86632924	0	0	0	0
ENSG00000101323	HAO1	0	0	0	0	4.287082387	13.44570448	0	3.216400844
ENSG00000101327	PDYN	0	0	1.127277709	0	0	0	0	0
ENSG00000101331	CCM2L	1.125826602	0	0	0	1.72830679	0	3.78912639	0
ENSG00000101333	PLCB4	149.0399219	243.1711927	171.3922083	184.8769767	12.039423	18.26548524	23.5802531	6.340749304
ENSG00000101335	MYL9	1505.773971	1104.70876	1052.520624	878.3676172	174.5361489	145.5217615	94.83305575	53.99227818
ENSG00000101336	HCK	0	0	0	0	1.714829245	0	0	0
ENSG00000101337	TM9SF4	360.5808318	572.7223846	625.996989	656.6784644	121.2325837	68.592159	455.1701508	247.9572644
ENSG00000101342	TLDC2	11.11077148	5.069648866	5.194437357	6.085995075	0	0	0	0
ENSG00000101343	CRNKL1	476.357306	282.41144	304.6090389	205.9480865	112.4713814	111.0827431	64.74380421	31.04988066
ENSG00000101346	POFUT1	505.4206787	849.9408759	786.1986835	856.7334426	94.75291983	50.42161701	84.04977069	220.8102978
ENSG00000101347	SAMHD1	338.0959724	432.8007499	325.9090493	372.0047636	105.4134059	142.7581408	116.2438254	51.83421028
ENSG00000101349	PAK5	0	0	0	0	0	0	0	0
ENSG00000101350	KIF3B	657.5368318	1091.211441	1048.230254	1026.601526	80.66350814	85.78695396	51.17234444	46.67621186
ENSG00000101353	MROH8	25.04838636	44.50051132	4.707099634	45.68280119	2.843970574	5.134660814	16.69730587	5.952043169
ENSG00000101361	NOP56	1550.328756	1151.766078	1355.73904	1224.985088	1311.428611	1260.986653	630.8819905	753.4806669
ENSG00000101363	MANBAL	393.9942479	393.1419169	366.1664904	388.3080722	46.58975652	23.95952729	66.04950116	100.8866068
ENSG00000101365	IDH3B	1522.908319	1097.208627	1150.661425	1054.226651	66.05682893	38.90037612	207.0777096	130.6750891
ENSG00000101367	MAPRE1	2388.88716	2089.773556	1994.615799	2124.177439	222.5348905	207.1596803	234.3343109	209.5028362
ENSG00000101384	JAG1	95.11504534	182.5560167	113.1454713	112.5085096	15.79607868	25.51191215	8.017411384	37.33378791
ENSG00000101391	CDK5RAP1	492.758092	412.8056483	366.9420191	383.7028548	26.00221941	12.44575654	48.08706425	59.55013355
ENSG00000101400	SNTA1	380.5374145	317.1937172	262.5524228	298.5457266	7.735761498	3.369704997	16.58289316	8.060808474
ENSG00000101405	OXT	0	0	0	0	0	0.840356785	0	0
ENSG00000101407	TTI1	151.5111278	228.9714438	252.2296404	250.3771437	30.39903024	22.60413832	121.4474884	70.46660215
ENSG00000101412	E2F1	1369.152907	1295.042404	1114.525139	1209.201831	18.90050656	22.73454664	48.21786092	29.00490895
ENSG00000101413	RPRD1B	279.3670031	333.0059895	271.9240416	297.2309557	59.12765823	50.17163604	60.23238326	74.53751408
ENSG00000101417	PXMP4	204.3292779	346.5298732	375.0014639	301.7212552	38.74032154	3.700764962	43.05895259	39.66366184
ENSG00000101421	CHMP4B	1877.004277	1337.678216	1330.556577	1375.422417	475.8456324	570.1109889	136.5830062	128.3087544
ENSG00000101425	BPI	0	0	0	0	0	0	0	0
ENSG00000101435	CST9L	0	0	0	0	0	0	0	0
ENSG00000101438	SLC32A1	0	0	0	0	0	0	0	0
ENSG00000101439	CST3	1852.50773	1139.767412	1162.37559	1025.924893	29.24048726	25.99318572	105.4344466	44.76910766
ENSG00000101440	ASIP	0	0	0	0	0.857484113	0	0	0
ENSG00000101441	CST4	0	0	0	0	0	0	0	0
ENSG00000101442	ACTR5	174.6315858	125.9241695	143.1161896	152.6953285	6.014539055	9.26336854	0.753496147	7.252116531
ENSG00000101443	WFDC2	156.5675729	90.81037155	100.9443555	110.5167644	2.501528435	3.269006832	24.44380555	9.383902344
ENSG00000101444	AHCY	1558.591346	1409.612966	1456.60695	1383.853317	53.16496985	85.1674439	107.866368	95.722812
ENSG00000101445	PPP1R16B	0	1.140101898	1.126996664	3.395193737	0.858014887	0.840940028	0.75244792	3.218675204
ENSG00000101446	SPINT3	0	0	0	0	0	0	0	0
ENSG00000101447	FAM83D	1102.86511	1065.278141	940.4136891	905.315701	24.95435778	13.49398358	49.80459524	58.91005269
ENSG00000101448	EPPIN	0	0	0	0	1.714837204	0	0	0
ENSG00000101452	DHX35	188.5723107	170.3521898	175.425349	220.3106062	7.731157043	11.61740001	38.74409667	9.071098581
ENSG00000101457	DNTTIP1	597.1002563	425.293897	387.6268693	400.1113007	40.4944744	56.72273921	24.0593576	35.56014049
ENSG00000101460	MAP1LC3A	156.4474741	90.52715501	159.5844575	121.1961965	10.79368134	4.380991632	6.271879426	2.515187006
ENSG00000101463	SYNDIG1	0	1.135462514	0	0	0	0	0	0
ENSG00000101464	PIGU	418.8040385	313.4105911	304.5978377	337.0914612	14.09046229	37.22780638	89.89912632	60.00963548
ENSG00000101470	TNNC2	0	3.423896002	0.95580475	1.172778471	0	0.885483983	0	0
ENSG00000101473	ACOT8	253.9954504	132.2883513	140.576746	144.2482597	32.83933082	8.179715595	19.02904235	5.563907813
ENSG00000101474	APMAP	1593.652751	1540.540722	1392.594214	1486.557996	35.69191631	28.73702144	102.050335	109.1554938
ENSG00000101898	MCTS2	1.496066836	5.942966003	24.07687701	19.94551117	0	0	0	0
ENSG00000118702	GHRH	0	0	0	0	0	0	0	0.81321553
ENSG00000118705	RPN2	3128.77543	2978.441874	2946.369398	2984.534109	171.8278808	166.7377295	439.808181	352.7835545
ENSG00000118707	TGIF2	191.6252927	211.0819008	180.2920352	240.9277528	0.799861465	2.351840422	0.70144029	10.99594161
ENSG00000124089	MC3R	0	0	0	0	0	0	0	0
ENSG00000124091	GCNT7	0	1.132770662	3.382872483	0	0.860326035	0.843208232	0	0
ENSG00000124092	CTCFL	0	0	0	0	0	0.66042942	0	2.090935255
ENSG00000124097	HMGB1P1	1.118725741	1.131804971	1.126381613	0	357.4756479	406.7916429	247.1747501	249.017466
ENSG00000124098	FAM210B	239.8821581	260.0907877	248.0798226	208.8770069	2.327787629	1.520976894	2.721819916	1.455356936
ENSG00000124102	PI3	15.73575572	9.791142481	9.095551594	7.946300897	0	2.590394999	0	0
ENSG00000124103	FAM209A	0	3.30061853	0	0	0.872950309	0	1.699251751	0
ENSG00000124104	SNX21	177.2256503	188.6514552	241.2360453	196.0594743	59.73125113	61.8471409	38.03528536	37.26876378
ENSG00000124107	SLPI	23.43038423	15.21913502	4.511272004	7.888437793	0	0.85444557	0.764521269	0
ENSG00000124116	WFDC3	0	0	2.610071745	0.781259629	1.195079288	0	0	0
ENSG00000124120	TTPAL	213.9553726	281.7843439	265.0932551	262.9630567	10.97400387	35.94061187	58.13781453	19.41057488
ENSG00000124126	PREX1	238.2953764	391.5940907	447.1586457	459.6176687	16.20633936	13.50128961	17.05467078	18.99821746
ENSG00000124134	KCNS1	0	0	0	0	1.560067365	0	0	0
ENSG00000124140	SLC12A5	10.56192363	11.79107381	14.2291238	8.730753992	2.762944416	0	0	0
ENSG00000124143	ARHGAP40	7.957732418	19.17471639	10.01236511	7.035515773	1.316444273	0	0	3.703744947
ENSG00000124145	SDC4	4744.30018	4383.408533	3443.835989	3441.975747	111.692031	91.78613352	239.5979344	206.2704289
ENSG00000124151	NCOA3	305.3763838	630.4674733	670.9713224	751.6702123	21.24444453	17.49026177	42.47732952	36.65905273
ENSG00000124155	PIGT	1496.970154	1361.076796	1329.788343	1337.687983	93.98212749	72.48446257	199.5666344	95.76871895
ENSG00000124157	SEMG2	0	0	0	0	0	0	0	0
ENSG00000124159	MATN4	3.320535687	2.465909397	1.114496748	5.591657274	0	1.667039373	1.491599148	0.797561774
ENSG00000124160	NCOA5	294.2356583	434.412735	438.2952158	428.4163187	58.60791356	55.99467664	203.3024932	190.6366766
ENSG00000124164	VAPB	876.2602503	695.1376972	605.1734266	679.6536366	47.87371186	49.64735708	98.21474414	68.72855267
ENSG00000124171	PARD6B	28.42645043	39.61264333	28.60612472	64.40471199	6.455185674	6.326726441	5.660899026	5.29705022
ENSG00000124172	ATP5F1E	1433.152576	765.8986971	679.4768033	702.9092723	348.0780319	358.9240904	248.0589022	282.6748269
ENSG00000124177	CHD6	139.630056	538.3274239	389.8199842	415.3499167	186.551301	137.5525565	65.71059254	108.5483953
ENSG00000124181	PLCG1	625.0947642	1052.976848	1131.958247	1184.722423	37.51114967	57.10741791	131.381985	238.029819
ENSG00000124191	TOX2	218.5367569	130.5063496	148.4904295	113.2143685	1.431028965	5.385761199	2.096670979	5.15339367
ENSG00000124193	SRSF6	1007.131059	1166.147822	1230.522068	1210.737257	120.0771257	122.3678089	145.1938821	133.5087721
ENSG00000124194	GDAP1L1	0	0.369281225	0	1.352752239	16.28110962	13.33272629	1.988258944	2.126248838
ENSG00000124196	GTSF1L	0	0	0	0	0	0	0	0
ENSG00000124198	ARFGEF2	861.4478596	872.7395595	1011.333484	1100.15727	47.68599234	34.51899329	84.61765929	84.37051926
ENSG00000124201	ZNFX1	884.8537608	2010.697473	1686.852154	1707.9261	188.8413591	125.1573738	73.53569402	80.1149533
ENSG00000124203	ZNF831	0	0	0	0	0.857432739	0	0	0
ENSG00000124205	EDN3	0	0	0	0	0	0	0	0
ENSG00000124207	CSE1L	3612.846848	3008.843319	2987.730968	2742.719419	128.7874821	108.945652	292.439823	333.2689401
ENSG00000124208	PEDS1-UBE2V1	57.48439817	123.4146272	186.8463012	228.1515987	22.43021869	14.06134487	0	38.25657668
ENSG00000124209	RAB22A	713.2036693	704.6342509	736.2669083	790.5528279	20.73109285	32.98865969	32.59905243	46.25852028
ENSG00000124212	PTGIS	6.72565725	1.140697731	1.1279454	0	0.85882197	0	0	0
ENSG00000124214	STAU1	1177.630382	1244.304956	1155.508578	1254.058817	321.1573561	155.8813843	435.9746624	887.3771549
ENSG00000124215	CDH26	3.040111229	0	0	0	0	0	0	0
ENSG00000124216	SNAI1	8.955826364	10.16782204	27.058188	23.75258588	0	0	0.754911718	2.421907998
ENSG00000124217	MOCS3	172.778903	156.4094011	171.3189988	151.6558403	18.02364669	4.205952147	10.53727154	10.46258364
ENSG00000124222	STX16	486.5422353	644.3312359	729.6727986	660.0324033	28.29874176	50.61369591	60.82400697	149.0630326
ENSG00000124224	PPP4R1L	0	3.862429874	0	0	0	0	0	0
ENSG00000124225	PMEPA1	53.08323481	69.30548781	190.1859875	114.7545183	0.573413651	3.934068846	2.514305839	3.904258931
ENSG00000124226	RNF114	625.2029558	945.1841763	845.3693373	837.7982352	8.231852639	20.16174726	90.05356297	49.76460814
ENSG00000124227	ANKRD60	0	0	0	0	0	0	0	0
