gene_id	gene_name	SRX11780879	SRX11780880	SRX11780881	SRX11780882	SRX11780883	SRX11780884	SRX11780885	SRX11780886	SRX11780887	SRX11780888	SRX11780889	SRX11780890
ENSG00000078699	CBFA2T2	183.810240189493	328.732235537408	297.102389729087	369.48167460347	411.600856416724	520.96164242038	20.386219667517	30.3709955967758	42.877814471744	20.4610160015295	28.9245071090363	25.7909294130135
ENSG00000078747	ITCH	350.536902766931	433.258437092352	566.224433216812	320.243670518126	326.918994330618	445.81379970159	53.0554320807123	45.0490689659965	16.1449433405499	104.688916069494	179.884052561876	68.8492105100286
ENSG00000078804	TP53INP2	358.082760774162	530.419200360364	526.543368781548	525.634457744193	594.376108467329	644.933596650233	17.1865538094974	9.26452167618126	5.71832368059923	21.8541593912137	12.8942842584117	8.73804197716603
ENSG00000078814	MYH7B	2.31167055418847	2.35356902347175	2.33500379559042	3.30251034250324	0.778606490133775	11.1987380272005	1.18048783604041	5.58853510017497	1.12222307212853	0.517621784275892	9.4779489597687	0
ENSG00000078898	BPIFB2	0	0	0	0	0	0	2.57224470236977	3.36142442811771	0.815084910730753	0.751916938772019	0	0
ENSG00000080189	SLC35C2	235.245623962133	281.54775318908	293.554973185759	330.494190261381	320.78030921785	327.155958517143	2.34075401186409	21.7512531047382	29.0573792681016	81.868515975135	48.276646029734	58.6645565337902
ENSG00000080839	RBL1	347.863271619086	502.257421844153	537.517230195338	519.187782140304	692.658852230563	515.127937948227	112.33673782989	75.3676479915868	44.5697519356997	68.797407375608	57.2144890636784	63.5109941555819
ENSG00000080845	DLGAP4	410.939726754653	642.339445183948	672.135750317965	727.197121747042	623.694900657689	632.921445827038	93.8325320898463	39.5123731628731	34.0424644434197	42.3535243203418	42.9259286958446	78.7662175531819
ENSG00000087460	GNAS	5791.05761583551	5002.50187565904	5228.66280172979	4852.56080065209	4926.57787542018	4640.40070859189	747.446481053759	834.451863110532	1170.81088434494	1580.24334268414	1123.33035577449	1160.99683382193
ENSG00000087495	PHACTR3	0	0	0	0	0	0	0.857420573452586	0	0	0	0	0
ENSG00000087510	TFAP2C	24.2338270730879	19.6643961833924	27.4196569446487	23.4175506266616	11.7533253983936	15.774492503363	8.37349924643926	0.728944629422838	0	0	4.88245827295785	0
ENSG00000087586	AURKA	1588.1678506255	1536.18517681253	1595.88359284723	1461.13241901297	1564.27930095603	1577.86501249112	37.6307707076446	43.7247854374706	53.4078105418275	116.63720063849	109.234563070275	64.6891645443518
ENSG00000087589	CASS4	0	0	0	0	0	0	0	1.03113907269781	2.00635249779	0	0	0
ENSG00000088298	EDEM2	207.017212785358	157.434714128925	220.174141056971	217.237413099807	195.953988797466	225.596714600434	15.4451921000234	8.20708713206301	9.50055661629252	16.8897178484174	18.7449953008118	5.87902195974981
ENSG00000088305	DNMT3B	91.3588519796985	125.722571546778	127.157797891777	93.6306816298866	138.677118581109	110.947765308229	4.87904936861545	14.1694363106329	24.8869022201575	9.04842540220458	2.98538184215796	3.84224709330017
ENSG00000088320	REM1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088325	TPX2	3210.06598629294	3100.73715297886	2919.81137809198	2652.89761549004	2835.13938332669	2925.87749997046	303.841799779017	322.757384591762	375.902007422175	178.661239472838	187.300912094274	137.471735486999
ENSG00000088340	FER1L4	7.11099878672426	0	0	4.37922599091871	0	0	0	0	0	0	0	0
ENSG00000088356	PDRG1	474.463980532411	283.930061692392	292.828675523759	280.565400226282	292.833164321652	294.811771287794	18.0567105395613	13.4837608202977	9.80871860701763	13.5727802703443	16.9338921607297	18.28140430175
ENSG00000088367	EPB41L1	100.250994232611	268.969053048248	277.723165580537	241.257507930822	290.48574056054	286.829764132367	43.4567284026022	55.568118965006	34.9960916589838	30.5215759344167	43.7223033202108	25.5215616140194
ENSG00000088766	CRLS1	341.644266176748	223.006015745457	241.467203414611	212.422263245451	273.030964049366	290.379477663449	12.0692779837763	10.7678624016098	8.66096982213045	11.9668882190759	21.1677116183548	9.55594360703501
ENSG00000088782	DEFB127	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088812	ATRN	668.947906194226	1216.86140122755	1272.70751143402	1176.2273347223	1151.65381255026	1275.60027246361	55.5909256201507	49.5644273584343	51.1375304673625	113.931884055402	139.120650826373	107.741489730349
ENSG00000088826	SMOX	1358.48588976816	787.568160502698	751.276320738755	709.652053876717	523.708217853403	498.515954762952	18.0779526916791	40.3976307066788	29.7951296469268	49.7034883951802	44.8593908165793	20.8807034022372
ENSG00000088827	SIGLEC1	0	0	0	0	0	0	2.02018773209217	0	0	1.28211091860114	0	0
ENSG00000088832	FKBP1A	2611.50979888638	2445.66573754596	2213.26124349892	2731.06213428789	2128.09357958991	2197.54267338235	45.6817127515364	51.7257898215877	90.3437690886638	118.914583289372	127.753027747251	117.996583527759
ENSG00000088833	NSFL1C	711.496067631301	889.861818508885	830.998243708952	857.226202017615	942.276060960477	944.142110254527	102.417456940574	102.792194847368	53.479701227563	200.168483457934	235.676211518494	156.723455445269
ENSG00000088836	SLC4A11	57.1883377851705	108.271883947103	67.7761143126711	51.5269320963129	81.9422124641197	64.7629120151275	23.8287909093283	65.6502915224232	14.6153165277286	8.11528978883906	65.461279151537	4.55369066373584
ENSG00000088854	DNAAF9	189.610297126851	323.754576079742	265.56559844362	273.389426495907	270.79243358572	283.267050275404	20.9748100192395	15.4148266909615	14.8222603720978	4.92674219413774	26.3307919099163	20.0812669557766
ENSG00000088876	ZNF343	91.9580305479811	103.682997260271	90.4361071707124	124.637992219705	145.652069267381	98.860329264574	7.78203048250384	13.5519712262333	1.38158995399091	37.9491032282225	7.25969581184407	19.3757192472508
ENSG00000088881	EBF4	78.3872685145436	87.1303701680966	92.7775895185095	115.769634883869	98.017038459751	133.722813729701	9.60530800856712	9.3982068871442	4.47469641668122	1.37596441341157	2.94291998364032	38.6606924791024
ENSG00000088882	CPXM1	1.11897048042251	0	1.13048319754743	0	0	1.13813950003617	0	0	1.63333848061899	0.753380179026965	0	0
ENSG00000088888	MAVS	1003.23101014582	1974.10215794711	1819.24987321003	2200.8942038193	2158.32174555022	2154.8914792306	46.2927672659663	22.6858014809656	44.0073072310348	72.9235818870234	43.4141407643645	42.0007960953017
ENSG00000088899	LZTS3	240.05449015452	309.896035491131	267.694369631731	283.948847865473	322.830909118096	309.172081968842	2.5626075383344	3.47291000060146	3.36849857968684	3.88427958078101	3.32309041167039	2.4566789108808
ENSG00000088930	XRN2	1474.72495373716	1523.6300744016	1641.33358991057	1653.31221303073	1617.94410025424	1687.7539855658	54.0998713324963	42.082111352653	62.0413409986117	76.7447211991801	103.879447590008	101.98282300183
ENSG00000088970	KIZ	50.003388996265	73.5513366023286	42.8503946164762	50.3907030725103	45.3548260845942	57.2384278314267	7.66117742200867	4.68118690363941	4.58585255691556	3.95344041835581	1.15055115456616	271.07262896266
ENSG00000089006	SNX5	1055.64600107033	825.558303252404	789.902313963328	792.702953424157	744.914711620746	795.672856243953	82.3201491680083	113.59344633488	131.00304787064	135.031537394585	126.539395429876	80.462356424455
ENSG00000089012	SIRPG	0	0	0	0.894402256072023	0	0	1.72309163887622	2.80342396214992	0	0	0	0
ENSG00000089048	ESF1	263.128396879479	247.761296439538	234.142779971822	323.443716663002	302.072822599958	279.002425428425	37.788356244105	45.4538680476575	39.1884928103873	24.854008175626	27.3843535391667	18.2597846906968
ENSG00000089050	RBBP9	426.662996545334	498.676682802651	471.91944581977	590.53583770468	563.6114309395	570.998917306968	33.4732992135116	6.08737912985859	25.8138604985998	15.1297856989614	28.9279883071618	43.5174658462386
ENSG00000089057	SLC23A2	189.919966742506	456.757992724408	470.708284632303	506.92947994212	540.489019087139	538.274900814248	19.0134527533985	18.2965727633694	81.3843377361754	31.301832063214	33.5645496772109	35.1505135191618
ENSG00000089063	TMEM230	639.111805107943	418.045401225098	456.885588603645	461.013710428666	483.101578591157	457.101085677122	9.23235918492417	2.64053723689111	3.4148473808455	22.3636702099407	22.1790310991132	27.0298804523116
ENSG00000089091	DZANK1	48.2689564540889	94.6088071402097	74.5565184282724	52.3461151389857	48.6095673504603	74.5530946313489	1.32475525867022	2.77662430578558	5.99610583960187	6.14715668595424	9.34809882903197	2.41096199482164
ENSG00000089101	CFAP61	0	1.54201968829476	0	0.732143668042905	2.30961398156229	0	1.12042501496228	0	0	0	0	0
ENSG00000089123	TASP1	79.3435651567333	63.3360166378139	62.0795797375212	52.8359639939403	66.8146617791483	68.8075546002246	3.41484529259069	5.60136344416177	5.58310092500271	13.3779284884664	1.95895230440995	5.3328211202918
ENSG00000089177	KIF16B	96.016292999352	173.456838513528	157.327141170927	172.031383120929	221.093929386207	196.49606661733	20.3496534170849	32.6807829216804	71.0315986773592	7.66145889080598	12.7228494829099	7.80788857036663
ENSG00000089195	TRMT6	347.712314269425	264.520467925155	271.942748304385	285.028305402023	288.537221698379	321.200546369132	28.5959706276959	34.2976857619374	17.4065671680339	24.1011516313326	17.8154936388206	31.9443882450278
ENSG00000089199	CHGB	13.4618917902387	13.6386956312508	12.466889841908	12.4227194937295	4.53395736067642	9.12823408266897	0	0	0	0	0	0
ENSG00000092758	COL9A3	1.0843837152866	11.3198241140103	7.23464574862654	7.25491228874264	8.12552270839072	6.57108664924756	2.54815806226789	1.29276061598344	0	0	0	3.49050020299736
ENSG00000100979	PLTP	1.1802170091311	12.5022458619914	12.3769199744731	8.04030413037438	8.61607600327422	3.24949780581795	4.65090226393129	3.54835126586611	1.27109616983564	2.37772996162477	4.6019397480421	1.57688537529131
ENSG00000100982	PCIF1	429.336732147781	372.927751463285	414.023690065542	395.471347243272	424.358536188381	415.19103621573	9.09314414983979	27.1361016269542	13.7539234453091	19.8864745407833	18.6567129044189	36.4540162935708
ENSG00000100983	GSS	753.589562333784	629.844290618809	604.982724092648	635.792559898961	728.304342750114	711.264587054648	38.7320331868239	18.8118675228927	34.3641983244994	25.5972403647746	49.1047390186556	73.0419254033532
ENSG00000100985	MMP9	1.12115679332082	2.27072978981281	3.39809508428104	18.0594926570022	7.92966886252908	13.6844339227061	0	0	0	3.01959590002466	0	0
ENSG00000100987	VSX1	0	0	0	0	0	0	0	0	0	0	0.804098744140948	0
ENSG00000100991	TRPC4AP	1180.23740338596	1102.15657034591	1164.03316630836	1254.99226041122	1302.76798872673	1301.84496738208	29.9355861769836	19.4407699788642	50.8296996998663	85.4612975265138	111.612084113907	96.4632114867891
ENSG00000100994	PYGB	1308.84994823874	1510.07870959401	1603.09418124984	1434.00914981287	1301.28196956153	1386.86726123094	40.4735759517612	57.4718110676391	46.5755203848831	218.76744217786	283.971005377333	144.18368619107
ENSG00000100997	ABHD12	1146.85439077534	975.887804113235	905.765851142414	832.981324922632	842.945239027535	884.759921723527	24.8128328083037	45.0072653876069	31.6252110647442	33.9995814188022	50.4401937619702	30.8217539504291
ENSG00000101000	PROCR	227.559543269495	197.788433985781	175.850503999956	249.358883714717	228.223900929644	232.023023391203	14.1516928600708	4.89533308587234	10.2876160389179	27.7408747788642	37.8006705134291	26.1638000636341
ENSG00000101003	GINS1	588.786341880678	392.673808633556	555.242670221167	446.191734866883	509.129716132692	512.148414054194	23.9520698496614	69.069539198244	77.2754103750063	169.031566700982	98.8458663259376	98.3638556037684
ENSG00000101004	NINL	148.664650497083	102.460721360281	124.092450098316	127.778657258835	127.06728236655	121.577065198161	44.4614872664489	23.4618322074522	62.0227148154829	50.0866618882808	59.1587562644556	25.4074616932357
ENSG00000101017	CD40	69.825346516076	67.0496934829738	50.701729796544	59.5431092819717	74.4907840465942	43.7931295814323	0	0.762775673130953	4.02598438076157	10.9594029630099	12.4077122946144	12.5739545691917
ENSG00000101019	UQCC1	417.192309601717	405.592293357528	433.427403084142	467.569999853486	449.229312106678	436.707440887579	15.3581169362345	61.5162916141559	23.0811455868184	57.2628673403923	58.9325323930917	51.2798226179361
ENSG00000101040	ZMYND8	302.706848310277	439.116217789558	454.337917554293	443.587928615334	459.829644527148	457.142543095582	47.9888736770971	119.81757117464	91.0077601180744	25.9920051287407	79.3980547640195	24.8358435094073
ENSG00000101049	SGK2	4.93834646477242	6.6688974712602	4.23262828991476	10.8475536376949	8.24348025682685	3.04378122021366	1.06635025945657	6.07741972803824	5.67365514142475	5.46428238773794	0	2.87997194280093
ENSG00000101052	IFT52	287.593311943007	240.795402710164	214.227883143579	239.8691472094	209.512764895122	229.965545089344	5.00887541025796	5.91512280607034	34.8808236981176	41.1937976144445	50.3601718581525	25.6190794549623
ENSG00000101057	MYBL2	3286.53914434735	3161.92262150755	3194.06724860193	2713.69561855974	2769.98341034318	2694.85225470054	171.289600869716	168.442304691999	169.900826246723	93.4538654888276	113.011895103072	105.030222999622
ENSG00000101074	R3HDML	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101076	HNF4A	0	0.826119156308023	0	0	0	0	19.0448906424411	27.1386873600602	24.794238536027	0	0	0
ENSG00000101079	NDRG3	300.20956013883	360.886828948377	389.469858183687	358.697991348374	400.522835338797	392.050294615447	14.1296406341644	5.90511874716328	11.5477133159885	50.8033098762	35.6758334258981	43.4939381041731
ENSG00000101082	SLA2	0	1.45287940620596	1.13766053381565	1.17616977546097	2.34963235321503	6.11392209981083	2.5640186922667	1.92131352469508	1.63349154028821	0	3.44804011585758	2.38038720450752
ENSG00000101084	RAB5IF	1195.71783024329	681.375938878917	685.487785067272	878.789790019311	881.806236805739	907.978319316243	19.2792225153288	28.7232826144993	25.8707025842607	50.0670142301794	45.2510711579444	57.9462147783281
ENSG00000101096	NFATC2	2.02842660031177	4.69264211876225	12.4107648860763	21.3907315374161	32.1449733868847	16.2146309075875	1.55178402376002	1.71764348062186	8.32994333022085	0	2.18613655047827	4.86008646110167
ENSG00000101098	RIMS4	82.2552854104998	133.404449084199	143.04661824657	65.9970859253412	79.7163143454084	82.447942006496	78.5126013145242	53.7049842849276	52.0900559742721	29.6865648492476	28.3784025590479	15.1203046427723
ENSG00000101104	PABPC1L	117.844302430647	131.882848081072	102.577819170704	120.526356397339	102.520636031123	95.4394913399195	16.9698145960605	21.5202816384695	19.9030734352312	2.6475335065335	2.51871102317677	0
ENSG00000101109	STK4	423.131185616188	802.602374362668	731.601723666805	688.383131705968	744.529477560014	746.342714358833	119.231532600392	118.277680302935	203.955278330049	159.224619839263	79.420949575645	90.4006365726319
ENSG00000101115	SALL4	1.89443849736866	23.3092359305415	12.5134306733242	13.6109317764727	3.19035966113156	5.7797170191439	0	13.2617468160276	0	0	0	0
ENSG00000101126	ADNP	998.562088903275	1062.98205406968	1036.83623939914	1065.52445733642	1078.93081955961	1171.5671478986	56.1104014081271	7.14576675115528	44.3588153954015	163.091166353058	53.0508184956314	65.2116850486006
ENSG00000101132	PFDN4	300.586909751673	141.177653157521	198.503070069936	183.975118958809	118.61363843076	160.982813650588	249.728434448433	293.897756727394	238.222587620583	90.5410074059964	60.1629527366183	24.0916622442257
ENSG00000101134	DOK5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101138	CSTF1	296.008526221654	296.719139911717	291.958853707654	328.705203947877	345.320498505671	324.169970839745	31.4672964890276	15.5484429281144	6.90806575727825	51.8930403156205	110.590166618993	18.3826109886214
ENSG00000101144	BMP7	0.646412376515735	0	2.07631848342421	0	0	0	0	0	0	0	0	0
ENSG00000101146	RAE1	544.142116036149	449.226801458134	460.497613406532	552.983942643201	459.232341437839	485.778819946071	14.8368803790545	11.1096346259078	40.6533383326334	89.2777019405602	64.7274743031586	119.017687896836
ENSG00000101150	TPD52L2	1694.25253589029	1491.13990855736	1594.63993921259	1428.16983292539	1434.99378706958	1514.23069437519	30.6347889464599	46.6885458525165	25.8516721654023	77.8540515174647	124.03987864313	63.9765359280905
ENSG00000101152	DNAJC5	1171.00502177573	1659.83826543817	1601.89286605476	1655.72937004708	1549.65848484148	1637.86718438233	109.988658615501	158.693095355832	138.920481847338	77.2788071400544	68.4617114506153	50.5292210768743
ENSG00000101158	NELFCD	987.304770184124	1045.19970248964	961.00821852627	952.712365985187	948.625177046481	1001.99591064228	87.3461163468069	56.5346001553252	55.6198928710215	51.7722563443566	108.152164393607	55.4457846541128
ENSG00000101160	CTSZ	2012.93068362284	1621.93260473288	1638.14980707592	1798.48458725087	1713.51440539851	1679.65991745776	38.5315199164414	31.9731289454563	79.0561862214743	75.6567093974419	88.319196378979	74.8686417427991
ENSG00000101161	PRPF6	1430.91006611709	1287.25283180452	1333.55358119064	1196.83862288668	1287.42832818804	1277.67669490859	254.233639286846	362.819250009281	321.698828192704	130.306034173662	107.130007785332	131.798909146312
ENSG00000101162	TUBB1	1.12067201662669	6.91168855680331	11.3544497166439	4.51898900931127	6.79008635737232	6.90573232965836	0.858895486323225	0.841801931129082	0	6.02564743815599	0.807110276064956	2.38188478811969
ENSG00000101166	PRELID3B	753.201377376885	673.76314412729	582.21521167733	531.082657681221	514.380034873816	628.798802143477	50.8668268822343	50.8190997411878	85.5455563846785	57.8000288431422	42.8499079489607	63.9423483238581
ENSG00000101180	HRH3	0	0	0	0	0	0	0	1.68071579260097	0	1.50383320708712	0	0
ENSG00000101181	MTG2	306.6853391194	335.007506665801	371.367913396909	350.664801073118	363.088869160659	302.077838402391	21.9107892433359	7.05568931748757	18.0322307018536	25.8401095027011	10.611078805933	18.466395446763
ENSG00000101182	PSMA7	4836.49796249369	3073.10142253541	2877.5794504737	3020.08067810601	3020.60125849831	3136.27549161591	318.396070296508	336.34366210927	314.901149712932	296.47281066112	209.569619385188	222.499090571417
ENSG00000101187	SLCO4A1	161.548515826287	187.716411031606	184.268580419941	84.2583053378212	73.3758217635365	66.5394304622376	8.00638775942739	2.32345252396231	32.7013256356167	6.23677340897057	50.4631977401225	14.0075728003042
ENSG00000101188	NTSR1	0	0	0	2.25533332752621	2.263967144964	0	0	0	0	0	0	0
ENSG00000101189	MRGBP	1040.04487194684	740.168262809492	778.648347672546	720.10832613255	706.989066070049	731.020080353337	17.1814433597446	28.6272931288569	50.6329450755373	22.6010139947873	13.696094683178	18.2650090726438
ENSG00000101190	TCFL5	177.508919238522	189.240077255528	173.964472079697	158.371666465936	156.782581248236	176.712248759191	15.2691533797258	9.14548492665123	8.87047786370428	9.81229050618669	15.1152108669149	10.9782477644465
ENSG00000101191	DIDO1	788.4127691088	1297.76623180815	1327.76375486502	1330.83823756395	1193.20348325809	1248.01069735851	81.7717236024997	77.4618288541242	93.0739766037763	81.6014465440713	59.3215748315851	92.8793887756999
ENSG00000101193	GID8	784.994994130446	654.817972539782	700.365262946288	645.938229543981	754.812386342869	749.83131516941	17.7211923834531	9.09784154184532	12.0330925985157	22.2009867758749	33.2384918944337	16.3815663053275
ENSG00000101194	SLC17A9	0	0	0	0	0	2.27900769956741	0	0	0	0	0	0
ENSG00000101197	BIRC7	0	0	0	0	0	0	0	0	0	0.751916296485559	0	0
ENSG00000101198	NKAIN4	0	0	0	0	0	0	0	0	3.30181996047021	0	0.697392571995385	0.687420069640255
ENSG00000101199	ARFGAP1	698.995444927405	679.244830639638	779.51330856694	771.62938364484	718.436798340125	685.404605865598	97.4880804110137	136.642728724847	140.259135082975	55.058703447748	39.1788744585246	42.6026107306902
ENSG00000101200	AVP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101203	COL20A1	0	0	0	0	0	0	0	1.0367457386525	0	0	0.992030135468555	0.537650113510667
ENSG00000101204	CHRNA4	0	0	0	0	0	0	0	0.239160333221835	1.04216911808263	3.57926175346753	0	0
ENSG00000101210	EEF1A2	31.3669714735777	21.1140609006133	20.9732941622827	31.5879817305451	22.1844526721279	29.2748894292458	8.32274394121468	6.73421438963323	5.41290303249027	2.57313765585656	0	1.48610567357387
ENSG00000101213	PTK6	7.23039661554794	11.5270699991185	7.86257125277687	5.19843764105748	16.6986930911997	3.15163028810694	0	0	0	0	0.93387059574332	0.920514423384269
ENSG00000101216	GMEB2	258.495103317398	299.059700932638	323.476326100597	336.856657044975	338.223052619425	310.915756795399	6.84192652888448	6.70578798100449	10.5692342407452	21.0002030062956	12.8329532343833	11.858837406103
ENSG00000101220	ADISSP	1133.19829968654	684.563146125462	716.473740196188	757.305458333255	691.22443989936	674.974596208471	27.0262223778421	21.6458771990069	25.1267532095785	42.144299445429	24.0444096800145	44.665574045958
ENSG00000101222	SPEF1	2.24116350947007	1.12966421082235	2.26461506110908	2.25731729163056	2.26435677857304	3.41992596175939	2.58624996137404	0	0	0.756009348472142	0	0
ENSG00000101224	CDC25B	2645.76810888892	2921.35831118426	2939.51501068026	2842.02361334581	2916.40543549946	2988.75730041073	138.967191350685	171.278040450607	380.989101487511	288.195334925464	203.612500887814	258.58770544735
ENSG00000101230	ISM1	1.12028339692739	2.27378633852663	1.13172702512007	2.25519165856493	4.52780359946935	0	3.43740907563512	0.842259657497243	0	0	0	0.794391941061202
ENSG00000101236	RNF24	214.577089224152	564.181332108903	356.4301120844	371.565503687305	417.184213440836	389.49280123835	5.53187845608006	14.826641522559	36.6026654081597	29.4044187337761	31.9206575868317	8.28290646573248
ENSG00000101246	ARFRP1	630.961484923469	417.78625128706	445.012193473137	511.439346161965	411.487892855395	423.284579820233	16.8724795363695	21.6004417071288	13.3616149138449	19.0986884990692	44.6515683587898	12.3097597485505
ENSG00000101247	NDUFAF5	150.007651909648	99.0399797330247	70.9383836244673	94.6697357326112	99.5839989440631	147.673761786832	8.64905247167491	6.16506229723009	13.039696604734	20.8249757620853	16.4523362835596	24.5764782772644
ENSG00000101251	SEL1L2	0	0	0	0	0	0	0	0.840356602600129	0	0	0	0
ENSG00000101255	TRIB3	618.377883804512	588.101034573598	565.726075260609	713.857146322635	793.711138826525	818.593217401127	8.98744165144574	4.00391615501543	11.5439568682956	16.4796663088361	15.32469326776	20.3924658608023
ENSG00000101265	RASSF2	1.13279828110609	5.67014031982917	4.57705177106922	6.83941223385498	5.63113229136039	6.80096339690521	0.867989442234725	0	0.794817122781208	0	0	0
ENSG00000101266	CSNK2A1	819.769965602523	1533.93393099788	1452.70783182627	1755.36533332074	1793.90356320594	1306.58067580092	81.5024869666382	58.398136999694	71.2025871626577	448.334927895897	201.159635464145	225.61759857583
ENSG00000101276	SLC52A3	6.35245836592513	19.6252902249943	39.2918243497878	17.8767098827396	21.3542549018962	27.2469952756915	0	1.13029597625308	3.06650345181339	0	0.756295142655703	1.49095537264885
ENSG00000101278	RPS10P5	3.32974934837712	1.07044470982572	3.370547666642	1.12315565521522	0	1.1310967292959	47.9297900090098	41.2152592505657	44.4440019553809	67.2515993998712	43.8048054589548	67.6711954570644
ENSG00000101280	ANGPT4	1.12143469050896	1.14048568056725	1.1328004668819	0	2.2662750411697	2.28094592510413	0	0	0	0	0	0
ENSG00000101282	RSPO4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101290	CDS2	522.570000415056	697.954658494246	577.909819303778	756.396971690342	712.922037624446	693.458954256998	79.8339427236679	71.9736215409774	117.377322741628	547.082053970922	295.316218924457	252.183752847805
ENSG00000101292	PROKR2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101294	HM13	980.393280098825	912.270422619661	1015.51372893762	1113.47268680395	960.10058936335	1027.32669617781	93.6211367221859	81.5503799629528	131.384047210841	329.352295251043	255.460252048888	324.269316202546
ENSG00000101298	SNPH	140.376001934854	225.257163865156	257.132706903743	250.875111656061	265.566469678109	246.028045590134	1.72111947390196	5.06059659386995	9.81682362948913	0	4.30029219414874	1.59100004774819
ENSG00000101306	MYLK2	26.6670695399769	10.5362404103238	12.4039756828868	7.60568271411715	19.2229637710977	24.3530208420329	0	2.84115506507324	1.37785480819026	1.18160379732513	0	0
