CellID,DNA1,Rabbit IgG,Goat IgG,Mouse IgG,DNA2,CD73,CD107B,MART1,DNA3,KI67,pan-CK,CD45,X_centroid,Y_centroid,column_centroid,row_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation
22,5841.733333,1729.028571,442.1714286,2216.457143,9042.085714,967.9904762,433.5142857,1031.27619,5022.266667,420.752381,146.5142857,619.6190476,1381.209524,250.6571429,1381.209524,250.6571429,105,12.83119468,10.75157062,0.545786372,0.905172414,0.734265734,-0.166022017
23,5032.444444,3347.3,592.7555556,2865.3,9744.133333,993.7777778,819.7555556,1100.255556,7737.322222,447.2,165.5,1517.066667,1230.655556,253.3444444,1230.655556,253.3444444,90,16.96437004,7.128366282,0.907433211,0.857142857,0.511363636,-0.450287593
24,2310.076923,1028.692308,383.6538462,1525.769231,3765.942308,690.6346154,597.0576923,1003.884615,2141.269231,365.1538462,6966.230769,547.1538462,1637.057692,250.0384615,1637.057692,250.0384615,52,8.570360253,7.805993884,0.412819609,0.981132075,0.722222222,-0.350365108
25,2364.789474,1977.578947,418.5263158,2289.447368,3765.763158,819.2631579,298.3421053,1006.710526,2013.473684,367.5,156.5789474,615.8421053,1410.684211,250.3421053,1410.684211,250.3421053,38,7.947626609,6.112862443,0.639076551,0.95,0.678571429,-0.447323373
26,7491.744681,2222.93617,524.5319149,2381.978723,12189.29787,926.4680851,677.0212766,1061.212766,5630.680851,427.6808511,318.4893617,941.3191489,1477.829787,251.8510638,1477.829787,251.8510638,47,8.871147426,6.789793424,0.643579355,0.959183673,0.746031746,-1.142242008
27,2855.6,1905.4,440.7882353,2427.423529,4716.435294,885.0588235,440.0470588,1026.658824,2879.223529,368.6,173.8117647,1327.6,1367.270588,254.9764706,1367.270588,254.9764706,85,11.55472901,9.657164841,0.549070604,0.944444444,0.643939394,0.890990942
28,6886.581395,4504.94186,1004.906977,6441,10694.23256,1004.883721,1076.94186,1167.081395,7293.883721,468.1395349,516.6976744,580.2906977,1780.267442,253.9418605,1780.267442,253.9418605,86,14.56846682,7.749171629,0.846798373,0.905263158,0.661538462,-1.202662346
29,3523.47541,1521.204918,500.6639344,1890.942623,5854.721311,790.3114754,868.2786885,1030.614754,3498.909836,410.4344262,6102.959016,560.5983607,1663.688525,256.7295082,1663.688525,256.7295082,122,13.45731933,11.69757968,0.494398268,0.968253968,0.67032967,0.967279037
30,4905.028777,2829.633094,735.1438849,4276.151079,8376.856115,816.8201439,1047.568345,1117.834532,4596.863309,401.1223022,979.4532374,592.2086331,1733.309353,256.3093525,1733.309353,256.3093525,139,16.44371812,10.78411623,0.754917456,0.965277778,0.789772727,1.407536805
31,3677.458333,2139.541667,476.9083333,2590.3,5495.025,784.3666667,859.975,1058.091667,3330.633333,390.0833333,180.7416667,1218.325,1213.4,263.2333333,1213.4,263.2333333,120,24.98529812,6.348524767,0.96718047,0.882352941,0.714285714,0.010914831
32,7855.011905,6529.154762,1314.511905,10138.9881,12428.83333,1019.369048,837.9047619,1165.22619,5986.333333,448.2857143,332.25,579.8690476,1755.095238,256.0357143,1755.095238,256.0357143,84,16.92548336,6.678366225,0.9188639,0.84,0.65625,-1.478700277
33,3660.462069,1328.310345,412.462069,1782.282759,6237.22069,651.9034483,484.8137931,1015.848276,3870.482759,389.6551724,4029.075862,548.462069,1629.282759,259.6758621,1629.282759,259.6758621,145,18.82371013,10.07578507,0.844680423,0.900621118,0.635964912,-1.417055739
34,3924.428571,1481.478571,496.1857143,1989.478571,6790.242857,632.6857143,561.4214286,1013.857143,3991.5,380.9142857,3069.514286,554.65,1645.728571,260.3857143,1645.728571,260.3857143,140,15.0219174,12.08706332,0.593778518,0.945945946,0.717948718,-1.126114481
35,12045.85185,6701.981481,1012.444444,4579.12963,16019.57407,1329.944444,850.2962963,1143.759259,9467.537037,541.2222222,199.4814815,847.2222222,1222.62963,263.7962963,1222.62963,263.7962963,54,13.43981781,5.381173766,0.916344664,0.857142857,0.642857143,-0.239743598
36,5965.316456,2047.392405,6514.392405,6484.012658,9670.772152,791.8607595,626.5443038,1070.582278,4940.835443,388.5063291,221.2278481,1018.658228,1327.772152,263.0379747,1327.772152,263.0379747,79,12.35801774,8.428124529,0.73135546,0.929411765,0.731481481,1.174280187
37,2943.541667,1971.729167,430.9166667,2603.125,4837.479167,809.5625,428.4583333,1053.0625,2261.791667,385.7916667,190.75,716.1458333,1820.708333,263.8541667,1820.708333,263.8541667,48,8.578449767,7.237090394,0.536915296,1,0.857142857,0.380777285
38,5514.854839,4087.951613,908.3387097,3865.048387,8761.16129,869.8548387,916.4516129,1098.532258,5076.709677,438.6129032,5573.725806,1162.080645,1260.387097,264.3709677,1260.387097,264.3709677,62,12.66391692,6.810335616,0.843088516,0.911764706,0.553571429,1.529782135
39,7068.959596,1901.383838,452.7878788,2137.565657,11848.21212,1016.59596,460.6767677,1038.575758,6150.909091,411.1515152,167.3030303,872.2828283,1421.10101,265.4141414,1421.10101,265.4141414,99,16.21528846,8.021145797,0.869083379,0.925233645,0.6875,1.3195944
40,6555.077922,1613.727273,475.4545455,2116.142857,11116.41558,806.6233766,343.5714286,1043.727273,5461.25974,397.3506494,167.9090909,620.5194805,1506.25974,265.8441558,1506.25974,265.8441558,77,13.2541306,7.483504574,0.82535319,0.9625,0.802083333,1.330510892
41,8415.440476,1977.880952,568.1190476,2982.297619,13849.95238,903.0714286,587.6428571,1071.166667,7628.178571,384.9047619,152.9047619,1216.916667,1851.654762,267.202381,1851.654762,267.202381,84,12.39339654,8.774065246,0.706249601,0.965517241,0.646153846,1.033413265
42,4728.618182,3720.181818,700.0909091,3242.727273,7554.2,898.4727273,1004.236364,1094.272727,5463.418182,434.0363636,3477.218182,1191.836364,1268.8,268.8181818,1268.8,268.8181818,55,10.68661393,7.081993356,0.748887105,0.901639344,0.5,0.80497493
43,5726.925373,2337.507463,478.1791045,3055.626866,9322.238806,982.5074627,424.119403,1071.701493,4646.014925,402.7164179,220.8208955,1348.313433,1279.104478,267.3731343,1279.104478,267.3731343,67,11.99992381,7.26386198,0.795977906,0.930555556,0.697916667,-1.527259631
44,4294.963636,1332.8,436.4272727,1845.054545,7054.127273,703.5181818,509.7,1023.127273,4082.390909,370.8363636,838.3545455,560.7545455,1401.790909,271.6454545,1401.790909,271.6454545,110,16.73014148,8.838489413,0.849059426,0.909090909,0.572916667,0.606823552
45,2784.65625,1691.96875,504.65625,2498.875,4752.65625,651.90625,419.9375,1028.5625,2741.375,374.90625,3845.5,566.96875,1640.0625,268.0625,1640.0625,268.0625,32,7.49054884,5.636193581,0.658660033,0.96969697,0.666666667,0.303259503
46,14423.59184,1646.693878,1466.285714,2211.142857,27001.63265,828.7142857,485.2244898,1030.714286,13870.5102,445.2040816,2187,2350.836735,1245.122449,268.6734694,1245.122449,268.6734694,49,9.055107862,6.926581628,0.644105815,0.98,0.765625,-0.806953427
47,3956.492537,2011.567164,400.6865672,2261.716418,6860.686567,762.6716418,444.7761194,993.7761194,3347.746269,388.9402985,164.5074627,1483.567164,1721.895522,267.7164179,1721.895522,267.7164179,67,11.69535689,7.588028249,0.760953091,0.957142857,0.797619048,-1.430305123
48,4569.73822,1523.230366,622.9371728,2313.780105,7514.973822,808.8795812,1068.832461,1084.277487,4531.717277,389.1361257,844.2565445,569.0628272,1385.408377,271.2408377,1385.408377,271.2408377,191,25.37776042,10.43133136,0.911616301,0.884259259,0.694545455,1.540223264
49,5707,1749.462963,437.4074074,2049.351852,9722.055556,734.5,870.1666667,1008.185185,4319.666667,395.5,199.5740741,1551.425926,1731.777778,269.3703704,1731.777778,269.3703704,54,10.36837581,6.822676114,0.752993922,0.915254237,0.675,1.485587785
50,11879.24286,1744.771429,537.1428571,1731.628571,19680.3,838.9,528.6857143,1022.4,9302.357143,422.2714286,178.8142857,1345.6,1441.914286,272.6571429,1441.914286,272.6571429,70,12.82619258,7.11570613,0.831997554,0.909090909,0.53030303,-0.831340763
51,9835.108108,1911.297297,575.1621622,2454.243243,15997.32432,999.5945946,851.1891892,1043.108108,6902.945946,446.7837838,5121.27027,973.0540541,1812.756757,272.0810811,1812.756757,272.0810811,37,7.487369311,6.373159959,0.524860696,0.948717949,0.660714286,0.288124159
52,10829.54331,1880.503937,554.2519685,2173.511811,18589.13386,959.8425197,970.6771654,1058.905512,10557.7874,449.0944882,177.4488189,1618.267717,1855.354331,277.1732283,1855.354331,277.1732283,127,17.25439708,9.798842828,0.82309473,0.863945578,0.566964286,-0.633430543
53,6607.826667,1404.133333,451.1466667,1623.48,10788.69333,670.0533333,527.7066667,1014.12,6250.96,393.6533333,8539.093333,862.36,1263.413333,274.7866667,1263.413333,274.7866667,75,11.15383295,8.807401521,0.613583251,0.892857143,0.625,-1.454110411
54,3281.327869,1268.655738,354.3606557,1670.04918,5227.983607,709.1803279,262.0819672,978.7377049,2252.688525,361.7377049,192.0163934,545.1639344,1672.52459,273.2131148,1672.52459,273.2131148,61,14.43551593,5.633114394,0.920719082,0.897058824,0.67032967,-1.280305587
55,9656.623529,1698.094118,482.4588235,2092.188235,16963.78824,802.9764706,500.8823529,1035.835294,8815.588235,416.4117647,175.4941176,1375.988235,1838.058824,277,1838.058824,277,85,15.14768953,7.178261124,0.880586801,0.95505618,0.62962963,-0.468812972
56,3584.279412,1538.441176,523.6323529,2334.720588,5720.691176,823.5294118,1306.441176,1067.485294,3569.558824,396.0588235,1364.794118,574.4117647,1370.058824,274.8382353,1370.058824,274.8382353,68,10.89936849,7.972029066,0.681925981,1,0.755555556,0.942460501
57,4833.405797,1442.746377,460.6884058,1820.608696,7947.898551,730.2898551,312.826087,1012.253623,5424.028986,377.2028986,173.6811594,761.0869565,1427.23913,278.1666667,1427.23913,278.1666667,138,14.49831644,12.38648253,0.519715538,0.926174497,0.657142857,0.202556646
58,6880.670103,1136.639175,412.4742268,1506.484536,11413.06186,678.2371134,728.3402062,1023.907216,6376.28866,376.4329897,2445.865979,717.6701031,1491.28866,277.6494845,1491.28866,277.6494845,97,13.87732105,9.632278294,0.719876527,0.850877193,0.577380952,-0.625535881
59,6594.798246,1944.280702,484.0701754,2235.745614,10057.71053,769.6403509,552.3859649,1021.061404,5811.807018,382.5087719,155.4649123,1379.815789,1768.140351,278.9035088,1768.140351,278.9035088,114,18.98202841,7.736280339,0.913179257,0.957983193,0.508928571,0.60638977
60,7566.081081,2062.567568,511.5405405,2557.351351,13049.75676,1177.432432,901.1081081,1064.135135,8165.635135,443.5945946,167.7297297,1887.783784,1867.22973,276.8513514,1867.22973,276.8513514,74,11.03010549,9.037663345,0.573274651,0.913580247,0.616666667,0.590504044
61,8349.861702,1319.574468,424.6808511,1494.265957,13683.18085,669.2765957,388.1489362,1006.010638,9649.457447,407,6015.351064,1566.468085,1243.606383,278.287234,1243.606383,278.287234,94,12.01090106,10.64828907,0.462628842,0.895238095,0.602564103,-0.671941594
62,6976.774194,1367.602151,436.2903226,1521.451613,11456.87097,732.8387097,315.9892473,1010.419355,5053.741935,406.7741935,209.4946237,599.8817204,1618.516129,279.1612903,1618.516129,279.1612903,93,20.01847659,6.131303937,0.951940748,0.894230769,0.484375,-1.06579614
63,3718.261905,2143.833333,765.9047619,2314.547619,6086.714286,887.9047619,942.8571429,1059.071429,3938.190476,443.1666667,8150.595238,632.8809524,1818.261905,277.5238095,1818.261905,277.5238095,42,8.709381805,6.217647483,0.700245344,0.933333333,0.666666667,1.262386673
64,11139.2125,3259.35,725.5125,3597.2125,19289.9625,965.2625,730.4,1122.1875,11095.675,466.7,191.1375,1928.675,1555.6,278.8875,1555.6,278.8875,80,13.44015821,8.197539105,0.792456245,0.860215054,0.615384615,1.486832529
65,9466.677632,1540.875,540.7631579,1837.098684,14906.36842,745.5592105,429.3486842,1003.414474,8413.684211,412.75,1028.743421,590.8223684,1803.355263,281.8157895,1803.355263,281.8157895,152,16.06923021,13.09305312,0.579755763,0.88372093,0.678571429,0.865773999
66,5145.666667,2184.88,405.96,2534.506667,8687.96,683.9733333,320.1466667,1035.12,4062.8,354.4533333,179.0266667,1631.213333,1322.066667,280.1066667,1322.066667,280.1066667,75,13.04588977,7.36149472,0.825585573,0.949367089,0.721153846,-1.473574859
67,10024.26733,1858.584158,476.6633663,2208.455446,16789.87129,928.4752475,794.6930693,1077.861386,9767.118812,431.4554455,208.5841584,1159.227723,1435.405941,284.6138614,1435.405941,284.6138614,101,15.98700904,9.239777443,0.816068386,0.834710744,0.63125,-0.257034521
68,3982.013333,1435.286667,500.9533333,2108.486667,6935.82,890.7733333,850.7533333,1058.873333,4275.653333,421.36,1451.446667,573.18,1412.453333,284.08,1412.453333,284.08,150,16.81528319,11.79105622,0.71295412,0.967741935,0.769230769,1.169441343
69,5168.067797,1407.466102,452.2627119,1852.694915,8042.90678,895.3220339,571.1440678,1026.084746,4509.127119,392.5932203,1140.29661,569.9322034,1354.79661,284.3135593,1354.79661,284.3135593,118,16.38868884,9.40012388,0.819153833,0.936507937,0.655555556,-1.075983896
70,8126.698113,2291.018868,543.5471698,2820.433962,12287.83019,912.1509434,604.2264151,1049.792453,7334.075472,406.1698113,163.509434,1263.679245,1872.773585,283.9245283,1872.773585,283.9245283,53,9.079044042,7.807783919,0.510330035,0.963636364,0.588888889,1.115268161
71,3404.711111,2141.955556,403.4666667,2459.688889,5658.422222,670.9777778,390.4666667,1037.022222,2737.088889,356.6666667,161.0222222,1363.511111,1292.755556,284.4666667,1292.755556,284.4666667,45,8.978570869,6.498742971,0.69000359,0.918367347,0.714285714,0.462947675
72,5556.8,1182.312,370.2,1497.24,9597.232,670.32,322.24,982.952,4983.232,369.496,174.344,579.984,1654.432,285.76,1654.432,285.76,125,18.29019337,8.850380933,0.875130665,0.919117647,0.631313131,1.410719844
73,8529.990099,1941.910891,505.3366337,2256.534653,14154.24752,751.6039604,657.4950495,1029.247525,8439.09901,412.7722772,175.3267327,1688.128713,1550.257426,287.0693069,1550.257426,287.0693069,101,14.11248381,9.440677935,0.743298994,0.926605505,0.706293706,-1.077236945
74,9549.196721,1350.540984,442.2295082,1462.803279,15660.98361,685.0327869,411.7213115,1009.114754,9189.065574,402.9016393,2848.262295,886.2131148,1239.786885,288.0655738,1239.786885,288.0655738,61,11.23721884,7.395939386,0.752874086,0.884057971,0.564814815,-0.168626594
75,3960.567901,1371.728395,490.0740741,1995.592593,6370.17284,935.1851852,1182.790123,1066.604938,3534.08642,402.2716049,1734,577.5555556,1341.777778,289.5432099,1341.777778,289.5432099,81,12.1142321,8.608391027,0.703594744,0.920454545,0.675,-0.172584504
76,6692.106383,1123.893617,382.1914894,1313.659574,11470.3617,638.4042553,278.7446809,978.0851064,6316.042553,379.2765957,144.4468085,737.5744681,1735.87234,287.3191489,1735.87234,287.3191489,47,9.345790164,6.623604835,0.705483808,0.921568627,0.652777778,-0.99948411
77,7132.481013,1144.443038,632.8227848,1525.455696,12032.94937,640.8481013,537,988.1139241,8041.835443,391.6708861,4774.607595,734.0379747,1247.291139,290.6582278,1247.291139,290.6582278,79,11.66781464,8.8862867,0.648039441,0.94047619,0.658333333,-0.522932875
78,6897.252874,1194.126437,574.7011494,1674.126437,12409.34483,713.4712644,383.1954023,1021.034483,7850.574713,398.8850575,2223.494253,580.2643678,1494.54023,289.5862069,1494.54023,289.5862069,87,13.37685404,8.573953339,0.767578966,0.956043956,0.604166667,-0.773627374
79,8939.15873,1169.984127,1019.857143,1623.111111,15168.50794,648.8888889,449.9365079,996.3809524,8804.063492,405.6190476,4351.571429,818.5714286,1257.444444,290.2380952,1257.444444,290.2380952,63,10.07920217,8.326240884,0.563550896,0.875,0.7,-1.309843984
80,7676.210938,1360.617188,435.9375,1881.367188,13724.4375,828.5703125,696.96875,1026.070313,8609.640625,412.109375,2823.40625,632.5234375,1501.921875,294.6875,1501.921875,294.6875,128,15.15227385,11.61888295,0.641876685,0.853333333,0.5,-0.625234588
81,5634.657143,1759.6,427.5142857,2191.942857,9102.114286,713.1142857,446.9142857,1014.114286,3790.457143,358.6285714,158.3714286,1609.457143,1290.571429,291.7714286,1290.571429,291.7714286,35,7.587496881,6.002218404,0.611729515,0.945945946,0.625,-0.57093038
82,5580.373333,1571.493333,459.0266667,2186.746667,9951.12,807.0933333,696.4266667,1023.92,5723.346667,370.68,150.7866667,1151.946667,1742.053333,293.2266667,1742.053333,293.2266667,75,13.3139115,7.811457726,0.809794252,0.842696629,0.524475524,-1.024390132
83,3792.025,1321.133333,421.2416667,1804.991667,6299.058333,742.8416667,692.3,1019.341667,3755.683333,385.9083333,3365,564.4166667,1328.383333,296.7583333,1328.383333,296.7583333,120,12.64473302,12.57080631,0.10797548,0.94488189,0.659340659,-0.294497251
84,9032.409836,1252.311475,432.8852459,1565.508197,16259.67213,720.0983607,520.8688525,1018.721311,8680.934426,394.3278689,1385.836066,578.7377049,1465.47541,294.852459,1465.47541,294.852459,61,9.058058545,8.752713896,0.257455048,0.968253968,0.75308642,-0.236420563
85,6628.021739,1781.913043,526.8695652,4495.380435,11224.17391,790.9891304,572.4565217,1135.76087,5748.913043,631.673913,158.6195652,1056.336957,1919.923913,294.3804348,1919.923913,294.3804348,92,17.84296515,6.922133285,0.921681483,0.876190476,0.638888889,-1.48984678
86,4452.091371,1404.380711,386.8121827,1738.761421,7603.994924,685.035533,362.3908629,1003.329949,4629.152284,360.4923858,168.4467005,821.8781726,1603.477157,300.3604061,1603.477157,300.3604061,197,18.37055351,14.14463334,0.638089399,0.924882629,0.64379085,0.582365645
87,7849.288462,3428.769231,869.3653846,5221.365385,12008.26923,892.5384615,600.8653846,1124,7098.653846,421.7307692,169.7884615,1543.442308,1073.711538,296.0192308,1073.711538,296.0192308,52,12.46221319,5.403898432,0.901094535,0.912280702,0.541666667,-1.157619892
88,7013.982143,1890.196429,565.4285714,3669.607143,11504.28571,761.3928571,1100.321429,1122.285714,4615.053571,372.6785714,150.6071429,714.8392857,1933.125,296.3571429,1933.125,296.3571429,56,11.12362771,6.412249794,0.817130229,0.933333333,0.727272727,-1.439612024
89,8523.782051,1424.217949,423.9230769,1475.487179,15032.65385,771.7051282,353.5,1001.884615,8359.75641,417.8461538,636.2179487,1100.782051,1259.935897,298.3076923,1259.935897,298.3076923,78,14.18626469,7.41724403,0.852426627,0.847826087,0.557142857,-1.053388831
90,7683.714286,1248.519481,454.6103896,1910.064935,13693.1039,764.8311688,428.8961039,1015.337662,8952.415584,409.6883117,870.2987013,570.9350649,1474.077922,298.8961039,1474.077922,298.8961039,77,11.26784544,9.09043063,0.590881244,0.895348837,0.583333333,1.004097906
91,4885.050955,1116.910828,1075.165605,2261.261146,7907.038217,665.1401274,334.1847134,990.4267516,4494.898089,355.8980892,261.9490446,666.2547771,1561.974522,300.2802548,1561.974522,300.2802548,157,16.61284292,12.17891613,0.680118205,0.963190184,0.747619048,-0.766325974
92,8757.8,1878.2,532.3555556,2485.955556,12739.4,1578.888889,713.3333333,1057.311111,7429.022222,712.9555556,184.1111111,1003.266667,1907.955556,298.3555556,1907.955556,298.3555556,45,8.663706356,6.827825753,0.61555332,0.9375,0.625,1.313118505
93,10037.09574,1879.031915,588.8085106,2214.010638,16699.53191,859.787234,1050.053191,1047.712766,10205.60638,438.5851064,174.0744681,2086.468085,1064.819149,301.8404255,1064.819149,301.8404255,94,12.12744611,10.12657417,0.55023034,0.94,0.712121212,0.261303171
94,9876.421053,2505,639.5789474,2663.947368,16654.15789,938.0263158,783.5789474,1056.763158,8795.526316,472.6578947,182.0789474,1382.578947,1089.710526,299.9736842,1089.710526,299.9736842,38,8.124830055,6.017830456,0.671867292,0.926829268,0.678571429,0.525456137
95,6744.397727,1779.681818,534.9204545,2098.056818,11014.51136,783.7386364,507.0227273,1030.295455,5541.215909,396.2159091,149.6136364,1476.954545,1200.284091,302.2954545,1200.284091,302.2954545,88,13.31970735,8.48994687,0.770535237,0.936170213,0.752136752,-0.184326952
96,5390.857143,1095.632653,1928.857143,2099.714286,8440.244898,705.5510204,419.7346939,1008.244898,3503.142857,358.1020408,630.5918367,942.3877551,1352.938776,300.4693878,1352.938776,300.4693878,49,9.161262949,6.809085061,0.669016645,0.98,0.7,-0.311815737
97,5254.904255,1650.787234,406.0106383,1990.148936,9414.031915,662.2340426,435.6382979,993.8191489,4596.893617,373.6489362,176.6489362,823.7659574,1648.62766,300.2446809,1648.62766,300.2446809,94,14.68987616,8.530892177,0.814094266,0.921568627,0.671428571,-1.245510705
98,8543.283582,1893.925373,463.9104478,2307.074627,13682.31343,812.5671642,387.5373134,1034.477612,6502.537313,419.2985075,173.2835821,896.0895522,1899.402985,299.7910448,1899.402985,299.7910448,67,9.935411998,9.166269202,0.385792165,0.87012987,0.676767677,1.428414071
99,3806.572816,2429.320388,498.3592233,2829.708738,6269.320388,798.6116505,489.9029126,1066.543689,4045.398058,470.0970874,1143.825243,628.2135922,1107.679612,303.0582524,1107.679612,303.0582524,103,14.43450858,9.266640146,0.766722872,0.944954128,0.792307692,0.268856171
100,4428.390411,1424.143836,458.6438356,1885.321918,7381.452055,743.5821918,781.8767123,1040.486301,4796.739726,423.2054795,1507.938356,621.4246575,1305.089041,303.9657534,1305.089041,303.9657534,146,16.63599538,11.45458985,0.725195991,0.924050633,0.760416667,-0.281612004
101,3471.970149,1379.485075,456.5895522,1796.350746,5952.037313,937.5970149,1233.768657,1050.19403,4002.738806,408.880597,4610.447761,574.5895522,1318.298507,303.5,1318.298507,303.5,134,14.31445428,12.03721613,0.54116974,0.964028777,0.687179487,-1.566816784
102,6681.71,1139.445,448.63,1692.005,11156.565,726.435,766.21,1033.845,6977.03,380.26,1451.06,579.795,1491.145,303.655,1491.145,303.655,200,20.52570849,12.7739771,0.78274674,0.900900901,0.680272109,1.367510699
