CellID,DNA1,Rabbit IgG,Goat IgG,Mouse IgG,DNA2,CD73,CD107B,MART1,DNA3,KI67,pan-CK,CD45,X_centroid,Y_centroid,column_centroid,row_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation
84,5299.313131,1511.212121,510.0606061,2402.333333,7759.313131,764.6262626,1339.252525,1089.767677,5789.323232,427.7272727,248.7878788,815.7575758,1775.757576,291.8181818,1775.757576,291.8181818,99,16.71855404,8.598244228,0.857614227,0.825,0.582352941,-1.360777104
85,7302.803922,1902.986928,548.4771242,2516.986928,11116.47059,784.9673203,1109.732026,1073.385621,8106.385621,430.0326797,307.9411765,628.8954248,1714.705882,297.2810458,1714.705882,297.2810458,153,17.84463408,11.9768126,0.741301969,0.874285714,0.671052632,0.006960705
86,6210.626506,1770.783133,491.6024096,2622.13253,9180.626506,719.7349398,833.2891566,1040.783133,7374.228916,396.4096386,223.7108434,667.8313253,1471.939759,295.7349398,1471.939759,295.7349398,83,13.43324314,8.246475515,0.789394945,0.954022989,0.658730159,0.17621366
87,7291.171429,1685.017143,551.56,2353.577143,10713.89714,814.9485714,1116.485714,1077.788571,7219.137143,451.2171429,259.5885714,755.3657143,1859.817143,296.76,1859.817143,296.76,175,17.94720147,12.44169029,0.72070829,0.983146067,0.735294118,0.981733203
88,3909.1,1918.44,586.36,2623.1,5526.8,728.58,1374.32,1062.02,3992.2,427.22,1000.78,592.16,1950.1,294.16,1950.1,294.16,50,9.02693765,7.033121402,0.626867409,0.961538462,0.793650794,1.246787233
89,3020.682927,1873.292683,588.8536585,3887.146341,4309.439024,713.6585366,4987.756098,1371.390244,2884.414634,787.804878,682.4634146,616.8536585,1962.878049,294.6341463,1962.878049,294.6341463,41,8.887703498,5.975145293,0.740284708,0.911111111,0.732142857,-0.375282358
90,2679.604651,1747.116279,523.5813953,3100.627907,3831.139535,725,3203.697674,1278.418605,2419.465116,749.7209302,669.8837209,624.9767442,1969.069767,295.1162791,1969.069767,295.1162791,43,9.117983523,6.391184018,0.713217587,0.895833333,0.682539683,-0.2510451
91,4966.941748,1679.805825,472.7378641,2644.242718,7560.165049,623.7572816,879.6699029,1046.961165,5993.427184,388.3592233,217.2718447,590.368932,1465.495146,300.9417476,1465.495146,300.9417476,103,15.46175555,9.094211764,0.808733979,0.911504425,0.572222222,0.52782422
92,3144.052632,1335.336842,469.6631579,2185.694737,4704.936842,643.4421053,1561.252632,1065.326316,4036.884211,1077.126316,237.3052632,586.8421053,1581.252632,299.6526316,1581.252632,299.6526316,95,13.41701907,10.46800684,0.625525629,0.848214286,0.487179487,-1.408567981
93,9153.592593,1891.654321,562.7283951,2527.592593,13822.81481,774.0123457,1066.45679,1043.17284,9647.358025,437.6049383,333.9012346,598.5432099,1702.925926,298.9135802,1702.925926,298.9135802,81,10.58563764,9.964564511,0.337491154,0.952941176,0.818181818,-0.117438062
94,12736.14035,2350.280702,572.6052632,3513.192982,16900.54386,783.4210526,692.5438596,1115.342105,12652.88596,431.7719298,279.9210526,577.0701754,1138.307018,301.1403509,1138.307018,301.1403509,114,15.15744958,10.17083752,0.741446073,0.904761905,0.690909091,-1.418535439
95,6655.075269,1643.569892,512.5913978,2277.318996,10008.36201,747.8817204,1359.681004,1049.960573,7597.688172,423.8422939,490.4516129,642.1362007,1772.698925,304.6917563,1772.698925,304.6917563,279,19.99489147,18.52908354,0.375824448,0.908794788,0.772853186,-0.477484352
96,6648.167665,1613,526.7724551,2027.083832,9712.041916,794.7784431,1123.832335,1037.766467,6906.371257,449.4071856,372.8203593,592.6946108,1613.227545,301.251497,1613.227545,301.251497,167,26.06921179,8.795348364,0.941366926,0.888297872,0.668,1.523566403
97,4578.183976,1514.017804,464.7299703,2305.41543,6947.050445,640.1958457,758.5845697,1023.029674,5573.691395,2066.186944,260.1750742,609.7626113,1592.910979,310.5519288,1592.910979,310.5519288,337,25.00119135,17.79721373,0.70232684,0.928374656,0.589160839,0.580275808
98,7636.837838,1784.972973,507.6824324,2502.986486,11014.44595,814.8040541,714.7567568,1055.222973,7535.891892,427.8040541,243.6418919,777.9256757,1729.709459,306.3918919,1729.709459,306.3918919,148,16.82392818,11.32142123,0.739701018,0.95483871,0.704761905,-0.776056388
99,21354.85849,2122.09434,661.9245283,2336.509434,32275.14151,1024.490566,1251.981132,1093.207547,23988.36792,5454.792453,320.6509434,623.1415094,1834.084906,306.0377358,1834.084906,306.0377358,106,14.36517818,9.540071399,0.747634077,0.972477064,0.630952381,0.54189624
100,3710.928571,1394.079365,450.6031746,2118.634921,5413.357143,607.1587302,1291.301587,1031.198413,4530.293651,381.7857143,222.0396825,681.952381,1477.587302,308.0396825,1477.587302,308.0396825,126,15.84419511,10.74029904,0.73518211,0.913043478,0.529411765,-1.249768478
101,9581.234568,2117.765432,589.8024691,3265.679012,12119.79012,831.4444444,680.5061728,1114.382716,6967.82716,399.654321,293.691358,629.1358025,1117.950617,307.2098765,1117.950617,307.2098765,81,12.55871985,8.25243406,0.753796527,0.941860465,0.692307692,-1.251652637
102,4964.826531,1628.397959,509.1020408,2156.22449,7212.765306,771.2755102,481.9693878,1015.826531,5185.959184,430.9081633,223.5204082,564.5918367,1316.897959,310.377551,1316.897959,310.377551,98,15.17396853,8.568886411,0.825289655,0.907407407,0.593939394,-0.259504539
