geneID	ARID5A(MA0602.1)	ATF3(MA0605.1)	ESRRG(MA0643.1)	GLI2(MA0734.3)	NPAS2(MA0626.1)	NR5A2(MA0505.2)	SOX17(MA0078.2)	STAT4(MA0518.1)	TFCP2L1(MA0145.2)	TWIST2(MA0633.2)
2810459M11RIK	0.0007513275	0.0023145889	0.0008103841	0.0122179492	0.0001081282	4.79996e-05	0.0002711729	0.0048212601	0.0017299276	0.0329163723
2900009J06RIK	0.0062605703000000006	0.0022775188000000003	0.0441644063	0.0002643346	0.004245716	0.0414511283	0.0002318435	0.0060912464999999996	0.0579132255	0.06572079559999999
2900060B14RIK	0.0061283034	0.0013691338	0.042285083099999995	0.0001277684	2.83235e-05	0.0065543	0.0015413485999999999	0.0023113208	0.0087307243	0.0286387185
3110009E18RIK	0.0210324769	0.0171023764	0.0520659475	0.0023005103	0.016646400800000002	0.0538089937	0.0011512431	0.018967248800000003	0.0196378331	0.10404931349999999
3110045C21RIK	0.0861509671	0.0048023585	0.0026357763	0.0024447697	0.0065829784999999995	0.0005490639000000001	0.002004483	0.0442586404	0.010523376999999999	0.0860667645
3830432H09RIK	0.0001388205	3.20985e-05	3.9480799999999996e-05	8.3821e-06	0.011703649	5.659810000000001e-05	8.239999999999999e-06	0.0001663263	0.0029261269999999997	0.003857063
4631405K08RIK	0.0042661966	0.0010805912	0.00034042699999999997	0.0016812128	0.0013376889000000002	0.0001493207	0.0001531682	0.0017461110999999999	0.0327342595	0.0317422191
4732440D04RIK	0.018453758599999998	0.10411401170000001	0.0271339437	8.526060000000002e-05	0.0010604592	0.0007505526	0.0071078496000000005	0.0013686768000000001	0.0018689126000000001	0.0008532624000000001
4833421G17RIK	0.0002151389	0.000729149	0.0004819087	0.00020405930000000003	2.3491899999999998e-05	7.48508e-05	0.0002840477	0.002348221	0.0005389586	0.0088433052
4930403P22RIK	1.9063199999999997e-05	0.0005730111	1.47335e-05	5.989900000000002e-06	2.5445099999999998e-05	0.0005557242	5.05682e-05	0.0006615207	1.9142500000000002e-05	0.0018483822999999999
4930439D14RIK	0.017101706100000003	0.0003950498	8.08429e-05	0.00036933150000000004	8.53823e-05	0.0001866979	5.59114e-05	9.363069999999999e-05	0.0040508169	0.000232768
4930444P10RIK	0.0003870495	0.0075042748	0.0038772621	1.63794e-05	0.0002796331	0.0006447272	6.82792e-05	0.0034403188	0.0017960993	0.0062469545
4930488B22RIK	0.0014530591	0.00011532259999999999	0.0021156358999999997	0.0007862754	0.00011880819999999999	0.002513337	2.38972e-05	0.0005338831	0.00019497300000000003	0.010183052799999998
4930500M09RIK	0.0045895925	0.0255221833	1.0112100000000001e-05	5.8497e-06	0.0005688679	5.57638e-05	0.0001648772	0.0001588394	0.0002744873	0.033006447
4930518J20RIK	0.0003644362	0.0255865348	0.0006648215	0.0013175995000000002	0.0002778818	0.00010276299999999999	8.60682e-05	1.6252000000000001e-06	0.0002473013	0.06574612980000001
4930523C07RIK	0.0054876021	0.0482722293	0.0446129721	7.03537e-05	0.0004965877	0.04501383	0.0003329421	0.0337137307	0.012556315600000001	0.12226328689999999
4930527J03RIK	0.0002740464	0.00010403059999999999	0.0446058887	0.0085802626	6.25289e-05	0.044696808	0.0001790167	1.6472e-06	0.0007979232	0.0330050405
4930532G15RIK	0.12103202739999999	0.0021553277	0.0003096205	1.41369e-05	0.0015247868999999999	0.00044971080000000003	0.0050391268999999995	0.0006554673000000001	0.0003827062	0.00038764150000000005
4930558J18RIK	0.0001543693	0.0509290741	0.00035250799999999997	3.37661e-05	0.0016939677	0.0012407108999999998	0.0013152518999999998	0.0012960331999999999	0.0005288879	0.0661270301
4930558K02RIK	0.0010316464	9.89606e-05	7.941219999999999e-05	3.2047e-06	0.0005018676	9.752800000000001e-06	1.2382900000000001e-05	0.0008567475999999999	0.0002782068	0.0039374499
4930568A12RIK	5.74222e-05	0.00011698900000000001	6.02402e-05	9.8264e-06	0.0040828202	0.0004373554	1.01933e-05	0.0001338394	0.0010262867	0.0034045215000000004
4930570N18RIK	0.0025636457999999997	0.0009797329	0.0002143455	0.0024908218	7.73306e-05	0.0002988233	0.0001190003	0.0001411217	0.0001773274	0.0082668282
4930587A21RIK	1.56942e-05	0.0017549385000000001	1.0515e-06	5.8572e-05	6.761270000000001e-05	1.4205e-05	4.8986e-06	1.308e-07	0.00010939149999999999	0.0011332488
4930594C11RIK	0.045554180400000005	0.0055171895	0.0073534394999999995	0.0001649027	0.012273064	0.0006325724999999999	0.000467048	0.0300644893	0.0005679213	1.8365700000000003e-05
4930596I21RIK	0.0598647868	0.026701281699999996	0.013399829299999999	0.0010274133	0.0384223224	0.026203868500000005	0.0011066518	0.0131808082	0.0095754524	0.11008754759999999
4933406M09RIK	8.7706e-06	7.236200000000004e-06	8.331099999999999e-06	6.8834999999999986e-06	4.0350000000000003e-07	7.0348e-06	2.4502e-06	2.2216e-05	4.9416e-06	0.0012385173
4933409D19RIK	0.0001014093	4.4258900000000004e-05	1.9750000000000001e-07	1.3639700000000001e-05	0.0030308801999999998	1.99818e-05	9.2117e-06	0.0007069733	0.0008546799	0.0016037112000000001
4933417C20RIK	0.018856640900000003	0.0257905028	0.0015327682	0.0015851639	0.04555251490000001	0.0006716637999999999	0.11791051729999999	0.0059782086	0.033248679399999995	0.0004456581
4933424G06RIK	0.0002424346	0.0210417635	0.0009665403	0.0005539153	0.0033744168	0.0029364732000000003	3.4316799999999996e-05	0.0081850275	0.0042657137	0.0339848461
4933439K11RIK	0.0003631869	0.0056996701	0.00010885650000000001	6.16807e-05	3.07777e-05	0.0001326902	9.591300000000001e-05	1.03721e-05	0.0020856844999999997	0.032832054
5033417F24RIK	0.0028535221	0.0011963134	0.0002144816	0.0016643725	0.0008461863	0.0005289009	0.0007126825	0.0003731778	0.0049431873000000005	0.47484639349999996
5330438I03RIK	4.4856e-06	1.9772999999999997e-06	2.2271000000000002e-06	4.786e-07	1.26524e-05	1.2038e-06	5.825e-07	7.04225e-05	0.0005191852	0.031708646
5530400K19RIK	1.3927e-06	4.1659999999999996e-07	1.23015e-05	7.0814e-06	4.3042e-06	3.6106e-06	2.09571e-05	0.00010494299999999999	1.13613e-05	1.2225e-06
5730559C18RIK	0.0008572974000000001	0.0011402686	7.14565e-05	0.0001116549	0.0017306416	0.0007312492999999999	5.23018e-05	0.00011214200000000001	0.0008318929	0.008343045799999999
6030442K20RIK	0.0643850243	0.0012582124	8.165289999999999e-05	6.43691e-05	0.0003585844	6.98221e-05	8.74977e-05	0.0010713282	0.0014395638	0.0007846255
6030460B20RIK	0.0006132012	0.000529622	1.3487e-06	4.830350000000002e-05	0.0067568689999999995	1.68767e-05	1.26272e-05	0.0030801387000000003	0.00033676690000000004	0.0101833421
6720483E21RIK	0.0076684231	0.0003345673	2.27844e-05	3.17197e-05	0.000213435	6.84667e-05	0.0006315342000000001	0.0001026976	0.0033454919	0.0002544281
6820402A03RIK	0.00149011	0.0013421002	8.398e-07	4.7000000000000004e-08	0.0016452607999999998	3.9908e-06	2.3146000000000003e-06	8.3686e-06	5.73e-07	2.578e-07
8430432A02RIK	0.018186368100000003	0.0025344588	0.0034272119	0.0031005497	0.005646967	0.0015054187	0.000282713	0.012582038	0.001958525	0.1436585912
9130024F11RIK	0.0006667255	0.0258787077	3.89107e-05	0.0009845415	0.0183494657	0.015044673100000001	0.000932847	0.0058615533999999995	0.004333656	0.0005355313
9230116N13RIK	0.0047717500999999996	0.0005729824	0.0001010138	0.0010723511	0.0001337078	0.000351615	4.42309e-05	0.0232428338	0.0005220591	0.00021966230000000002
9330162B11RIK	0.0005084074	2.80565e-05	1.413e-07	5.9764e-06	3.72939e-05	5.10009e-05	1.1848599999999999e-05	0.0002394522	1.16906e-05	0.003970315
9430016H08RIK	0.0038803721	0.026056472599999998	0.0004522172	7.28889e-05	0.0030288814000000003	0.0004095686	0.0015617939000000002	0.043391364	0.0029437513	0.030097235
9430034N14RIK	0.0185903202	0.040549126000000005	0.0009054620999999999	0.0002892279	0.0033902636000000003	0.0014932879000000001	0.00019418229999999999	0.011725658	0.0087076844	0.11227168809999999
9430060I03RIK	0.0001300556	4.92478e-05	4.6397700000000005e-05	5.9267e-06	2.05703e-05	1.38154e-05	5.1379e-06	0.00013657129999999998	9.005900000000001e-05	0.0045708931
9430087J23RIK	0.000707716	0.0002069061	1.4058000000000002e-06	1.8038999999999998e-06	5.2409e-06	0.0004809683	6.688e-07	3.45541e-05	6.88e-08	6.75e-08
9530026F06RIK	0.0027171684000000004	0.0002391777	8.0891e-06	6.4105999999999975e-06	1.5398900000000006e-05	4.4277e-06	8.437e-06	5.8867999999999984e-06	1.2899000000000001e-06	0.0256342027
9630010A21RIK	0.0094032921	0.00038922980000000016	1.2606400000000005e-05	0.000320974	0.0005933787	9.418099999999999e-06	4.32345e-05	0.0035681022999999997	0.0001505499	6.11846e-05
9930111H07RIK	0.0008104586	0.0011945699999999998	1.48121e-05	1.9888e-06	6.130999999999999e-07	4.175e-06	5.5215799999999994e-05	1.50875e-05	0.0016120613	0.0033733265
A130010J15RIK	0.0190994184	0.0009883222	0.0066116174	0.0102783896	0.0274550272	0.0240639645	0.0011929213	0.0190180514	0.0163433411	0.10371265560000001
A130050O07RIK	0.053089608200000006	0.0010756883	0.0418570912	0.0001138674	0.003967164600000001	0.041838623299999995	0.0009330766999999999	0.006828763599999999	0.0004093116000000001	0.05997044260000001
A130071D04RIK	0.004466342	0.021951741	0.0003562046	1.34837e-05	0.0003466504	0.0019363084	0.0003548643	0.0014216151999999998	7.893470000000001e-05	0.028207819900000007
A230020J21RIK	0.0437667037	0.0275148018	0.0005231826000000001	2.4446399999999997e-05	0.0009435400000000001	0.000556226	0.0001971777	0.0041715087	0.014044029400000001	0.0004612861
A330023F24RIK	0.0004577887	0.0010610351000000001	1.9051699999999992e-05	0.000112602	0.00032240439999999996	2.8631799999999996e-05	0.00018822839999999995	0.0132656062	0.0019268755000000002	0.027826139700000002
A430027H14RIK	5.56897e-05	0.00011899379999999999	1.78593e-05	0.0001906469	0.0001646094	0.0001839841	0.0045642059	5.5239e-06	0.0008275111	0.0330029615
A430034D21RIK	3.08199e-05	1.77223e-05	0.0009025926	2.2403e-06	7.76014e-05	5.29055e-05	3.3119e-06	5.2779e-06	8.34984e-05	0.00037544779999999995
A430050A11RIK	3.27058e-05	0.0022962244	5.96634e-05	0.000118246	2.49381e-05	9.2223e-06	7.7241e-06	1.458e-07	2.2193699999999997e-05	0.0059002859
A430105J06RIK	0.003115893	0.0018675306	1.37849e-05	4.2104399999999996e-05	0.0031495009000000003	2.93212e-05	0.0046323692999999996	0.0022311234	0.0033096081	0.0658597374
A430106G13RIK	0.0015245782	1.62415e-05	0.0012350464	7.009e-07	1.0628499999999997e-05	0.0012339604	0.000114894	0.0015468264000000002	1.5246e-06	5.019999999999999e-08
A630001G21RIK	0.0015908126000000002	0.0023447676	2.9074099999999993e-05	3.9035e-06	1.2034000000000002e-06	8.1949e-06	0.00010838059999999999	2.96144e-05	0.0031642424000000004	0.0066213504999999995
A630035G10RIK	0.000631686	0.0007935527	0.0014745201999999998	3.76718e-05	0.0013579367000000001	0.0001317073	0.0011445384	2.17329e-05	0.0027306288	0.0329030036
A630095N17RIK	0.0024819754	0.010485675400000002	0.0035548461000000004	0.0047700244	0.0080873251	0.00042031009999999995	0.0002116623	0.0005268528	0.0067161893	0.0810496213
A730013G03RIK	0.0002160314	0.0005833508	1.7136699999999998e-05	0.0031099661	0.0006028639	2.4874e-05	0.0010123698	3.479389999999999e-05	0.023634189899999998	0.1005704084
A830018L16RIK	5.83283e-05	7.63359e-05	2.56521e-05	0.00027575470000000004	6.2009e-06	0.0194912343	0.00036389580000000004	0.0027119682	0.0005697092	8.15674e-05
AA986860	0.0170629527	0.10418779	0.004468813800000001	0.0018290963	0.0120330205	0.0025869127999999996	0.0008846935	0.1638295699	0.031246428599999997	0.19358114659999998
AAMP	0.0009846292	0.028288197100000002	0.0251577687	0.0024276963	0.0008257893	0.008931706800000001	0.0010273863	0.0980521979	0.0022002742000000004	0.1862441743
ABCB6	0.001356937	0.0329248942	0.0006198336	0.0006047768999999999	0.0224883893	0.0013397347999999998	0.0011451359000000001	0.0040925649	0.032410859300000004	0.1171810583
ABI2	0.0010558283	0.0002559143	0.0003522506	0.0004781503	0.0002518279	5.43743e-05	0.00018825860000000003	0.0025010685999999997	0.0008365982	0.0306484194
ABL2	0.0045722932999999995	0.0002938	0.0001938963	0.0083553374	0.0447562045	5.16543e-05	0.0041695353	1.5889999999999997e-06	0.0004272148000000001	0.0650248337
AC084391.1	0.0023157406	0.00018200539999999998	0.002988648	0.0002039822	0.0005211802000000001	0.0004273279	0.0002921114	0.0043477429	0.0008652161000000001	0.027273300199999996
AC125167.1	0.0801527432	0.10307229470000001	0.0015016426999999999	0.0016654215	0.00020230379999999998	0.0002632122	0.0011339664999999999	0.0008793825000000001	0.0001231458	0.00013540809999999998
ACADL	0.0016641557	0.00015146419999999999	0.0007713586	1.72259e-05	0.0001243707	0.0043587483000000005	0.0001787575	0.0041220731	0.0042547867	0.00021593100000000002
ACBD3	0.0117366702	0.050426963199999994	0.02144458	0.0004933636	0.0034654445	0.0010046007999999999	0.0010058919	0.0030710067	0.0027037381000000003	0.0659806117
ACBD6	0.0425909226	0.0018243543	0.0015697039999999999	0.0005020401000000001	0.0008197782	0.0015901736999999999	0.0013663552	0.001310704	0.0059877202	0.0002409008000000001
ACKR3	0.0194730276	0.055171347	0.00012972300000000002	0.0033467542999999996	0.004735128	0.0212331568	0.012031501500000001	0.10408649579999998	0.010451484	0.2630257159
ACSL3	0.0014825893	0.0263204325	0.00022271	0.0004720514	0.0213156184	0.0001058836	0.0013386306	0.0017972033	0.014214224499999999	0.0646828558
ACTR1B	0.00010832709999999999	0.008974874499999999	0.0004118434	0.0002407271	0.0014989934	0.0013002249	1.47677e-05	0.0036267973	0.0018848499	0.0151798833
ADAM23	0.0006931767999999999	0.00010818899999999999	0.0001012124	6.0552e-06	7.6604e-06	6.598e-05	5.863e-06	0.0014328414000000002	0.004293636500000001	0.0002546203
ADAMTS4	0.0040401264	0.0260805415	0.0055362101	0.0059116011	0.0036025233999999995	0.0064330072	0.0002818722	0.0101031037	0.033723256699999996	0.2181076652
ADCK3	0.0002079863	0.003621408	0.0007240911	0.0010230821	0.0012333186	0.0004714305	7.53625e-05	0.0026504865000000002	0.0036403584000000004	0.0065839446
ADCY10	0.0011842634	0.0005076765	0.0024441601	4.558600000000001e-06	0.0007548156	0.0019591497999999997	7.48306e-05	0.0010026263	0.0001494636	0.0019170107
ADHFE1	0.0639819812	0.0558569064	0.019099659800000002	0.0006314507	0.0650828814	0.0020748692	0.0023245283	0.0160657022	0.0332608189	0.2229995116
ADIPOR1	0.0074974035	0.0015378886	0.0026611333	0.0169420299	0.0008285768	0.0023666813	0.00045084079999999993	0.0030681105000000004	0.0064727451	0.1016040243
AGAP1	0.0022686103	0.020838180400000003	0.00017952890000000002	0.0034376684	0.0012299297	0.00022182619999999996	0.0030540144	0.0060867214	0.012645810099999998	0.21886335419999997
AGFG1	0.1342126923	0.0016111512	8.7102e-06	0.002095988	0.0326194437	0.00024820530000000003	0.0008388887000000001	0.007619651999999999	0.026086388199999998	0.0634262685
AHCTF1	0.0070726355000000005	0.0011382845	0.000519871	0.0002857696	0.0033072636	0.00022469409999999998	0.00010797389999999999	0.0246508628	0.0069950976	0.00021476470000000001
AI597479	0.0376136311	0.0022234868	0.0066258488	0.0032006215000000005	0.0028849662	0.0006813411	0.0006828644	0.0217636407	0.0026830168	0.1649225365
AIDA	0.0009055808	0.0035509734	0.0011696323	0.0004802989	0.0247365447	0.0053753948	0.0004337169	4.38913e-05	0.0036924756999999996	0.2199932686
AKT3	3.1545e-06	8.26958e-05	6.225e-07	2.648e-07	1.464e-06	1.518e-07	1.86699e-05	3e-10	6.670999999999999e-07	6.299e-07
ALDH9A1	0.0032377145	0.0682816118	0.010064910299999999	0.0019681402000000002	0.0055469729	0.00046219299999999996	0.00022071310000000002	0.0338341892	0.0005522467	0.0048317673
ALS2	5.757200000000001e-06	0.0005353574	2.4836000000000002e-06	4.67e-08	2.816e-07	4.7113e-06	4.11e-07	0.0007228142	1.3777000000000002e-06	0.000682482
ALS2CR11	2.1455499999999998e-05	1.8851e-06	8.068e-07	3.1108e-06	3.96e-08	1.451e-07	5.722e-07	2.405e-07	5.347300000000001e-06	1.9648e-06
ALS2CR12	0.0010783197	0.0004692572	0.0018865854999999998	5.83487e-05	0.0001537655	0.0020745194	8.263030000000001e-05	0.0014594852	0.0007139593999999999	0.0132599423
ALYREF2	0.0315300506	0.0021340806	0.0002127519	0.0004891345	0.0025643902	0.0001206061	0.0017076189	0.0667791895	0.0054895528	0.1315463557
ANGEL2	0.0092292673	0.0003212576	2.0771100000000002e-05	1.9965499999999997e-05	0.0008340826	0.00015786609999999998	5.356100000000002e-05	0.020259567300000003	0.0013162752	0.0297146785
ANKAR	0.007548153399999999	0.000139888	0.006033208600000001	0.00041745709999999996	0.00048400440000000004	0.0060078224	0.0026827823	4.5939e-06	0.0001459336	0.0088544618
ANKMY1	0.0016823957	0.0009003772	7.20479e-05	0.000395533	0.0004127115	0.0001358613	0.0002062652	0.00032806400000000004	0.0012975465999999999	0.2255330896
ANKRD23	0.0079767237	0.0022074907	0.0021035765	0.0004023344	0.009144785800000001	0.002174489	0.0059212682	0.009535469199999999	0.0050858525	0.1343938741
ANKRD39	0.0015731131	0.0054603969	0.010057694600000002	0.0003491566	0.0017523218	0.0019907489	0.0010948724000000001	0.0073201284000000005	0.0038870318	0.102095512
ANKZF1	0.0051829311	0.059706470500000004	0.0014917702	0.0011067483	0.0031851200999999997	0.0003832406	0.00047805699999999994	0.005987576	0.0276937828	0.12487710390000001
AOX1	0.0003674522	0.1530480426	0.0002530224	0.00030482240000000003	1.96856e-05	0.000419751	0.0022366374	0.0150879394	0.0143427074	0.0659349624
AOX3	4.07436e-05	0.0001315466	6.1056e-06	3.33239e-05	9.58e-08	1.5056e-06	3.0336e-06	9.3786e-06	1.9591e-06	5.0992e-06
AOX4	0.000494133	0.026398392799999996	8.1851e-06	1.3187e-06	0.0001877327	0.0002612745	2.79964e-05	3.6610300000000004e-05	8.89267e-05	6.38516e-05
APOA2	0.0035560086000000005	0.0014401023	0.0093765726	0.0146152613	0.00041692540000000004	0.0150483434	0.0004711827	0.005453441599999999	0.0009861758	0.107146684
APOBEC4	0.00041093550000000003	4.21425e-05	3.74883e-05	9.157129999999999e-05	3.6803e-05	0.0001279165	3.73023e-05	0.0012559131	0.0003632522	0.0009398067
APOL7D	0.0072517334	0.0004353736	1.29998e-05	6.14759e-05	0.0003599099	7.988300000000001e-06	0.0003203605	0.021626709900000003	0.0532321836	0.0618874357
ARHGAP30	0.0010380271	0.0006798535000000001	0.000396562	0.0019631045	7.21181e-05	7.48074e-05	0.001443616	0.0015566280000000002	0.0055329655	0.0394833084
ARHGEF4	0.0001588983	0.0011543346000000001	1.90862e-05	0.0005909728	0.022503565	0.0015942783999999999	3.04156e-05	1.1899e-06	0.0021034121	0.0659082653
ARID5A	0.0014515062999999999	0.052710758100000005	0.00037632409999999996	0.0004436209	0.0012634630999999999	0.027546203899999996	0.0007171506	0.0157034116	0.0006359511	0.1524028826
ARL4C	0.0039160082	0.0022880076999999997	0.0013600291	0.0003083382	0.034008403	0.0047110257000000004	0.0119479152	0.000196663	0.033725063199999995	0.0657550724
ARL8A	0.0009801308	0.0004557592	0.0014119421	0.0009253568999999999	0.0005169453	0.0020500441	0.0001066562	0.0040878040000000004	0.0132339734	0.1529102021
ARMC9	0.0019471947	0.0006984156	3.04339e-05	1.73784e-05	0.0012175801	0.018133503999999998	2.86041e-05	0.04629627099999999	0.0022759259	0.0631110738
ARPC2	0.0158555865	0.0025182650999999996	0.0065949547999999995	0.0006406598999999999	0.0005911951	0.0002427585	0.0005891011	0.0206348542	0.1291875851	0.0218154162
ARPC5	0.009668469499999999	0.0009718302000000001	0.0008375661	0.0016845596	0.0008712241	0.0030830834999999997	0.0008676577	0.0253054617	0.008636761	0.0229854626
ASB1	0.0003867322	0.00030920240000000004	6.08401e-05	0.0031880561	0.0009497216	0.000262346	6.5098e-05	0.00022150369999999998	0.0002721336	0.0308700705
ASCL5	1.9848e-06	0.00017153509999999998	2.5165999999999998e-06	0.0001235841	2.2183299999999998e-05	2.36714e-05	0.0008539102	3.2e-09	0.0002959632	1.30793e-05
ASIC4	0.00023236810000000003	0.0103418919	0.00044039959999999994	0.0011144644	0.0002573724	8.36174e-05	0.0004864232	0.00011063039999999999	0.0033387655	0.0229685901
ASNSD1	0.009237252599999999	0.0013706213	3.3496e-06	4.47657e-05	4.9019e-06	2.14007e-05	7.723309999999999e-05	0.0014155453	0.0001769134	0.1313889686
ASPM	0.0014009461	0.0006227639	0.0001754986	6.7575e-05	1.3181700000000001e-05	0.0001838868	0.0002038114	0.0648482245	0.015742281	0.0001699914
ATF3	0.0006498952999999999	0.015690278999999998	4.67718e-05	4.4872599999999995e-05	0.0022455864	0.00022606400000000002	0.0009295837999999999	0.0015449766	3.56605e-05	0.020726737399999997
ATF6	0.02193196	0.004425656599999999	0.0007757883	0.0001400521	0.0739053175	0.0005153648	0.0008480285	0.0515587569	0.005107703200000001	0.0027014328
ATG16L1	0.0052703266	0.0018576598	0.0002362404	0.007819746700000001	0.00017434999999999998	0.0013606630999999998	0.0004239109	0.002546347	0.0307618554	0.0004142944
ATG4B	0.0017851181	0.0200895299	0.0321070845	0.00043621770000000005	0.028548987199999997	0.0057373174	0.0008894878	0.00013505530000000002	0.006777555500000001	0.0167403982
ATG9A	0.005181285900000001	0.0593397753	0.001492016	0.0011151639	0.0031644388999999998	0.0003827192	0.00047671279999999996	0.0060336268000000005	0.027669784000000003	0.1241761428
ATIC	0.0024568669	0.0015839622	5.8087899999999997e-05	0.0001356214	0.024505975	0.0200584226	0.0013386155	1.2793399999999999e-05	0.0468766838	0.00022194619999999998
ATP1A2	0.0002376249	0.0022266929	2.4943100000000002e-05	8.26223e-05	0.0007508959	0.0011946911	0.0010314918	0.0078605136	0.0014043175000000001	0.0032722661
ATP1B1	0.0002932702	0.0006156107	0.000347325	7.8055e-05	1.40444e-05	0.0023350169	4.30801e-05	3.9758699999999996e-05	0.0003567937	5.7339499999999995e-05
