OR4F5	ENST00000335137.3	chr1	+	69090	70008	69090	70008	1	69090,	70008,
RP11-34P13.7	ENST00000466430.1	chr1	-	89294	120932	120932	120932	4	89294,92090,112699,120774,	91629,92240,112804,120932,
RP11-34P13.7	ENST00000477740.1	chr1	-	92229	129217	129217	129217	4	92229,112699,120720,129054,	92240,112804,120932,129217,
RP11-34P13.7	ENST00000471248.1	chr1	-	110952	129173	129173	129173	3	110952,112699,129054,	111357,112804,129173,
RP11-34P13.7	ENST00000453576.2	chr1	-	129080	133566	133566	133566	2	129080,133373,	129223,133566,
RP11-34P13.8	ENST00000495576.1	chr1	-	89550	91105	91105	91105	2	89550,90286,	90050,91105,
CICP27	ENST00000442987.3	chr1	+	131024	134836	134836	134836	1	131024,	134836,
AL627309.1	ENST00000423372.3	chr1	-	134900	139379	138529	139309	2	134900,137620,	135802,139379,
RP11-34P13.15	ENST00000494149.2	chr1	-	135140	135895	135895	135895	1	135140,	135895,
RP11-34P13.16	ENST00000595919.1	chr1	-	137681	137965	137965	137965	1	137681,	137965,
RP11-34P13.14	ENST00000493797.1	chr1	-	139789	140339	140339	140339	2	139789,140074,	139847,140339,
RP11-34P13.13	ENST00000484859.1	chr1	-	141473	149707	149707	149707	2	141473,146385,	143011,149707,
RP11-34P13.13	ENST00000490997.1	chr1	-	142807	146831	146831	146831	3	142807,146385,146641,	143011,146509,146831,
RP11-34P13.13	ENST00000466557.2	chr1	-	146385	173862	173862	173862	8	146385,155766,164262,165883,168099,169048,172556,173752,	146509,155831,164791,165942,168165,169264,172688,173862,
RP11-34P13.13	ENST00000491962.1	chr1	-	165888	168767	168767	168767	3	165888,168099,168609,	165942,168165,168767,
RNU6-1100P	ENST00000410691.1	chr1	-	157783	157887	157887	157887	1	157783,	157887,
RP11-34P13.9	ENST00000496488.1	chr1	+	160445	161525	161525	161525	2	160445,161313,	160690,161525,
AP006222.2	ENST00000442116.1	chr1	-	227614	234484	234484	234484	2	227614,234354,	228776,234484,
AP006222.2	ENST00000448958.1	chr1	-	227894	238558	238558	238558	3	227894,237053,238417,	228776,237955,238558,
AP006222.2	ENST00000424587.2	chr1	-	236111	267253	267253	267253	4	236111,238417,259016,267095,	237955,238567,259121,267253,
AP006222.2	ENST00000335577.4	chr1	-	257267	259121	259121	259121	2	257267,259016,	257672,259121,
AP006222.1	ENST00000424429.1	chr1	-	228291	228654	228654	228654	1	228291,	228654,
AP006222.1	ENST00000450734.1	chr1	-	228318	228775	228775	228775	1	228318,	228775,
RP4-669L17.10	ENST00000440038.2	chr1	+	317719	324873	324873	324873	4	317719,322037,324287,324438,	317781,322228,324345,324873,
RP4-669L17.10	ENST00000432964.1	chr1	+	320161	321056	321056	321056	3	320161,320880,321031,	320653,320938,321056,
RP4-669L17.10	ENST00000423728.1	chr1	+	320161	324461	324461	324461	3	320161,324287,324438,	320653,324345,324461,
RP4-669L17.10	ENST00000601486.1	chr1	+	320334	322097	322097	322097	4	320334,320880,321031,322037,	320653,320938,321290,322097,
RP4-669L17.10	ENST00000599771.2	chr1	+	320880	322203	322203	322203	3	320880,321031,322037,	320938,321264,322203,
RP4-669L17.10	ENST00000455464.2	chr1	+	322077	342806	342806	342806	3	322077,334128,342391,	322228,334297,342806,
RP4-669L17.10	ENST00000419160.3	chr1	+	322671	324955	324955	324955	2	322671,324750,	323073,324955,
RP4-669L17.10	ENST00000601814.1	chr1	+	323860	334505	334505	334505	3	323860,324287,334128,	324060,324345,334505,
RP4-669L17.10	ENST00000425496.2	chr1	+	324755	328453	328453	328453	2	324755,327551,	326514,328453,
RP4-669L17.10	ENST00000431812.1	chr1	+	329783	334271	334271	334271	2	329783,334128,	329976,334271,
RP4-669L17.10	ENST00000455207.1	chr1	+	334128	446155	446155	446155	3	334128,439466,446013,	334297,439568,446155,
RP4-669L17.10	ENST00000440163.1	chr1	+	439364	453722	453722	453722	3	439364,446013,453644,	439568,446193,453722,
RP4-669L17.10	ENST00000453935.1	chr1	+	450886	453942	453942	453942	2	450886,453644,	451086,453942,
RP4-669L17.10	ENST00000431321.1	chr1	+	453216	453948	453948	453948	2	453216,453644,	453318,453948,
RP4-669L17.8	ENST00000514436.1	chr1	+	326095	328112	328112	328112	2	326095,327347,	326569,328112,
CICP7	ENST00000432723.3	chr1	-	329430	332236	332236	332236	2	329430,329949,	329620,332236,
RP4-669L17.4	ENST00000445840.1	chr1	+	334125	334305	334305	334305	1	334125,	334305,
OR4F29	ENST00000426406.1	chr1	+	367639	368634	367658	368597	1	367639,	368634,
WBP1LP7	ENST00000437905.2	chr1	-	379104	379467	379467	379467	1	379104,	379467,
AL732372.1	ENST00000540477.1	chr1	-	450819	450910	450910	450910	2	450819,450853,	450852,450910,
RP4-669L17.2	ENST00000450983.1	chr1	-	453632	460480	460480	460480	2	453632,460407,	454166,460480,
RP4-669L17.2	ENST00000412666.1	chr1	-	453826	460465	460465	460465	2	453826,460379,	454166,460465,
RP5-857K21.15	ENST00000441866.1	chr1	+	459655	461954	461954	461954	3	459655,461153,461750,	459992,461288,461954,
RP4-669L17.1	ENST00000458203.2	chr1	+	470970	471355	471355	471355	1	470970,	471355,
RP5-857K21.1	ENST00000417636.1	chr1	-	521368	523833	523833	523833	3	521368,522200,523496,	521738,522335,523833,
RP5-857K21.2	ENST00000423796.1	chr1	+	523008	530148	530148	530148	2	523008,529614,	523081,530148,
RP5-857K21.2	ENST00000450696.1	chr1	+	523047	529954	529954	529954	2	523047,529614,	523109,529954,
RP5-857K21.3	ENST00000440196.2	chr1	-	529832	530597	530597	530597	2	529832,530462,	530136,530597,
RP5-857K21.3	ENST00000357876.5	chr1	-	529838	532878	532878	532878	2	529838,532678,	530136,532878,
RP5-857K21.4	ENST00000440200.1	chr1	-	536815	655580	655580	655580	3	536815,543334,655411,	536957,543436,655580,
RP5-857K21.4	ENST00000441245.1	chr1	-	637315	655530	655530	655530	3	637315,639064,655411,	637720,639169,655530,
RP5-857K21.4	ENST00000419394.1	chr1	-	639064	655574	655574	655574	3	639064,647090,655411,	639169,647302,655574,
RP5-857K21.4	ENST00000448605.2	chr1	-	639064	741274	741274	741274	3	639064,655411,741178,	639169,655580,741274,
RP5-857K21.4	ENST00000414688.1	chr1	-	646721	655580	655580	655580	2	646721,655411,	647302,655580,
RP5-857K21.4	ENST00000447954.1	chr1	-	655437	659930	659930	659930	2	655437,659737,	655580,659930,
RP5-857K21.5	ENST00000452176.1	chr1	-	562756	564390	564390	564390	3	562756,563340,564298,	563203,563603,564390,
MTND1P23	ENST00000416931.1	chr1	+	564441	564813	564813	564813	1	564441,	564813,
MTND2P28	ENST00000457540.1	chr1	+	565019	566063	566063	566063	1	565019,	566063,
hsa-mir-6723	ENST00000414273.1	chr1	+	566453	567996	567996	567996	1	566453,	567996,
RP5-857K21.7	ENST00000427426.1	chr1	+	568136	568818	568818	568818	1	568136,	568818,
MTATP8P1	ENST00000467115.1	chr1	+	568914	569121	569121	569121	1	568914,	569121,
MTATP6P1	ENST00000514057.1	chr1	+	569075	569756	569756	569756	1	569075,	569756,
RP5-857K21.11	ENST00000416718.2	chr1	+	569755	570302	570302	570302	1	569755,	570302,
WBP1LP6	ENST00000438434.2	chr1	+	610221	610645	610645	610645	1	610221,	610645,
OR4F16	ENST00000332831.2	chr1	-	621058	622053	621095	622034	1	621058,	622053,
CICP3	ENST00000440782.3	chr1	+	657471	660283	660283	660283	2	657471,660097,	659740,660283,
RP11-206L10.1	ENST00000506640.1	chr1	-	661610	663527	663527	663527	2	661610,663053,	662372,663527,
RP11-206L10.3	ENST00000416385.1	chr1	-	677192	685396	685396	685396	2	677192,682074,	678730,685396,
RNU6-1199P	ENST00000411249.1	chr1	-	693612	693716	693716	693716	1	693612,	693716,
RP11-206L10.5	ENST00000417659.1	chr1	-	694411	700305	700305	700305	2	694411,700102,	694503,700305,
RP11-206L10.4	ENST00000422528.1	chr1	+	696290	697369	697369	697369	2	696290,697157,	696534,697369,
RP11-206L10.2	ENST00000428504.1	chr1	-	700236	714006	714006	714006	7	700236,701708,703927,704876,708355,709550,713663,	700627,701767,703993,705092,708487,709660,714006,
RP11-206L10.9	ENST00000457084.1	chr1	+	714161	717571	717571	717571	2	714161,717316,	714472,717571,
RP11-206L10.9	ENST00000589899.1	chr1	+	714309	720035	720035	720035	4	714309,717316,718490,719749,	714472,717423,718743,720035,
RP11-206L10.9	ENST00000429505.1	chr1	+	714435	740255	740255	740255	3	714435,739298,740155,	714472,739602,740255,
RP11-206L10.9	ENST00000434264.1	chr1	+	717324	720070	720070	720070	2	717324,719749,	717516,720070,
RP11-206L10.9	ENST00000585826.1	chr1	+	719749	720139	720139	720139	1	719749,	720139,
RP11-206L10.9	ENST00000592547.1	chr1	+	719749	720357	720357	720357	1	719749,	720357,
RP11-206L10.9	ENST00000586928.1	chr1	+	719749	722246	722246	722246	2	719749,721772,	719873,722246,
RP11-206L10.9	ENST00000585745.1	chr1	+	719749	730893	730893	730893	2	719749,730849,	719873,730893,
RP11-206L10.9	ENST00000585768.1	chr1	+	719749	737256	737256	737256	2	719749,736986,	719873,737256,
RP11-206L10.9	ENST00000590848.1	chr1	+	719749	740212	740212	740212	5	719749,728261,730849,739330,740155,	719873,728421,730962,739602,740212,
RP11-206L10.9	ENST00000587530.1	chr1	+	719749	740507	740507	740507	4	719749,738946,739298,740155,	719873,739047,739602,740507,
RP11-206L10.9	ENST00000591440.1	chr1	+	719749	740507	740507	740507	3	719749,739298,740155,	719873,739602,740507,
RP11-206L10.9	ENST00000593022.1	chr1	+	719749	741839	741839	741839	4	719749,739298,740155,741765,	719873,739602,740346,741839,
RP11-206L10.9	ENST00000589531.1	chr1	+	719749	742694	742694	742694	4	719749,739301,740155,742596,	719873,739602,740346,742694,
RP11-206L10.9	ENST00000588951.1	chr1	+	719749	745109	745109	745109	4	719749,739298,742596,745037,	719873,739602,742703,745109,
RP11-206L10.9	ENST00000586288.1	chr1	+	719775	742701	742701	742701	7	719775,728261,730849,738946,739330,740155,742596,	719873,728421,730962,739047,739602,740346,742701,
RP11-206L10.9	ENST00000591702.1	chr1	+	721179	723052	723052	723052	1	721179,	723052,
RP11-206L10.9	ENST00000358533.2	chr1	+	721319	722513	722513	722513	1	721319,	722513,
RP11-206L10.9	ENST00000587126.1	chr1	+	740155	740650	740650	740650	1	740155,	740650,
RP11-206L10.9	ENST00000443772.1	chr1	+	740178	742845	742845	742845	2	740178,742596,	740346,742845,
RP11-206L10.9	ENST00000412115.1	chr1	+	740311	745440	745440	745440	3	740311,742596,745001,	740346,742703,745440,
RP11-206L10.8	ENST00000447500.1	chr1	-	736258	745541	745541	745541	4	736258,741178,743953,745446,	736543,741271,744003,745541,
RP11-206L10.8	ENST00000590817.1	chr1	-	736258	745541	745541	745541	4	736258,741178,743953,745446,	736543,741271,744003,745541,
AL669831.1	ENST00000599533.1	chr1	-	738531	739137	738531	739137	3	738531,738787,739120,	738618,738812,739137,
RP11-206L10.10	ENST00000435300.1	chr1	-	745488	753092	753092	753092	2	745488,752752,	745550,753092,
FAM87B	ENST00000326734.1	chr1	+	752750	755214	755214	755214	2	752750,754102,	753582,755214,
LINC00115	ENST00000473798.1	chr1	-	761585	762902	762902	762902	1	761585,	762902,
LINC00115	ENST00000536430.1	chr1	-	761588	762886	762886	762886	1	761588,	762886,
RP11-206L10.11	ENST00000445118.2	chr1	+	762987	794826	794826	794826	5	762987,764382,787306,788050,788770,	763155,764484,787490,788146,794826,
RP11-206L10.11	ENST00000441765.1	chr1	+	763046	777118	777118	777118	3	763046,764382,776579,	763155,764484,777118,
RP11-206L10.11	ENST00000449005.1	chr1	+	763052	789006	789006	789006	6	763052,764382,783033,787306,788050,788770,	763155,764484,783186,787490,788146,789006,
RP11-206L10.11	ENST00000416570.1	chr1	+	763078	788146	788146	788146	5	763078,764382,783033,787306,788050,	763155,764484,783186,787490,788146,
RP11-206L10.11	ENST00000448975.2	chr1	+	763078	788146	788146	788146	5	763078,764382,783033,787306,788050,	763155,764484,783186,787490,788146,
RP11-206L10.11	ENST00000415295.1	chr1	+	766984	777400	777400	777400	2	766984,776579,	767057,777400,
RP11-206L10.11	ENST00000425657.1	chr1	+	786727	788132	788132	788132	2	786727,788050,	787490,788132,
FAM41C	ENST00000446136.1	chr1	-	803450	812283	812283	812283	3	803450,809491,812125,	804055,810535,812283,
FAM41C	ENST00000432963.1	chr1	-	803619	805581	805581	805581	4	803619,804006,804907,805465,	803910,804055,804955,805581,
FAM41C	ENST00000427857.1	chr1	-	803782	812182	812182	812182	3	803782,810419,812125,	804055,810535,812182,
TUBB8P11	ENST00000415481.1	chr1	+	808671	809729	809729	809729	1	808671,	809729,
AL645608.2	ENST00000594233.1	chr1	+	818042	819983	818042	819983	3	818042,819495,819960,	818058,819513,819983,
RP11-54O7.16	ENST00000607769.1	chr1	+	840213	851356	851356	851356	2	840213,851129,	840337,851356,
RP11-54O7.1	ENST00000448179.1	chr1	+	846814	850328	850328	850328	2	846814,847324,	846853,850328,
RP11-54O7.2	ENST00000398216.2	chr1	+	849550	850351	850351	850351	2	849550,850182,	849824,850351,
RP11-54O7.3	ENST00000417705.1	chr1	-	852249	855072	855072	855072	4	852249,853401,854204,854714,	853100,853490,854295,855072,
RP11-54O7.3	ENST00000432961.1	chr1	-	852749	853914	853914	853914	2	852749,853401,	852866,853914,
SAMD11	ENST00000420190.1	chr1	+	860259	874671	861321	874671	7	860259,861301,865534,866418,871151,874419,874654,	860328,861393,865716,866469,871276,874509,874671,
SAMD11	ENST00000437963.1	chr1	+	860529	871173	861321	871173	5	860529,861301,865534,866418,871151,	860569,861393,865716,866469,871173,
SAMD11	ENST00000342066.3	chr1	+	861117	879955	861321	879533	14	861117,861301,865534,866418,871151,874419,874654,876523,877515,877789,877938,878632,879077,879287,	861180,861393,865716,866469,871276,874509,874840,876686,877631,877868,878438,878757,879188,879955,
SAMD11	ENST00000341065.4	chr1	+	865691	879955	865691	879533	12	865691,866418,871151,874419,874654,876523,877515,877789,877938,878632,879077,879287,	865716,866469,871276,874509,874792,876686,877631,877868,878438,878757,879188,879955,
SAMD11	ENST00000455979.1	chr1	+	874654	879639	874654	879533	7	874654,876523,877515,877789,877938,878632,879077,	874840,876686,877631,877868,878438,878757,879639,
SAMD11	ENST00000478729.1	chr1	+	875725	877553	877553	877553	3	875725,876523,877515,	875842,876686,877553,
SAMD11	ENST00000474461.1	chr1	+	876455	878374	878374	878374	4	876455,877515,877789,877938,	876686,877631,877868,878374,
SAMD11	ENST00000466827.1	chr1	+	877482	878182	878182	878182	2	877482,877789,	877631,878182,
SAMD11	ENST00000464948.1	chr1	+	877545	878272	878272	878272	2	877545,877938,	877868,878272,
AL645608.1	ENST00000598827.1	chr1	-	861263	866445	861263	866445	6	861263,863254,865555,865665,865989,866425,	861406,863261,865660,865719,865996,866445,
NOC2L	ENST00000483767.1	chr1	-	879583	882440	882440	882440	5	879583,880421,880897,881552,881781,	880180,880526,881033,881666,882440,
NOC2L	ENST00000327044.6	chr1	-	879583	894670	880073	894620	19	879583,880436,880897,881552,881781,883510,883869,886506,887379,887791,888554,889161,889383,891302,891474,892273,892478,894308,894594,	880180,880526,881033,881666,881925,883612,883983,886618,887519,887980,888668,889272,889462,891393,891595,892405,892653,894461,894670,
NOC2L	ENST00000477976.1	chr1	-	879584	893838	893838	893838	17	879584,880421,880897,881552,881781,883510,883869,886506,887379,887791,888554,889161,889383,891302,891474,892273,892478,	880180,880526,881033,881666,881925,883612,883983,886618,887519,887980,888668,889272,889903,891393,891595,892405,893838,
NOC2L	ENST00000496938.1	chr1	-	880698	880942	880942	880942	2	880698,880897,	880802,880942,
NOC2L	ENST00000487214.1	chr1	-	889805	894689	894689	894689	7	889805,891302,891474,892273,892478,894308,894594,	889903,891393,891595,892405,892653,894461,894689,
NOC2L	ENST00000469563.1	chr1	-	893625	894636	894636	894636	2	893625,894594,	894461,894636,
KLHL17	ENST00000338591.3	chr1	+	895966	901095	896073	900571	12	895966,896672,897008,897205,897734,898083,898488,898716,899299,899486,899728,900342,	896180,896932,897130,897427,897851,898297,898633,898884,899388,899560,899910,901095,
KLHL17	ENST00000463212.1	chr1	+	896828	897858	897858	897858	2	896828,897205,	897130,897858,
KLHL17	ENST00000466300.1	chr1	+	898106	899910	898106	898766	6	898106,898411,898716,899299,899486,899728,	898297,898633,898884,899388,899547,899910,
KLHL17	ENST00000481067.1	chr1	+	898931	899544	899544	899544	2	898931,899486,	899388,899544,
PLEKHN1	ENST00000379410.3	chr1	+	901876	910488	901911	909955	16	901876,902083,905656,905900,906065,906258,906492,906703,907454,907667,908240,908565,908879,909212,909695,909821,	901994,902183,905803,905981,906138,906386,906588,906784,907530,907804,908390,908706,909020,909431,909744,910488,
PLEKHN1	ENST00000379407.2	chr1	+	901876	910476	901911	909955	15	901876,902083,905656,905900,906065,906258,906456,906703,907454,907667,908240,908879,909212,909695,909821,	901994,902183,905803,905981,906138,906386,906588,906784,907530,907804,908390,909020,909431,909744,910476,
PLEKHN1	ENST00000379409.2	chr1	+	901881	910388	901911	909955	15	901881,902083,905656,905900,906065,906456,906703,907454,907667,908240,908565,908879,909212,909695,909821,	901994,902183,905803,905981,906386,906588,906784,907530,907804,908390,908706,909020,909431,909744,910388,
PLEKHN1	ENST00000480267.1	chr1	+	906254	906903	906903	906903	3	906254,906456,906703,	906386,906588,906903,
PLEKHN1	ENST00000491024.1	chr1	+	908891	911245	908891	909955	5	908891,909212,909695,909821,911091,	909020,909431,909744,909968,911245,
C1orf170	ENST00000433179.2	chr1	-	910578	917497	911551	917497	5	910578,911878,914260,916516,917444,	911649,912004,916037,916553,917497,
C1orf170	ENST00000341290.2	chr1	-	910583	917473	911551	916546	5	910583,911878,914260,916516,917444,	911649,912004,916037,916553,917473,
C1orf170	ENST00000479361.1	chr1	-	910584	912021	912021	912021	2	910584,911878,	911649,912021,
RP11-54O7.17	ENST00000606034.1	chr1	-	931345	933431	933431	933431	1	931345,	933431,
HES4	ENST00000428771.2	chr1	-	934341	935552	934438	935353	3	934341,934905,935071,	934812,934993,935552,
HES4	ENST00000304952.6	chr1	-	934343	935491	934438	935353	4	934343,934905,935071,935245,	934812,934993,935167,935491,
HES4	ENST00000481869.1	chr1	-	934345	935476	935476	935476	2	934345,934905,	934812,935476,
HES4	ENST00000484667.2	chr1	-	934349	935361	934438	935353	3	934349,934905,935245,	934812,934993,935361,
RP11-54O7.10	ENST00000423619.2	chr1	-	943455	943609	943609	943609	1	943455,	943609,
RP11-54O7.11	ENST00000458555.1	chr1	-	947376	948573	948573	948573	2	947376,948296,	947570,948573,
ISG15	ENST00000379389.4	chr1	+	948802	949920	948953	949858	2	948802,949363,	948956,949920,
AGRN	ENST00000379370.2	chr1	+	955502	991496	955552	990361	36	955502,957580,970656,976044,976552,976857,977335,978618,978917,979202,979488,979713,980540,980738,981112,981343,981539,981776,982199,982706,982952,983155,983391,984246,984615,984945,985282,985612,985806,986105,986632,986832,987107,989132,989827,990203,	955753,957842,970704,976260,976777,977082,977542,978837,979112,979403,979637,979819,980657,980903,981256,981468,981645,982115,982337,982834,983067,983275,983745,984439,984831,985175,985417,985709,985971,986217,986749,987025,987195,989357,989931,991496,
AGRN	ENST00000477585.1	chr1	+	969485	976105	976105	976105	3	969485,970656,976044,	970083,970704,976105,
AGRN	ENST00000469403.1	chr1	+	970246	976777	976777	976777	3	970246,976044,976552,	970704,976260,976777,
AGRN	ENST00000479707.1	chr1	+	980778	981729	981729	981729	4	980778,981112,981343,981539,	980903,981256,981468,981729,
AGRN	ENST00000466223.1	chr1	+	982580	983245	983245	983245	3	982580,982952,983155,	982834,983067,983245,
AGRN	ENST00000478677.1	chr1	+	982854	983218	983218	983218	2	982854,983155,	983067,983218,
AGRN	ENST00000492947.1	chr1	+	983908	984774	984774	984774	2	983908,984615,	984439,984774,
AGRN	ENST00000419249.1	chr1	+	985935	989330	985935	989330	9	985935,986105,986411,986632,986832,987107,987372,988840,989132,	985971,986217,986423,986749,987025,987195,987396,988873,989330,
AGRN	ENST00000461111.1	chr1	+	987365	991492	991492	991492	3	987365,989827,990203,	989357,989931,991492,
RP11-54O7.14	ENST00000418300.1	chr1	+	990412	991496	991496	991496	2	990412,991277,	990595,991496,
RP11-465B22.3	ENST00000427998.1	chr1	+	995113	1001836	1001836	1001836	4	995113,995659,998458,1001209,	995226,995773,998581,1001836,
RP11-465B22.3	ENST00000394517.2	chr1	+	996399	1001385	1001385	1001385	3	996399,998458,1001209,	996497,998581,1001385,
RP11-465B22.3	ENST00000442292.1	chr1	+	997587	998668	998668	998668	2	997587,998440,	998188,998668,
RP11-465B22.3	ENST00000412397.1	chr1	+	998455	1004735	1004735	1004735	10	998455,998859,999589,999869,1000731,1001966,1002945,1003248,1003956,1004587,	998579,998946,999781,999969,1000855,1002047,1003026,1003383,1004104,1004735,
RP11-465B22.3	ENST00000456409.1	chr1	+	998458	1001836	1001836	1001836	2	998458,1001209,	998581,1001836,
RP11-465B22.3	ENST00000433695.1	chr1	+	999874	1001654	1001654	1001654	2	999874,1001209,	999969,1001654,
RP11-465B22.3	ENST00000451054.1	chr1	+	999897	1001821	1001821	1001821	2	999897,1001328,	999969,1001821,
RNF223	ENST00000453464.2	chr1	-	1006345	1009687	1007196	1007946	2	1006345,1009395,	1007955,1009687,
C1orf159	ENST00000379339.1	chr1	-	1017197	1051461	1018272	1026923	12	1017197,1019294,1019860,1021257,1022518,1022881,1025732,1026255,1026851,1027370,1050401,1051439,	1018367,1019763,1019886,1021392,1022584,1022977,1025808,1026363,1026945,1027483,1050455,1051461,
C1orf159	ENST00000448924.1	chr1	-	1017197	1051736	1018272	1026923	11	1017197,1019294,1019860,1021257,1022518,1022881,1025732,1026255,1026851,1027370,1051439,	1018367,1019763,1019886,1021392,1022584,1022977,1025808,1026363,1026945,1027483,1051736,
C1orf159	ENST00000294576.5	chr1	-	1017197	1051736	1018272	1026923	10	1017197,1019294,1019860,1021257,1022518,1022881,1025732,1026851,1027370,1051439,	1018367,1019763,1019886,1021392,1022584,1022977,1025808,1026945,1027483,1051736,
C1orf159	ENST00000465822.1	chr1	-	1017202	1027457	1027457	1027457	9	1017202,1019732,1020630,1021257,1022518,1022881,1025732,1026851,1027370,	1018367,1019886,1020690,1021392,1022584,1022977,1025808,1026945,1027457,
C1orf159	ENST00000379325.3	chr1	-	1017202	1051475	1019398	1026923	11	1017202,1019294,1019732,1019860,1021257,1022518,1022881,1025732,1026851,1027370,1051439,	1018367,1019466,1019763,1019886,1021392,1022584,1022977,1025808,1026945,1027483,1051475,
C1orf159	ENST00000421241.2	chr1	-	1017202	1051478	1018272	1026923	10	1017202,1019732,1019860,1021257,1022518,1022881,1025732,1026851,1027370,1051439,	1018367,1019763,1019886,1021392,1022584,1022977,1025808,1026945,1027483,1051478,
C1orf159	ENST00000487177.1	chr1	-	1017204	1023016	1023016	1023016	3	1017204,1021257,1022518,	1019886,1021392,1023016,
C1orf159	ENST00000477196.1	chr1	-	1017204	1051469	1026529	1026923	10	1017204,1019294,1019860,1021257,1022518,1022881,1025732,1026851,1027370,1051439,	1018367,1019763,1019886,1021392,1022584,1022977,1026754,1026945,1027483,1051469,
C1orf159	ENST00000467751.1	chr1	-	1017204	1051469	1022886	1026923	12	1017204,1019294,1019732,1019860,1021257,1022518,1022881,1025732,1026657,1026851,1027370,1051439,	1018367,1019466,1019763,1019886,1021392,1022584,1022977,1025808,1026754,1026945,1027483,1051469,
C1orf159	ENST00000464905.1	chr1	-	1017525	1019452	1019452	1019452	3	1017525,1017983,1019294,	1017633,1018367,1019452,
C1orf159	ENST00000379320.1	chr1	-	1017614	1027554	1018272	1026923	8	1017614,1019294,1019860,1021257,1022518,1022881,1025732,1026851,	1018367,1019763,1019886,1021392,1022584,1022977,1025808,1027554,
C1orf159	ENST00000379319.1	chr1	-	1018079	1041507	1018272	1026923	10	1018079,1019732,1019860,1021257,1022518,1022881,1025732,1026851,1027370,1041335,	1018367,1019763,1019886,1021392,1022584,1022977,1025808,1026945,1027483,1041507,
C1orf159	ENST00000434641.1	chr1	-	1018295	1051475	1018295	1026923	11	1018295,1019294,1019732,1019860,1021257,1022518,1022881,1025732,1026851,1027370,1051439,	1018367,1019391,1019763,1019886,1021392,1022584,1022977,1025808,1026945,1027483,1051475,
C1orf159	ENST00000482816.1	chr1	-	1019305	1051623	1051623	1051623	10	1019305,1019732,1019860,1021257,1022518,1022881,1025732,1026851,1027370,1051439,	1019466,1019763,1019886,1021392,1022584,1022977,1025808,1026945,1027483,1051623,
C1orf159	ENST00000437760.1	chr1	-	1019833	1051736	1019833	1026923	9	1019833,1020630,1021257,1022518,1022881,1025732,1026851,1027370,1051439,	1019886,1020690,1021392,1022584,1022977,1025808,1026945,1027483,1051736,
C1orf159	ENST00000462097.1	chr1	-	1022518	1051736	1022518	1026923	7	1022518,1022881,1025732,1026851,1027370,1041335,1051439,	1022584,1022977,1025808,1026945,1027483,1041429,1051736,
C1orf159	ENST00000473600.1	chr1	-	1022520	1027674	1027674	1027674	5	1022520,1022881,1025732,1026851,1027370,	1022584,1022977,1025967,1026945,1027674,
C1orf159	ENST00000475119.1	chr1	-	1022569	1051741	1022569	1026923	6	1022569,1022881,1025732,1026851,1027370,1051439,	1022584,1022977,1025808,1026989,1027483,1051741,
