source	target	weight	p_value
Androgen	Sec14l2	4.38852738911	3.4431298313599995e-14
Androgen	Psmd8	3.65732836091	3.63130513581e-14
Androgen	Ube2j1	3.76002103397	3.7958081863899994e-14
Androgen	Fut8	-4.40595359044	7.24871844689e-14
Androgen	Pak1ip1	7.6919315634	9.461596297639999e-14
Androgen	Manea	-4.00414637037	1.16701147392e-13
Androgen	Gcg	-2.17133592689	1.25162965851e-13
Androgen	Selenop	6.33678058131	1.2801463519300001e-13
Androgen	Trpm8	3.83541868895	1.47502166728e-13
Androgen	Scap	2.92921089044	1.59470971519e-13
Androgen	Mccc2	2.80800480204	2.0083809352900001e-13
Androgen	Nnmt	6.09032697311	2.1658196130900001e-13
Androgen	Greb1	5.56495649091	2.46032761119e-13
Androgen	Abhd2	5.229518364	2.71211216891e-13
Androgen	Pnlip	2.44136328553	3.39165013782e-13
Androgen	Mapk6	3.24653513246	3.75198904584e-13
Androgen	Tnfaip8	6.83059409493	4.63827179666e-13
Androgen	Tmem38b	-4.13283619758	6.11108164504e-13
Androgen	Kalrn	-1.18918847198	6.46161953203e-13
Androgen	Mpzl1	2.503403837	7.39867775201e-13
Androgen	Zbtb10	4.66305998722	1.08254288997e-12
Androgen	Colec12	-3.87535587493	1.1393266436900002e-12
Androgen	Dennd1b	-3.51973011425	1.34688526082e-12
Androgen	Trim45	-2.4815293526	1.4771177454500001e-12
Androgen	Rab27a	4.18865850226	1.6075943172e-12
Androgen	Grb10	-4.89075851789	1.6273015678600001e-12
Androgen	Akap5	2.36868028532	1.7517208651700001e-12
Androgen	Snrk	-2.28589368592	2.5925308326500003e-12
Androgen	Klk15	1.28276459453	2.68051284415e-12
Androgen	Saysd1	-1.61029533463	2.91571786653e-12
Androgen	Trim36	3.33793117497	3.1025999329200004e-12
Androgen	Orc5	3.28469858407	3.6124193766900004e-12
Androgen	Pla2g5	1.60273782257	3.72745254988e-12
Androgen	Chka	3.74431578374	3.73027353164e-12
Androgen	Abcc1	3.44972478714	6.56043273517e-12
Androgen	Ppp1cb	3.35835556015	7.79943658535e-12
Androgen	Bard1	-4.80969112827	8.868711557560001e-12
Androgen	Hebp2	2.81694520151	9.40472773089e-12
Androgen	Ola1	2.33763911297	1.00332435749e-11
Androgen	Tenm1	2.37952949137	1.14222825071e-11
Androgen	Galnt10	-2.97199575307	1.3077162187e-11
Androgen	Crebzf	-1.84097927528	1.71054008359e-11
Androgen	Inpp4b	4.80451897788	1.73491156122e-11
Androgen	Man1a1	-6.21456367095	1.88463483718e-11
Androgen	Rarb	2.7037332567	2.41731168855e-11
Androgen	Slc43a1	4.03557670537	2.6367595862e-11
Androgen	Ppfibp2	2.94436167377	2.86685616907e-11
Androgen	St6galnac5	-2.39871940096	3.08381303237e-11
Androgen	Pctp	3.41095116797	3.14637280802e-11
Androgen	Pitx1	-2.68040248873	3.20819791436e-11
Androgen	Irs2	6.85366315869	3.68713737725e-11
Androgen	Myrip	-3.01545080602	4.14787662831e-11
Androgen	Fech	2.56997936462	5.09483813931e-11
Androgen	Socs2	4.66149336276	6.48113052058e-11
Androgen	Mycbp2	2.53763323677	6.53027187236e-11
Androgen	Slc35f2	4.53735066489	6.75325850211e-11
Androgen	Mapre2	-1.92481153106	6.92422640553e-11
Androgen	Tulp4	-3.19079944336	8.63412438326e-11
Androgen	Atp1a1	2.77926385092	8.64986323506e-11
Androgen	Sec24d	2.95807251287	8.94426526526e-11
Androgen	Ptpn21	2.06260525556	8.98738220828e-11
Androgen	Kcnd2	2.76909126593	9.17071596519e-11
Androgen	Trps1	-3.76135107079	9.5292660199e-11
Androgen	Ficd	3.21752457891	1.21876322929e-10
Androgen	Znf613	1.74072240514	1.42344587343e-10
Androgen	Pfkfb2	1.89195656962	1.47337510425e-10
Androgen	Tiparp	8.33235975736	1.5252635249e-10
Androgen	Efcab11	-1.68724970775	1.70710330324e-10
Androgen	Cngb3	1.07824343485	1.83849700174e-10
Androgen	Zbtb43	-3.14677333308	2.36331309999e-10
Androgen	Slc16a6	6.47193846835	2.4294971901e-10
Androgen	Atmin	2.74457562546	2.55327143474e-10
Androgen	Spryd7	2.27908159478	2.59445352034e-10
Androgen	Nedd4l	3.64754064957	2.7839986865e-10
Androgen	Insl5	-1.38488146249	3.42510466891e-10
Androgen	Dbi	5.25429582369	3.52477165734e-10
Androgen	Map9	3.21986327804	4.23833566163e-10
Androgen	Dnajb9	4.90128301361	4.62764475602e-10
Androgen	Lin7b	2.01617513997	4.71936084494e-10
Androgen	Mid1	-3.30355895531	4.86415870237e-10
Androgen	Prkch	3.08552297923	5.62547573566e-10
Androgen	Lonrf1	2.31269620134	6.20524020213e-10
Androgen	Nt5dc3	3.00507292311	7.39052299493e-10
Androgen	Ints8	-2.77270714922	7.42442628128e-10
Androgen	Dio1	-3.05812302105	7.58888543348e-10
Androgen	Wnt7b	2.72154168855	8.47740270989e-10
Androgen	Fam110b	2.69257628281	8.53962453823e-10
Androgen	Tut7	2.48455310046	8.8861592842e-10
Androgen	Hpgd	7.53897406539	9.35964874494e-10
Androgen	Amigo2	-8.63080529272	9.77793228786e-10
Androgen	Cpeb3	2.40572209123	1.08410482486e-9
Androgen	Tapt1	-1.42027667075	1.25884572942e-9
Androgen	Cartpt	1.18448677234	1.26225342479e-9
Androgen	Tgm3	-1.80271650331	1.28955521377e-9
Androgen	Zbbx	-1.67411043802	1.30661262069e-9
Androgen	Efhc2	-1.70612091232	1.31281897234e-9
Androgen	Tex2	3.29953815655	1.47027962719e-9
Androgen	Mtor	1.5902665705	1.54001481782e-9
Androgen	Acsm1	1.1669406865	1.54534035576e-9
Androgen	Abcg2	-4.0165473862	1.78800511312e-9
Androgen	Dcaf6	2.66396654933	1.97802850057e-9
Androgen	Apof	-1.30792748615	2.15078706873e-9
Androgen	Sptlc3	-2.80921636126	2.22139689582e-9
Androgen	Bbx	2.96983477776	2.43633895335e-9
Androgen	Lcp1	3.69256277711	3.97017294135e-9
Androgen	Slc19a2	5.2802632482	4.40199668828e-9
Androgen	Degs1	5.09409858841	4.61399204185e-9
Androgen	Ltn1	-2.45145984002	4.94194318553e-9
Androgen	Stk17b	3.69386229774	7.36006984696e-9
Androgen	Sec24b	2.81452395167	8.73806849154e-9
Androgen	Acaca	2.29560033323	1.10813681628e-8
Androgen	Ssr1	2.21951608034	1.12046997343e-8
Androgen	Parva	2.05191252043	1.1221109783e-8
Androgen	Gnai1	3.33506333071	1.1395099369e-8
Androgen	Pnma1	3.46477927765	1.45315982233e-8
Androgen	Gcfc2	3.10998663403	1.54607639326e-8
Androgen	Gucy1a1	2.68468055138	1.63189739171e-8
Androgen	Slc12a6	-2.69364780416	1.82016878823e-8
Androgen	Cnga1	-1.62093538099	1.91306498206e-8
Androgen	Bmerb1	-2.08985897544	2.0222593763e-8
Androgen	Arhgap6	1.78568950794	2.02490139862e-8
Androgen	Appbp2	2.98388803447	2.11443223161e-8
Androgen	Mylk	-3.09341914654	2.13581500628e-8
Androgen	Fzd3	-2.98379494341	2.16476583639e-8
Androgen	Micu1	-2.34111100285	2.59324577929e-8
Androgen	Tnfrsf10b	2.9047619247	2.60829642091e-8
Androgen	Bcap29	2.12459040854	2.96716086527e-8
Androgen	Serp1	2.07945113128	3.53224328901e-8
Androgen	Serpini1	-3.49727417709	4.17098333672e-8
Androgen	Ehf	3.17740626045	4.19857055035e-8
Androgen	Znf350	1.93306551564	4.25368142404e-8
Androgen	Luzp2	-1.72833458159	4.42180202536e-8
Androgen	Hoxb13	-2.19614292827	4.43167582471e-8
Androgen	Cnksr2	1.81552916332	4.91129817119e-8
Androgen	Chpt1	2.70747417305	5.48538727506e-8
Androgen	Cyth1	2.05235658595	5.6930462741e-8
Androgen	Adgrv1	-1.04444493964	5.70030226047e-8
Androgen	Bche	-3.7747380705	5.71775828861e-8
Androgen	Ptbp2	-2.01737422916	5.75825848674e-8
Androgen	Mtmr2	2.13646736344	5.90541622527e-8
Androgen	Hsd17b11	3.38981276512	6.31347193847e-8
Androgen	Spock1	4.06659802779	6.44988195273e-8
Androgen	Prr15l	3.8148997976	6.65428457657e-8
Androgen	Gmppa	1.81423577606	7.14395755523e-8
Androgen	Ankh	2.8727763393	7.88276437149e-8
Androgen	Wdr44	1.65933530683	7.905629638e-8
Androgen	Ralb	-2.7136056361	8.08248407148e-8
Androgen	Dgkh	-1.98986609522	8.39415248297e-8
Androgen	Map7d1	2.53725242721	8.64867972696e-8
Androgen	Erp44	1.28062539593	8.89037360011e-8
Androgen	Rnf43	-2.71153223536	9.61298563099e-8
Androgen	Ccdc93	-1.70367008115	1.06753603046e-7
Androgen	Rbfox2	-1.41364504815	1.13280737203e-7
Androgen	Kdelr2	2.30663488162	1.17267932479e-7
Androgen	Lyve1	5.51200140972	1.23335210972e-7
Androgen	Adam22	-1.02603873533	1.26541474087e-7
Androgen	Pkp4	-2.04715052488	1.42419587347e-7
Androgen	Klf5	5.16023531883	1.50653877522e-7
Androgen	Ern1	2.62980505762	1.56363609806e-7
Androgen	Lpcat4	-1.8180060553	1.57148314974e-7
Androgen	Ndrg1	10.6219803008	1.77876606382e-7
Androgen	Atp11b	1.82642076165	1.91677268431e-7
Androgen	Creb3l2	2.1923341289	1.9841214138e-7
Androgen	Herpud1	3.35136776356	2.0130880713e-7
Androgen	Nat1	4.36766134969	2.13500405012e-7
Androgen	Srp19	2.67846488051	2.17297957266e-7
Androgen	Plppr1	-1.46434922314	2.19624795899e-7
Androgen	Synj1	2.07659998881	2.26903692841e-7
Androgen	Ghr	4.77678266193	2.26910551446e-7
Androgen	Hipk2	2.87229300848	2.33741663806e-7
Androgen	Taok3	2.08293403934	2.4991141314e-7
Androgen	Nova1	-1.27304909761	2.73965494347e-7
Androgen	Bmpr1a	2.36619063166	2.8370368289e-7
Androgen	Ddx42	-1.7999277269	2.98177433095e-7
Androgen	Abcg1	-2.79240214286	3.10007934248e-7
Androgen	Prkca	2.05003702997	3.28723828467e-7
Androgen	Zfhx3	1.59320191762	3.31475960841e-7
Androgen	Npc1	2.16840971584	3.33649690857e-7
Androgen	Prdx6	2.22400670798	3.55708423106e-7
Androgen	Gper1	-2.0719187497	3.70075139933e-7
Androgen	Il1r1	3.39643427486	3.70640908134e-7
Androgen	Pdss2	-0.9780308425	4.23969145741e-7
Androgen	Epb41l4b	1.34656840482	4.31854453016e-7
Androgen	Gorasp2	1.92648208185	4.35307159684e-7
Androgen	Gask1b	-5.301028616	4.39698459522e-7
Androgen	Myh10	-2.59813156103	4.57770600059e-7
Androgen	Plpp2	-2.17133442791	5.72784728718e-7
Androgen	Slc20a2	-2.31873600468	5.73913412356e-7
Androgen	Cobl	-2.28704554045	5.9238907814e-7
Androgen	Pak1	-1.93543786313	6.93846766688e-7
Androgen	Tmem47	3.5903229101	7.16906054674e-7
Androgen	Cdc42ep3	4.79784377384	7.17272197501e-7
Androgen	Ergic2	1.84324988036	7.35709057142e-7
Androgen	Ndufv1	-1.29549843003	7.38465978704e-7
Androgen	Rnft2	-1.86742520312	7.44166907256e-7
Androgen	Tspan5	-2.38404860756	7.5133958243e-7
Androgen	Sema6a	-2.61147346288	7.52584668261e-7
Androgen	Sc5d	2.37507635146	7.95021762114e-7
Androgen	Camk1d	-1.85267427864	8.02723374675e-7
Androgen	Slc44a1	-2.28323607657	8.24519845671e-7
Androgen	Sap30	1.91996836724	8.65170325637e-7
Androgen	Reps2	2.44558558873	8.76710841411e-7
Androgen	Rreb1	0.910165100939	8.83479799095e-7
Androgen	Lrch1	1.95417863244	9.15652610879e-7
Androgen	Thrb	2.04653988374	9.15798469394e-7
Androgen	Stk3	-1.74725434012	9.755003342e-7
Androgen	Ptprr	-3.4979980752	9.97050014458e-7
Androgen	Smpd2	2.00896147935	1.00839506967e-6
Androgen	Uqcc1	-1.39363356804	1.04468750045e-6
Androgen	Clgn	3.62954455627	1.09429234571e-6
Androgen	Pgm3	2.4241280143	1.11737523604e-6
Androgen	Acad8	3.0277185672	1.16683194345e-6
Androgen	Nkx3-2	1.76403636014	1.22011523527e-6
Androgen	Sash1	3.66820299125	1.22223905775e-6
Androgen	Ift57	1.94700381559	1.22888549239e-6
Androgen	Pknox2	-1.32581044489	1.29186597884e-6
Androgen	Abca12	-3.34489595237	1.29560989453e-6
Androgen	Kctd3	2.75470943233	1.3133250189e-6
Androgen	Manba	-3.14232844368	1.31393763599e-6
Androgen	Ptrh2	2.58174571209	1.4021581544e-6
Androgen	Ppfibp1	1.7948038176	1.48919600775e-6
Androgen	Slco2a1	5.01610967418	1.5132980557e-6
Androgen	Myt1	-0.852577333297	1.53225744851e-6
Androgen	Cyp11a1	1.36259409182	1.65881890617e-6
Androgen	Col5a2	-3.26048054969	1.69698024906e-6
Androgen	Slc5a1	-1.11726984812	1.71786225064e-6
Androgen	Sh3d21	1.6012014506	1.83618336312e-6
Androgen	Sh3bgrl	2.98099523532	1.91345016638e-6
Androgen	Patz1	-1.32234957103	1.93031429513e-6
Androgen	Cmc2	3.9173087043	1.95103262739e-6
Androgen	Nfkbia	5.74180310867	2.04146327523e-6
Androgen	Glrx2	3.39230202975	2.05691072483e-6
Androgen	Rln1	1.56340172333	2.17440532623e-6
Androgen	Tmem39a	1.56477586261	2.20506679132e-6
Androgen	Mctp1	-2.83604569655	2.29785808376e-6
Androgen	Vcl	2.29361215586	2.34227078966e-6
Androgen	Rnf2	1.26647233426	2.40102937008e-6
Androgen	Elovl2	3.25766334433	2.40793186666e-6
Androgen	Macir	-3.24537763906	2.40826241169e-6
Androgen	Garnl3	-0.888274764513	2.41626611465e-6
Androgen	Atxn2	1.70148300199	2.4245563698e-6
Androgen	Ube2e1	1.67457030253	2.48587586369e-6
Androgen	Aldh1a3	4.43114339872	2.51005603687e-6
Androgen	Ube2d1	1.90503417699	2.55701047198e-6
Androgen	Cntnap2	1.26361818559	2.65902745631e-6
Androgen	Rnf34	-1.67868098742	2.70342663705e-6
Androgen	Hspa1l	-1.2612516092	2.92311622459e-6
Androgen	Spata2	1.51318119474	3.08557693132e-6
Androgen	Osr2	-4.56827905681	3.08885853913e-6
Androgen	Fads2	2.06872181242	3.10295153211e-6
Androgen	Nfib	2.30094541452	3.15706478437e-6
Androgen	Htatsf1	-1.7934942062400001	3.24271439934e-6
Androgen	Abca1	-2.17659776811	3.25400857056e-6
Androgen	Lat2	1.31397922648	3.45844544261e-6
Androgen	Golga5	2.0963539887	3.46531477059e-6
Androgen	Crisp3	2.19948128157	3.57346599706e-6
Androgen	Mtrex	-1.6185574943	3.88267521624e-6
Androgen	Adra2a	2.14815091726	3.89704189501e-6
Androgen	Fryl	1.94557704994	3.9868086128e-6
Androgen	Edem3	3.21369067855	4.22764956319e-6
Androgen	Pou2f3	-1.20463967146	4.32470599389e-6
Androgen	St3gal1	-3.07196513259	4.41871309503e-6
Androgen	Radx	-1.29513404577	4.47503776528e-6
Androgen	Rap1b	-2.16653196987	4.48918526373e-6
Androgen	Ssr3	2.73784886452	4.5704407825e-6
Androgen	Lamc1	2.47045097424	4.93162812728e-6
Androgen	Gbf1	1.53913611544	5.05400727773e-6
Androgen	Styk1	2.16289852081	5.06584536466e-6
Androgen	Dmrt1	-1.21509818562	5.19886759279e-6
Androgen	Arhgap1	1.11078879561	5.24398919517e-6
Androgen	Slc25a37	2.27953485629	5.40109158433e-6
Androgen	Coq7	-1.35242134205	5.48664286304e-6
Androgen	Uso1	1.91862489583	5.54010479409e-6
Androgen	Osbp	1.17202345622	5.80031113877e-6
Androgen	Dsc1	1.81917593502	6.09389349433e-6
Androgen	Prpf6	-1.63688792209	6.25101281901e-6
Androgen	Extl2	2.63858591092	6.41014668361e-6
Androgen	Kif5b	-2.02800457177	6.53658440967e-6
Androgen	Fkbp11	2.00970146561	6.75476512005e-6
Androgen	Spcs3	2.37425422654	6.78633547542e-6
Androgen	Pik3r3	-2.7986173875299998	6.80213533353e-6
Androgen	Afg3l2	-1.29493902484	7.48234651567e-6
Androgen	Pik3c2a	1.77358859402	7.63683556391e-6
Androgen	Mecom	-1.07760781435	7.6443629964e-6
Androgen	Nans	1.74826042938	7.68514816282e-6
Androgen	Gle1	-1.05504455942	7.72146154788e-6
Androgen	Dym	1.39763637975	8.05927144934e-6
Androgen	Osgep	-1.28470297932	8.1518309389e-6
Androgen	Sart3	-1.37017391415	8.16403285327e-6
Androgen	Znf532	2.26921353171	8.54424863374e-6
Androgen	Rnf14	1.84071340457	9.06184073106e-6
Androgen	Wdr41	1.29572675635	9.28546877752e-6
Androgen	Anp32e	-2.97005547531	9.34604949211e-6
Androgen	Abi3bp	2.82200625333	9.35503581037e-6
Androgen	Dnaaf11	-1.34379469162	9.35864197312e-6
Androgen	Klhl36	1.35341328677	9.40487581819e-6
Androgen	Cand1	-1.18626061903	9.5325393678e-6
Androgen	Meaf6	1.52925940301	9.55756124808e-6
Androgen	Scyl3	-2.23392489312	9.68764070784e-6
Androgen	Cab39l	1.82075154211	1.0032618239e-5
Androgen	Dlg2	1.22239699487	1.0352920812e-5
Androgen	Hus1	1.29157024604	1.05103410872e-5
Androgen	Klhl29	1.01163069907	1.0637099091900001e-05
Androgen	Lgals8	-1.91440180951	1.06960324384e-5
Androgen	Enc1	-4.18510928668	1.07546611814e-5
Androgen	Swap70	-1.83178578403	1.07630261208e-5
Androgen	Polr1f	2.04836033177	1.08107240942e-5
Androgen	Wls	-2.95958326649	1.10106692225e-5
Androgen	Derl1	1.29350036111	1.12069217435e-5
Androgen	Rnf41	1.67079192985	1.13368431761e-5
Androgen	Angpt2	2.11156114607	1.17153378297e-5
Androgen	Znf652	2.90515742379	1.1729870627e-5
Androgen	Atp2b1	-3.85982677056	1.18688288092e-5
Androgen	Znf589	1.26681980464	1.22668249463e-5
Androgen	Sec24a	2.50857888978	1.25274746863e-5
Androgen	Trim33	1.58914729298	1.29432282527e-5
Androgen	Maoa	3.4302033137	1.2999820391e-5
Androgen	Nek1	-1.53574939549	1.30202854497e-5
Androgen	Nsdhl	2.17067766992	1.42264480332e-5
Androgen	Hnrnph1	-1.56529679109	1.45187663347e-5
Androgen	Reep1	-2.64175533295	1.45528562929e-5
Androgen	Mogat2	0.871803222852	1.45887124286e-5
Androgen	Ssr2	1.68625946996	1.4657547652e-5
Androgen	Adpgk	1.32114077473	1.46715843392e-5
Androgen	Peli2	-1.72686778639	1.46776106868e-5
Androgen	Coq6	-1.29203960713	1.47545979608e-5
Androgen	Cd2ap	1.61934708626	1.52587176509e-5
Androgen	Cap2	2.12070642668	1.52797651878e-5
Androgen	Pds5b	1.252724399	1.54711942397e-5
Androgen	Adgrb2	-1.36787265021	1.57776811618e-5
Androgen	Extl3	-1.12969869198	1.58491929874e-5
Androgen	Lasp1	-2.18529807928	1.65029905681e-5
Androgen	Mical2	2.40406590059	1.658244414e-5
Androgen	Osbpl8	2.04790607767	1.67631117283e-5
Androgen	Flot2	-1.53015357928	1.70305038275e-5
Androgen	Tbc1d4	3.08707216089	1.74510953027e-5
Androgen	Itgav	2.94299097459	1.76180722606e-5
Androgen	Ncbp2	-1.42867473033	1.76240926779e-5
Androgen	Csnk1g3	1.46793301305	1.83819293529e-5
Androgen	Fbxw2	1.16803375055	1.8404530089e-5
Androgen	Dnajc10	1.96290478864	1.86617639725e-5
Androgen	Atp8a1	-1.671390289	1.87944817451e-5
Androgen	Rgs10	-1.6670708804	1.89343049609e-5
Androgen	Ffar2	-2.37564689974	1.91784640533e-5
Androgen	Hfe	-1.04039616653	1.92309378647e-5
Androgen	Tbc1d8	3.76201874154	1.97185267717e-5
Androgen	Bbs4	1.89324943451	2.00200893768e-5
Androgen	Zbtb1	1.95299855577	2.1331795123e-5
Androgen	Abitram	1.55815600382	2.16900999289e-5
Androgen	Limch1	2.60616794397	2.21788320741e-5
Androgen	Evc	-0.919400897505	2.27239007157e-5
Androgen	Rexo2	-1.79135638657	2.27885564797e-5
Androgen	Pla2g2a	-2.63034197809	2.3264629906e-5
Androgen	Tmem131l	-2.01299325497	2.54887775447e-5
Androgen	Calu	2.26890236835	2.59112708606e-5
Androgen	Wwp1	2.35337668169	2.60954535501e-5
Androgen	Txlngy	1.05398910945	2.6221295377e-5
Androgen	Tdp1	-1.55964295371	2.67287314529e-5
Androgen	Copb1	1.37259053398	2.96457568741e-5
Androgen	Mcph1	1.02159524333	2.99152902294e-5
Androgen	Il20ra	1.25559386223	3.02633751035e-5
Androgen	M6pr	-1.94361893877	3.06442116433e-5
Androgen	Pcnx2	1.06710295147	3.14814618279e-5
Androgen	Zfyve16	1.68422968036	3.19024102157e-5
Androgen	Bambi	-5.31086204799	3.20216895641e-5
Androgen	Pigh	1.59607512026	3.21533091185e-5
Androgen	Fdft1	2.52991946893	3.22454142968e-5
Androgen	Tmem106c	-2.0675965848	3.37799429743e-5
Androgen	Kcns3	-2.80847494041	3.44114796986e-5
Androgen	Kmt5a	1.80941173448	3.48144380395e-5
Androgen	Kcnj3	-1.18024335711	3.655293025e-5
Androgen	C1orf115	-1.53731981919	3.66346159191e-5
Androgen	Srgap3	-1.02827623635	3.69158064932e-5
Androgen	Fam107a	0.965037839864	3.72444216212e-5
Androgen	Herc1	-1.27596977763	3.77572475371e-5
Androgen	Trim24	1.08049131343	3.81746442646e-5
Androgen	Rgs17	-2.46073888849	3.98526157772e-5
Androgen	Thumpd1	1.83558275843	4.10497686125e-5
Androgen	Marchf5	1.58873271431	4.14222866626e-5
Androgen	Rap2b	-1.94428427368	4.25097146708e-5
Androgen	Baz1b	-0.97929072399	4.26179560108e-5
Androgen	Ctc1	-0.997145712573	4.29981188605e-5
Androgen	Ccnk	1.37338320053	4.33167461292e-5
Androgen	Tek	0.978002988939	4.41266764602e-5
Androgen	Dpp4	2.01413723404	4.42088344898e-5
Androgen	Fasn	1.87435617765	4.55133320988e-5
Androgen	Magi1	-0.84517476793	4.67333215095e-5
Androgen	Hdac1	-1.81626173602	4.71934172591e-5
Androgen	Net1	-3.02582828947	4.80142777465e-5
Androgen	Tmem132a	-1.19770420348	5.03396839835e-5
Androgen	Acadl	0.875078928933	5.17353899589e-5
Androgen	Deptor	-2.70606496499	5.17993413369e-5
Androgen	Tspan15	-1.88944098815	5.18029061397e-5
Androgen	Hmgcr	3.84362241775	5.26245144399e-5
Androgen	Kdm5a	-1.51454600267	5.30576054272e-5
Androgen	Atp6v1h	-1.08603409244	5.41234236325e-5
Androgen	Dctn1	-1.27396024399	5.42108550585e-5
Androgen	Tspan9	-0.931832320894	5.6590632204e-5
Androgen	Spint2	-1.57358081456	5.66500547038e-5
Androgen	Cdc42bpa	1.09837671553	5.75264265665e-5
Androgen	Tg	1.00747757915	5.83944841055e-5
Androgen	Ntaq1	2.02195689009	5.94978420885e-5
